#
# File created on 2019-05-18 23:23:48 EDT
# Refresh Date: 2018-06
#
# U.S. Geological Survey
#
# This file contains selected WaterUse data 
#
# The data you have secured from the USGS NWISWeb database may include data that have 
# not received Director's approval and as such are provisional and subject to revision. 
# The data are released on the condition that neither the USGS nor the United States 
# Government may be held liable for any damages resulting from its authorized or 
# unauthorized use.
#
#  * References to sources of water-use data can be found here. - https://water.usgs.gov/watuse
#
#  Search Criteria:
#  Year(s)          - ALL
#  Area             - County
#  County Codes(s)  - ALL
#  County Name(s)   - --ALL Counties--
#  Category Code(s) - TP
#  Category Name(s) - Total Population
#
#  Columns:
#  state_cd    - State Code
#  state_name  - State Name
#  county_cd   - County Code
#  county_nm   - County Name
#  year        - Year
#
#  The following categories are included: 
#  Total Population total population of area, in thousands 
#
state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands
46	South Dakota	037	Day County	2000	6.270
46	South Dakota	037	Day County	2005	5.757
46	South Dakota	037	Day County	2010	5.710
46	South Dakota	037	Day County	2015	-
46	South Dakota	039	Deuel County	1985	5.230
46	South Dakota	039	Deuel County	1990	4.520
46	South Dakota	039	Deuel County	1995	4.450
46	South Dakota	039	Deuel County	2000	4.500
46	South Dakota	039	Deuel County	2005	4.296
46	South Dakota	039	Deuel County	2010	4.364
46	South Dakota	039	Deuel County	2015	-
46	South Dakota	041	Dewey County	1985	5.470
46	South Dakota	041	Dewey County	1990	5.520
46	South Dakota	041	Dewey County	1995	5.780
46	South Dakota	041	Dewey County	2000	5.970
46	South Dakota	041	Dewey County	2005	6.161
46	South Dakota	041	Dewey County	2010	5.301
46	South Dakota	041	Dewey County	2015	-
46	South Dakota	043	Douglas County	1985	3.960
46	South Dakota	043	Douglas County	1990	3.750
46	South Dakota	043	Douglas County	1995	3.620
46	South Dakota	043	Douglas County	2000	3.460
46	South Dakota	043	Douglas County	2005	3.309
46	South Dakota	043	Douglas County	2010	3.002
46	South Dakota	043	Douglas County	2015	-
46	South Dakota	045	Edmunds County	1985	4.990
46	South Dakota	045	Edmunds County	1990	4.360
46	South Dakota	045	Edmunds County	1995	4.340
46	South Dakota	045	Edmunds County	2000	4.370
46	South Dakota	045	Edmunds County	2005	4.112
46	South Dakota	045	Edmunds County	2010	4.071
46	South Dakota	045	Edmunds County	2015	-
46	South Dakota	047	Fall River County	1985	7.950
46	South Dakota	047	Fall River County	1990	7.350
46	South Dakota	047	Fall River County	1995	7.090
46	South Dakota	047	Fall River County	2000	7.450
46	South Dakota	047	Fall River County	2005	7.355
46	South Dakota	047	Fall River County	2010	7.094
46	South Dakota	047	Fall River County	2015	-
46	South Dakota	049	Faulk County	1985	3.180
46	South Dakota	049	Faulk County	1990	2.740
46	South Dakota	049	Faulk County	1995	2.590
46	South Dakota	049	Faulk County	2000	2.640
46	South Dakota	049	Faulk County	2005	2.386
46	South Dakota	049	Faulk County	2010	2.364
46	South Dakota	049	Faulk County	2015	-
46	South Dakota	051	Grant County	1985	9.480
46	South Dakota	051	Grant County	1990	8.370
46	South Dakota	051	Grant County	1995	8.240
46	South Dakota	051	Grant County	2000	7.850
46	South Dakota	051	Grant County	2005	7.384
46	South Dakota	051	Grant County	2010	7.356
46	South Dakota	051	Grant County	2015	-
46	South Dakota	053	Gregory County	1985	5.930
46	South Dakota	053	Gregory County	1990	5.360
46	South Dakota	053	Gregory County	1995	5.110
46	South Dakota	053	Gregory County	2000	4.790
46	South Dakota	053	Gregory County	2005	4.290
46	South Dakota	053	Gregory County	2010	4.271
46	South Dakota	053	Gregory County	2015	-
46	South Dakota	055	Haakon County	1985	2.940
46	South Dakota	055	Haakon County	1990	2.620
46	South Dakota	055	Haakon County	1995	2.550
46	South Dakota	055	Haakon County	2000	2.200
46	South Dakota	055	Haakon County	2005	1.912
46	South Dakota	055	Haakon County	2010	1.937
46	South Dakota	055	Haakon County	2015	-
46	South Dakota	057	Hamlin County	1985	5.260
46	South Dakota	057	Hamlin County	1990	4.970
46	South Dakota	057	Hamlin County	1995	5.370
46	South Dakota	057	Hamlin County	2000	5.540
46	South Dakota	057	Hamlin County	2005	5.707
46	South Dakota	057	Hamlin County	2010	5.903
