"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-04-30,243,"Luna County","NM","Deming",1359,104400,-0.0169491525423729,0.00288184438040346,0.0785123966942149,0.0701028300662649,,"2019-03","2019-Q1",106200,-0.0169491525423729,"2019-02"
2019-04-30,1363,"Saline County","IL",,1360,46400,-0.0021505376344086,-0.0190274841437632,0.0197802197802198,0.0177141435276678,0.02317321249997,"2018-11","2018-Q4",47600,-0.0252100840336134,"2018-08"
2019-04-30,3050,"Washington County","FL",,1361,107000,0,-0.00925925925925926,0.0418695228821811,0.0705324204455982,0.0109071178948157,"2006-05","2006-Q2",123700,-0.135004042037187,"2005-07"
2019-04-30,320,"Todd County","MN",,1362,117900,-0.00757575757575758,-0.0248138957816377,0.0640794223826715,0.0676255924534914,0.0337471951685415,"2019-01","2019-Q1",120900,-0.0248138957816377,"2018-10"
2019-04-30,2705,"Gillespie County","TX","Fredericksburg",1363,305800,-0.00617484562885928,-0.0116354234001293,0.0643926209537069,0.0747051378720127,0.0411077010638921,"2019-01","2019-Q1",309400,-0.0116354234001293,"2018-11"
2019-04-30,703,"Salem City","VA","Roanoke",1364,163100,-0.000612745098039216,-0.000612745098039216,0.0695081967213115,0.0282395704759189,0.00641303483572697,"2019-03","2019-Q1",163200,-0.000612745098039216,"2019-03"
2019-04-30,1120,"Jasper County","SC","Hilton Head Island-Bluffton-Beaufort",1365,135900,-0.0087527352297593,0.000736377025036819,0.0872,0.0480022100446693,0.0068755232676101,"2019-03","2019-Q1",137100,-0.0087527352297593,"2019-02"
2019-04-30,642,"Milam County","TX",,1366,93200,0,0.0219298245614035,0.10952380952381,0.0589210325827729,0.0341753174925419,"2019-04","2019-Q2",93200,0,"2019-04"
2019-04-30,1207,"Miller County","MO",,1367,134600,-0.00664206642066421,-0.00296296296296296,0.0872374798061389,0.0444395780768234,0.0206664588850447,"2019-02","2019-Q1",135600,-0.00737463126843658,"2018-10"
2019-04-30,2400,"Manistee County","MI",,1368,119100,-0.00167644593461861,-0.0213640098603122,0.0144804088586031,0.0619122610252054,0.0186562559327825,"2018-11","2018-Q4",123500,-0.0356275303643725,"2018-09"
2019-04-30,2233,"Crawford County","MO",,1369,141800,0.000705716302046577,0.0172166427546628,0.0742424242424242,0.0536362852501986,0.0268446235955224,"2019-04","2019-Q2",141800,0,"2019-04"
2019-04-30,1773,"Hickman County","TN","Nashville-Davidson--Murfreesboro--Franklin",1370,98200,0.00204081632653061,0.0102880658436214,0.131336405529954,0.0880406571613375,0.0450557062588917,"2019-04","2019-Q2",98200,0,"2019-04"
2019-04-30,533,"Grant County","KY","Cincinnati",1371,151500,0.00132187706543291,-0.00394477317554241,0.0462707182320442,0.0514285501852441,0.0223965954047425,"2019-01","2019-Q1",152100,-0.00394477317554241,"2018-11"
2019-04-30,808,"White County","IN",,1372,115500,0,-0.0128205128205128,0.0979087452471483,0.0949068803415025,0.0439848701053471,"2019-01","2019-Q1",117000,-0.0128205128205128,"2018-11"
2019-04-30,1422,"Taylor County","KY","Campbellsville",1373,106400,0.00472143531633617,0.00377358490566038,0.0300096805421104,0.0396508293739171,0.0202165098243308,"2019-04","2019-Q2",106400,0,"2019-04"
2019-04-30,2597,"Waushara County","WI",,1374,137400,-0.00145348837209302,-0.00362581580855693,0.0692607003891051,0.0389584371493987,0.013463766866082,"2019-01","2019-Q1",137900,-0.00362581580855693,"2018-12"
2019-04-30,2101,"Winston County","AL",,1375,91300,-0.00976138828633406,0.00772626931567329,0.0960384153661465,0.0156002841640794,0.00634987169526324,"2010-09","2010-Q3",99500,-0.0824120603015075,"2010-04"
2019-04-30,2838,"Roscommon County","MI",,1376,95600,0,-0.0144329896907216,0.0540242557883131,0.065234007586022,0.027902984805882,"2018-12","2018-Q4",98000,-0.0244897959183673,"2018-10"
2019-04-30,3283,"Fredericksburg City","VA","Washington-Arlington-Alexandria",1377,334600,-0.000895789787996417,-0.00446295745313895,0.0512095507382972,0.0176983995861271,0.0147587606862565,"2005-08","2005-Q3",411800,-0.187469645458961,"2005-02"
2019-04-30,1700,"Fayette County","IN","Connersville",1378,75000,0.00401606425702811,0.00806451612903226,0.203852327447833,0.0683031270838008,0.0187258387978946,"2006-07","2006-Q3",79000,-0.0506329113924051,"2005-10"
2019-04-30,891,"Bremer County","IA","Waterloo-Cedar Falls",1379,158200,0.00126582278481013,0.00508259212198221,0.0725423728813559,0.0314624844842419,0.0199050280085964,"2019-04","2019-Q2",158200,0,"2019-04"
2019-04-30,729,"Stark County","ND","Dickinson",1380,253400,0.00475812846946868,0.0168539325842697,0.0792163543441227,0.0309308691759511,0.0556766426844033,"2016-05","2016-Q2",266500,-0.049155722326454,"2015-09"
2019-04-30,708,"Scott County","IN","Louisville/Jefferson County",1381,109400,0.000914913083257091,0.00643974241030359,0.127835051546392,0.0653978109649072,0.0243582914096498,"2019-04","2019-Q2",109400,0,"2019-04"
2019-04-30,1297,"Otsego County","MI",,1382,115800,0.000864304235090752,-0.00515463917525773,0.0934844192634561,0.0593458433373577,0.0240561691042123,"2005-04","2005-Q2",128500,-0.0988326848249027,"2004-09"
2019-04-30,1406,"Sumner County","KS","Wichita",1383,79900,-0.00745341614906832,-0.0184275184275184,0.00883838383838384,0.0221785221774078,0.00976631125940775,"2005-03","2005-Q1",82200,-0.0279805352798054,"2004-11"
2019-04-30,267,"Page County","VA",,1384,151600,-0.00394218134034166,-0.00785340314136126,0.0355191256830601,0.0331340319430982,0.00550614721371723,"2007-06","2007-Q2",174800,-0.132723112128146,"2006-07"
2019-04-30,2696,"Fairfield County","SC","Columbia",1385,49100,0.0144628099173554,0.0250521920668058,0.0935412026726058,0.0118126393489213,-0.0176995588509792,"2004-10","2004-Q4",73100,-0.328317373461012,"2000-11"
2019-04-30,1307,"Panola County","TX",,1386,143100,0.000699300699300699,-0.00900277008310249,0.0932009167303285,0.0557545860958573,0.0372155963575331,"2019-01","2019-Q1",144400,-0.00900277008310249,"2018-11"
2019-04-30,3271,"West Baton Rouge Parish","LA","Baton Rouge",1387,194700,-0.00815078960774325,-0.0121765601217656,0,0.0410811367871178,0.0282916766011894,"2019-02","2019-Q1",197400,-0.013677811550152,"2018-11"
2019-04-30,3230,"Staunton City","VA","Staunton-Waynesboro",1388,156000,0.00128369704749679,0.00128369704749679,0.039307128580946,0.0290336610711879,0.00379601346967262,"2006-10","2006-Q4",161300,-0.0328580285182889,"2006-08"
2019-04-30,1785,"Houston County","TX",,1389,96400,-0.0102669404517454,-0.0183299389002037,0.024442082890542,0.0416717770083821,0.0300440263952415,"2018-12","2018-Q4",98400,-0.0203252032520325,"2018-10"
2019-04-30,1603,"Caswell County","NC",,1390,102000,-0.00293255131964809,-0.00970873786407767,0.106290672451193,0.0311418742773983,0.0155676863705054,"2019-01","2019-Q1",103000,-0.00970873786407767,"2018-11"
2019-04-30,190,"Iowa County","WI","Madison",1391,165500,0.00060459492140266,0.00485731633272617,0.0774739583333333,0.0524027992636544,0.022256762732439,"2019-04","2019-Q2",165500,0,"2019-04"
2019-04-30,1010,"Fannin County","GA",,1392,199700,-0.00448654037886341,-0.00942460317460317,0.108213096559378,0.0639178320206761,0.0198902069523481,"2019-01","2019-Q1",201600,-0.00942460317460317,"2018-12"
2019-04-30,421,"Butts County","GA","Atlanta-Sandy Springs-Roswell",1393,123800,-0.0119712689545092,-0.0228887134964483,0.063573883161512,0.0563946771212145,0.00908047735768958,"2019-01","2019-Q1",126700,-0.0228887134964483,"2018-10"
2019-04-30,3097,"King George County","VA",,1394,266600,0.000375234521575985,-0.00485255692422546,0.0152322924600152,0.0198039714843379,0.00918736288756739,"2006-09","2006-Q3",299900,-0.111037012337446,"2005-06"
2019-04-30,833,"Antrim County","MI",,1395,150300,-0.00331564986737401,-0.00199203187250996,0.100292825768668,0.0772582904109813,0.0314266459600536,"2003-07","2003-Q3",161200,-0.0676178660049628,
2019-04-30,2677,"Currituck County","NC","Virginia Beach-Norfolk-Newport News",1396,267200,-0.0018677624206201,-0.00632205280773522,0.0569620253164557,0.02445043489905,0.0157691645870572,"2018-12","2018-Q4",269200,-0.00742942050520059,"2018-11"
2019-04-30,2071,"Wasatch County","UT","Heber",1397,450600,0.00244716351501669,0.0141796083727211,0.106038291605302,0.0820334420455273,0.0410682591018454,"2019-04","2019-Q2",450600,0,"2019-04"
2019-04-30,1959,"Osceola County","MI",,1398,83100,-0.00953516090584029,-0.0426267281105991,-0.00359712230215827,0.0566090664221226,,"2018-10","2018-Q4",87300,-0.0481099656357388,"2018-02"
