"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim",0,2722,-0.000367242012486228,0.00220913107511046,0.0318423047763457,2122495
2019-04-30,"Cook County","IL","Chicago-Naperville-Elgin",1,1711,0.00351906158357771,0.00587889476778366,0.0420219244823386,1621687
2019-04-30,"Harris County","TX","Houston-The Woodlands-Sugar Land",2,1515,0.00198412698412698,0.00397614314115308,0.0140562248995984,1140081
2019-04-30,"Maricopa County","AZ","Phoenix-Mesa-Scottsdale",3,1474,0.00408719346049046,0.0130584192439863,0.0573888091822095,1330073
2019-04-30,"San Diego County","CA","San Diego-Carlsbad",4,2650,0.0011333585190782,0.00607441154138193,0.042896497441952,822214
2019-04-30,"Orange County","CA","Los Angeles-Long Beach-Anaheim",5,3076,0.00130208333333333,0.00130208333333333,0.0148465852853844,828809
2019-04-30,"Kings County","NY","New York-Newark-Jersey City",6,2324,-0.00171821305841924,0.000430477830391735,0.0113141862489121,418752
2019-04-30,"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach",7,2007,0.00299850074962519,0.0085427135678392,0.0255493101686254,961093
2019-04-30,"Dallas County","TX","Dallas-Fort Worth-Arlington",8,1545,0.00194552529182879,0.00520494469746259,0.0306871247498332,617483
2019-04-30,"Queens County","NY","New York-Newark-Jersey City",9,2256,0.000443458980044346,0.00177619893428064,0.0277904328018223,472423
2019-04-30,"Riverside County","CA","Riverside-San Bernardino-Ontario",10,2105,0.0028585040495474,0.0100767754318618,0.0572576594676042,639486
2019-04-30,"San Bernardino County","CA","Riverside-San Bernardino-Ontario",11,1772,0.00396600566572238,0.0114155251141552,0.0485207100591716,549600
2019-04-30,"Clark County","NV","Las Vegas-Henderson-Paradise",12,1402,0.00429799426934097,0.0159420289855072,0.0784615384615385,674387
2019-04-30,"King County","WA","Seattle-Tacoma-Bellevue",13,2441,0.00164136233073451,0.00328812166050144,0.022622538751571,661268
2019-04-30,"Wayne County","MI","Detroit-Warren-Dearborn",14,898,0.00447427293064877,0.0124013528748591,0.0552291421856639,725460
2019-04-30,"Tarrant County","TX","Dallas-Fort Worth-Arlington",15,1556,0.00257731958762887,0.0077720207253886,0.0401069518716578,541716
2019-04-30,"Santa Clara County","CA","San Jose-Sunnyvale-Santa Clara",16,3583,0.00307950727883539,0.005331088664422,0.0176086339108208,452721
2019-04-30,"Broward County","FL","Miami-Fort Lauderdale-West Palm Beach",17,1797,0.00223089793641941,0.00615901455767077,0.032165422171166,804753
2019-04-30,"Bexar County","TX","San Antonio-New Braunfels",18,1334,0.00300751879699248,0.00907715582450832,0.0325077399380805,517209
2019-04-30,"New York County","NY","New York-Newark-Jersey City",19,3733,-0.00320427236315087,-0.00107037730800107,0.0315004144791379,443617
2019-04-30,"Philadelphia County","PA","Philadelphia-Camden-Wilmington",20,1260,0.00478468899521531,0.0104250200481155,0.0387469084913438,515427
2019-04-30,"Alameda County","CA","San Francisco-Oakland-Hayward",21,3151,0.00158931977113795,0.005103668261563,0.031086387434555,419440
2019-04-30,"Middlesex County","MA","Boston-Cambridge-Newton",22,2473,0.00528455284552846,0.00979991833401388,0.0135245901639344,475759
2019-04-30,"Sacramento County","CA","Sacramento--Roseville--Arden-Arcade",23,1786,0.00337078651685393,0.0124716553287982,0.0524454920447849,415690
2019-04-30,"Bronx County","NY","New York-Newark-Jersey City",24,1958,0.00256016385048643,0.013982392542724,0.0600974553329724,123744
2019-04-30,"Nassau County","NY","New York-Newark-Jersey City",25,3004,-0.000665335994677312,0.000666222518321119,0.00873069173942243,401849
2019-04-30,"Palm Beach County","FL","Miami-Fort Lauderdale-West Palm Beach",26,1966,0.0010183299389002,0.00872242175474602,0.0298585646935568,629973
2019-04-30,"Cuyahoga County","OH","Cleveland-Elyria",27,1135,-0.000880281690140845,0.00265017667844523,0.0403299725022915,436744
2019-04-30,"Hillsborough County","FL","Tampa-St. Petersburg-Clearwater",28,1471,0.0034106412005457,0.0116918844566713,0.0522174535050072,417937
2019-04-30,"Allegheny County","PA","Pittsburgh",29,1166,0.00690846286701209,0.0147954743255004,0.0246045694200351,469033
2019-04-30,"Oakland County","MI","Detroit-Warren-Dearborn",30,1706,0.00117370892018779,0.00530347672362994,0.0246246246246246,442279
2019-04-30,"Franklin County","OH","Columbus",31,1338,0.00224719101123596,0.00525920360631104,0.0372093023255814,401384
2019-04-30,"Hennepin County","MN","Minneapolis-St. Paul-Bloomington",32,1778,0,0.00508762012436405,0.0458823529411765,398643
2019-04-30,"Orange County","FL","Orlando-Kissimmee-Sanford",33,1573,0.00382897255902999,0.0128783000643915,0.0635564570655849,393079
2019-04-30,"Fairfax County","VA","Washington-Arlington-Alexandria",34,2506,0.0024,0.00320256204963971,0.0100765820233777,340885
2019-04-30,"Contra Costa County","CA","San Francisco-Oakland-Hayward",35,2800,0.00178890876565295,0.00755667506297229,0.0393466963622866,337252
2019-04-30,"Salt Lake County","UT","Salt Lake City",36,1636,0.000611620795107034,0.00245098039215686,0.0263488080301129,327653
2019-04-30,"Travis County","TX","Austin-Round Rock",37,1815,0.00498338870431894,0.00889382990550306,0.0300794551645857,315070
2019-04-30,"Saint Louis County","MO","St. Louis",38,1275,0.00631412786108919,0.0151273885350318,0.0265700483091787,385197
2019-04-30,"Pima County","AZ","Tucson",39,1250,0.00401606425702811,0.0129659643435981,0.0460251046025105,311717
2019-04-30,"Montgomery County","MD","Washington-Arlington-Alexandria",40,2331,0,0,0.0232660228270413,321568
2019-04-30,"Honolulu County","HI","Urban Honolulu",41,2405,0.00124895920066611,0.00291909924937448,0.0207979626485569,279827
2019-04-30,"Westchester County","NY","New York-Newark-Jersey City",42,3117,-0.010161956176564,-0.0191944619257395,-0.00287907869481766,240260
2019-04-30,"Milwaukee County","WI","Milwaukee-Waukesha-West Allis",43,1076,0,0.00186219739292365,0.0316395014381592,182944
2019-04-30,"Fresno County","CA","Fresno",44,1369,0.00440205429200293,0.0118255728011826,0.0277777777777778,224914
2019-04-30,"Shelby County","TN","Memphis",45,1046,0.00383877159309021,0.00770712909441233,0.0285152409046214,304765
2019-04-30,"Fulton County","GA","Atlanta-Sandy Springs-Roswell",46,1742,0.00172512938470385,0.00635470826112074,0.0229007633587786,315856
2019-04-30,"Mecklenburg County","NC","Charlotte-Concord-Gastonia",47,1446,0.00277392510402219,0.00836820083682008,0.0373027259684362,347675
2019-04-30,"Erie County","NY","Buffalo-Cheektowaga-Niagara Falls",48,1266,0.00237529691211401,0.0103750997605746,0.055,290751
2019-04-30,"DuPage County","IL","Chicago-Naperville-Elgin",49,1964,0.00255232261357836,0.00511770726714432,0.0144628099173554,315244
2019-04-30,"Fairfield County","CT","Bridgeport-Stamford-Norwalk",50,2287,0.00483304042179262,0,0.00971302428256071,295449
2019-04-30,"Pinellas County","FL","Tampa-St. Petersburg-Clearwater",51,1484,0.00610169491525424,0.0157426420260096,0.037037037037037,410482
2019-04-30,"Bergen County","NJ","New York-Newark-Jersey City",52,2483,0.00161355385235982,0.00201775625504439,0.0251857968620974,265287
2019-04-30,"Marion County","IN","Indianapolis-Carmel-Anderson",53,1137,0,0,0.0336363636363636,296770
2019-04-30,"Wake County","NC","Raleigh",54,1522,0.003295978905735,0.00928381962864721,0.0214765100671141,329756
2019-04-30,"Hartford County","CT","Hartford-West Hartford-East Hartford",55,1579,0.000633713561470215,-0.00441361916771753,-0.00252684775742262,286093
2019-04-30,"Duval County","FL","Jacksonville",56,1283,0.00469851213782302,0.0150316455696203,0.0620860927152318,303189
2019-04-30,"Prince Georges County","MD","Washington-Arlington-Alexandria",57,2029,-0.00147637795275591,0.000986679822397632,0.0442614513638703,271711
2019-04-30,"New Haven County","CT","New Haven-Milford",58,1637,-0.0012202562538133,-0.00304506699147381,0.0244055068836045,272709
2019-04-30,"Macomb County","MI","Detroit-Warren-Dearborn",59,1302,0.0038550501156515,0.00540540540540541,0.0227808326787117,321127
2019-04-30,"Kern County","CA","Bakersfield",60,1305,0.00384615384615385,0.00694444444444444,0.0332541567695962,214467
2019-04-30,"Ventura County","CA","Oxnard-Thousand Oaks-Ventura",61,2811,0.00106837606837607,0.00392857142857143,0.0259124087591241,221309
2019-04-30,"Middlesex County","NJ","New York-Newark-Jersey City",62,2151,0.000930665425779432,0.00186306474149977,-0.00324374420759963,226494
2019-04-30,"Gwinnett County","GA","Atlanta-Sandy Springs-Roswell",63,1538,0.00260756192959583,0.0105124835742444,0.0483980913428766,253803
2019-04-30,"San Francisco County","CA","San Francisco-Oakland-Hayward",64,4396,0.000682904620987935,0.00457038391224863,0.0358152686145146,186935
2019-04-30,"Baltimore County","MD","Baltimore-Columbia-Towson",65,1731,-0.000577367205542725,-0.00115406809001731,0.0140597539543058,273707
2019-04-30,"Hamilton County","OH","Cincinnati",66,1261,0.00158856235107228,0.00558213716108453,0.0252032520325203,264016
2019-04-30,"El Paso County","TX","El Paso",67,1002,0.002,0.00400801603206413,0.0193285859613428,211402
2019-04-30,"Montgomery County","PA","Philadelphia-Camden-Wilmington",68,1906,-0.00209424083769634,-0.0114107883817427,0.013290802764487,269599
2019-04-30,"Worcester County","MA","Worcester",69,1704,-0.000586510263929619,0.00471698113207547,0.0390243902439024,250105
2019-04-30,"Pierce County","WA","Seattle-Tacoma-Bellevue",70,1829,0.00219178082191781,0.00771349862258953,0.0475372279495991,259500
2019-04-30,"Essex County","NJ","New York-Newark-Jersey City",71,1840,0,-0.00378992961559285,0.00491534680502458,171727
2019-04-30,"Collin County","TX","Dallas-Fort Worth-Arlington",72,1969,0.00407955124936257,0.00974358974358974,0.0196789228379078,257090
2019-04-30,"Hidalgo County","TX","McAllen-Edinburg-Mission",73,997,-0.00100200400801603,-0.00100200400801603,0.0299586776859504,184255
2019-04-30,"Monroe County","NY","Rochester",74,1446,0.00207900207900208,0.00766550522648084,0.0380473797559225,233668
2019-04-30,"Essex County","MA","Boston-Cambridge-Newton",75,2156,0.00232450023245002,-0.00415704387990762,-0.0186618115612198,226526
2019-04-30,"Jefferson County","KY","Louisville/Jefferson County",76,1216,0.0033003300330033,0.00745650372825186,0.0201342281879195,355053
2019-04-30,"Multnomah County","OR","Portland-Vancouver-Hillsboro",77,1864,0.00376952073236403,0.00756756756756757,0.0163576881134133,246688
2019-04-30,"Suffolk County","MA","Boston-Cambridge-Newton",78,2607,0.00539915156189742,0.0132141469102215,0.0195541650371529,213951
2019-04-30,"Oklahoma County","OK","Oklahoma City",79,1035,0.00778967867575463,0.0157016683022571,0.0217176702862784,260380
2019-04-30,"San Mateo County","CA","San Francisco-Oakland-Hayward",80,4029,0.00248818113958696,0.00298730395817774,0.0306983883346124,205672
2019-04-30,"Snohomish County","WA","Seattle-Tacoma-Bellevue",81,2176,0.00184162062615101,0.00508083140877598,0.0376728659990463,239394
2019-04-30,"Lake County","IL","Chicago-Naperville-Elgin",82,1834,0.00273373428102788,0.00548245614035088,0.0200222469410456,233702
2019-04-30,"Dekalb County","GA","Atlanta-Sandy Springs-Roswell",83,1395,0.00504322766570605,0.0116026105873822,0.0426008968609865,215981
2019-04-30,"Cobb County","GA","Atlanta-Sandy Springs-Roswell",84,1591,0.00252047889098929,0.0069620253164557,0.0244687701223439,232804
2019-04-30,"San Joaquin County","CA","Stockton-Lodi",85,1719,0.00467562828755114,0.0117716303708064,0.0437158469945355,174613
2019-04-30,"Will County","IL","Chicago-Naperville-Elgin",86,1725,0.00349040139616056,0.0117302052785924,0.0237388724035608,253070
2019-04-30,"Jackson County","MO","Kansas City",87,1086,0.0018450184501845,0.00462534690101758,0.0422264875239923,248374
2019-04-30,"Norfolk County","MA","Boston-Cambridge-Newton",88,2524,0.00718276137270551,0.00517722023098367,-0.00747149036570979,220886
2019-04-30,"Denton County","TX","Dallas-Fort Worth-Arlington",89,1858,0.00269832703723691,0.00595560368164591,0.0214403518416712,206321
2019-04-30,"Bernalillo County","NM","Albuquerque",90,1239,0.00161681487469685,0.00242718446601942,0.0282157676348548,211571
2019-04-30,"Jefferson County","AL","Birmingham-Hoover",91,1002,0.003003003003003,0.00804828973843058,0.0266393442622951,248734
2019-04-30,"Hudson County","NJ","New York-Newark-Jersey City",92,2115,-0.00470588235294118,-0.0112201963534362,-0.0153631284916201,153202
2019-04-30,"Monmouth County","NJ","New York-Newark-Jersey City",93,2415,0.00541215653621982,0.00961538461538462,0.0113065326633166,228979
2019-04-30,"Davidson County","TN","Nashville-Davidson--Murfreesboro--Franklin",94,1591,0.00252047889098929,0.0056890012642225,0.0205259781911482,208562
2019-04-30,"Providence County","RI","Providence-Warwick",95,1614,-0.00247218788627936,0,0.0439844760672704,170838
2019-04-30,"Bucks County","PA","Philadelphia-Camden-Wilmington",96,1908,0,0.000524383848977452,0.0319091400757166,213473
2019-04-30,"El Paso County","CO","Colorado Springs",97,1565,0.00449293966623877,0.0103292446739832,0.031641397495056,211849
2019-04-30,"Baltimore City","MD","Baltimore-Columbia-Towson",98,1283,0.00078003120124805,0.00156128024980484,0.00312744331508991,221291
2019-04-30,"Lee County","FL","Cape Coral-Fort Myers",99,1646,0.00182592818015825,0.00919681177191907,0.0141712877387554,339175
2019-04-30,"Tulsa County","OK","Tulsa",100,1071,0.00374882849109653,0.00847457627118644,0.0337837837837838,232927
2019-04-30,"Kent County","MI","Grand Rapids-Wyoming",101,1411,0.00284292821606254,0.012921751615219,0.0202458423716558,209133
2019-04-30,"Polk County","FL","Lakeland-Winter Haven",102,1280,0.00628930817610063,0.0142630744849445,0.038961038961039,190712
2019-04-30,"District of Columbia","DC","Washington-Arlington-Alexandria",103,2595,0.00038550501156515,0.00038550501156515,0.0164512338425382,179453
2019-04-30,"Denver County","CO","Denver-Aurora-Lakewood",104,2107,0.000950118764845606,0.000474833808167142,0.0258033106134372,208233
2019-04-30,"Fort Bend County","TX","Houston-The Woodlands-Sugar Land",105,1776,0.00338983050847458,0.00680272108843537,0.0142775556824672,214618
2019-04-30,"Ocean County","NJ","New York-Newark-Jersey City",106,1828,0.00605393505778756,0.0149916712937257,0.0166852057842047,257552
2019-04-30,"Arapahoe County","CO","Denver-Aurora-Lakewood",107,2067,0.00193892389723703,0.00291120815138282,0.031437125748503,189906
2019-04-30,"Delaware County","PA","Philadelphia-Camden-Wilmington",108,1528,0.0026246719160105,0.000654878847413229,0.019346230820547,188559
2019-04-30,"Bristol County","MA","Providence-Warwick",109,1712,-0.000583771161704612,-0.00753623188405797,-0.0149597238204833,160170
2019-04-30,"Johnson County","KS","Kansas City",110,1742,0,-0.00286204922724671,-0.00114678899082569,187144
2019-04-30,"Brevard County","FL","Palm Bay-Melbourne-Titusville",111,1463,0.00480769230769231,0.0124567474048443,0.0464949928469242,237680
2019-04-30,"Summit County","OH","Akron",112,1071,0.00752587017873942,0.0161290322580645,0.0298076923076923,198337
2019-04-30,"New Castle County","DE","Philadelphia-Camden-Wilmington",113,1484,0.00202565833896016,0.00134952766531714,-0.00536193029490617,184070
2019-04-30,"Anne Arundel County","MD","Baltimore-Columbia-Towson",114,1999,0.00150300601202405,-0.0014985014985015,0.00553319919517103,203532
2019-04-30,"Union County","NJ","New York-Newark-Jersey City",115,1998,-0.001998001998002,0.0106221547799696,0.0701660417782539,139994
2019-04-30,"Montgomery County","OH","Dayton",116,932,0.00431034482758621,0.0130434782608696,0.0344062153163152,194844
2019-04-30,"Jefferson County","CO","Denver-Aurora-Lakewood",117,2123,0.00473260766682442,0.0104712041884817,0.0371275036638984,192524
2019-04-30,"Washington County","OR","Portland-Vancouver-Hillsboro",118,1896,0.00211416490486258,0.00530222693531283,0.0293159609120521,158478
2019-04-30,"Lancaster County","PA","Lancaster",119,1239,0,-0.000806451612903226,0.0376884422110553,150978
2019-04-30,"Douglas County","NE","Omaha-Council Bluffs",120,1344,0.00298507462686567,0.00900900900900901,0.0346420323325635,325899
2019-04-30,"Utah County","UT","Provo-Orem",121,1502,0.00267022696929239,0.00334001336005344,0.0259562841530055,143812
2019-04-30,"Kane County","IL","Chicago-Naperville-Elgin",122,1725,-0.00173611111111111,-0.00519031141868512,0.0170990566037736,158057
2019-04-30,"Stanislaus County","CA","Modesto",123,1559,0.00257234726688103,0.00971502590673575,0.0871687587168759,132015
2019-04-30,"Camden County","NJ","Philadelphia-Camden-Wilmington",124,1592,-0.00125470514429109,0.00125786163522013,0.0317563188593649,167488
2019-04-30,"Ramsey County","MN","Minneapolis-St. Paul-Bloomington",125,1610,0.00186683260734287,0.00186683260734287,0.0400516795865633,151426
2019-04-30,"Passaic County","NJ","New York-Newark-Jersey City",126,1911,0.00367647058823529,0.00791139240506329,0.0687919463087248,118468
2019-04-30,"Chester County","PA","Philadelphia-Camden-Wilmington",127,2081,-0.00143953934740883,-0.00430622009569378,0.0266403552047361,165924
2019-04-30,"Sedgwick County","KS","Wichita",128,1011,0.00597014925373134,0.012012012012012,0.0619747899159664,173795
2019-04-30,"Lake County","IN","Chicago-Naperville-Elgin",129,1227,0.00327064595257563,0.00656275635767022,0.025062656641604,212456
2019-04-30,"Plymouth County","MA","Boston-Cambridge-Newton",130,2063,0.000484966052376334,0.0157557853274249,0.0346038114343029,171139
2019-04-30,"Volusia County","FL","Deltona-Daytona Beach-Ormond Beach",131,1433,0.00279916025192442,0.0098661028893587,0.0552282768777614,205678
2019-04-30,"Morris County","NJ","New York-Newark-Jersey City",132,2502,0.00240384615384615,0.00039984006397441,-0.0168958742632613,161761
2019-04-30,"Guilford County","NC","Greensboro-High Point",133,1137,-0.00263157894736842,0.00176211453744493,0.0706214689265537,192911
2019-04-30,"Dane County","WI","Madison",134,1531,0.00723684210526316,0.0172757475083056,0.0288978494623656,170249
2019-04-30,"Sonoma County","CA","Santa Rosa",135,2806,0,-0.00742836929607358,-0.0123196057726153,144828
2019-04-30,"Spokane County","WA","Spokane-Spokane Valley",136,1351,0.00296956198960653,0.00745712155108128,0.0440494590417311,153038
2019-04-30,"Richmond County","NY","New York-Newark-Jersey City",137,2225,-0.00179452669358457,-0.00179452669358457,0.0234590616375345,125440
2019-04-30,"Onondaga County","NY","Syracuse",138,1417,-0.000705218617771509,0.00639204545454545,0.050407709414381,144816
2019-04-30,"Pasco County","FL","Tampa-St. Petersburg-Clearwater",139,1338,0.00299850074962519,0.0113378684807256,0.0436817472698908,184366
2019-04-30,"Hampden County","MA","Springfield",140,1578,-0.000633312222925902,0.00573613766730402,0.0541082164328657,134280
2019-04-30,"Montgomery County","TX","Houston-The Woodlands-Sugar Land",141,1704,0.0017636684303351,0.00117508813160987,0.00530973451327434,150933
2019-04-30,"Greenville County","SC","Greenville-Anderson-Mauldin",142,1361,0.00294767870302137,0.0051698670605613,0.00220913107511046,150971
2019-04-30,"Burlington County","NJ","Philadelphia-Camden-Wilmington",143,1742,0.00287852619458837,0.0051933064050779,-0.00684150513112885,153948
2019-04-30,"Tulare County","CA","Visalia-Porterville",144,1231,0.0016273393002441,0.00736497545008183,0.0327181208053691,112449
2019-04-30,"Lucas County","OH","Toledo",145,911,0.0022002200220022,0.00441014332965821,0.0364050056882821,155404
2019-04-30,"Adams County","CO","Denver-Aurora-Lakewood",146,1931,0.00207576543850545,0.00782881002087683,0.032620320855615,127440
2019-04-30,"East Baton Rouge Parish","LA","Baton Rouge",147,1301,0.000769230769230769,0.00153964588144727,-0.0173716012084592,154328
2019-04-30,"Virginia Beach City","VA","Virginia Beach-Norfolk-Newport News",148,1582,0.00253485424588086,0.00508259212198221,0.0246113989637306,157277
2019-04-30,"York County","PA","York-Hanover",149,1304,0.000767459708365311,0.00462249614791988,0.0423661071143086,146012
2019-04-30,"Jefferson Parish","LA","New Orleans-Metairie",150,1425,-0.0034965034965035,-0.000701262272089762,0.01931330472103,130406
2019-04-30,"Knox County","TN","Knoxville",151,1244,0.0032258064516129,0.00403551251008878,0.019672131147541,158954
2019-04-30,"Polk County","IA","Des Moines-West Des Moines",152,1308,0.00229885057471264,0,0.0131680867544539,149327
2019-04-30,"Clark County","WA","Portland-Vancouver-Hillsboro",153,1799,0.00167037861915367,0.00278706800445931,0.0118110236220472,140607
2019-04-30,"Seminole County","FL","Orlando-Kissimmee-Sanford",154,1606,0.00437773608505316,0.0113350125944584,0.0483028720626632,150744
2019-04-30,"Williamson County","TX","Austin-Round Rock",155,1641,0.00489895897121862,0.0104679802955665,0.0249843847595253,147259
2019-04-30,"Washoe County","NV","Reno",156,1764,0.00284252416145537,0.00857632933104631,0.0450236966824645,139001
2019-04-30,"Monterey County","CA","Salinas",157,2630,0.00650593187906621,0.0154440154440154,0.063915857605178,88758
2019-04-30,"Solano County","CA","Vallejo-Fairfield",158,2237,0.00268937696100403,0.0117593848937133,0.0581835383159886,124637
2019-04-30,"Mobile County","AL","Mobile",159,962,0.00312825860271116,0.00944386149003148,0.0433839479392625,139698
2019-04-30,"Berks County","PA","Reading",160,1290,0.00467289719626168,0.0125588697017268,0.0369774919614148,115388
2019-04-30,"Cameron County","TX","Brownsville-Harlingen",161,921,0.00436205016357688,0.00765864332603939,-0.0128617363344051,129782
2019-04-30,"Prince William County","VA","Washington-Arlington-Alexandria",162,2056,-0.000486144871171609,0.00194931773879142,0.0336852689793866,129310
2019-04-30,"Hillsborough County","NH","Manchester-Nashua",163,1846,0.000542005420054201,0.00108459869848156,0.044708545557442,150800
2019-04-30,"Dakota County","MN","Minneapolis-St. Paul-Bloomington",164,1812,0.00332225913621262,0.0111607142857143,0.0534883720930233,125519
2019-04-30,"Ada County","ID","Boise City",165,1433,0.00420462508759636,0.0148725212464589,0.0662202380952381,131093
2019-04-30,"Waukesha County","WI","Milwaukee-Waukesha-West Allis",166,1784,0.00168444693992139,-0.00111982082866741,0.0593824228028504,140667
2019-04-30,"Richland County","SC","Columbia",167,1167,0.00516795865633075,0.0139009556907037,0.0327433628318584,123223
2019-04-30,"Pulaski County","AR","Little Rock-North Little Rock-Conway",168,998,0.00503524672708963,0.00910010111223458,0.0450261780104712,140484
2019-04-30,"Sarasota County","FL","North Port-Sarasota-Bradenton",169,1874,0.00374933047670059,0.0118790496760259,-0.0193615907901622,206951
2019-04-30,"Clackamas County","OR","Portland-Vancouver-Hillsboro",170,2063,0.00291686922702965,0.00389294403892944,0.0182625863770977,133341
2019-04-30,"Pinal County","AZ","Phoenix-Mesa-Scottsdale",171,1258,0.0064,0.0169765561843169,0.0789022298456261,132139
2019-04-30,"Stark County","OH","Canton-Massillon",172,950,0,0,0.00529100529100529,134229
2019-04-30,"Orange County","NY","New York-Newark-Jersey City",173,1941,0.000515463917525773,0.00622083981337481,0.0729684908789386,110264
2019-04-30,"Butler County","OH","Cincinnati",174,1378,-0.00217233888486604,-0.00289435600578871,0.0245353159851301,120908
2019-04-30,"Mercer County","NJ","Trenton",175,1902,0.00210748155953635,0.00369393139841689,-0.0088587806149036,114870
2019-04-30,"Westmoreland County","PA","Pittsburgh",176,931,-0.00427807486631016,-0.0106269925611052,-0.00107296137339056,134759
2019-04-30,"Saint Charles County","MO","St. Louis",177,1556,0.00193174500965873,0.00387096774193548,0.0196592398427261,131852
2019-04-30,"Allen County","IN","Fort Wayne",178,1117,0.00179372197309417,0.00903342366757001,0.0163785259326661,119855
2019-04-30,"Lane County","OR","Eugene",179,1455,0.00344827586206897,0.00761772853185596,0.0400285918513224,94958
2019-04-30,"Forsyth County","NC","Winston-Salem",180,1157,0.0052128583840139,0.0122484689413823,0.0238938053097345,124280
2019-04-30,"Charleston County","SC","Charleston-North Charleston",181,1906,0.00421496311907271,0.00953389830508475,0.0336225596529284,139452
2019-04-30,"Lehigh County","PA","Allentown-Bethlehem-Easton",182,1456,-0.000686341798215511,0.000687285223367698,0.00691562932226833,115514
2019-04-30,"Placer County","CA","Sacramento--Roseville--Arden-Arcade",183,2220,0.00361663652802893,0.0118505013673655,0.0315985130111524,135413
2019-04-30,"Washtenaw County","MI","Ann Arbor",184,1840,0.00163309744148067,-0.00162778079218665,-0.00915455035002692,113909
2019-04-30,"Orleans Parish","LA","New Orleans-Metairie",185,1456,-0.00205620287868403,0.00621976503109883,0.0841399851079672,112461
2019-04-30,"Nueces County","TX","Corpus Christi",186,1378,0.000726216412490922,0.000726216412490922,0.0199851961509993,106428
2019-04-30,"Hamilton County","TN","Chattanooga",187,1330,0,0.00150602409638554,0.0106382978723404,122950
2019-04-30,"Madison County","AL","Huntsville",188,1177,0.00684345594525235,0.019047619047619,0.0748858447488584,125471
2019-04-30,"Marion County","FL","Ocala",189,1183,0.00424448217317487,0.0128424657534247,0.037719298245614,121341
2019-04-30,"Anoka County","MN","Minneapolis-St. Paul-Bloomington",190,1657,0.00363416111447608,0.00852099817407182,0.0554140127388535,120509
2019-04-30,"Somerset County","NJ","New York-Newark-Jersey City",191,2352,0.00814402057436777,0.0151057401812689,0.0190641247833622,108865
2019-04-30,"Manatee County","FL","North Port-Sarasota-Bradenton",192,1758,0.00514579759862779,0.0132564841498559,0.0322959483264827,143447
2019-04-30,"Luzerne County","PA","Scranton--Wilkes-Barre--Hazleton",193,934,-0.00106951871657754,-0.00213675213675214,0.0923976608187135,115267
2019-04-30,"Cumberland County","NC","Fayetteville",194,894,0.0193842645381984,0.0617577197149644,0.0875912408759124,103446
2019-04-30,"Saint Louis City","MO","St. Louis",195,932,-0.00320855614973262,-0.00107181136120043,0.0483689538807649,113606
2019-04-30,"Chesterfield County","VA","Richmond",196,1546,0.00194426441996111,0.00979751796211626,0.0698961937716263,127731
2019-04-30,"Marion County","OR","Salem",197,1554,0.00258064516129032,0.00647668393782383,0.036,85453
2019-04-30,"Brazoria County","TX","Houston-The Woodlands-Sugar Land",198,1722,0.00116279069767442,0.00232828870779977,0.0123456790123457,93056
2019-04-30,"Loudoun County","VA","Washington-Arlington-Alexandria",199,2354,0.00212856534695615,0.00383795309168444,0.0212581344902386,122548
2019-04-30,"Rockland County","NY","New York-Newark-Jersey City",200,2839,-0.00105559465165376,0.00105782792665726,-0.0114902506963788,74991
2019-04-30,"Bell County","TX","Killeen-Temple",201,1048,0.000955109837631328,0.00383141762452107,0.0376237623762376,100832
2019-04-30,"McHenry County","IL","Chicago-Naperville-Elgin",202,1678,-0.000595592614651578,-0.0029708853238265,0.0256723716381418,112591
2019-04-30,"Henrico County","VA","Richmond",203,1471,0.00478142076502732,0.0130853994490358,0.0417847025495751,110614
2019-04-30,"Davis County","UT","Ogden-Clearfield",204,1657,0.00302663438256659,0.00790754257907543,0.0395232120451694,92862
2019-04-30,"Albany County","NY","Albany-Schenectady-Troy",205,1556,0.00257731958762887,-0.00575079872204473,-0.0535279805352798,87107
2019-04-30,"Lorain County","OH","Cleveland-Elyria",206,1102,0.00364298724954463,0.0128676470588235,0.0616570327552987,108990
2019-04-30,"Larimer County","CO","Fort Collins",207,1764,0.00455580865603645,0.0108882521489971,0.0237957051654092,116298
2019-04-30,"Northampton County","PA","Allentown-Bethlehem-Easton",208,1498,0,-0.00133333333333333,0.0373961218836565,102192
2019-04-30,"Escambia County","FL","Pensacola-Ferry Pass-Brent",209,1143,0.00263157894736842,0.0088261253309797,0.0544280442804428,112156
2019-04-30,"Dutchess County","NY","New York-Newark-Jersey City",210,2017,0.00198708395429707,0.00448207171314741,0.0202326757713708,87886
2019-04-30,"Lake County","FL","Orlando-Kissimmee-Sanford",211,1441,0.00348189415041783,0.0133614627285513,0.0689910979228487,110758
2019-04-30,"Fayette County","KY","Lexington-Fayette",212,1242,0.00161290322580645,0.00485436893203883,0.0264462809917355,104008
2019-04-30,"Winnebago County","IL","Rockford",213,1081,0.00558139534883721,0.0227057710501419,0.135504201680672,96590
2019-04-30,"Rockingham County","NH","Boston-Cambridge-Newton",214,2034,0.00197044334975369,0.0129482071713147,0.0356415478615071,133684
