"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"United States",0,,0.892828876809259,0.883977900552486,0.868908197959955,0.923280582784522,0.864632927761124,0.832278344088882,0.829454787234043,0.83672788948705,0.839222614840989,0.877624167201631,0.830073342617532,0.824849172269921,0.834675935047025,0.855855855855856,0.857142857142857,0.851923835807878,0.843098958333333,0.842696629213483,0.828363154406892,0.814265357942864,0.809262948207171,0.812829525483304,0.815660685154976,0.830959164292498,0.853521878335112,0.857142857142857,0.853889943074004,0.856879606879607,0.849762066621346,0.832742468546814,0.815972222222222,0.818157825283716,0.820389539269863,0.814426992437464,0.815217391304348,0.827749310208908,0.834658187599364,0.842561386615311,0.835432463014075,0.819504199959025,0.838774880357031,0.82815734989648,0.827897641746111,0.824175824175824,0.827363786574164,0.825276243093923,0.825346112886049,0.815528520100036,0.813386318773148,0.822865045959815,0.851005283194093,0.890075656430797,0.858267716535433,0.849791536647944,0.84077380952381,0.830564784053156,0.828460038986355,0.827814569536424,0.838658146964856,0.845019777058612,0.857787810383747,0.871608527131783,0.880681818181818,0.881910329839495,0.885416666666667,0.884955752212389,0.875,0.869874085771801,0.870359254813036,0.876062871581232,0.886143931256713,0.895436164067013,0.912515154678214,0.919072289535408,0.916216216216216,0.905612244897959,0.904977375565611,0.905269964435823,0.892312345851366,0.882063882063882,0.88161091018686,0.865243004418262,0.885103540414162,0.898876404494382,0.917141049968374,0.947670535878017,0.955292319449752,0.954833483626848,0.950413223140496,0.942158926617176,0.938337801608579,0.931966449207829,0.931629224921949,0.933706816059757,0.942348463667313,0.957746478873239,0.973879526386337,0.99882491186839,1.01050929668553,1.00768439681255,1.00150225338007,0.995486430998305,0.98330241187384,0.978212538906181,0.979858464888405,0.986193293885602,0.99290780141844,1.00782190132371,1.03846153846154,1.07066381156317
"Los Angeles-Long Beach-Anaheim, CA",1,1.55133647798742,1.49952534113748,1.55204952898137,1.52299725860493,1.4954172696575,1.48484848484848,1.44092219020173,1.42210730446025,1.42150515176831,1.40998742075847,1.45557544461203,1.44277811229866,1.42689921390824,1.42257088486561,1.43314696139774,1.42925234917609,1.44517557892342,1.41661300708307,1.41333333333333,1.40659340659341,1.41314930532231,1.4187866927593,1.42707696381112,1.44546404892611,1.44385026737968,1.42860335320967,1.40750670241287,1.43175901822239,1.44151565074135,1.4128213986083,1.39991251093613,1.40315719157613,1.38469284994965,1.37013119361517,1.36353952821784,1.38620840467505,1.4000474608448,1.3939490291155,1.37741046831956,1.38161029061458,1.39769929131579,1.40082265036129,1.40098081274552,1.39893873613121,1.38390568939006,1.38344717755862,1.40845070422535,1.3980868285504,1.37381246231363,1.3812598388863,1.39732685297691,1.45461910197468,1.47954911433172,1.50078988941548,1.50602409638554,1.50034891835311,1.487090367428,1.48257112154685,1.49365569732103,1.49532710280374,1.5,1.51515151515152,1.5359483886989,1.56054853472,1.55672823218997,1.57984823510238,1.58108686350021,1.57421289355322,1.57433344876205,1.58817902617663,1.57142857142857,1.58151131142037,1.59180148934964,1.63132137030995,1.63536707223888,1.61890664202062,1.63461538461538,1.60958904109589,1.59622302158273,1.62128910372235,1.56560645851571,1.62149359163843,1.56207929456112,1.61387157083589,1.65074911565489,1.6924639341701,1.71952617500955,1.72877140267745,1.7384682332463,1.72211350293542,1.72331886229984,1.7139796464917,1.71076642335766,1.71002594302878,1.70731707317073,1.71231287544099,1.73144876325088,1.7270187912646,1.75511909736732,1.77867125800634,1.77562686007388,1.76646706586826,1.77725118483412,1.75848245950628,1.73611111111111,1.75180831826401,1.75416666666667,1.74863387978142,1.77018135455246,1.78392857142857,1.78393653546652
"Chicago, IL",2,,1,0.987901369400523,0.957497755163125,0.92448087431694,0.92,0.91134364573855,0.949137931034483,0.966880341880342,0.992779783393502,1.00125313283208,0.954948784469841,0.96078431372549,0.999091734786558,1.04758522727273,1.05136677680985,1.05161516853933,1.05555555555556,1.0625,1.00324579521983,0.979166666666667,0.966666666666667,0.986193293885602,1,1.00461549217633,1.094664999479,1.06666666666667,1.07685105157015,1.09670987038883,1.09090909090909,1.08333333333333,1.04238818831094,1.08024581894989,1.09489051094891,1.07321428571429,1.03703703703704,0.981763723424213,1,1.01221893378532,1.03923076923077,1.03132161955691,1.02489816966014,1,1,0.985707484381224,0.977272727272727,0.989583333333333,0.988414797008547,1,1,1.03140195885456,1.05654258319233,1.09489051094891,1.09223300970874,1.07023411371237,1.07463853067605,1.05263157894737,1.05570693309113,1.04,1.02272727272727,1.04814345462956,1.07692307692308,1.0850942318675,1.11661809110739,1.14035087719298,1.125,1.11431339977852,1.07249665985365,1.03741496598639,1.03812568306011,1.04216011369019,1.05577777777778,1.078,1.09090909090909,1.10544217687075,1.14851485148515,1.11876075731497,1.11195413926825,1.13328754578755,1.08166666666667,1.0577915376677,1.04083333333333,1.04761904761905,1.07260726072607,1.1001872659176,1.1209375,1.2,1.23595505617978,1.20262769088363,1.19549929676512,1.15449929559519,1.12228587712122,1.11296605453534,1.12179487179487,1.11966819736353,1.11637643269136,1.11978504254366,1.18333333333333,1.25,1.28540026088217,1.33546916439431,1.27045454545455,1.22403846153846,1.2,1.19047619047619,1.19047619047619,1.19444444444444,1.23830489818382,1.25,1.27878795108621,1.36685615738375
"Dallas-Fort Worth, TX",3,,,,,,,,,,,,,0.679397281158014,0.677654974041216,0.676916932907348,0.690458445879175,0.691606413077649,0.684703301169051,0.678671618985855,0.67533129459735,0.673854447439353,0.672922952378614,0.672325656421747,0.680272108843537,0.684687518926095,0.684830633284242,0.695269262579036,0.691775557263643,0.701674966047986,0.705407025133191,0.704747774480712,0.697009858314662,0.696055684454756,0.697651822594203,0.701820940819423,0.707795483205319,0.697808640317933,0.699431051404736,0.715488215488216,0.722801891355636,0.719769783701472,0.725566319676901,0.725058004640371,0.714651639344262,0.705128205128205,0.702882483370288,0.698924731182796,0.708553193541276,0.713436385255648,0.717256346406585,0.722480082605307,0.736067297581493,0.748248248248248,0.756302521008403,0.759326510399472,0.754005655042413,0.747409762666084,0.743199481865285,0.741147369028981,0.745913069277555,0.7583091069607,0.766901493004523,0.766710542821134,0.77141382868937,0.780141843971631,0.79193452002424,0.789090025424216,0.779226368487848,0.783401112994381,0.782171832604889,0.775713576498643,0.780959464484939,0.785245901639344,0.795454545454545,0.797147663413191,0.802015591955829,0.810810810810811,0.812274368231047,0.808977035490605,0.810342623920773,0.800492610837438,0.801974090067859,0.771776237084306,0.798898071625344,0.81242063112092,0.823775095118595,0.831549218914519,0.845261367668332,0.849855207108194,0.846294712914544,0.836123095547199,0.831551906230287,0.821124893295373,0.829694323144105,0.827814569536424,0.831353919239905,0.834151128557409,0.843797906355394,0.85499316005472,0.857457364613107,0.866089273817455,0.862068965517241,0.862465501379945,0.856014047410009,0.852826510721248,0.857024412912462,0.859106529209622,0.866261398176292,0.869921547589186,0.875042896362388,0.886101276289009
"Philadelphia, PA",4,,,,,,,,,,,,,0.823487289652703,0.836769138034961,0.87256027554535,0.874574281639307,0.869565217391304,0.857142857142857,0.857841891204881,0.85978835978836,0.868965517241379,0.87527352297593,0.892359174567763,0.866666666666667,0.88139547029229,0.892538379150303,0.89129618749184,0.884242712736557,0.908119658119658,0.908218216797553,0.898677189167573,0.896375098502758,0.899935718877223,0.87719298245614,0.887153181846022,0.877640758045312,0.9144353999215,0.892060660124888,0.916380297823597,0.940070505287897,0.940070505287897,0.923627061525717,0.898532452740047,0.871690579418644,0.86996336996337,0.883116883116883,0.884300377042313,0.874125874125874,0.858957962633452,0.86105675146771,0.878394663919362,0.945707070707071,0.944956295771321,0.937100837354527,0.919963201471941,0.911573916012291,0.898146258503401,0.899935718877223,0.919540229885057,0.931034482758621,0.946657183499289,0.966608084358524,0.993333333333333,0.985221674876847,0.984469558877142,0.992829564258136,0.972972972972973,0.954432569974555,0.930232558139535,0.93794014084507,0.928714859437751,0.952224619329018,0.967199327165685,0.996302330995957,1.00478468899522,1,0.993634165995165,0.976446930473373,0.954198473282443,0.939663699307616,0.922059846903271,0.930449533502969,0.919981600735971,0.933674124596901,0.96969696969697,1.01214574898785,1.02305954279638,1.02889667250438,1.02739726027397,1.01523235402809,0.988709209440651,0.985421166306696,0.98846798210531,0.999473961073119,0.991735537190083,1,1.0077519379845,1.03693181818182,1.05031874980936,1.05509964830012,1.03703703703704,1.02567621352268,1.02299154334038,1.00106286061342,1.01204819277108,1,1.01010101010101,1.02272727272727,1.05263157894737,1.05421686746988,1.07536231884058
"Houston, TX",5,,,0.736151993577736,0.74874686716792,0.799543378995434,0.707070707070707,0.710224166211044,0.681536555142503,0.644730991551801,0.649350649350649,0.661239258254184,0.683060109289617,0.68692116502221,0.681341719077568,0.685453160700685,0.69101678183613,0.687285223367698,0.680252725895407,0.682295311406578,0.678356690151737,0.680443548387097,0.673837266160918,0.671861836562763,0.67670539834834,0.681066381110911,0.695991091314031,0.689852727261447,0.695571565331152,0.696055684454756,0.704663181791632,0.696594427244582,0.690155576594824,0.684744861599719,0.691964285714286,0.701825557809331,0.697314049586777,0.701825557809331,0.704027090470752,0.722445491198998,0.737359550561798,0.737055688652031,0.740852736619292,0.729571984435798,0.729040097205346,0.729442970822281,0.736842105263158,0.739458779106356,0.728918368609477,0.722865521003819,0.728296784122027,0.741648031917092,0.776425554441476,0.789473684210526,0.793876463156102,0.784608605005735,0.782625739214587,0.78125,0.779344589466854,0.772838499184339,0.778478076932938,0.78506629448709,0.787250384024578,0.795513823682838,0.805409769882923,0.804517215357132,0.812743823146944,0.803737742282348,0.799684012036374,0.790433725172274,0.792171481826654,0.794503171247357,0.793864370290635,0.799727629037887,0.80181015177299,0.805464926590538,0.801669832225388,0.812182741116751,0.79410930566214,0.789463171364487,0.788934426229508,0.768617021276596,0.772946859903382,0.767065265626981,0.770024066891771,0.773461670677209,0.777310924369748,0.790289256198347,0.797448165869219,0.803324099722992,0.797863230417599,0.788819535081145,0.795212765957447,0.789942145082332,0.791516568073477,0.802152765267519,0.799418604651163,0.79646017699115,0.806451612903226,0.811617806731813,0.81505376344086,0.814896370734519,0.809716599190283,0.803858520900322,0.802330793366203,0.796959293771457,0.795862734949214,0.805561583862051,0.807280201550812,0.814504399504905,0.816618911174785,0.828716528162512
"Washington, DC",6,0.975752283087707,0.961232483550395,0.953582482875467,1.02152644587855,1.03139013452915,1.0667479427004,1.0443083573487,1.04846996814804,1.07978088348901,1.04649674225146,1.06776180698152,1.07970160973695,1.04700854700855,1.03485838779956,1.03716603600505,1.05487012987013,1.06366092536305,1.090333716916,1.11812750668449,1.11787885649978,1.0863618601016,1.08992634830126,1.08440797186401,1.1039402173913,1.0784522241044,1.09159733810572,1.09085621633729,1.09830388771533,1.12663361874718,1.10969387755102,1.13196074049242,1.12994350282486,1.13636363636364,1.16120218579235,1.15728282103417,1.12809769386587,1.15454398654536,1.14285714285714,1.1424592120971,1.11706881143878,1.11607142857143,1.12467142320691,1.11952861952862,1.11025591863751,1.11320754716981,1.08774531457058,1.08774531457058,1.10019646365422,1.09367950131745,1.08333333333333,1.08910891089109,1.1018392813612,1.14293981481481,1.1577868852459,1.14293981481481,1.15221263661226,1.12546326909417,1.08695652173913,1.08735133180451,1.0923408775581,1.08958837772397,1.09857482185273,1.12567900749487,1.12946406199103,1.14795918367347,1.14522824731608,1.16948542641238,1.16964285714286,1.16961675020886,1.14351057747284,1.14089140103781,1.14699074074074,1.17041198501873,1.16979010397751,1.18852459016393,1.19174114531612,1.19243421052632,1.215953307393,1.19307007427085,1.1858888717004,1.15819964349376,1.16104868913858,1.17534942820839,1.19418483904465,1.21712367095691,1.19899032393774,1.26941207308479,1.27141327623126,1.28466708328222,1.27497225305216,1.24379886097925,1.23901142622381,1.21408866057839,1.22658743633277,1.21338190506638,1.24,1.21768278018278,1.22334430505921,1.27031481438015,1.32020140541139,1.30208333333333,1.28646916966143,1.2709710218607,1.2396694214876,1.2319178828718,1.2301918265221,1.2442630584818,1.2662447257384,1.28782296063062,1.29474485910129,1.34048257372654
"Miami-Fort Lauderdale, FL",7,,1.50782361308677,1.35135135135135,1.21895529295815,1.18476878627206,1.06268011527378,1.03092783505155,1.05951480168761,1.07616707616708,1.08319693952003,1.08739428111156,1.02519039250146,1.03092783505155,1.03053061338693,1.03842159916926,1.0507880910683,1.05087333117581,1.05829929446714,1.05540897097625,1.04956272186524,1.048024012006,1.05144588615663,1.03729413179089,1.03683649750474,1.04545454545455,1.05812928656119,1.06530801296897,1.08333333333333,1.09368551382584,1.08910891089109,1.07196158606076,1.0752688172043,1.08019014693172,1.07913669064748,1.06528780335093,1.06221547799697,1.06203526662418,1.06865284974093,1.07170203456574,1.08470566087786,1.09692482402826,1.10192837465565,1.09676090185133,1.09717868338558,1.10151187904968,1.09574614813557,1.09709270433352,1.08441287087338,1.08108108108108,1.08152686145146,1.08,1.09381573411864,1.11111111111111,1.11796453353894,1.12057373375168,1.12401648557512,1.1105969458584,1.12417755495687,1.13455358478985,1.12807074559308,1.13953488372093,1.141670991178,1.16029989289539,1.17046180038306,1.17046180038306,1.16890707188778,1.17834394904459,1.17954070981211,1.17126224564538,1.18371212121212,1.19243654918572,1.19576423128642,1.2,1.21262889784614,1.20551471680181,1.21063167809277,1.20274914089347,1.19897959183673,1.19161515619792,1.16666666666667,1.16747181964573,1.19979919678715,1.1642094560244,1.19577984177336,1.19299740616988,1.20361702970689,1.22435089517373,1.2380146644106,1.24972599736957,1.24806962032785,1.25294321129676,1.252412059741,1.24885060722557,1.2399086813901,1.2464817048653,1.25512295081967,1.25223613595707,1.25946491670873,1.26326427488631,1.26909613140652,1.27790234180369,1.29257283545343,1.27659574468085,1.26893345501915,1.27344292660338,1.28241664291821,1.28,1.28262971318079,1.28410577580459,1.29799578059072,1.29411764705882
"Atlanta, GA",8,0.640990274865964,0.641711229946524,0.65927865856635,0.648761401937445,0.659853015684201,0.639599448617453,0.650873819525252,0.649350649350649,0.648929539980124,0.63057707589308,0.632466619817287,0.608210448971318,0.60973278884165,0.603697657643977,0.618025422186461,0.624369276382147,0.614725950279229,0.602616109599689,0.601503759398496,0.594291340974168,0.592663180908134,0.586940572267058,0.583333333333333,0.583841984385431,0.58623811679493,0.592261162384635,0.597956730769231,0.601545530492899,0.601864123585801,0.604159413290805,0.614617940199336,0.579967199733844,0.582923370393873,0.588884687849477,0.583528493364559,0.584225900681597,0.58617862654321,0.592248529557266,0.602617079889807,0.591075401702553,0.599398722284855,0.600651438156586,0.586274509803922,0.598398466572115,0.591531990236606,0.588703689970353,0.587575451705886,0.584623598505072,0.581395348837209,0.58258528128096,0.585712797956346,0.598710559256652,0.602281703288812,0.60655737704918,0.611136260751471,0.604142692750288,0.601604278074866,0.607410881801126,0.613476698447642,0.614062026695872,0.623378380195065,0.630815035355415,0.639884494216419,0.641555930797954,0.6449203187251,0.646203554119548,0.651927872663872,0.643953750202043,0.640518688067948,0.641809290953545,0.642970611596505,0.6494140625,0.651691625069329,0.660469667318982,0.662999711729818,0.672653958944281,0.670936323457194,0.664574510371632,0.669898419437253,0.66511473229132,0.661703887510339,0.663234403391884,0.664709167437788,0.675560136059452,0.680181887078439,0.688881215469613,0.697211155378486,0.710164225477142,0.719717544812602,0.72992700729927,0.720949957591179,0.708618734850262,0.707776078088578,0.701183718813921,0.706794345645235,0.717504407107533,0.721709006928406,0.721600117499291,0.734499679655193,0.739273461361449,0.747186069279127,0.747663551401869,0.742526607066837,0.738446879466413,0.737986270022883,0.739658273381295,0.742115027829313,0.73943661971831,0.745422842197036,0.758673015540788,0.765085097913572
"Boston, MA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64285714285714,1.5,1.32946173954373,1.29930244120256,1.323706377858,1.38888888888889,1.54320987654321,1.75,1.875,1.9047619047619,1.9,1.85714285714286,1.77777777777778,1.84149970587218,1.7,1.6495,1.5625,1.54943992721897,1.66666666666667,1.77777777777778,1.88235294117647,1.85714285714286,1.93939393939394,2,2,1.94464959789923,1.86154741128563,1.76183473389356,1.65,1.68421052631579,1.77673935617861,2.08333333333333,2.14285714285714,2.125,2.13333333333333,2.12927756653992,2.07142857142857,2,2,1.8775,1.83150183150183,1.86666666666667,2,2.2,2.285,2.2475,2.22271648873072,2.1875,2.08541666666667,2.10321523653492,2,1.89473684210526,1.75,1.75,1.93103448275862,2.25,2.29217479674797,2.29411764705882,2.25,2.20566897681882,2.1875,2.2,2.07977207977208,2,1.875,2,2.09722222222222,2.3125,2.35294117647059,2.38278388278388,2.4,2.4,2.375,2.26666666666667,2.18181818181818,2.08928571428571,2,2.03655352480418,2.2,2.25747406955461,2.35294117647059,2.44444444444444,2.50695851497104
