"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"New York","NY","New York-Newark-Jersey City","Queens County",0,2342,-0.000426803243704652,0.000854700854700855,0.0222610213880402,1587309
2019-04-30,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1,2957,0,0.00305291723202171,0.031751570132589,734227
2019-04-30,"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",2,1455,0.00137646249139711,0.00344827586206897,0.0174825174825175,529455
2019-04-30,"Chicago","IL","Chicago-Naperville-Elgin","Cook County",3,1684,0.00417412045319022,0.00597371565113501,0.0459627329192547,769847
2019-04-30,"San Antonio","TX","San Antonio-New Braunfels","Bexar County",4,1312,0.00382555470543229,0.00923076923076923,0.0314465408805031,439308
2019-04-30,"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",5,1260,0.00478468899521531,0.0104250200481155,0.0387469084913438,515659
2019-04-30,"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",6,1392,0.00215982721382289,0.0101596516690856,0.0749034749034749,448669
2019-04-30,"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",7,1387,0.00580130529369108,0.0176082171680117,0.0743609604957397,465074
2019-04-30,"San Diego","CA","San Diego-Carlsbad","San Diego County",8,2686,0.00149142431021626,0.00750187546886722,0.045136186770428,363665
2019-04-30,"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",9,1498,0.00267737617135207,0.00672043010752688,0.030970406056435,294369
2019-04-30,"Austin","TX","Austin-Round Rock","Travis County",10,1808,0.00444444444444444,0.00836586726157278,0.0325528269560251,233895
2019-04-30,"San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",11,3468,0.00144383482529599,0.00289184499710815,0.00843268391974411,228674
2019-04-30,"Jacksonville","FL","Jacksonville","Duval County",12,1259,0.00478850758180367,0.0128720836685438,0.0570948782535684,282819
2019-04-30,"Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",13,1139,0.000878734622144112,0.000878734622144112,0.0335753176043557,276641
2019-04-30,"San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",14,4396,0.000682904620987935,0.00457038391224863,0.0358152686145146,186993
2019-04-30,"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",15,1409,0.00427655024946543,0.0100358422939068,0.0421597633136095,280218
2019-04-30,"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",16,1480,0.002710027100271,0.00954979536152797,0.0313588850174216,227567
2019-04-30,"Tucson","AZ","Tucson","Pima County",17,1187,0.00253378378378378,0.0119352088661552,0.0430579964850615,180270
2019-04-30,"Columbus","OH","Columbus","Franklin County",18,1204,0.00333333333333333,0.00668896321070234,0.0273037542662116,260006
2019-04-30,"Louisville","KY","Louisville/Jefferson County","Jefferson County",19,1025,0.00293542074363992,-0.00194741966893866,0.0168650793650794,133466
2019-04-30,"Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",20,1432,0.0013986013986014,0.00987306064880113,0.070254110612855,91998
2019-04-30,"El Paso","TX","El Paso","El Paso County",21,1007,0.00298804780876494,0.007,0.0182002022244692,174507
2019-04-30,"Detroit","MI","Detroit-Warren-Dearborn","Wayne County",22,797,0.00251572327044025,0.00886075949367089,0.0640854472630174,314256
2019-04-30,"Denver","CO","Denver-Aurora-Lakewood","Denver County",23,2109,0.00094921689606075,0.00047438330170778,0.0262773722627737,209451
2019-04-30,"Seattle","WA","Seattle-Tacoma-Bellevue","King County",24,2519,0.00358565737051793,0.00398565165404544,0.0108346709470305,214655
2019-04-30,"Memphis","TN","Memphis","Shelby County",25,855,0.00352112676056338,0.00944510035419126,0.0227272727272727,209558
2019-04-30,"Boston","MA","Boston-Cambridge-Newton","Suffolk County",26,2639,0.00456794822992006,0.0107238605898123,0.0126630851880276,186584
2019-04-30,"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",27,2595,0.000771307365985345,0.000771307365985345,0.0164512338425382,179526
2019-04-30,"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",28,1884,0.00426439232409382,0.00802568218298555,0.0150862068965517,207788
2019-04-30,"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",29,1585,0.00316455696202532,0.00762873490146217,0.0232408005164622,199789
2019-04-30,"Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",30,1706,0.00352941176470588,0.010065127294257,0.0479115479115479,142034
2019-04-30,"Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",31,1286,0.000778210116731518,0.00155763239875389,0.00233826968043648,223075
2019-04-30,"Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",32,1051,0.000952380952380952,0.00478011472275335,0.0144787644787645,157481
2019-04-30,"Fresno","CA","Fresno","Fresno County",33,1349,0.00372023809523809,0.00822122571001495,0.0384911470361817,132737
2019-04-30,"Omaha","NE","Omaha-Council Bluffs","Douglas County",34,1345,0.0022354694485842,0.00824587706146927,0.0354118552732871,324068
2019-04-30,"Albuquerque","NM","Albuquerque","Bernalillo County",35,1240,0.00242522231204527,0.00323624595469256,0.0307564422277639,177294
2019-04-30,"Oklahoma City","OK","Oklahoma City","Oklahoma County",36,1084,0.00649953574744661,0.0140318054256314,0.0313986679352997,196596
2019-04-30,"Raleigh","NC","Raleigh","Wake County",37,1455,0.00344827586206897,0.00831600831600832,0.034850640113798,141135
2019-04-30,"Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",38,1417,0.0049645390070922,0.0128663330950679,0.0598354525056096,149268
2019-04-30,"Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",39,2068,0.00193798449612403,0.00779727095516569,0.0227497527200791,145169
2019-04-30,"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",40,1628,0.00493827160493827,0.0124378109452736,0.05851755526658,148938
2019-04-30,"Kansas City","MO","Kansas City","Jackson County",41,1110,0.00452488687782805,0.00817438692098093,0.0220994475138122,165758
2019-04-30,"Colorado Springs","CO","Colorado Springs","El Paso County",42,1551,0.00258564964447317,0.00648929266709929,0.033311125916056,145073
2019-04-30,"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",43,2532,0,0.00396510705789056,0.0351594439901881,105161
2019-04-30,"Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",44,1582,0.00253485424588086,0.00508259212198221,0.0246113989637306,156792
2019-04-30,"Oakland","CA","San Francisco-Oakland-Hayward","Alameda County",45,3075,-0.00064998375040624,0.00424559111691705,0.0392024332544779,103986
2019-04-30,"Tulsa","OK","Tulsa","Tulsa County",46,958,0.00419287211740042,0.00842105263157895,0.0213219616204691,141494
2019-04-30,"Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",47,1677,0.00239091452480574,0.0078125,0.0294659300184162,121857
2019-04-30,"Honolulu","HI","Urban Honolulu","Honolulu County",48,2347,0.00256300726185391,0.00513918629550321,0.0138228941684665,127719
2019-04-30,"Cleveland","OH","Cleveland-Elyria","Cuyahoga County",49,857,0.00116822429906542,0.00351288056206089,0.0142011834319527,121753
2019-04-30,"New Orleans","LA","New Orleans-Metairie","Orleans Parish",50,1455,-0.00274160383824537,0.00622406639004149,0.0833953834698436,112748
2019-04-30,"Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",51,1555,0.00257898130238556,0.00647249190938511,0.0380507343124166,96884
2019-04-30,"Knoxville","TN","Knoxville","Knox County",52,1147,0.00174672489082969,0.00525854513584575,0.0436760691537762,76382
2019-04-30,"Baton Rouge","LA","Baton Rouge","East Baton Rouge Parish",53,1300,0,0.00154083204930663,-0.0144048521607278,131612
2019-04-30,"Wichita","KS","Wichita","Sedgwick County",54,926,0.00652173913043478,0.0142387732749179,0.0392817059483726,132549
2019-04-30,"Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",55,1428,0.00421940928270042,0.0134847409510291,0.0617100371747212,125185
2019-04-30,"Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",56,1910,0.00209863588667366,0.00526315789473684,0.0408719346049046,106022
2019-04-30,"Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",57,2020,0.00347739692001987,0.01,0.0603674540682415,68776
2019-04-30,"Bakersfield","CA","Bakersfield","Kern County",58,1403,0.00285918513223731,0.00573476702508961,0.0323767476085357,101439
2019-04-30,"Cincinnati","OH","Cincinnati","Hamilton County",59,1211,-0.00247116968698517,0.00248344370860927,0.0557977332170881,94961
2019-04-30,"Pittsburgh","PA","Pittsburgh","Allegheny County",60,1152,0.00523560209424084,0.0131926121372032,0.0267379679144385,123897
2019-04-30,"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",61,2817,0.000710479573712256,0.00499464859079558,0.0394833948339483,63958
2019-04-30,"Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange County",62,2731,-0.000366032210834553,0.00589318600368324,0.0507887649095806,49412
2019-04-30,"Columbia","SC","Columbia","Richland County",63,1125,0.00446428571428571,0.0126012601260126,0.0321100917431193,36606
2019-04-30,"Marietta","GA","Atlanta-Sandy Springs-Roswell","Cobb County",64,1688,0.00416418798334325,0.0144230769230769,0.0255164034021871,99890
2019-04-30,"Vancouver","WA","Portland-Vancouver-Hillsboro","Clark County",65,1691,0.000591715976331361,0.000591715976331361,0.0310975609756098,51055
2019-04-30,"Corpus Christi","TX","Corpus Christi","Nueces County",66,1372,0.000729394602479942,0,0.0170496664195701,91856
2019-04-30,"Saint Louis","MO","St. Louis","Saint Louis City",67,932,-0.00214132762312634,-0.00107181136120043,0.0483689538807649,113507
2019-04-30,"Greensboro","NC","Greensboro-High Point","Guilford County",68,1116,-0.00178890876565295,0.00631199278629396,0.0751445086705202,108610
2019-04-30,"Lexington","KY","Lexington-Fayette","Fayette County",69,1242,0.00161290322580645,0.00485436893203883,0.0255986787778695,104794
2019-04-30,"Fort Wayne","IN","Fort Wayne","Allen County",70,1043,0,0,0.041958041958042,92986
2019-04-30,"Silver Spring","MD","Washington-Arlington-Alexandria","Montgomery County",71,2236,0,0.000895255147717099,0.0224051211705533,80950
2019-04-30,"Toledo","OH","Toledo","Lucas County",72,795,0.00125944584382872,0.00252206809583859,0.0244845360824742,99865
2019-04-30,"Anchorage","AK","Anchorage","Anchorage Borough",73,1817,0.00331308669243512,0.00776483638380477,0.0173572228443449,87520
2019-04-30,"Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",74,1494,0.00201207243460765,0.00606060606060606,0.0454863540937719,77436
2019-04-30,"Durham","NC","Durham-Chapel Hill","Durham County",75,1383,0.00581818181818182,0.0146735143066765,0.0328603435399552,81609
2019-04-30,"Tallahassee","FL","Tallahassee","Leon County",76,1288,0.00625,0.0165745856353591,0.0412287793047696,80522
2019-04-30,"Stockton","CA","Stockton-Lodi","San Joaquin County",77,1569,0.00383877159309021,0.012258064516129,0.0608519269776876,75489
2019-04-30,"Plano","TX","Dallas-Fort Worth-Arlington","Collin County",78,2022,0.00297619047619048,0.00497017892644135,0.0227617602427921,75210
2019-04-30,"Newark","NJ","New York-Newark-Jersey City","Essex County",79,1532,-0.00130378096479791,-0.00195439739413681,0.0274983232729712,37119
2019-04-30,"Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",80,1541,0.00521852576647097,0.0185062789160608,0.0708825573314802,107195
2019-04-30,"Lincoln","NE","Lincoln","Lancaster County",81,1321,0.00303720577069096,0.0099388379204893,0.024031007751938,84137
2019-04-30,"Modesto","CA","Modesto","Stanislaus County",82,1533,0.00196078431372549,0.0132187706543291,0.0997130559540889,70485
2019-04-30,"Reno","NV","Reno","Washoe County",83,1757,0.00342661336379212,0.00803212851405622,0.0552552552552553,81900
2019-04-30,"Spokane","WA","Spokane-Spokane Valley","Spokane County",84,1258,0.00479233226837061,0.00801282051282051,0.0509607351712615,79925
2019-04-30,"Chandler","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",85,1605,0.0050093926111459,0.0177552314521243,0.0692871419053964,90715
2019-04-30,"Lubbock","TX","Lubbock","Lubbock County",86,1161,0.00432525951557093,0.00956521739130435,0.0175284837861525,76420
2019-04-30,"Jersey City","NJ","New York-Newark-Jersey City","Hudson County",87,2089,-0.00381497377205532,-0.0104216011369019,-0.00712927756653992,59023
2019-04-30,"Buffalo","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",88,942,0.00319488817891374,0.00964630225080386,0.0489977728285078,70482
2019-04-30,"Mobile","AL","Mobile","Mobile County",89,970,0.0031023784901758,0.00936524453694069,0.0396570203644159,84985
2019-04-30,"Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",90,1875,0.000533617929562433,0.00482315112540193,0.038781163434903,54376
2019-04-30,"San Bernardino","CA","Riverside-San Bernardino-Ontario","San Bernardino County",91,1603,0.0043859649122807,0.0158428390367554,0.0629973474801061,50668
2019-04-30,"Chula Vista","CA","San Diego-Carlsbad","San Diego County",92,2566,0.00234375,0.00825147347740668,0.0355125100887813,57632
2019-04-30,"Saint Petersburg","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",93,1428,0.00563380281690141,0.0163701067615658,0.0593471810089021,104628
2019-04-30,"Pensacola","FL","Pensacola-Ferry Pass-Brent","Escambia County",94,1120,0.003584229390681,0.0126582278481013,0.0748560460652591,94853
2019-04-30,"Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",95,1491,0.00336473755047106,0.0122199592668024,0.0390243902439024,72976
2019-04-30,"Madison","WI","Madison","Dane County",96,1568,0.00577293136626042,0.016202203499676,0.0363516192994052,74776
2019-04-30,"Winston-Salem","NC","Winston-Salem","Forsyth County",97,1078,0.00559701492537313,0.0189035916824197,0.0486381322957199,77901
2019-04-30,"Norfolk","VA","Virginia Beach-Norfolk-Newport News","Norfolk City",98,1292,0.000774593338497289,0.00155038759689922,0.0157232704402516,64129
2019-04-30,"Glendale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",99,1391,0.00360750360750361,0.0138483965014577,0.0757927300850735,68251
2019-04-30,"Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",100,2243,0.00492831541218638,0.0149321266968326,0.0476412891172349,117750
2019-04-30,"Boise","ID","Boise City","Ada County",101,1386,0.0050761421319797,0.0153846153846154,0.0686198920585968,77823
2019-04-30,"Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",102,3243,0.00247295208655332,0.00309310238168883,0.0137542982181932,73690
2019-04-30,"Laredo","TX","Laredo","Webb County",103,1156,0.002601908065915,0.00609225413402959,0.0212014134275618,52080
2019-04-30,"Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",104,1928,0.00416666666666667,0.0147368421052632,0.0206458443620963,66943
2019-04-30,"Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",105,1616,0.00248138957816377,0.00560049782202863,0.0150753768844221,76940
2019-04-30,"Fort Myers","FL","Cape Coral-Fort Myers","Lee County",106,1620,0.00123609394313968,0.00997506234413965,0.00371747211895911,115370
2019-04-30,"Garland","TX","Dallas-Fort Worth-Arlington","Dallas County",107,1505,0.00266489007328448,0.00467289719626168,0.017579445571332,64084
2019-04-30,"Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",108,1582,0.00126582278481013,0.000632511068943707,0.0213040671400904,50676
2019-04-30,"Gilbert","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",109,1681,0.00658682634730539,0.0194057004244997,0.0578980490874764,79665
2019-04-30,"North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",110,1365,0.00663716814159292,0.0194174757281553,0.0911270983213429,71796
2019-04-30,"Fremont","CA","San Francisco-Oakland-Hayward","Alameda County",111,3267,0.00307031010132023,0.00709001233045623,0.0270355234203081,60433
2019-04-30,"Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",112,2756,0.000362976406533575,0.00510576221735959,0.0475104522995059,56534
2019-04-30,"Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",113,2098,0.00143198090692124,0.0125482625482625,0.0595959595959596,48489
2019-04-30,"Irving","TX","Dallas-Fort Worth-Arlington","Dallas County",114,1593,0.000628140703517588,0.00378071833648393,0.0317357512953368,42806
2019-04-30,"Arlington","VA","Washington-Arlington-Alexandria","Arlington County",115,2787,-0.000358680057388809,-0.00143317807237549,0.0138232084394325,63940
2019-04-30,"Springfield","MO","Springfield","Greene County",116,864,0.00348432055749129,0.0105263157894737,0.0510948905109489,76630
2019-04-30,"Birmingham","AL","Birmingham-Hoover","Jefferson County",117,773,0,0.0117801047120419,0.0320427236315087,80192
2019-04-30,"Greenville","SC","Greenville-Anderson-Mauldin","Greenville County",118,1290,0,0.00233100233100233,0.032826261008807,67127
2019-04-30,"Santa Rosa","CA","Santa Rosa","Sonoma County",119,2745,-0.000364166059723234,-0.00651465798045603,-0.00687409551374819,57526
2019-04-30,"Oxnard","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",120,2551,0,0.00591482649842271,0.0442079410560786,40663
2019-04-30,"Richmond","VA","Richmond","Richmond City",121,1272,0.00236406619385343,0.00236406619385343,0.0249798549556809,69916
2019-04-30,"Des Moines","IA","Des Moines-West Des Moines","Polk County",122,1155,0.00260416666666667,0.00609756097560976,0.0248447204968944,68411
2019-04-30,"Ocala","FL","Ocala","Marion County",123,1155,0.00347523892267593,0.00785340314136126,0.0358744394618834,78308
2019-04-30,"Boca Raton","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",124,2339,0.00257179597085298,0.00818965517241379,0.0187282229965157,105716
2019-04-30,"Shreveport","LA","Shreveport-Bossier City","Caddo Parish",125,882,0,-0.00113250283125708,0.0149597238204833,69774
2019-04-30,"Woodbridge","VA","Washington-Arlington-Alexandria","Prince William County",126,1893,-0.000527983104540655,0.00317965023847377,0.0522512506948305,60405
2019-04-30,"Rochester","NY","Rochester","Monroe County",127,1063,0.00472589792060491,0.0104562737642586,0.0411361410381978,55818
2019-04-30,"Montgomery","AL","Montgomery","Montgomery County",128,857,0.00468933177022274,0.0106132075471698,0.0106132075471698,77044
2019-04-30,"Bradenton","FL","North Port-Sarasota-Bradenton","Manatee County",129,1695,0.00593471810089021,0.0155781905332534,0.0272727272727273,93969
2019-04-30,"Corona","CA","Riverside-San Bernardino-Ontario","Riverside County",130,2337,0.00171453064723532,0.00602668962548429,0.034070796460177,48230
2019-04-30,"Oceanside","CA","San Diego-Carlsbad","San Diego County",131,2526,0.00158604282315623,0.00477326968973747,0.0327064595257563,50570
2019-04-30,"Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County",132,1695,0.00177304964539007,0.00653206650831354,0.0567331670822943,66363
2019-04-30,"Grand Rapids","MI","Grand Rapids-Wyoming","Kent County",133,1296,0.00309597523219814,0.00856031128404669,0.0562347188264059,70164
2019-04-30,"Gainesville","FL","Gainesville","Alachua County",134,1359,0.00443458980044346,0.0172155688622754,0.06171875,56945
2019-04-30,"Yonkers","NY","New York-Newark-Jersey City","Westchester County",135,2450,-0.00284900284900285,-0.0105008077544426,0.0115606936416185,30439
2019-04-30,"Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",136,3101,0.000968366688185926,0.00714517700552127,0.0357381429525718,39088
2019-04-30,"Augusta","GA","Augusta-Richmond County","Richmond County",137,743,0.0206043956043956,-0.00535475234270415,-0.117577197149644,61479
2019-04-30,"Moreno Valley","CA","Riverside-San Bernardino-Ontario","Riverside County",138,1869,0.00429876410531972,0.0141074335322843,0.070446735395189,45560
2019-04-30,"Akron","OH","Akron","Summit County",139,761,0.00528401585204756,0.0106241699867198,0.0146666666666667,70738
2019-04-30,"Aurora","IL","Chicago-Naperville-Elgin","Kane County",140,1572,0.00191204588910134,0.00383141762452107,0.0161603102779573,52989
2019-04-30,"Wilmington","NC","Wilmington","New Hanover County",141,1428,0.00563380281690141,0.0251256281407035,0.0884146341463415,64071
2019-04-30,"Huntington Beach","CA","Los Angeles-Long Beach-Anaheim","Orange County",142,3221,0.000932256059664388,-0.00185931205453982,0.0157678965625986,62136
2019-04-30,"Huntsville","AL","Huntsville","Madison County",143,1122,0.00268096514745308,0.0153846153846154,0.0925024342745862,63841
2019-04-30,"Amarillo","TX","Amarillo","Potter County",144,1122,0.000892060660124889,-0.00355239786856128,0.00268096514745308,61948
2019-04-30,"Eugene","OR","Eugene","Lane County",145,1522,0.00528401585204756,0.00661375661375661,0.0339673913043478,54203
2019-04-30,"Salt Lake City","UT","Salt Lake City","Salt Lake County",146,1598,0,0.0050314465408805,0.0437622468974526,57656
2019-04-30,"Port Saint Lucie","FL","Port St. Lucie","Saint Lucie County",147,1561,0.0032133676092545,0.00839793281653747,0.0469483568075117,82596
2019-04-30,"Salinas","CA","Salinas","Monterey County",148,2448,0.00657894736842105,0.0124069478908189,0.0565386275356064,34437
2019-04-30,"Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",149,1054,0.00476644423260248,0.0105465004793864,0.0550550550550551,68615
2019-04-30,"Fort Collins","CO","Fort Collins","Larimer County",150,1798,0.00446927374301676,0.0118176702307259,0.0303724928366762,59778
2019-04-30,"Hayward","CA","San Francisco-Oakland-Hayward","Alameda County",151,2913,0.00137504297009282,0.00413650465356774,0.0399857193859336,39917
2019-04-30,"Brownsville","TX","Brownsville-Harlingen","Cameron County",152,909,0.00553097345132743,0.00887902330743618,0.0167785234899329,48119
2019-04-30,"Rockford","IL","Rockford","Winnebago County",153,1001,0.0030060120240481,0.0141843971631206,0.113459399332592,60438
2019-04-30,"Evansville","IN","Evansville","Vanderburgh County",154,894,0.00224215246636771,-0.00334448160535117,0.00562429696287964,70305
2019-04-30,"Worcester","MA","Worcester","Worcester County",155,1560,0.0025706940874036,0.00840336134453781,0.039307128580946,44198
2019-04-30,"Overland Park","KS","Kansas City","Johnson County",156,1809,0.00388457269700333,-0.000552486187845304,-0.0268961807423346,57068
2019-04-30,"Lancaster","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",157,1964,-0.00101729399796541,-0.00101729399796541,0.0570505920344456,47949
2019-04-30,"Salem","OR","Salem","Marion County",158,1556,0.00257731958762887,0.00581771170006464,0.0311464546056991,42917
2019-04-30,"Garden Grove","CA","Los Angeles-Long Beach-Anaheim","Orange County",159,2801,0.000714540907466952,0.00719165767709457,0.0424264979531076,35136
2019-04-30,"Grand Prairie","TX","Dallas-Fort Worth-Arlington","Dallas County",160,1562,0.00256739409499358,0.00774193548387097,0.0330687830687831,45165
2019-04-30,"Beaverton","OR","Portland-Vancouver-Hillsboro","Washington County",161,1832,0.00273672687465791,0.00383561643835616,0.0217512548800892,33663
2019-04-30,"Escondido","CA","San Diego-Carlsbad","San Diego County",162,2481,0.000403225806451613,0.00282942603071948,0.0350438047559449,31796
2019-04-30,"Providence","RI","Providence-Warwick","Providence County",163,1527,0.000655307994757536,0.00992063492063492,0.0373641304347826,38190
2019-04-30,"Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",164,1874,0.0059044551798175,0.0135208220659816,0.0422691879866518,88024
2019-04-30,"Ontario","CA","Riverside-San Bernardino-Ontario","San Bernardino County",165,2094,0.00143472022955524,0.00335409678965022,0.028992628992629,33341
2019-04-30,"Columbus","GA","Columbus","Muscogee County",166,849,0.00117924528301887,0.00711743772241993,0.0625782227784731,56803
2019-04-30,"Sioux Falls","SD","Sioux Falls","Minnehaha County",167,1199,0.00167084377610693,0.00418760469011725,0.0178268251273345,45910
2019-04-30,"Charleston","SC","Charleston-North Charleston","Charleston County",168,1873,0.00644814615797958,0.0118854673149649,0.0268640350877193,66364
2019-04-30,"Kissimmee","FL","Orlando-Kissimmee-Sanford","Osceola County",169,1378,0.00364166059723234,0.0117474302496329,0.036869826937547,20092
2019-04-30,"Chattanooga","TN","Chattanooga","Hamilton County",170,1208,0.00415627597672485,0.00666666666666667,0.00750625521267723,58233
2019-04-30,"Tempe","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",171,1536,0.00589390962671906,0.0158730158730159,0.0681502086230876,46855
2019-04-30,"Murfreesboro","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County",172,1457,0.00206327372764787,0.00830449826989619,0.041458184417441,58130
2019-04-30,"Rancho Cucamonga","CA","Riverside-San Bernardino-Ontario","San Bernardino County",173,2355,0.00255427841634738,0.00641025641025641,0.0306345733041575,45107
2019-04-30,"Cape Coral","FL","Cape Coral-Fort Myers","Lee County",174,1533,0.0026160889470242,0.00590551181102362,0.0179282868525896,85223
2019-04-30,"Savannah","GA","Savannah","Chatham County",175,1186,0.00253592561284869,0.0067911714770798,0.034001743679163,46120
2019-04-30,"Fredericksburg","VA","Washington-Arlington-Alexandria","Spotsylvania County",176,1624,0.00246913580246914,0.00995024875621891,0.0291508238276299,61328
2019-04-30,"Killeen","TX","Killeen-Temple","Bell County",177,964,0.00312174817898023,0.00942408376963351,0.0321199143468951,46153
2019-04-30,"Palmdale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",178,2055,0,0.0024390243902439,0.053305996924654,46279
2019-04-30,"Roanoke","VA","Roanoke","Roanoke City",179,1124,-0.00530973451327434,-0.00706713780918728,0.0766283524904215,65171
2019-04-30,"Newport News","VA","Virginia Beach-Norfolk-Newport News","Newport News City",180,1255,0.00319744204636291,0.00560897435897436,0.0129136400322841,49424
2019-04-30,"El Cajon","CA","San Diego-Carlsbad","San Diego County",181,2516,0.000795544948289578,0.00358994814519346,0.0353909465020576,35728
2019-04-30,"Clarksville","TN","Clarksville","Montgomery County",182,1078,0.0027906976744186,0.0141110065851364,0.0445736434108527,65356
2019-04-30,"Jackson","MS","Jackson","Hinds County",183,805,0.00374064837905237,0.0100376411543287,0.0189873417721519,56360
2019-04-30,"Elk Grove","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",184,2012,0.00399201596806387,0.00852130325814536,0.0254841997961264,48745
2019-04-30,"Peoria","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",185,1498,0.00334896182183523,0.0121621621621622,0.0616583982990787,58489
2019-04-30,"Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",186,1954,0.00411099691675231,0.00721649484536082,0.000512032770097286,49330
2019-04-30,"Naperville","IL","Chicago-Naperville-Elgin","DuPage County",187,2415,0.00165906262961427,0.0020746887966805,0.00625,54150
2019-04-30,"Fairfax","VA","Washington-Arlington-Alexandria","Fairfax County",188,2507,0.00239904038384646,0.0040048057669203,0.0104796453043128,46450
2019-04-30,"Boynton Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",189,1928,-0.00258665287118469,0.00312174817898023,0.0438548998375744,77232
2019-04-30,"Topeka","KS","Topeka","Shawnee County",190,955,0.00209863588667366,0.00844772967265047,0.0682326621923937,59053
2019-04-30,"McKinney","TX","Dallas-Fort Worth-Arlington","Collin County",191,1883,0.00426666666666667,0.0096514745308311,0.0205962059620596,46993
2019-04-30,"Lafayette","LA","Lafayette","Lafayette Parish",192,1219,-0.00163800163800164,-0.0137540453074434,-0.0565015479876161,49647
2019-04-30,"Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",193,1991,0.00302267002518892,0.00555555555555556,0.0289405684754522,67864
2019-04-30,"Edmond","OK","Oklahoma City","Oklahoma County",194,1439,0.00348675034867504,0.0119549929676512,0.0503649635036496,30684
2019-04-30,"Lakeland","FL","Lakeland-Winter Haven","Polk County",195,1235,0.00243506493506494,0.0098119378577269,0.044839255499154,29123
2019-04-30,"Pueblo","CO","Pueblo","Pueblo County",196,1137,0.00176211453744493,0.00530503978779841,0.016994633273703,54232
