"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"Pueblo, CO","CO",234,1134,0.00176678445229682,0.00531914893617021,0.0143112701252236,56775
2019-04-30,"Billings, MT","MT",235,1269,0.00316205533596838,0.0063441712926249,0.0209171359613838,54350
2019-04-30,"Bowling Green, KY","KY",236,1111,0.003613369467028,0.01,0.0828460038986355,40373
2019-04-30,"Bend, OR","OR",237,1752,0.00343642611683849,0.00921658986175115,0.0472205618649133,64943
2019-04-30,"Albany, GA","GA",238,942,0.00212765957446809,0.00212765957446809,0.0118152524167562,38516
2019-04-30,"Vineland, NJ","NJ",239,1240,0.00242522231204527,-0.00481540930979133,-0.0103750997605746,44034
2019-04-30,"Ottawa, IL","IL",240,1028,-0.00676328502415459,-0.0134357005758157,0.030060120240481,58043
2019-04-30,"State College, PA","PA",241,1517,-0.00131665569453588,0.00132013201320132,0.0578800557880056,31628
2019-04-30,"Bangor, ME","ME",242,1184,0.00594732370433305,0.00424088210347752,-0.000843881856540084,52687
2019-04-30,"Alexandria, LA","LA",243,1088,-0.013599274705349,-0.0303030303030303,-0.00366300366300366,37499
2019-04-30,"Decatur, AL","AL",244,850,0.00950118764845606,0.0240963855421687,0.015531660692951,56531
2019-04-30,"Hanford, CA","CA",245,1218,0.00495049504950495,0.0158465387823186,0.0619006102877071,28701
2019-04-30,"Iowa City, IA","IA",246,1398,0.0021505376344086,0.00358937544867193,-0.0237430167597765,53706
2019-04-30,"Wichita Falls, TX","TX",247,903,0.00556792873051225,0.0100671140939597,0.00556792873051225,45143
2019-04-30,"Burlington, NC","NC",248,1056,0.00284900284900285,0.0134357005758157,0.0909090909090909,50404
2019-04-30,"Madera, CA","CA",249,1335,0.00150037509377344,0.00678733031674208,0.068,38155
2019-04-30,"Jefferson City, MO","MO",250,936,0.00214132762312634,-0.00319488817891374,0.00321543408360129,41839
