RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04
25219,Huntington Station,New York,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320600,327700,300100,294400,305900,312900,306300,314600,324100,342900,335500,336300,330100,326100,319e3,313300,316700,328e3,340700,343200,341500,328700,331400,372200,380400,360200,325900,330200,351400,350400,351e3,351800,355700,356100,362500,368400,371700,367700,362600,368500,372100,378900,378100,394800,406700,407800,394300,,
272942,Berclair-Highland Heights,Tennessee,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37500,38500,38600,39900,39e3,39400,38500,40900,39800,38300,39400,42e3,45400,42200,45900,45e3,48100,42900,43100,49700,48900,47200,40300,44100,42900,40500,
271026,Old Brooklyn,Ohio,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59700,59200,60400,58800,62e3,65400,66800,68700,69400,65300,66400,67800,77600,77500,77300,78500,83e3,92500,82300,75300,77100,75100,81100,78800,89800,87e3,85200,87300,91900,96900,88800,89e3,83800,83400
417708,South Corona,California,175,412700,415800,409600,395900,372e3,375900,389900,394500,386200,366700,375600,369e3,364300,348300,333400,311400,313600,328900,359800,366500,374400,384700,392500,380700,372100,367100,365200,343500,332600,338400,356400,365200,370300,373100,354800,346900,339300,345e3,347400,346600,333200,323e3,330900,349300,367e3,364300,341900,337900,338600,365500,351900,339700,336500,341300,349500,353e3,367200,371900,368300,381900,389400,400600,397900,405300,414800,423800,430500,446400,448600,458500,458100,463200,465200,462300,465100,465100,445e3,443200,464e3,468300,463100,444100,459600,467200,461200,462700,460100,472100,473700,475800,474400,475e3,482600,480300,494400,494100,500900,495300,487500,483500,486100,493500,503200,481300,481100,478800,496300,498700,501600,519e3,500800,483200,462500,491400,513400,537800,551700,559800,570600,556700,567200,580300,594200,591100,570500,572300,564900,573e3,574800,585e3,601100,589300,574300,560700
274800,Northwest Anaheim,California,176,303400,288100,323300,334500,335300,314800,323800,314700,301700,266400,236700,246500,263500,246100,243500,239e3,287800,295700,318800,317e3,304600,308400,301900,310600,304600,297400,315200,311600,338900,312200,317500,305700,295700,287e3,261700,288500,283900,303100,277e3,261600,258300,264100,291100,290800,287100,256200,248100,253600,288500,294800,294200,260400,245900,274100,305700,33e4,314500,302200,279200,290200,317400,345700,361e3,356300,357300,341800,331700,324500,329600,361300,337700,351300,331e3,386100,376200,380600,372900,387500,396700,394900,389300,388400,387800,378e3,387100,379500,381200,372100,389900,394300,416400,427200,425200,419500,402900,425200,406300,433800,446100,462700,439300,443400,440900,449400,437200,423700,426200,418700,449400,438400,436700,432900,487700,491400,485100,448500,464500,455400,466300,460800,462e3,438400,433e3,442300,498700,524100,548e3,464200,442700,440500,468900,470500,476200,487800
152379,Little Woods,Louisiana,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120200,123400,130100,122900,124900,115800,124400,142600,146800,146500,135900,137200,125800,122e3,130800,135300,137900,130600,134700,137e3,132500,142700,136800,130900,122100,117200,126200,119400,125400,134600,154500,149600,121300,98700,100500,
245508,Mears Corner,Virginia,178,247300,245e3,243100,243300,240200,24e4,237700,237900,232100,233800,225100,227300,225100,228900,229700,231100,230600,235400,237400,238100,237600,232600,239800,238700,237500,226400,226200,221300,222800,211400,216300,221800,226300,218600,211100,213200,204100,201200,202100,207600,202700,202100,208200,219200,219900,214300,215500,208e3,219100,211100,205e3,203700,207400,201400,195900,195500,210300,212300,223600,225100,220300,210300,210800,217500,219700,218600,218800,224600,227700,228600,211100,202e3,202300,208800,216600,218800,223500,224500,222200,223500,225500,226100,224900,224e3,223900,228e3,227700,229900,230200,230700,231300,222500,222900,223400,239400,230400,229300,222900,232100,232500,227900,229100,235800,233900,233800,230400,238300,240700,242e3,241900,243400,240400,244200,244600,246600,244300,241e3,239100,241200,241200,243e3,245400,250300,249200,240100,239e3,246900,256700,251300,245400,243200,259500,260800,257700
403253,Otay Mesa West,California,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348900,383500,387200,382400,382700,370500,387700,413500,436800,431300,406700,394800,405600,411900,409600,412e3,423700,425800,412e3,394300,397900,407300,434500,445400,436700,401400,414700,429400,456800,449200,458200,476400,469500,453300,438200,442600,455100
215792,Somerton,Pennsylvania,180,234400,223100,219e3,220200,228200,229900,234900,234e3,238800,231900,232200,223400,214800,209700,199400,213200,213100,225300,222200,218400,219300,225800,240400,233800,221100,213300,213e3,223900,224e3,216500,205500,194500,198700,205200,212e3,212200,205800,208200,208200,219800,218600,211100,204600,197900,204900,205e3,213900,21e4,209700,198e3,197500,188700,187300,197800,199600,193600,179400,185500,196200,210600,209900,212300,209100,210200,215600,217e3,206400,194500,198900,200400,198100,195e3,203500,203500,196500,192800,184200,179700,186600,201700,2e5,191700,199100,205800,210600,206900,214400,207300,203200,207200,210700,216300,210800,220700,214900,210800,197700,210300,212700,215700,205800,203400,205100,210300,212900,216e3,217e3,200500,171700,167100,174600,210300,213700,228700,231200,230600,214700,211300,219e3,234600,232300,22e4,220700,223900,239600,250100,255400,25e4,240400,256600,264400,277800,261100,263500
155995,West Roxbury,Massachusetts,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365800,354400,344800,329800,335300,33e4,340400,355700,390600,383600,363800,339800,344500,340800,346300,339e3,354300,347800,378800,363e3,382900,359900,363300,341900,339600,326900,359e3,333600,355600,333500,369400,378100,395200,396400,398800,392600,398800,397600,401800,407400,428300,419100,413800,390200,396200,403300,410700,414700,415200,425900,430800,440500,430900,443800,432700,489400,474600,481300,428400,444700,450400,467800,466600,465e3,449500,450400,463700,479700,492100,486900,506900,503900,515600,501600,495900,493e3,523100,543600,567600,571100,568500,555600,532400,526100,529800,523800,550400,548100,567100,550200,566200,580100,604100,
