"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.782013685239492,0.774877650897227,0.818321708732668,0.753465943339361,0.770777538362223,0.847287066165178,0.853211009174312,0.865065050108328,0.840023097621557,0.879931876241839,0.880786562884064,0.792295472597299
"Paradise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",2,,0.72450476889215,0.72450476889215,0.730135900109156,0.732179303289223,0.722049689440994,0.708413175510442,0.717131929418218,0.699648711943794,0.700934579439252,0.682794790589143,0.686323092170466,0.686323092170466,0.688773722635097,0.690637200736648,0.69060773480663,0.688901038819027,0.692304473244914,0.690936106983655,0.682162708438605,0.681705167091573,0.679694137638063,0.677812923633077,0.675706249198187,0.676014021031547,0.670640834575261,0.700932685813527,0.689189812336366,0.689358035329599,0.688061422002999,0.686768985909979,0.691121743753323,0.682554075987943,0.683192261185006,0.675658609192731,0.676748582230624,0.693839474624241,0.689421338155515,0.689421338155515,0.689259046524986,0.71652499815494,0.703703703703704,0.683262911038866,0.693756194251734,0.698808778830681,0.708348184655272,0.691487972883802,0.697796432318993,0.69576611820314,0.688861314862705,0.69637041334437,0.693069306930693,0.726335520149953,0.73378179821847,0.721133268596874,0.712213185932334,0.736222161309156,0.717703349282297,0.71261340455681,0.734870317002882,0.734433559871149,0.734976221357544,0.767857142857143,0.754201882443335,0.738453276047261,0.775416427340609,0.742531513049363,0.759707371975239,0.716845878136201,0.716216216216216,0.755278830536004,0.686685574975427,0.740396530359356,0.72279792746114,0.72291582762787,0.756770486342438,0.732843137254902,0.779076238174736,0.779214015151515,0.770334928229665,0.806392358559882,0.798133595284872,0.761358989957416,0.774902598706672,0.76627486437613,0.763358778625954,0.826724103198774,0.845195480683887,0.813794754676475,0.824858426209482,0.799315158417323,0.812368972746331,0.837610825944937,0.846844263492753,0.830116229263951,0.843834383438344,0.83289817232376,0.856391622055408,0.874794969928923,0.867402262795326
"Upper West Side","New York","NY","New York-Newark-Jersey City","New York County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84693396226415,5,4.8938679245283,5.2129917184265,5.60815567176187,5.60815567176187,4.8,4.44444444444444,4.2,4.2,4.64554112554113,4.8,4.8,5,5.11541325390916,5.10204081632653,4.9995,4.85,4.36875,4.36141304347826,4.33040293040293,4.1246875,4.72288037166086,4.85,4.85,5.16578947368421,4.60416666666667,4.7410896708286
"Sunrise Manor","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",4,,,,,,,0.66435227967682,0.659547738693467,0.651951202451341,0.632458233890215,0.628729116945107,0.635424940428912,0.635424940428912,0.647348951911221,0.652184412430314,0.6640625,0.649038461538462,0.643500643500644,0.654116145500957,0.633499564601037,0.633616118769883,0.635574089915407,0.634920634920635,0.633383010432191,0.634517766497462,0.637567435017165,0.634920634920635,0.63622754491018,0.621728813849699,0.643893960341949,0.626904777067166,0.623306233062331,0.616547334924423,0.617226890756303,0.618607814360926,0.616142945163278,0.623100303951368,0.622630975065052,0.632596174476796,0.632458233890215,0.634364917479683,0.63622754491018,0.660136286201022,0.656655441854383,0.654940119760479,0.639253628196268,0.64736499674691,0.647472937559611,0.643132271935917,0.650054171180932,0.644449848681366,0.64367816091954,0.610169491525424,0.636072736487591,0.657103043761075,0.631809338521401,0.655961390374877,0.643666323377961,0.630744696490108,0.648202710665881,0.638297872340426,0.642298172362927,0.667626713172465,0.646298472385429,0.664652567975831,0.66214482248718,0.693728776711126,0.673267326732673,0.692406409292756,0.680189152371163,0.675092478421702,0.643176733780761,0.699181446111869,0.681198910081744,0.675675675675676,0.686638388123012,0.751992512495929,0.759679818672125,0.764781626643963,0.732007906518909,0.730915211549014,0.744047619047619,0.730187979156237,0.68382427183873,0.720937967736571,0.753363228699552,0.739371534195933,0.697424892703863,0.740690333308012,0.761808024377857,0.763520678685048,0.767394270122783,0.765462339252909,0.731071924087454,0.75049504950495,0.764058679706601,0.822122571001495,0.808330577977005,0.826699326393141,0.822003509350417
"Spring Valley","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",5,,,,,0.680851063829787,0.672747215300407,0.674915635545557,0.685378590078329,0.68407960199005,0.695782145230526,0.69242104055435,0.675858340091917,0.675267432522853,0.677817258408178,0.674092072324019,0.664149266992448,0.664149266992448,0.670600858369099,0.653602249293975,0.643648879846162,0.64728183359184,0.65157269817835,0.64568345323741,0.650969612177983,0.656857593273778,0.657894736842105,0.652633875316853,0.65154558851226,0.661271219897355,0.652435961828227,0.661153119092628,0.664370078740158,0.670704351727232,0.648535564853556,0.654098360655738,0.652670888592281,0.657894736842105,0.65863262178063,0.658589100679859,0.658561296859169,0.668579030084497,0.680225241362839,0.676392572944297,0.677684269952723,0.656857593273778,0.665496847722052,0.673890063424947,0.665518372703412,0.676524113764193,0.678607744070709,0.687799043062201,0.703140303968477,0.703672049025582,0.716941051513542,0.69193742478941,0.695825049701789,0.68082788671024,0.674786043449638,0.66348195329087,0.666370501999112,0.68952952127097,0.696101939892677,0.697394901610018,0.691268191268191,0.70856438693777,0.721377261463302,0.705237627410045,0.713470319634703,0.703672049025582,0.713942307692308,0.708040363403525,0.685633426555543,0.704592901878914,0.707213578500707,0.71353065539112,0.726936893488141,0.729383745162251,0.72536268134067,0.735648594723853,0.744186046511628,0.754733781429191,0.737007411122861,0.737058621871786,0.733007552199023,0.745321915635902,0.743054872104903,0.737332941671696,0.776720034617049,0.782663185551496,0.798881869934569,0.775053221418503,0.785868662670263,0.787242632216391,0.820859488169966,0.790067720090293,0.795906765207504,0.795906765207504,0.791151177344847,0.78111420102369,0.795166907576732
"East Side","El Paso","TX","El Paso","El Paso County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659128516271373,0.659886471144749,0.667894979272225,0.669386595810477,0.660662338583795,0.662418885351277,0.673534072900158,0.69212962962963,0.679475164011247,0.682899158465032,0.65584704313028,0.655479811221814,0.641790682851125,0.644730991551801,0.64774532276419,0.695171611401978,0.695171611401978,0.666325136612022,0.66546317379956,0.699947173798204,0.716261061946903,0.690698749198682,0.662375415282392,0.695200449282875,0.676397294410822,0.676593521421108,0.703983516483517,0.71549109185805
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",7,0.691881918819188,0.690335305719921,0.690335305719921,0.679577975591538,0.683872131556442,0.688016215966037,0.676470588235294,0.67804823034323,0.671852899575672,0.655021834061135,0.642999006951341,0.659578251965208,0.66334991708126,0.662100456621005,0.650406504065041,0.651552287581699,0.650054171180932,0.658740359897172,0.658740359897172,0.658317548369639,0.648285705776995,0.645235892691952,0.642330111329884,0.640956578718099,0.632205280773522,0.638658628485305,0.64,0.660469667318982,0.647345612134344,0.65274105098763,0.65,0.653630475059046,0.650406504065041,0.645994832041344,0.63716814159292,0.631768953068592,0.631964672933641,0.636772815025239,0.641592920353982,0.64468236952526,0.649236728184097,0.650538754269202,0.651804613236179,0.652938221998995,0.65864833906071,0.65806795820515,0.645994832041344,0.651747794838288,0.656295576081672,0.659416241291448,0.64,0.655482531995849,0.650887573964497,0.664573521716379,0.67154822539078,0.670945157526254,0.670307845084409,0.670454351726754,0.669542984979227,0.668764565225882,0.661444439963357,0.666818833963741,0.67827584703266,0.688468158347676,0.692862097090122,0.688428663845706,0.691144708423326,0.684575253601677,0.667605571119377,0.689145951267536,0.692794576433885,0.688468158347676,0.685966453135146,0.700255240544273,0.704225352112676,0.702458605117913,0.719142951536624,0.704416199091568,0.694383979103178,0.713510798847959,0.705429670799487,0.729414034847847,0.731707317073171,0.721389336243287,0.731707317073171,0.725273872699625,0.727919161676647,0.742375601926164,0.77286389008158,0.748997995991984,0.739732805541811,0.753710923311621,0.765910889706225,0.735197373891852,0.734312416555407,0.750724637681159,0.775387693846923,0.786194767875802,0.799779371207943,0.786729035741034
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527712264150943,0.581026775830582,0.546290971822887,0.532921732522796,0.491093518060366,0.452790246562426,0.437675070028011,0.436610608020699,0.47887323943662,0.494127516778524,0.551823416506718,0.505661850839516,0.515114521337217,0.520954598370198,0.50251677852349,0.501815182134796,0.565246966018379,0.571037003197807,0.505581888753098,0.508646998982706,0.482181291944066,0.451713395638629,0.494127516778524
"Southeast","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.727978081147404,0.756302521008403,0.766389658356417,0.753530172855135,0.755602240896359,0.796271144839508,0.798025429138885,0.805655296229802,0.793082396739648,0.786714519765507,0.804649083594099,0.810965362501921,0.831550802139037,0.796332046332046,0.808019441069259,0.808022971538503,0.808457711442786,0.796243364638628,0.807104316546763,0.796609958084833,0.778050778050778,0.800057374836072,0.807479224376731,0.806118230673832,0.804569026819285,0.82166392092257,0.848605539637058,0.853110532100222
"Northwest","El Paso","TX","El Paso","El Paso County",10,,,,,,,,,,,,0.741052752200031,0.77111812127585,0.775750980227185,0.7931111521987,0.758706093676395,0.764980875478113,0.745920745920746,0.774621910734047,0.788079550321972,0.803050991638668,0.813329121920404,0.794438927507448,0.775694893341952,0.771720091084253,0.747702589807853,0.762582613116421,0.776799585706888,0.765950883317784,0.755044843049327,0.78039276826389,0.765171503957784,0.770020533880904,0.778251599147121,0.756836292685836,0.787744979673268,0.779821835588271,0.753295668549906,0.766283524904215,0.779132791327913,0.758681332773736,0.76530612244898,0.768872320596458,0.716701902748414,0.70741086948706,0.717813467695376,0.735667174023338,0.711204823094208,0.722372052046272,0.724678231673195,0.753750644458931,0.72289156626506,0.719536760081816,0.731162196679438,0.741989293687842,0.753300811971789,0.746628131021195,0.732954925992901,0.738396624472574,0.746628131021195,0.749866095340118,0.739469542762183,0.741758241758242,0.746703284427198,0.758150113722517,0.756693830034924,0.748291498870406,0.759606791778374,0.689910979228487,0.718816067653277,0.763622409823484,0.718601392175331,0.735447501110625,0.711743772241993,0.727513227513228,0.731707317073171,0.775786866840962,0.769911866239608,0.769445998880806,0.743243243243243,0.773152751506519,0.755242348709115,0.737175499330323,0.738255033557047,0.748826291079812,0.747188002142475,0.77652900254456,0.804093567251462,0.766773162939297,0.747348119575699,0.780261493040911,0.781328004891847,0.807470374415231,0.791111337340939,0.759493670886076,0.756962572580954,0.742769500438212,0.741710296684119,0.742769500438212,0.793884034948372
