"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"The Lakes","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",215,,,,,,,,,,,,,,,,1450,1400,1500,1500,1474.5,1500,1500,1555,1500,1495,1425,1400,1500,1400,1485,1480,1500,1397.5,1400,1397.5,1395,1395,1399.5,1400,1495,1397,1495,1495,1500,1500,1485,1495,1500,1499.5,1480,1500,1650,1695,1695,1522.5,1525,1450,1400,1400,1425,1585,1600,1585,1672.5,1675,1700,1700,1587,1500,1495,1495,1600,1600,1600,1595,1700,1850,1600,1697.5,1600,1500,1599,1595,1647.5,1697.5,1695,1600,1695,1795,1785,1725,1887.5,1799.5,1750,1712.5,1795,1700,1745,1800,1950,1995,1895,1800,1950,1892,1862.5,1775,1885,1950,2125,2000
"South Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1325,1295,1295,1295,1250,1312,1250,1300,1300,1297.5,1295,1350,1350,1372.5,1350,1335,1385,1370,1362.5,1395,1395
"Chapel Hill-Ben Davis","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,1195,1150,1150,1175,1195,1200,1200,1199,1250,1240,1196,1195,1200,1195,1200,1195,1245,1242.5,1270,1257.5,1250,1240,1235,1225,1200,1199.5,1250,1250,1279
"Northeast","Anchorage","AK","Anchorage","Anchorage Borough",218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1625,1600,1672.5,1775,1697.5,1687.5,1700,1700,1659,1650,1650,1600,1600,1600,1750,1800,1795,1797.5,1700,1697.5,1675,1650,1650,1697.5,1697.5,1712.5,1625
"Hawaii Kai","Honolulu","HI","Urban Honolulu","Honolulu County",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575,3675,3500,3500,3500,3500,3200,3000,3350,3472.5,3525,3450,3300,3400,3350,3325,3300,3500,3475,3350,3350
"Auburndale","New York","NY","New York-Newark-Jersey City","Queens County",220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2600,2600,2500,2425,2400,2350,2600,2500,2500,2500,2400,2375,2500,2500,2500,2375,2475,2300,2250,2200,2350,2275
"Los Feliz","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5575,6000,5400,5650,5800,5995,5695,5500,5950,5500,5890,5495
"West Valley","Boise","ID","Boise City","Ada County",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.5,1295,1350,1300,1350,1350,1395,1350,1350,1425,1350,1350
"Snacks-Guion Creek","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1197.5,1200,1235,1250,1275,1277.5,1292.5,1225,1200,1200,1205,1242.5,1250,1275,1295,1295,1295,1295,1295,1300,1300,1295,1232.5,1227.5,1295,1282.5
"North Linden","Columbus","OH","Columbus","Franklin County",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,800,800,825,829,750,825,800,799.5,812.5,825,850,848.5,850,875,900,957.5,872.5,850,800,850,850,800,849,800,850,900
"West Pullman","Chicago","IL","Chicago-Naperville-Elgin","Cook County",225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1300,1300,1375,1350,1394,1250,1387.5,1400,1350,1350,1400,1450,1400,1400,1400,1400,1300,1400,1495,1450,1400,1362.5,1400,1362.5,1350,1350,1400
"Northwest Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.5,1795,1822.5,1800,1795,1812.5,1797.5,1900,1897.5,1667.5,1837.5,1895
"Spring Branch East","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1650,1650,1650,1687.5,1725,1750,1685,1650,1592.5,1675,1700,1695,1750,1797.5,1772.5,1800,1900,1900,2050,2110,2000,1950,1895,1772.5,1885,1970,1970
"Flatiron District","New York","NY","New York-Newark-Jersey City","New York County",228,,,,,,,,,,,,,,,,,,,,,,,,,,3662.5,3540.5,3700,3728,3597.5,3600,3595,3622.5,3620,3599,3500,3506,3517.5,3500,3447.5,3620,3805,4102.5,3915,3860.5,3790,3770,3750,3782.5,3708,3600,3750,3750,3300,3750,3750,3805,3815,3815,3875,3878,3832.5,3782.5,3860.5,3860.5,3860.5,3782.5,3782.5,3750,3782.5,3750,3910.5,3960,3860.5,3800,3960,3906,3906,3906,3750,3815,3860.5,3782.5,3750,3815,3860.5,3750,3750,3750,3815,3860.5,3860.5,3750,3750,3807.5,3800,3772.5,3750,3782.5,3782.5,3807.5,3782.5,3860.5,3782.5,3815,3782.5,3782.5,3815,3782.5,3750,3832.5
"Southwest Ada County","Boise","ID","Boise City","Ada County",229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1295,1300,1295,1350,1400,1395,1350,1337.5,1372.5,1297.5,1350,1372.5,1395,1400,1547.5,1475,1510,1512.5,1522.5,1495,1550,1500,1500,1525,1525,1500
"Indian River","Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1247.5,1250,1295,1300,1250,1300,1350,1400,1350,1350,1350,1300,1350,1350,1297.5,1250,1325,1325,1350,1300,1300,1397.5,1295,1297.5,1300,1375,1397.5
"Jones Creek","Baton Rouge","LA","Baton Rouge","East Baton Rouge Parish",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1400,1500,1295,1300,1225,1300,1300,1300,1300,1200,1295,1272.5,1200,1300,1350,1400,1300,1225,1300,1200,1250,1250,1295
"Meadowview","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1695,1650,1595,1595,1600,1600,1595,1500,1595,1645,1647.5
"Northside Village","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1475,1400,1500,1400,1300,1475,1450,1500,1500,1549.5,1612.5,1650,1575,1650,1650,1662.5,1595,1472.5,1400,1400,1525,1500,1500,1545,1600,1600,1620
"South Chicago","Chicago","IL","Chicago-Naperville-Elgin","Cook County",234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1150,1150,1150,1150,1150,1150,1150,1144.5,1150,1150,1200,1150,1150,1150,1200,1150,1150,1200,1150,1150,1100,1110,1295,1300,1125,1125,1200
"Meadow Woods","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",235,,,,,,,,,,,,,,,,,1200,1200,1250,1200,1200,1225,1250,1250,1250,1295,1290,1250,1250,1295,1262.5,1325,1325,1312.5,1300,1250,1250,1300,1350,1375,1385,1395,1300,1350,1395,1395,1375,1350,1350,1350,1350,1400,1400,1400,1400,1395,1412.5,1400,1400,1400,1405,1417.5,1400,1400,1475,1475,1450,1475,1475,1495,1450,1485,1500,1500,1450,1495,1500,1450,1450,1547.5,1462.5,1498,1450,1595,1612.5,1595,1595,1585,1595,1600,1647.5,1600,1650,1685,1662.5,1650,1695,1700,1750,1750,1750,1717,1750,1750,1750,1758,1750,1800,1771.5,1800,1800
"Woodbridge","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3116.5,3150,3164,3200,3200,3250,3397.5,3300,3300,3200,3197.5,3200,3250,3300,3116.5,3400,3166.5,3200,3175,3370,3250,3300,3475,3500
