"RegionName","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Boston, MA",10,,,,,,,,,,,,,,,,1.725,1.9475,1.85325464754947,2,2.13333333333333,2.22857142857143,2.26251025430681,2.1978021978022,2.02462423993988,2.03574663561077,2.09375,2.02112676056338,2.12566371681416,2.10555555555556,2.22857142857143,2.26282051282051,2.375,2.43393602225313,2.47142857142857,2.43346007604563,2.4,2.30179028132992,2.27272727272727,2.29799851742031,2.25,2.09090909090909,2.3,2.29799851742031,2.32067510548523,2.46567487746638,2.5,2.5,2.33333333333333,2.2859492481203,2.25806451612903,2.19230769230769,2.1,2.2633971291866,2.34939759036145,2.40437158469945,2.48062015503876,2.41666666666667,2.375,2.38461538461538,2.27848101265823,2.21518987341772,2.15172111638702,2.17391304347826,2.21052631578947,2.29545918367347,2.375,2.42857142857143,2.45454545454545,2.47896010387158,2.30688598613127,2.45454545454545,2.29988938053097,2.23076923076923,2.16666666666667,2.125,2.17241379310345,2.25,2.34741784037559,2.37931034482759,2.44444444444444,2.43389513108614,2.42857142857143,2.38461538461538,2.27272727272727,2.25,2.24242424242424,2.25,2.22090612970092,2.23076923076923,2.28571428571429,2.375,2.43243243243243,2.475,2.5,2.43333333333333,2.36363636363636,2.34080565078614,2.27703984819734,2.26086956521739,2.41545893719807,2.57692307692308,2.63803345626976,2.76594202898551,2.8061862244898
"San Francisco, CA",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83589743589744,3.83589743589744,3.3823664220105,3.66666666666667,3.45804195804196,3.40625,3.57142857142857,3.76,4.08079639709694,3.88333333333333,4.05607966457023,3.82511373976342,4.04833545778645,3.5625,3.73333333333333,3.23573825503356,3.1015037593985,3.35051546391753,2.96666666666667,3.11875,3.19075686884396,3.20794590025359,3.25290697674419,3.26442307692308,3.22692307692308,3.19333333333333,3.19333333333333,3.16666666666667,3.22307692307692,3.25,3.23970037453184,3.32916666666667,3.36298906789413,3.23529411764706,3.26666666666667,3.32666666666667,3.30935251798561,3.16769547325103,3.19420289855072,3.06786018755328,3.11105345096004,3.00542791907466,3.17954545454545,3.07785488958991,3.21428571428571,3.29930555555556,3.30344827586207,3.27857142857143
"Detroit, MI",12,,,,,0.653846153846154,0.745919881305638,0.75,0.75,0.783636363636364,0.780134664281006,0.85,0.826984504553486,0.831600831600832,0.736544881305638,0.722222222222222,0.740740740740741,0.765076507650765,0.797431926480599,0.799863852961198,0.789110745162618,0.819209039548023,0.767045454545455,0.75,0.773504273504274,0.764374047591138,0.75,0.75,0.724991708126036,0.692307692307692,0.75,0.75,0.746825989544436,0.78125,0.78125,0.79,0.8,0.827208661242275,0.84,0.816326530612245,0.819672131147541,0.827404893581364,0.828571428571429,0.84530853761623,0.85,0.888888888888889,0.867826086956522,0.865086475708627,0.875,0.875,0.846833578792342,0.849358974358974,0.841013105887248,0.851470588235294,0.85,0.881059168535449,0.861547619047619,0.85,0.851851851851852,0.875,0.879276637341153,0.89041095890411,0.884118254655091,0.848148148148148,0.849358974358974,0.849358974358974,0.853571428571429,0.875,0.888888888888889,0.848214285714286,0.90625,0.96946386946387,0.928571428571429,0.923867228661749,0.960698689956332,0.948684210526316,0.889121338912134,0.897435897435897,0.916666666666667,0.928571428571429,0.974916375529622,0.963550559666098,0.925,0.935416666666667,0.916666666666667,0.945945945945946,0.916666666666667,0.913870468611848,0.912162162162162,0.872242647058823,0.915650406504065,0.9,0.915384615384615,0.904722222222222,0.921052631578947,0.944444444444444,0.959166666666667,0.933432910131939,0.917647058823529,0.916666666666667,0.923076923076923,0.916666666666667,0.912602820211516,0.917647058823529,0.923076923076923
"Riverside, CA",13,,,,,0.903409090909091,0.87719298245614,0.902061855670103,1,1,0.895475372279496,0.876908179539758,0.872779465284896,0.85,0.904040404040404,0.935294117647059,0.95,1.04895104895105,1.06066176470588,1.09708737864078,1.05704995566066,1.06666666666667,1,0.921978021978022,0.892215568862275,0.877777777777778,0.90625,0.905397727272727,0.966888478565793,0.948367754830113,0.941176470588235,0.944444444444444,0.944444444444444,0.954877014418999,0.965277777777778,0.926829268292683,0.930586654724586,0.935416666666667,0.964781746031746,1,0.963185195424798,0.925606295149639,0.9375,0.9375,0.944444444444444,0.990839694656489,0.974021592442645,0.955213903743316,0.925,0.9,0.902527075812274,0.919117647058823,0.924322660098522,0.911437883135065,0.917948717948718,0.971941070625281,0.939827025700791,0.953882661169093,0.9375,0.947368421052632,0.916666666666667,0.906571191051995,0.923186188811189,0.918635170603675,0.884848484848485,0.863636363636364,0.839630562552477,0.819852941176471,0.855422394404458,0.903614457831325,0.997462121212121,0.995138888888889,1.05337078651685,0.991865079365079,1.03869047619048,0.961538461538462,1,1.0625,1.07575757575758,1.11223571749888,1.08615056818182,1.07596153846154,1.125,1.171875,1.19416666666667,1.2,1.19021739130435,1.24821428571429,1.17058823529412,1.17687165775401,1.13636363636364,1.14706743641232,1.12725903614458,1.14981274566501,1.17156862745098,1.20353250793128,1.21342743027349,1.22839046199702,1.21052631578947,1.25,1.23626622183268,1.26735642282438,1.28558763931104,1.27840909090909,1.27224047705975
"Phoenix, AZ",14,,,,,,,,,,,,,,,,,,,,0.874233128834356,0.897221578941564,0.836046511627907,0.769230769230769,0.767179487179487,0.785340314136126,0.74375,0.744951923076923,0.769230769230769,0.75,0.76595384247449,0.770833333333333,0.785714285714286,0.781419223826715,0.78125,0.791709621993127,0.79257340742297,0.829166666666667,0.837837837837838,0.827050997782705,0.8,0.806583338212048,0.799182802072357,0.795334040296925,0.807926829268293,0.809090909090909,0.80952380952381,0.798966704936854,0.78125,0.778967867575463,0.783888595099595,0.793400286944046,0.794117647058823,0.777777777777778,0.795671546785487,0.808391608391608,0.869981526508748,0.85,0.85,0.85,0.846153846153846,0.845588235294118,0.833333333333333,0.818181818181818,0.818181818181818,0.850652667423383,0.853415559772296,0.910714285714286,0.912017167381974,0.840738621917112,0.89630376344086,0.849488054607509,0.87719298245614,0.85,0.858585858585859,0.879411764705882,0.9,0.91304347826087,0.933333333333333,1.00819155639572,1.04026845637584,1.03033088235294,1.05714285714286,1.07265553735409,1.07056480295917,1.05882352941176,1.06400665004156,1.05289335246294,1.0407196969697,1.0668903803132,1.05170387779083,1.07334525939177,1.0715037593985,1.08586883475128,1.07142857142857,1.08333333333333,1.09375,1.08462655895692,1.08465640708962,1.09898648648649,1.11111111111111,1.13915637183522,1.125,1.14644607843137,1.17857142857143
"Seattle, WA",15,,,,,,,,,,,,,,,,,,,,,,,0.9375,0.958333333333333,0.994281045751634,1,0.999412455934195,0.994042571983748,0.980392156862745,0.997491319444444,1,1.03513174404015,1.04356343558042,1.07692307692308,1.0672082717873,1.0814733377586,1.19322958291034,1.28823529411765,1.3413506012951,1.35416666666667,1.37,1.35714285714286,1.37241379310345,1.42156862745098,1.42547660311958,1.41584249084249,1.375,1.38290175171363,1.32666666666667,1.29059139784946,1.3,1.33922261484099,1.32857142857143,1.39208074534161,1.4375,1.42307692307692,1.48780487804878,1.59312406762805,1.54545454545455,1.62688442211055,1.57645990715522,1.56324052132701,1.52117884356791,1.50191815856777,1.49166666666667,1.58083673889395,1.57415078707539,1.53623188405797,1.59894736842105,1.751,1.77768970431065,1.75862068965517,1.64285714285714,1.7586800471455,1.63321382607097,1.63164760831052,1.75,1.81481481481481,1.91724137931034,1.92857142857143,1.925479867333,1.99321458863444,1.99309523809524,1.96360153256705,2.03877005347594,1.9804371741522,1.99375,1.99393382352941,2,2.02981737497867,2.03582121471343,2.10540935672515,2.02904517420646,1.99375,1.98241749748821,2,1.99090909090909,1.885,1.92,1.91366459627329,1.92812940451022,1.93575540349734,1.96700507614213,2.05725806451613
"Minneapolis-St Paul, MN",16,,,,,,,,,,0.814814814814815,0.851525593386335,0.849905303030303,0.852272727272727,0.876483050847458,0.873611111111111,0.883104125736739,0.973684210526316,1.0231646471846,1.0279843444227,1.02739726027397,1.03409090909091,1,0.925,0.948101265822785,0.965505141388175,0.982027579162411,0.959883089976322,0.940727816550349,0.954545454545455,0.959944751381215,0.993482620320856,0.989705433455433,0.995625,0.998946259220232,1.02222222222222,1.04761904761905,1.1,1.13074204946996,1.15504807692308,1.12540192926045,1.10619469026549,1.10204081632653,1.0980229120473,1.09166666666667,1.09888888888889,1.09027176527177,1.09466117216117,1.08290378006873,1.03378378378378,1,1.04356060606061,1.03413327120224,1.08039965986395,1.0625,1.08333333333333,1.11483516483516,1.13953488372093,1.11538461538462,1.09285714285714,1.08863636363636,1.07916666666667,1.07830008800235,1.09929078014184,1.11247410899221,1.116,1.12540192926045,1.12732095490716,1.11851851851852,1.15646258503401,1.1,1.15,1.14568981567678,1.12520096463023,1.15239758805513,1.15825023191095,1.14533333333333,1.14852941176471,1.14852941176471,1.17399621212121,1.19230769230769,1.20901639344262,1.20416666666667,1.199,1.20208333333333,1.19333333333333,1.24583333333333,1.25,1.25,1.24831309041835,1.21656504065041,1.21285714285714,1.23459613696225,1.266,1.24327956989247,1.23529411764706,1.22764267990074,1.2421364379085,1.24787294384572,1.28020833333333,1.28205128205128,1.26428571428571,1.26923076923077,1.26240352811466,1.27272727272727
"San Diego, CA",17,,,,,1.34869377493578,1.32666666666667,1.25789473684211,1.28837719298246,1.29666666666667,1.28697478991597,1.24038461538462,1.26538987688099,1.2760781671159,1.29289215686275,1.33333333333333,1.3,1.32913282369804,1.38888888888889,1.40909090909091,1.40454545454545,1.4453781512605,1.41666666666667,1.38987577639752,1.38888888888889,1.38994304097151,1.4,1.4,1.41913879337293,1.44545454545455,1.42142857142857,1.42908309455587,1.45833333333333,1.49184131736527,1.48625429553265,1.48845421663811,1.53443113772455,1.53076923076923,1.52777777777778,1.52941176470588,1.60556257901391,1.61111111111111,1.5625,1.59,1.62991371045062,1.78716608594657,1.70643939393939,1.69642857142857,1.66111111111111,1.70227272727273,1.69482051282051,1.70714285714286,1.74375,1.79310344827586,1.81306818181818,1.79504098360656,1.85,1.82291666666667,1.875,1.92941176470588,1.92880184331797,1.94117647058824,1.93333333333333,2.05479452054795,2,1.99215384615385,1.99736842105263,2.0152148965313,1.92307692307692,1.86493055555556,1.94634146341463,1.92307692307692,1.98789974070873,1.93324595893403,2,1.99285714285714,2.00751922207146,2.092603769071,2.09047619047619,2.10819411296738,2.125,2.171692977681,2.1869290499391,2.16458333333333,2.21428571428571,2.20833333333333,2.19363940698231,2.16666666666667,2.17272727272727,2.21238938053097,2.15675675675676,2.14285714285714,2.2,2.21067743188982,2.25371150536996,2.3125,2.3,2.22809419496167,2.3066783831283,2.34936974789916,2.32198142414861,2.38225629791895,2.34641638225256,2.3125,2.33333333333333
"St. Louis, MO",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.755988075783176,0.723981564079691,0.6875,0.653409090909091,0.714285714285714,0.735294117647059,0.735294117647059,0.752264296213341,0.666666666666667,0.647058823529412,0.625,0.640456117596195,0.65,0.714354066985646,0.681199472034318,0.675,0.666666666666667,0.723204994797086,0.692041522491349,0.686813186813187,0.730337078651685,0.689903846153846,0.66340782122905,0.715144230769231,0.684707971586425,0.70414201183432,0.7,0.713333333333333,0.685416666666667,0.733333333333333,0.770833333333333,0.775,0.760714285714286,0.749516441005803,0.764705882352941,0.776923076923077,0.77974358974359,0.78125,0.80539950062422,0.787728026533997,0.766666666666667,0.8125,0.792682926829268,0.790570175438597,0.788676236044657,0.791666666666667,0.77639751552795,0.787878787878788,0.807692307692308,0.798333333333333,0.807692307692308,0.843558282208589,0.835714285714286,0.831589958158996,0.833333333333333,0.861111111111111,0.841666666666667
"Tampa, FL",19,,,,,,,,,,,,,0.785714285714286,0.79004329004329,0.787671232876712,0.78777501037775,0.825,0.829166666666667,0.852941176470588,0.85,0.885175655970533,0.855050933786078,0.866666666666667,0.859090909090909,0.855826572359753,0.843677922077922,0.855263157894737,0.833333333333333,0.830140485312899,0.833333333333333,0.85,0.857142857142857,0.87033919837388,0.857142857142857,0.870890065942117,0.907692307692308,0.934959349593496,0.947368421052632,0.962824765063571,0.96279518476574,0.95750469043152,0.958029197080292,0.958029197080292,0.958029197080292,0.964285714285714,0.966666666666667,0.951936744847193,0.975535264483627,0.961538461538462,0.939524838012959,0.940218213448302,0.98013816925734,0.99644128113879,0.966429298067141,0.966429298067141,0.969529085872576,1,1.00600240096038,1,1.03664416586307,1,0.984188538932633,0.982857142857143,0.990393013100437,1,1.02640135099392,1.07427937915743,1.07209488272921,1.03347672064777,1.01132686084142,1.06559139784946,1.07222222222222,1.01614583333333,1.06798318721238,1.13553174497538,1.05,1.12578616352201,1.13656814091727,1.13090277777778,1.13765642775882,1.17135207496653,1.15,1.19939759036145,1.1852650063857,1.16296051288858,1.18603896103896,1.15091623036649,1.15562678062678,1.16666666666667,1.17751479289941,1.225,1.25,1.23319615912209,1.23985572587917,1.21428571428571,1.2154942504849,1.26713615023474,1.24375,1.24375,1.25,1.24375,1.26086956521739,1.35135135135135,1.36138613861386
"Baltimore, MD",20,,,,,,,,,,,,1.33824276282377,1.31108490566038,1.22923076923077,1.24137931034483,1.17090832395951,1.22084548104956,1.33283987169998,1.38058732247074,1.18159203980099,1.19780772929439,1.16613361762615,1.125,1.125,1.125,1.14394765539804,1.12956419316843,1.1,1.09446198962328,1.1875,1.15625,1.125,1.15384615384615,1.2043559633743,1.21796310147095,1.17241379310345,1.17862740707568,1.186875,1.14705882352941,1.19157608695652,1.16357931726908,1.15751879699248,1.2,1.22062092276936,1.24633431085044,1.21875,1.20433300216763,1.17857142857143,1.2,1.19557522123894,1.1875,1.19631431411855,1.21402877697842,1.22767857142857,1.2396694214876,1.32295719844358,1.33429039043869,1.30901856763926,1.28571428571429,1.27881844380403,1.28571428571429,1.25,1.23287671232877,1.27058823529412,1.31414356787491,1.3,1.44444444444444,1.5,1.51,1.42278203723987,1.51079136690647,1.5,1.41758679993021,1.41666666666667,1.31578947368421,1.45299145299145,1.4378478664193,1.34556107617855,1.34496264645813,1.38545150501672,1.45299145299145,1.5,1.4599358974359,1.4716577540107,1.33587786259542,1.31781110984373,1.28571428571429,1.2589928057554,1.30769230769231,1.3,1.30271154745208,1.30409698996656,1.3030303030303,1.28343108504399,1.272603926097,1.25714285714286,1.26923076923077,1.23013871374527,1.18725651286672,1.14214285714286,1.17857142857143,1.20157819225251,1.22596170300147,1.26335973885096
"Denver, CO",21,,,,,,,,,,,,,,,,,,,1.2,1.14080459770115,1.17643334925944,1.13781037874163,0.95787315952992,0.917992656058752,0.907877365410004,0.965608465608466,0.99375,1.07344632768362,1.09370629370629,1.10645933014354,1.15701415701416,1.0995,1.13611054869407,1.15,1.1875,1.16518016866854,1.15483319076133,1.15384615384615,1.25,1.26923076923077,1.34782608695652,1.37614678899083,1.4,1.45227272727273,1.5,1.39097744360902,1.39254754533392,1.5,1.49105367793241,1.5,1.51648372958926,1.51694915254237,1.55251141552511,1.57643503205222,1.58,1.6,1.57587396664871,1.56471456692913,1.56923861922087,1.61462355212355,1.61607142857143,1.55638586956522,1.69230769230769,1.76372799416218,1.75203349581302,1.77272727272727,1.84,1.71291208791209,1.64109621265585,1.68047481146305,1.67822966507177,1.62688338493292,1.60530843402216,1.625,1.53076923076923,1.5723667905824,1.58367606737172,1.69285714285714,1.65772960638905,1.69913793103448,1.72885375494071,1.70092024539877,1.65833333333333,1.65909863945578,1.64117647058824,1.66666666666667,1.65986394557823,1.6875,1.74375,1.68470906630582,1.6881161971831,1.70475353586074,1.7,1.65369473046638,1.65944275319275,1.67615161001789,1.7,1.66666666666667,1.68629947613504,1.70109356014581,1.84977433913604,1.77017937219731,1.77816492450639,1.83230891370806
"Pittsburgh, PA",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8522378908645,0.864864864864865,0.840576923076923,0.8,0.725190839694656,0.774350337860614,0.725727361882968,0.681818181818182,0.684210526315789,0.793333333333333,0.786259541984733,0.816371480472298,0.780598958333333,0.717402853673345,0.733333333333333,0.732051282051282,0.774705387205387,0.774404761904762,0.694444444444444,0.747208436724566,0.74375,0.775694893341952,0.744791666666667,0.78125,0.819047619047619,0.8125,0.8
"Portland, OR",23,,,,,,,,,,,,,,,,,,,0.766666666666667,0.828125,0.823214285714286,0.806700665816688,0.764462809917355,0.768464052287582,0.75,0.791550279329609,0.794117647058823,0.81790866416319,0.852941176470588,0.852631578947368,0.875,0.893551433014886,0.88875,0.875,0.894607843137255,0.961376994122586,1,0.993197278911565,1.00526315789474,0.999005964214712,1.00099206349206,1,1.01395125749002,1.03302658486708,1.07701979495777,1.03125,1.04736842105263,1.07651561232766,1.11651583710407,1.11413043478261,1.1225,1.08184039087948,1.09663271080928,1.16091954022989,1.19615942028986,1.19565217391304,1.22282608695652,1.23563218390805,1.28494623655914,1.38331939799331,1.35869565217391,1.32592592592593,1.22282608695652,1.0782573664825,1.18556701030928,1.23142076502732,1.33571428571429,1.2126582278481,1.36038961038961,1.27564102564103,1.39175660323772,1.39169117647059,1.44545454545455,1.40721649484536,1.27777777777778,1.33076923076923,1.48969072164948,1.5,1.495,1.56306818181818,1.57332735961768,1.57219818165924,1.5625,1.61785216178522,1.55,1.49375,1.51654411764706,1.54653284671533,1.47895335608646,1.47616747181965,1.5,1.57142857142857,1.53125,1.45,1.40997830802603,1.41088235294118,1.40564387917329,1.38429416112343,1.41550819104753,1.4234693877551,1.45,1.44924242424242,1.46,1.49478563151796
"Charlotte, NC",24,,,,,,,,,,,,,,,,,,,,,,,,0.663841807909605,0.666666666666667,0.673076923076923,0.668109408577034,0.667071197411003,0.666666666666667,0.671140939597315,0.685425685425685,0.685425685425685,0.69825329566855,0.73215925644436,0.734055354993983,0.739085623678647,0.770833333333333,0.803577661431065,0.824817518248175,0.8125,0.815186579302012,0.82623549976164,0.81555834378921,0.831124498770679,0.871812878133103,0.857023411371237,0.864427860696517,0.81597866419295,0.785714285714286,0.815340909090909,0.813746438746439,0.797736185383244,0.8125,0.836851556264964,0.876833858543417,0.898448201635944,0.872,0.93211463391412,0.938303341902314,0.938303341902314,0.959677419354839,0.938303341902314,0.98114824335904,0.984042553191489,0.984042553191489,0.98114824335904,0.964765100671141,0.965130759651308,0.878561981090071,0.881791242738659,0.920502163672217,0.915886699507389,0.869565217391304,0.992857142857143,1.09595998138669,1.01039260969977,1.01245101317461,1.03481243810301,1.05486787749816,1.08875249347859,1.04408352668213,1.06815869786368,1.05835584824947,1.03577371048253,1.01226492232216,1.0277366255144,1.03726082578046,1.0468288590604,1.02777777777778,1.01102941176471,1,1.04545454545455,1.0462962962963,0.992339832869081,0.993298464588947,1.00937950937951,1.02023629964806,1,1.00657345319677,1.02256944444444,1.0406976744186,1.02877514642221,1.02638888888889,1.01010101010101
"Sacramento, CA",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13928571428571,1.17210054753609,1.23708752796421,1.23551136363636,1.13888888888889,1.13333333333333,1.17040050062578,1.22811575377066,1.28125,1.23033707865169,1.21845238095238,1.21428571428571,1.2172619047619,1.23542483660131,1.32277834525026,1.34721048182587,1.3,1.28571428571429,1.31034482758621,1.375,1.41666666666667,1.43232142857143,1.44812233836624
"San Antonio, TX",26,,,,,,0.719476744186046,0.722222222222222,0.708333333333333,0.718161311161124,0.737679628064243,0.723240826522377,0.719079578139981,0.719476744186046,0.72463768115942,0.730038759689922,0.735714285714286,0.737776070127505,0.733333333333333,0.756513926325247,0.783732283464567,0.833333333333333,0.77319587628866,0.791338582677165,0.802139037433155,0.792708333333333,0.808080808080808,0.8,0.813636363636364,0.847554513109795,0.838068181818182,0.828725814063237,0.83472356544165,0.836775313010343,0.846673322533248,0.878321883154924,0.885502471169687,0.919331618550369,0.927169588919994,0.92778335005015,0.945791653450308,0.991140642303433,0.954941190235308,0.95,0.954927425515661,0.86496368645129,0.846666666666667,0.85665362035225,0.875,0.850111856823266,0.896414342629482,0.875,0.910619469026549,0.899921157274098,0.909090909090909,0.928122192273136,0.954954954954955,0.897435897435897,0.932657983598649,0.940265486725664,0.909638554216867,0.951327944572748,0.944268635724332,0.9,0.902901785714286,0.90120320855615,0.94551282051282,0.982368357183664,0.960346964064436,0.979934400386834,1.05185909980431,0.942307692307692,1,0.984780662488809,0.984630969249509,1,0.978386129860048,0.985401459854015,0.978386129860048,0.969379927551673,1,1,1.01582415331391,1.03947613721104,1.0106981981982,1.00401606425703,1.00449775112444,1.02543068088597,1.01946334089191,1.01824817518248,1.00078911529603,0.984413453650533,0.984413453650533,0.984413453650533,0.97036874451273,0.983935742971888,0.97809667673716,0.97809667673716,0.959839357429719,0.977315608919383,0.97809667673716,0.983935742971888,0.981751824817518,0.983935742971888,0.995222929936306
"Orlando, FL",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03942186088528,1.08462929475588,1.08208955223881,1.09647470220389,1.19423868312757,1.25136017410229,1.2984375,1.29751461988304,1.29651850397137,1.22303383858529,1.12438223809489,1.14285714285714,1.17096018735363,1.12895639243771,1.17058823529412,1.16279069767442,1.13475796632112,1.16574585635359,1.1454753722795,1.14522417153996,1.19565217391304,1.20324748040314,1.22222222222222,1.16944655657588,1.20915032679739,1.21767001114827
"Cincinnati, OH",28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5671888053467,0.586940572267058,0.5960948457223,0.571646341463415,0.627777777777778,0.634615384615385,0.666666666666667,0.666666666666667,0.645833333333333,0.666666666666667,0.736211980136561,0.753623188405797,0.753768844221106,0.791304347826087,0.757428655486908,0.758787878787879,0.764705882352941,0.77145612343298,0.777777777777778,0.768110530246453,0.735294117647059,0.718611111111111,0.722727272727273,0.753538011695907,0.71,0.695,0.74375,0.74476383070923,0.791666666666667,0.804639029892837,0.773937600860678,0.785462123358836,0.772242497972425,0.746155885471898,0.750536480686695,0.78416149068323,0.787649653434152,0.761538461538461,0.75,0.76463963963964,0.793841463414634,0.763999209132797,0.807692307692308,0.776274467763092,0.795,0.795,0.772222222222222,0.76463963963964,0.818256578947368,0.800485436893204,0.825,0.846153846153846,0.863636363636364,0.930952380952381,0.910112359550562,0.90625,0.852,0.85,0.845407020164302,0.865151515151515,0.885739592559787,0.868055555555556,0.857142857142857,0.888264669163546,0.904545454545455,0.898876404494382,0.911483739837398,0.87890625,0.86911705064478,0.867053181934822,0.868582887700535,0.880314765694076,0.896341463414634,0.896341463414634,0.881028207461328,0.882352941176471,0.947368421052632,0.958333333333333
"Cleveland, OH",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.642857142857143,0.678113478638039,0.660833550177812,0.628019323671498,0.636574074074074,0.675251815904493,0.688997766043867,0.646526827785378,0.658012607830126,0.614285714285714,0.647058823529412,0.648350200295172,0.647058823529412,0.714285714285714,0.710804224207961,0.714627151051625,0.699772727272727,0.647025862068966,0.667366946778711,0.666666666666667,0.649641577060932,0.651041666666667,0.641189257779997,0.719087230215827,0.692414233965481,0.695427562184173,0.666087962962963,0.71875,0.748125,0.678571428571429,0.620689655172414,0.640056899004267,0.617936055391508,0.607638888888889,0.703463203463203,0.708417678812416,0.752747252747253,0.74487895716946,0.723065764023211,0.695488721804511,0.673937027641245,0.714285714285714,0.709090909090909,0.729166666666667,0.688361408882083,0.719424460431655,0.706713780918728,0.666666666666667,0.629850497106396,0.652173913043478,0.684315684315684,0.653846153846154,0.672043010752688,0.651215895610913,0.671140939597315,0.672727272727273,0.671834625322997,0.6875,0.68125,0.693414111440818,0.730769230769231
"Kansas City, MO",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.8,0.863333333333333,0.772444691384897,0.7818052594172,0.776175213675214,0.866,0.875,0.891708126036484,0.874007936507937,0.848303393213573,0.89031339031339,0.892857142857143,0.9,0.888888888888889,0.900251889168766,0.885416666666667,0.873139229422067,0.870824414607252,0.883333333333333,0.90625,0.888888888888889,0.883333333333333,0.896304467733039,0.872844827586207,0.881176470588235,0.881917211328976,0.889957264957265,0.884615384615385,0.86875,0.868421052631579,0.902777777777778,0.917214912280702
"Las Vegas, NV",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.678571428571429,0.649984368266737,0.683994528043776,0.676488274203247,0.661904761904762,0.678082191780822,0.711678832116788,0.719528004539374,0.719453376205788,0.714978983180067,0.716800771301139,0.708258393285372,0.708778173190985,0.709201864435681,0.708091414794908,0.71041948579161,0.719288308944063,0.721003134796238,0.72616095293434,0.725265207566789,0.721771745588881,0.70818564243335,0.708147582762611,0.718292529521833,0.708955223880597,0.721299995407999,0.732766098054603,0.744047619047619,0.743331875819851,0.762094102054341,0.765979926043317,0.762094102054341,0.75705437026841,0.743149094287041,0.751403447654306,0.766675185279836,0.774492085254892,0.775844299468258,0.774336283185841,0.780553077609277,0.787806339149347,0.806032241289652,0.780390338297007,0.783380852286365,0.777806682853509,0.773706896551724,0.776557910580201,0.791788856304985,0.808514503259524,0.81125,0.811030405405405,0.81125,0.81125,0.810810810810811,0.817647058823529,0.831353919239905,0.813008130081301,0.831889181403745,0.875,0.895953757225434,0.922077922077922,0.853200624081943,0.874613003095975,0.862963664200814,0.855993896841098,0.867725184741362,0.850713501646542,0.844914421780957,0.877633119426766,0.894989341296389,0.897790055248619,0.89974293059126,0.960995219469796,0.9375,0.949691991786448,0.94615747130306
"Columbus, OH",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956162236156496,1.02757009345794,0.980769230769231,0.971428571428571,0.958550295857988,0.904513888888889,0.87207488299532,0.94719843633656,0.954731457800511,0.952941176470588,0.945023095734082,0.958666666666667,0.955803921568627,0.93423019431988,0.94491452991453,0.975833333333333,0.945997178628108,0.963859802210588,0.950819672131147,1.06923076923077,1.06923076923077,0.972597597597598,0.9995,1.01215544604076,1.01822079314041,1.02140547853742,1.03986135181976
