"RegionID","RegionName","City","State","Metro","CountyName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
274346,"Lone Mountain","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",77,207300,207500,207800,208000,208300,208700,209100,209600,210300,211000,211600,212100,212500,213000,213400,213900,214400,214900,215500,216300,217200,218100,218900,219400,220000,220500,221200,221800,222400,223000,223800,224700,225800,226900,227900,228700,229600,230400,231300,232200,233200,234300,235400,236700,238200,239700,241000,242100,243200,244300,245300,246300,247400,248500,249700,251000,252500,253900,255100,256100,256900,257800,258700,259500,260300,261300,262400,263600,264900,266100,267100,267800,268500,269000,269600,270100,270700,271500,272500,273100,273600,274800,276700,278400,280000,281800,284000,287000,291200,296700,303400,311300,320200,329500,339300,350400,363600,378800,395800,413200,429400,443200,454500,463600,471800,479400,486700,493900,500500,505300,508700,510600,511400,512000,513100,514700,517100,519700,522200,524800,527100,528700,529200,528200,525700,522700,519900,516900,514300,511600,508300,504600,500900,496800,492000,485600,478000,469900,461700,452600,442400,430900,418600,405900,393400,380700,367900,356100,345900,336700,327900,319200,310600,302000,293100,283800,274500,265100,257200,252300,249900,248400,247500,247100,246100,245400,245800,247400,247500,247900,248100,247600,245400,243300,240400,237600,235500,233800,232500,231300,230900,230600,229700,228800,228200,226600,225400,224600,224100,225000,226100,226100,224900,224000,223600,223900,225300,227700,229600,231500,234100,235900,237000,239000,243800,250500,257700,264100,270000,275900,281400,285600,289500,293800,298800,303500,306700,308200,309100,309500,309000,308500,309900,312700,315100,315400,315500,316700,319100,321800,324600,326600,327400,327300,326900,327400,328600,329600,330300,331600,333200,334800,336300,338000,339900,340900,341700,343000,344900,346800,349200,352300,356200,359900,362600,364500,366800,370800,375700,377900,378400,381800,386300,389100,391400,394500,398000,402300,408000,413400,417100,419000,419600,419300,419300,418300,415700
48516,"Wilmington","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",78,157900,158400,158900,159400,159900,160400,161100,161800,162600,163600,164600,165300,166000,166700,167400,168100,168800,169400,170100,170900,171700,172600,173500,174100,174600,175100,175500,175900,176300,176700,177200,177700,178300,179100,179900,180400,180900,181400,182000,182600,183200,183900,184800,185800,186900,188200,189600,190900,192100,193300,194700,196100,197500,199000,200700,202500,204400,206500,208700,210700,212800,214900,217000,219200,221600,224100,227000,229900,233100,236500,240000,243500,246900,250400,254000,257600,261300,265200,269200,274700,281300,286700,290400,293900,297300,301000,305400,310600,316300,322100,328000,333500,338900,344900,352000,360300,369900,380300,390900,401700,412100,421800,430300,437300,443800,451100,460000,470200,481100,491600,501600,510800,519200,527700,536800,546200,555600,564900,573900,582400,589900,596600,602800,607600,610200,611500,611400,609500,606100,602000,597100,591200,584200,578200,573500,569200,564400,560300,556300,551900,546500,540700,534000,526400,517400,509400,502000,492900,481600,470800,460200,449400,438100,427000,415800,403900,391100,379400,369800,362500,357200,354300,353700,354200,355500,356500,356000,354700,356500,354100,346600,339100,334700,328700,324100,320200,317800,317500,319600,320400,318900,317200,316900,317400,319100,320900,321300,321100,322000,323000,322700,323400,326800,331700,336400,339100,340100,339500,339200,341000,342100,339400,339600,344900,351200,357900,365100,375400,387000,398300,405500,410900,415200,420000,422800,425900,427100,424700,421500,418200,412300,407300,405600,404500,402800,403500,408100,413100,416300,421500,430500,439300,446700,454100,460200,463700,466900,470000,471500,474100,480200,488300,495000,500500,505700,510600,513700,516400,520200,524000,524400,518400,511900,510400,510500,508300,509900,517600,527600,534900,540100,545500,550400,553500,557100,561700,565600,567300,567100,565900,566200,568400,571800,575200,579300,580100,576600
274230,"Lake Highlands","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",79,343200,342300,341400,340400,339400,338400,337300,336100,334700,333400,332200,331000,330000,329100,328100,327100,326100,325100,324000,322700,321200,319800,318500,317200,316100,315100,314200,313200,312200,311100,310000,308800,307400,306100,305000,303900,303000,302300,301800,301300,300900,300500,300200,299900,299500,299100,298800,298700,298900,299200,299700,300200,300700,301200,301700,302100,302400,302700,303100,303500,304200,305300,306500,307800,309100,310400,311800,313200,314400,315600,316900,318300,320100,322400,324800,327300,329800,332200,334500,337600,340400,341500,341000,340100,338600,337300,337000,338500,342100,347300,353500,360000,366800,373800,380700,387200,392900,396900,398600,397600,394000,388500,382000,375900,371500,369800,369800,369800,368700,366600,364100,362300,361300,360800,360500,360100,359800,360300,362400,366000,371200,377400,383900,389900,395100,400100,405500,410900,415900,420100,422800,423900,423600,422800,422300,422100,421900,421200,419400,416100,411100,405000,398300,390900,384100,380000,379300,380000,379700,378600,377800,377000,376400,376300,376400,375700,374300,373200,372200,370800,369400,369000,370300,372700,375200,377700,379100,381900,386700,389700,387800,384900,383800,384600,384600,383500,382300,381700,381300,379800,377700,377600,378500,379400,380600,380500,379400,380600,382700,383000,383300,386400,389400,388600,387500,389500,391700,390900,389700,389200,388700,387300,388400,392600,398600,405800,410900,411400,412900,419000,425900,429400,430500,431900,430300,423400,414900,410400,410700,411800,411200,410100,408600,407500,409500,412200,414400,417400,421000,423900,427800,431800,435300,438300,441400,443500,445200,446600,450200,455000,459000,461800,466300,471400,474900,477900,481200,483800,484300,485400,486400,487000,487500,488000,488100,488200,487900,488300,491400,494800,496700,502800,513100,520300,528300,538300,543900,550100,559300,564300,566600,572800,581800,590000,596400,603800,609200
30731,"Canoga Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",80,168100,167600,167000,166600,166100,165700,165400,165200,165200,165500,165700,165700,165800,166000,166200,166600,167200,167900,168900,170000,171400,173000,174600,176100,177700,179400,181100,182900,184900,186900,189000,191200,193600,196000,198400,200500,202500,204400,206200,207900,209700,211500,213200,215000,216800,218800,220700,222200,223500,224900,226400,227900,229500,231200,233200,235400,237700,240300,242900,245400,247800,250300,253000,255800,258800,262100,265700,269500,273600,278000,282400,286600,290700,294800,299000,303300,307800,312600,317400,323300,330000,336300,342600,349800,357000,363200,368500,373000,377300,382300,388300,395200,402700,410700,419300,428700,439700,452600,467100,482000,495900,508000,518200,526600,533900,540900,547400,553600,560000,566600,574200,583200,592900,602900,612500,621100,629300,636900,643700,650000,656100,660800,663600,663800,661400,658200,655100,652000,649600,647800,645500,643200,641400,639500,636900,632800,626600,618700,609400,598900,588000,576800,564300,550600,536200,522100,509200,498900,491400,485400,479700,474300,469900,465800,460800,454600,447900,440700,435100,433300,434500,436500,438500,440800,439600,439000,441600,441600,438400,438600,438200,433900,430100,427000,423100,417900,414300,411600,409700,409400,408500,403800,399000,397200,396800,395100,394700,395800,397300,395800,392400,391300,397500,405300,411800,415700,415700,414600,415900,418900,422300,426500,431600,439600,445400,450000,455400,460800,460700,462100,467400,473400,475000,476700,480400,485100,487800,493300,499100,501200,505500,513300,518700,522100,524400,524800,527100,530000,533200,536700,540100,544000,549400,550300,544500,540000,544400,553500,558400,560400,562700,566100,569000,574800,584100,596600,605400,609800,614900,622400,630100,634700,636600,634700,633800,634500,636700,636000,636500,637200,638400,640200,641700,640800,642100,644700,646800,648100,651500,656400,661700,665500,668500,669900,669500,668500,667300
118920,"Westwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",81,911000,913900,916700,919400,922200,925200,928900,933100,938800,946000,952900,959000,965400,972000,978800,985700,992900,1000500,1008800,1017600,1028100,1039800,1051000,1060900,1070800,1080200,1089200,1097900,1106300,1114400,1122800,1131300,1141000,1151500,1161400,1169800,1177900,1185500,1192800,1199900,1207100,1214700,1223300,1232700,1244100,1257200,1270600,1282900,1295100,1307100,1318900,1330400,1341800,1353500,1365900,1378700,1392800,1408100,1423500,1437900,1451800,1465000,1477800,1490400,1503100,1516500,1531400,1547500,1565200,1584700,1604900,1624800,1644200,1662600,1680300,1697700,1715100,1733100,1751800,1775700,1803200,1828400,1850600,1874400,1898400,1922200,1947100,1973400,2001000,2030500,2062300,2094700,2126300,2156800,2186400,2216500,2249800,2286400,2325900,2365800,2403000,2435500,2462200,2480500,2492300,2502000,2512600,2524800,2540500,2561300,2587300,2617100,2648300,2679100,2707200,2730700,2750000,2768200,2786800,2804800,2820100,2831900,2838800,2838800,2831900,2821200,2810000,2800700,2794300,2791400,2789600,2784300,2773900,2761400,2747300,2730000,2708200,2683200,2656200,2629900,2603000,2577100,2551200,2519500,2479800,2440400,2404100,2371800,2342800,2316300,2291100,2270100,2251000,2233900,2216900,2194200,2164200,2132600,2108400,2098300,2100100,2108300,2121300,2136300,2155200,2170000,2170000,2178900,2210400,2236100,2249700,2250900,2245900,2242100,2247600,2246600,2237900,2219600,2207600,2192400,2171000,2157200,2151900,2145600,2141000,2144500,2148600,2147900,2150800,2167900,2189600,2210400,2234900,2265700,2291600,2315600,2341100,2358600,2366900,2392300,2424800,2451200,2486400,2541700,2594700,2643000,2692400,2737600,2773300,2801300,2822200,2835100,2838700,2842300,2857700,2876900,2886900,2899500,2922700,2958500,2991100,3020700,3037800,3045800,3056200,3081100,3108800,3134100,3175300,3219200,3244100,3257600,3278800,3306600,3348900,3380200,3402800,3435100,3461500,3484600,3520000,3553900,3577200,3606700,3641500,3680200,3706300,3738100,3773800,3792100,3801100,3812000,3826000,3835900,3850700,3853200,3864600,3886300,3924800,3971000,4030600,4081400,4115900,4136000,4142100,4135000,4134500,4151000,4172000,4182800,4193700,4204100,4207100,4210700,4215500,4198800,4161900
229214,"Raleigh","Memphis","TN","Memphis","Shelby County",82,101800,102000,102300,102500,102700,103000,103200,103500,103800,104100,104300,104600,104900,105100,105400,105700,106000,106300,106700,107100,107600,108000,108400,108800,109200,109600,110100,110600,111100,111600,112100,112600,113200,113800,114300,114800,115300,115800,116300,116900,117400,117900,118500,119000,119500,120000,120500,120900,121200,121600,122000,122400,122700,123000,123300,123700,124000,124200,124400,124600,124700,124900,125100,125200,125400,125500,125700,125900,126100,126300,126400,126600,126700,126900,127100,127300,127600,127800,128200,128500,128900,129500,130400,131300,131900,132300,132500,132700,132800,132800,132900,133000,133200,133300,133400,133400,133500,133800,134100,134500,134800,135000,135200,135400,135800,136200,136500,136700,137000,137300,137500,137700,137900,138200,138600,139100,139600,140100,140500,141000,141600,142300,142800,142900,142500,142100,141500,141000,140500,140200,139900,139600,139400,139500,139500,139400,139100,138800,138500,137700,136200,134300,132200,130100,127900,125900,123700,121400,119200,117400,115900,114400,112800,111200,109700,108100,106400,104400,103100,103200,104400,105600,106700,107600,107600,107600,108300,108400,107300,105500,103700,101800,99800,97600,96200,95300,94900,94500,94400,94600,95000,94800,94100,93000,91700,90100,87000,84100,82500,81000,79300,78600,78700,79400,80200,81100,82500,83700,84300,84600,85800,87800,89100,89500,89900,90300,90600,90800,90600,90900,92000,93000,93000,92800,92800,92700,93300,95500,98100,98900,98200,97600,98400,100100,101300,101800,102300,103200,103700,103000,101900,101900,102600,103000,103400,103300,102700,101800,100600,99000,97800,98100,99500,101000,103500,106200,108200,109300,110200,110900,112100,113800,115600,116900,117500,118000,118600,119500,120200,121900,123500,125300,127700,130300,131300,131700,132500,134400,135600,136400,137900,139300,140200,140800,141400,142300,143000
244707,"Kempsville","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",83,155300,155500,155600,155700,155900,156100,156400,156700,157100,157600,158100,158400,158800,159200,159700,160100,160500,161000,161600,162200,162900,163600,164400,164900,165500,166000,166600,167200,167800,168400,169000,169700,170500,171300,172200,172900,173700,174500,175300,176100,176900,177800,178700,179600,180500,181500,182400,183100,183900,184600,185300,186000,186700,187500,188300,189200,190100,191100,192200,193200,194200,195300,196400,197600,198800,200200,201700,203200,204900,206500,208200,209800,211400,213000,214600,216400,218200,220100,222000,224400,227300,230400,233300,236200,239200,242200,245500,248800,252300,255900,260100,264700,269600,274800,280200,285800,291500,297100,302500,307700,312500,317000,321200,325300,329100,332800,336400,340400,345100,350400,356300,362600,368900,375100,380800,385500,389300,392400,394900,397100,399100,400900,403000,404900,406200,407000,407300,407000,406500,406400,406700,407300,407900,407700,406500,404500,401500,398300,394900,391300,388200,385700,383100,380200,376800,373200,369800,367200,365600,364800,364000,363000,362000,361200,360100,358500,356800,355300,354000,353400,353200,353800,354800,355500,355800,356100,356200,355800,355100,354700,352400,347900,343100,338300,333800,331000,329600,327600,326000,324800,322800,319700,317200,315800,315500,315800,316400,316900,315500,312900,311100,310800,312500,315500,319400,322900,324900,325100,325500,326700,328700,331000,332100,331100,329200,327700,327400,328400,329000,329000,329200,328600,328200,328500,329200,330200,331100,331200,330800,330800,332100,333900,334300,334400,334700,335600,337000,338700,339900,340800,341400,341800,342300,343100,343100,342700,343200,343200,342200,341800,342200,343100,344100,344800,344400,344300,345600,347900,349900,350900,350900,351100,352400,354400,356200,357500,358800,360700,361200,359600,357100,357600,361100,364200,365600,366700,367600,367000,366000,365900,367400,368700,369000,368500,368100,369000,370100
269589,"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook County",84,498200,500600,502700,504600,506200,507600,509000,510100,511900,513900,515500,516300,517600,519100,521000,523400,526400,530000,534300,539200,545400,552400,559300,565900,573200,580800,588500,596500,604500,612400,620300,628200,636700,645100,652600,659400,666400,673200,680000,686700,693600,700500,707800,715200,723400,731800,739700,747000,754500,761900,769200,776500,783800,791100,798500,806000,813700,821300,828300,835100,841800,848300,854500,860600,866600,872700,878900,885300,891700,898000,904000,910200,916400,922500,928500,934600,940900,947300,954200,961000,969600,981100,994000,1005800,1017100,1028400,1040300,1052600,1065000,1077700,1091500,1106700,1123400,1140900,1158100,1175200,1192000,1208400,1224400,1239100,1251900,1263400,1274300,1284500,1293500,1301200,1308700,1317900,1329100,1341300,1354500,1368900,1383700,1397900,1410500,1421300,1430500,1437900,1443900,1450100,1456100,1460400,1463500,1466500,1469900,1473900,1478500,1483000,1487600,1491500,1493600,1495400,1497700,1497600,1495000,1492200,1490100,1488600,1486900,1483200,1475700,1464800,1451600,1439800,1429800,1417700,1402100,1387100,1375100,1365800,1358700,1352300,1345500,1338500,1330300,1321100,1310600,1297100,1282300,1270800,1262800,1256600,1253000,1252000,1251200,1252600,1257700,1252300,1232200,1219000,1216200,1207100,1188900,1172600,1160000,1149300,1138900,1137100,1139700,1137500,1131300,1126700,1123000,1122800,1126000,1125800,1120000,1114000,1116600,1115400,1109000,1110700,1123200,1133600,1142400,1149500,1157200,1164700,1169800,1172900,1174500,1175100,1177500,1187600,1202800,1218600,1237700,1260300,1277800,1290400,1300800,1306900,1310200,1313800,1317600,1321100,1327600,1335500,1339700,1346700,1361400,1373700,1378200,1380100,1382300,1381300,1379100,1384400,1396500,1409700,1421900,1429500,1431800,1436700,1450100,1465700,1472300,1473700,1481500,1489000,1490900,1493300,1495700,1493600,1493200,1502600,1517200,1528100,1535800,1542500,1541800,1541400,1554200,1566600,1566200,1566200,1568200,1567900,1571800,1578700,1583200,1591900,1604100,1610000,1604600,1602900,1605200,1603700,1599800,1590500,1576800,1575200,1583300,1589400,1594700,1595900,1588600
273794,"Fresno High Roeding","Fresno","CA","Fresno","Fresno County",85,87400,87800,88100,88400,88700,88900,89200,89400,89700,90200,90700,91000,91300,91500,91500,91500,91500,91400,91300,91100,90900,90900,91000,90900,90700,90500,90300,89900,89600,89300,89100,88900,88700,88800,89100,89300,89500,89600,89800,89900,90100,90300,90600,90800,91100,91700,92400,93000,93700,94400,95100,95800,96600,97400,98400,99300,100400,101800,103600,105200,106900,108600,110200,111900,113600,115400,117200,118900,120700,122800,125200,127600,129900,132200,134300,136400,138600,140700,142500,146000,150600,153100,153000,153200,154300,156500,159500,163100,166900,170700,174300,176900,179100,182000,186100,190800,195700,200800,206500,213200,220300,227200,233800,239700,245500,251700,258400,264700,270500,275600,280300,284400,288100,292300,297800,303600,308400,312100,315600,319000,322300,324900,326400,326100,324300,321900,319900,318800,318400,318300,317500,314600,309600,303400,297600,292600,288400,284100,279400,274100,268800,263800,259000,254000,248900,244100,239900,235500,231200,226400,221300,216000,210900,205800,200700,195200,189200,182800,177600,174100,172200,170300,168300,166400,165500,164900,164000,165900,170100,173200,172100,170100,168100,166700,165800,165100,163200,159800,155600,153200,151600,150400,149500,148000,145900,145900,146700,148500,151100,154300,158100,159600,159600,160600,164900,168600,169900,168500,167500,164000,158700,157200,158900,159100,160000,163700,167900,172600,177300,179300,180000,182000,183900,185800,189300,193900,197100,198700,197800,196500,195900,198100,201800,206400,212000,215200,213500,211400,210500,208800,206300,204900,206200,208300,210600,212000,212400,212000,213000,214700,216500,219000,221400,222000,222800,225700,227500,229300,231400,231800,232300,233100,231800,229200,228900,230400,231900,233100,233500,233800,236000,239800,241000,239900,240300,242600,246100,251500,256900,259000,258200,259600,262600,263400,264400,267300,268700
273197,"Central City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",86,124600,125300,125900,126500,127100,127700,128300,128700,129200,129900,130900,131600,132400,133100,133800,134500,135300,135900,136600,137100,137600,138400,139400,140200,141000,141800,142500,143100,143600,144100,144800,145000,145300,145900,146800,147400,148100,148800,149400,150000,150600,151100,151800,152100,152400,153000,153900,154600,155200,155600,156000,156200,156300,156300,156400,156100,155700,155700,156200,156600,157000,157500,158000,158600,159300,160200,161300,162100,163000,164500,166800,169200,171600,174200,176900,179600,182400,185300,187600,193400,201600,206800,207500,208600,209500,210500,211800,213600,215900,218700,222100,225100,228300,232700,238700,245500,253200,261000,268700,276000,283000,290000,297600,304200,309700,315200,320900,326400,332500,340100,349200,359700,370700,381700,392700,402600,411800,421300,430900,439600,447400,454300,460500,466500,471700,476600,481200,485000,488200,492500,496700,499500,500900,502000,503000,503200,501200,497500,492500,486600,479900,473600,466400,458200,449200,440200,430100,418600,405500,392500,379900,367800,355500,344000,331800,318700,304400,290500,277800,267500,258800,251800,246600,243700,243200,240400,238400,239700,244000,245700,246700,246300,247500,248600,249800,248800,246600,245800,245700,243600,240700,240100,241100,242400,243900,245800,248600,250200,248600,247500,249100,251500,252900,253700,254400,255700,256400,257000,257300,257700,260500,264600,267900,271900,278900,286200,290400,293100,298600,301400,299000,298100,301400,302700,303700,306300,308000,310700,315700,320100,324000,330500,337500,343000,347600,353100,356300,356900,357300,359200,363000,368100,368900,369200,374200,381100,385300,389100,390900,392000,394000,397600,400600,401900,403300,406100,409100,412500,417200,420800,424800,430200,437200,443200,448700,453200,459000,464400,469900,475100,479100,485300,494200,501600,503100,504000,506100,513400,519600,524200,525700,527300,524800,525300,527800,532200,535000
276646,"West","Fresno","CA","Fresno","Fresno County",87,135900,136400,136800,137300,137800,138300,139000,139700,140600,141500,142200,142700,143200,143600,144100,144500,144900,145300,145800,146400,147000,147700,148300,148600,148800,148900,149000,149100,149300,149400,149600,149900,150300,150700,151100,151200,151200,151200,151300,151400,151500,151700,152000,152400,153000,153600,154100,154300,154500,154600,154800,155000,155300,155700,156200,157000,158000,159100,160100,160900,161800,162600,163500,164500,165600,166900,168400,170100,172100,174100,176000,177700,179200,180700,182100,183600,185200,187100,189000,191400,194100,196600,199100,202200,205700,209500,213500,217600,222000,226900,232200,237700,243600,250500,258700,268000,277500,286300,294100,301000,307300,313300,318900,323800,328000,331900,335800,340100,345600,352600,361100,370200,378500,385200,390500,394400,397100,398600,399000,398400,397300,395800,394200,392800,391600,390700,390100,389600,389500,389600,389100,387800,385700,382600,378500,373800,368000,360600,352000,342800,333600,325300,317800,310900,304500,298000,291400,285900,281900,278500,275100,271900,269200,266900,264500,261700,258500,254600,251000,248700,247300,245800,244300,243300,243100,243600,244400,244000,241800,242000,243900,243800,243000,244100,245400,246400,246000,242900,238300,235500,234800,233400,231900,230300,228100,226000,225300,224400,223300,223300,224200,226400,229000,231800,233500,235100,235500,235800,236700,238000,238300,238900,239900,240900,242200,243700,244800,246200,247400,249000,250600,251800,252700,255700,260500,263800,264800,265400,265300,265100,266500,266900,267800,270200,274500,277400,278400,277100,277200,278100,280300,282600,285200,286700,286100,286600,289500,290500,289900,291200,292900,294100,296400,300800,305800,310200,313000,314000,313300,312700,313100,315400,317300,317700,317400,317300,317800,317900,317800,319300,322300,325700,328600,330700,332500,334600,334700,334500,334500,335500,337200,337700,336800,337300,338900,338600,337500
273674,"Fairgrounds","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",88,195300,196400,197400,198600,199700,200800,202000,203300,205000,206900,208600,210000,211600,213200,214800,216500,218200,220000,221800,223800,226400,229200,231800,234300,236800,239500,242300,245300,248400,251600,255000,258700,262900,267500,272100,276500,281300,286300,291600,297100,302800,308600,314700,321000,327900,335100,341900,348500,355000,361300,367500,373400,379100,384400,389600,394800,400000,405000,409600,413900,418000,421800,425500,429000,432300,435500,438600,441700,444900,448000,450900,453600,456000,458200,460300,462300,464100,465800,467800,468400,467200,466100,466300,466700,467800,469600,472300,475800,480300,486100,492600,499900,507700,515300,522300,529300,536800,544800,553200,561200,568400,575000,581500,589000,598100,608200,618400,628600,638300,646800,655000,663200,671000,678200,684500,690300,696000,700900,704600,707500,709700,711600,713700,715500,717100,718500,719500,720100,721400,723200,724600,724900,724600,724400,724400,724400,723900,722200,718100,711900,705100,698000,690500,682000,673000,663600,653000,640300,627000,614100,601000,588000,575800,563500,549700,533700,517200,501500,486200,472700,463100,457300,453800,453200,454700,456900,457700,459500,466400,473200,473700,470700,469500,469900,470600,469200,464000,455400,447800,443600,438800,434300,432500,431600,428800,423900,420500,419900,417300,415300,422200,433900,440200,443800,452900,468500,480300,487100,492200,495600,501800,512400,519400,521300,524400,530200,540900,554100,566700,580200,593700,603400,614300,625800,630500,631100,635200,639600,641800,643600,646600,648600,651200,657200,663300,667700,674900,686600,701300,718200,729100,729500,727100,727000,726500,727300,729300,730500,734800,741300,746000,748900,750000,750600,755800,762600,767900,773200,781500,790900,798500,804400,808100,810200,813300,820100,828800,840000,854100,871000,884100,897000,912500,929400,946100,966000,975600,972400,977400,996200,1006500,999200,990000,981100,967600,947500,931500
269605,"Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",89,239200,239400,239400,239300,239200,239200,239300,239500,240200,241300,242400,243200,244100,245000,246000,247200,248500,250200,252400,254800,258000,261900,265800,269600,273500,277500,281600,285700,290000,294300,298900,303600,308900,314500,320000,325000,330000,334700,339300,343800,348400,352900,357800,362900,368600,374800,381000,386700,392200,397300,402200,406900,411500,416000,420700,425500,430600,436100,441700,446900,451500,455600,459400,463000,466600,470400,474600,479100,484100,489900,496100,502100,507600,512500,517100,521600,526200,531000,536100,543100,551500,558800,564800,571200,577200,583300,590500,599400,609300,619000,626700,630800,630700,627200,622400,618900,618800,622400,627900,633300,637500,640600,643300,646100,649700,654500,659700,664400,668200,671100,673600,676400,679300,682000,684300,686200,688100,691300,696700,704500,713200,721200,727800,734000,741000,750300,761500,773200,783900,792800,799900,804900,806500,804500,800800,796300,791100,785900,780300,774000,766700,759100,753200,749600,745900,742300,740500,739900,739400,739900,740700,740700,739600,738000,737700,737800,734500,728700,724200,721000,718200,715700,713300,711000,710000,710000,712200,711300,703400,697500,701600,699600,688300,672000,659100,650200,648800,653600,652900,641400,637800,637300,623300,609100,600200,591900,583300,573500,567900,564600,556600,551600,550900,546800,537200,533200,538900,551700,565100,578300,580500,572600,567300,566900,569000,578100,595600,607700,609300,601600,590500,582100,575600,569300,566200,564800,559500,554800,555400,558500,560800,564100,568700,571100,574200,582300,590900,600200,610200,619600,623800,626600,629500,636800,643700,646600,646500,646800,647700,646400,646400,650700,651000,649900,647500,641800,629900,620700,614600,615300,622300,629600,631100,625000,622500,628400,635400,637400,640700,643900,645500,645300,642300,634100,626000,625400,633900,639000,644400,651700,666800,686600,705600,708200,710800,733300,760400
