"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"New York","NY","New York-Newark-Jersey City","Queens County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52854215456674,2.43386243386243,2.45454545454545,2.52631578947368,2.65,2.66666666666667,2.66583333333333,2.66666666666667,2.5,2.44444444444444,2.40909090909091,2.375,2.3328,2.30769230769231,2.33333333333333,2.39130434782609,2.5,2.55555555555556,2.54692082111437,2.5,2.395,2.375,2.36363636363636,2.3,2.28571428571429,2.30769230769231,2.33333333333333,2.35
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2,1.57890598120307,1.5508490228535,1.6279543602282,1.63983303518187,1.59566513934621,1.61925925131383,1.72985368822276,1.67059748427673,1.68656350651169,1.7081016407269,1.69398907103825,1.70731707317073,1.76690007955155,1.71003717472119,1.73026886383348,1.77484787018256,1.74825174825175,1.75016835016835,1.72290110325038,1.69223404068949,1.67925009441986,1.70539772727273,1.69656786271451,1.73824130879346,1.72908580334039,1.75723221266615,1.72651933701657,1.77364912778329,1.7836726488308,1.69635645049619,1.70551670551671,1.68675719869187,1.66458333333333,1.64585698070375,1.66184971098266,1.68543845534996,1.68374668374668,1.6621759914051,1.682615995116,1.7151379567487,1.71328671328671,1.76491351923756,1.71052631578947,1.7728328470516,1.76943699731903,1.72244094488189,1.8,1.76133895886331,1.75,1.76735218508997,1.81318681318681,1.88267922834664,1.91245218869528,1.96833174949892,1.98544411830182,1.96185286103542,1.93253689388616,1.94866920152091,1.94166666666667,1.96315687415164,1.95607504635282,2,2.10343096524027,2.10714285714286,2.12107208872458,2.13245997088792,2.149929601818,2.18579234972678,2.2068778819193,2.17797969511689,2.17794253938832,2.33333333333333,2.29500192110656,2.27216245293168,2.18552354181307,2.25,2.22222222222222,2.19464451183557,2.18210955710956,2.27576974564926,2.14525407478428,2.25833773519608,2.17894149396948,2.28662420382166,2.34454438795463,2.405,2.42381489841986,2.42727913533835,2.4375744266521,2.41379310344828,2.42186028719397,2.41657077100115,2.41292134831461,2.38095238095238,2.40309238860695,2.39666666666667,2.40327808441367,2.44112388095195,2.49583333333333,2.53529900332226,2.54224871174024,2.52252252252252,2.51592600429496,2.49520153550864,2.50448577847743,2.5,2.50697674418605,2.51836306400839,2.50255946816891,2.49612193362193,2.51540041067762
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,,,,,,,,0.791262354036808,0.799418604651163,0.78125,0.794724870364353,0.812588159832204,0.788852307416331,0.776531492666091,0.752189084205675,0.74438700776399,0.737693747162216,0.734695835923928,0.758523827973654,0.772886997993083,0.80188679245283,0.78125,0.782142857142857,0.797002153927351,0.808615483380094,0.823353293413174,0.821917808219178,0.75462962962963,0.852603706972639,0.939881743289928,0.833333333333333,0.840634550931925,0.847826086956522,0.863625662856597,0.924922600619195,0.89622641509434,0.939477126338236,0.86,0.915194346289753,0.919131910640812,0.972132209980557,0.912027910760662,0.918692254866317,0.87719298245614,0.86907042597983,0.8886182982386,0.888888888888889,0.898371701291409,0.906519986822304,0.909100906306099,0.902061855670103,0.900225076529262,0.892857142857143,0.913763563677898,0.916030534351145,0.923190546528804,0.960676347022186,0.972447325769854,0.967199327165685,0.964642139410571,0.96439594356261,0.964861751152074,0.968081013551956,0.954198473282443,0.982142857142857,0.994963346181396,0.990966604102373,0.99664786192628,1.00603621730382,1.00991213556659,0.998439696089952,1.00140591531707,0.964391691394659,0.968442614318512,0.969305331179321,0.949261400128452,0.951188894737282,0.935728809760159,0.94710507505361,0.961538461538462,0.96401028277635,0.984375,0.994693501782982,1,1.00055586436909,0.992829564258136,0.993780234968901,0.99009900990099,0.986842105263158,0.987588652482269,0.983983650010982,0.993333333333333,1.00388601036269,1.01333333333333,1.0218480876708,1.02651839178785,1.02147113172202,1.01214574898785,1,0.997670667042832,1,1,1,1.00511120791493,1.01279317697228,1.01973684210526
"Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,1.15,1.19135399673736,1.125,1.09090909090909,1.17684478371501,1.20454545454545,1.29971988795518,1.36746972690885,1.31526315789474,1.27777777777778,1.14583333333333,1.1608918128655,1.2,1.22846025569761,1.29971751412429,1.23456790123457,1.25177413834098,1.2624613003096,1.23704761904762,1.18888888888889,1.16666666666667,1.16388888888889,1.20652173913043,1.24137931034483,1.33036203522505,1.20765472312704,1.22222222222222,1.26666666666667,1.28623949579832,1.31866537717602,1.28387533875339,1.35,1.32916666666667,1.32830014749263,1.29200587969245,1.24590422411264,1.27272727272727,1.29489413680782,1.31270358306189,1.32196428571429,1.35212824765064,1.3125,1.28125,1.27952755905512,1.25,1.29794294978974,1.26923076923077,1.25714285714286,1.27442650807137,1.33,1.45,1.5,1.54098360655738,1.40192307692308,1.5,1.47368421052632,1.31972222222222,1.31666666666667,1.32916666666667,1.39460448102423,1.32272859922179,1.4,1.43333333333333,1.42857142857143,1.46666666666667,1.41176470588235,1.45,1.49611068111455,1.55555555555556,1.45769230769231,1.38888888888889,1.5,1.36363636363636,1.38888888888889,1.42311341410013,1.425,1.44337606837607,1.40909090909091,1.35714285714286,1.3,1.31617647058824,1.26262626262626,1.30654761904762,1.33333333333333,1.41176470588235,1.46864406779661,1.5,1.5,1.5,1.47222222222222,1.41213235294118,1.38888888888889,1.36888854260002,1.375,1.39365079365079,1.43385416666667,1.4975,1.53700534027112,1.57894736842105,1.58966716343766,1.57707509881423,1.55,1.5,1.46666666666667,1.47777777777778,1.46666666666667,1.49583333333333,1.51666666666667,1.5677713661884,1.58333333333333
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",5,,,,,,,,0.675675675675676,0.679536993647818,0.695410292072323,0.72172619047619,0.690529875986471,0.675572519083969,0.678274757851017,0.689448441247002,0.696547546941248,0.69889341875364,0.714285714285714,0.711260523775502,0.702247191011236,0.701248049921997,0.708306503541533,0.70790574940309,0.721779296380663,0.731077981651376,0.752297225036587,0.745109321058688,0.732600732600733,0.740402193784278,0.738575417034245,0.751250781738587,0.731309590906956,0.748269378173805,0.751192368839428,0.748884639898024,0.748055056852184,0.751432664756447,0.783333333333333,0.786169504342671,0.769540499226656,0.761203713962252,0.776825428599541,0.781686452513966,0.778210116731518,0.773615635179153,0.779864371413667,0.783464566929134,0.783085356303837,0.77926468006365,0.778752361983555,0.783464566929134,0.784190715181932,0.787626151820974,0.786304025792959,0.787203450754853,0.782442748091603,0.783085356303837,0.784225242015842,0.788834951456311,0.788778877887789,0.792825361512792,0.794952694045361,0.790393695111549,0.810787848622531,0.816254903761628,0.821929388027105,0.818661971830986,0.820316254482274,0.810493343774471,0.836873406966865,0.857620640229336,0.836614173228346,0.8534844457292,0.856190476190476,0.843935538592027,0.83933630458817,0.844779849640268,0.849673202614379,0.835240274599542,0.853187379265937,0.83122789287519,0.843253968253968,0.836184296021742,0.863619374280898,0.879554228495597,0.887058473073497,0.892457057505601,0.890997902611192,0.894176158679653,0.903396824291385,0.897129186602871,0.898389095415118,0.886593174647441,0.886895561016194,0.884275278738947,0.888709387901633,0.917652794397908,0.918539132824847,0.931818181818182,0.933908045977011,0.929112181693049,0.924670303290327,0.928257438419898,0.916615573267934,0.90702947845805,0.966947960618847,0.943813131313131,0.9718160721241,0.95959595959596,0.964471290156944,0.985027580772262
"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",6,0.726278278136302,0.799623706491063,0.823045267489712,0.799481184879015,0.849056603773585,0.840336134453782,0.872093023255814,0.853694968553459,0.863921957671958,0.889547813194959,0.891581632653061,0.871080139372822,0.878850430416069,0.966348233990431,1.02840352595495,1.02764753094242,0.967874794069193,0.992221701063164,0.998188405797101,0.9765625,0.930232558139535,0.934579439252336,0.944368131868132,0.944406288156288,0.974025974025974,1.01809954751131,1,1.00273646667045,0.984251968503937,0.953228266395526,0.9125,0.891376451077944,0.896183060488346,0.896860986547085,0.871732271634615,0.892857142857143,0.892857142857143,0.9,0.982594358062523,1.04545454545455,1.0507782658518,1.00695257009494,0.976269237987988,0.969305331179321,0.953389830508475,0.980392156862745,0.944223107569721,0.935454513633659,0.930232558139535,0.9332784184514,0.954861111111111,1.06157591056617,1.05882352941176,1.07223476297968,1.05630630630631,1.03448275862069,1,0.987248213125406,0.992559808131291,0.99839229947403,1.02155172413793,1.07142857142857,1.09696581196581,1.11111111111111,1.11111111111111,1.10887096774194,1.06746071215437,1.06428267347808,1.06733842329545,1.03578154425612,1.01190476190476,1.01851851851852,1.0519801980198,1.13438045375218,1.18778280542986,1.19580493863477,1.18273252479472,1.09841827768014,1.06696428571429,1.06382978723404,1.01192253020611,1.0455409609402,1.04461953141198,1.0357479149852,1.06405623035606,1.13288288288288,1.16666666666667,1.17871660859466,1.171875,1.16613076098607,1.1402027027027,1.10231804586241,1.10294117647059,1.11386138613861,1.10357142857143,1.10921501706485,1.12262521588946,1.16845180136319,1.20192307692308,1.23630242972002,1.23406026640676,1.171875,1.16078202904834,1.15384615384615,1.14628820960699,1.16,1.17042910882246,1.16354234001293,1.171875,1.22641509433962,1.26172161172161
"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",7,,,,,,,,0.711781888997079,0.714148732154272,0.718227424749164,0.71078431372549,0.727272727272727,0.695833333333333,0.695833333333333,0.728571428571429,0.712535014005602,0.719690145919654,0.711161387631976,0.726651807732889,0.727040308121389,0.722727272727273,0.723460410557185,0.710420662527226,0.708333333333333,0.74375,0.781442616775178,0.786686838124054,0.769711138154102,0.786451612903226,0.777045017406095,0.784313725490196,0.782472613458529,0.781466113416321,0.792307692307692,0.792307692307692,0.797333647785844,0.76988416988417,0.788131664348632,0.773988439306358,0.776255707762557,0.771558245083207,0.780677675097353,0.773522064945878,0.757144097976201,0.755833753148615,0.738357163700029,0.751820307979728,0.75,0.75,0.745712155108128,0.764692262330061,0.804020100502513,0.802651075892282,0.801282051282051,0.810249307479224,0.80820770519263,0.797867357505893,0.771475322340515,0.814374525436598,0.788114727888981,0.839802721252065,0.857467435404655,0.85,0.850083752093802,0.84189497716895,0.858305563143039,0.867632113821138,0.868055555555556,0.860420650095602,0.85989932885906,0.900335008375209,0.895103079585838,0.888211382113821,0.882856933658334,0.904789025356577,0.86408674840347,0.891934791934792,0.872617853560682,0.918660468319559,0.9375,0.863674851820491,0.851596203623814,0.857970983419097,0.896139705882353,0.91849935316947,0.956609778597786,1,1.01324061979962,0.998818804079902,1.01307189542484,0.965991415692402,0.966089551433502,0.943935926773455,0.975103305785124,0.972327694739098,0.975206611570248,1.00571428571429,1.01920685171576,1.05188343994314,1.06325381985155,1.07121303560652,1.05284938951008,1.07369918205693,1.05590046491509,1.09299097848716,1.08751083188908,1.08777802185732,1.1275,1.16190544236059,1.17241910200425,1.19182652210175
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",8,0.775637180363545,0.783703462364834,0.776287932251235,0.773272536597632,0.7703081232493,0.781460579514825,0.768145143938356,0.754436054995311,0.7566018342821,0.740327380952381,0.740077377282602,0.736744759556104,0.737881178918915,0.737401693716763,0.734802939211757,0.738970139180501,0.738841978287093,0.73537163943068,0.736034371777919,0.734841978093544,0.728537135550489,0.722103381293384,0.721746891915647,0.721726739336439,0.714875616436873,0.717375630857967,0.719017556517556,0.719424460431655,0.719844357976654,0.716981132075472,0.713719270420301,0.712250712250712,0.711974110032362,0.709355828220859,0.705270972531552,0.705394190871369,0.707070707070707,0.709459459459459,0.715421303656598,0.716815268242299,0.71545380212592,0.723955899287388,0.717967599410898,0.714285714285714,0.71584318448325,0.712589073634204,0.711610939311944,0.716154349247874,0.714285714285714,0.716068143396977,0.717284814555633,0.720407757476283,0.725552050473186,0.732797081356469,0.735324240306528,0.731334149326805,0.720375468531918,0.723140495867769,0.725066766670639,0.726997735926573,0.730526955628709,0.736235595390525,0.743745433295399,0.746362674814902,0.755088640840446,0.755003032140691,0.755813953488372,0.757150373540002,0.752933507170795,0.757575757575758,0.761561723728264,0.770847932725999,0.776687079208782,0.783912747102931,0.782709034816494,0.7801529289636,0.788643533123028,0.7824434602315,0.79560585885486,0.783060124601862,0.782474318935019,0.780504430811179,0.774511086687252,0.796588369519235,0.805184603299293,0.81499692685925,0.824833242438226,0.829875518672199,0.834364830066969,0.838323353293413,0.836134453781513,0.833333333333333,0.8375,0.844063602287961,0.845583805277744,0.846736045411542,0.852175900105348,0.863074860293516,0.877742946708464,0.893340814115462,0.89914757656137,0.908594319009468,0.908716331013884,0.906453952139231,0.902061855670103,0.916291874975397,0.923566878980892,0.936624198849309,0.939560871187572,0.947052401746725,0.960820895522388
"San Diego","CA","San Diego-Carlsbad","San Diego County",9,,,,,,,,1.71422085035381,1.71516084374485,1.70182041361951,1.69491525423729,1.62923218354127,1.62241517594499,1.60075329566855,1.56835622976675,1.58361486486486,1.60608622147084,1.60051216389245,1.58309993975694,1.54296569776528,1.57446808510638,1.58333333333333,1.55614809675969,1.58025624237641,1.57654226961158,1.58591975775927,1.55263157894737,1.54530327345044,1.56960837426699,1.58664212313056,1.57744468236974,1.56862745098039,1.5771315919172,1.59915611814346,1.58959537572254,1.60910518053375,1.60303132241908,1.61671924290221,1.59265831936639,1.62082091637176,1.61784037558685,1.66666666666667,1.67480809490579,1.65503078374274,1.65259570627909,1.62481536189069,1.63224516988674,1.63777372262774,1.63498098859316,1.63688003284816,1.66093928980527,1.69064748201439,1.72068965517241,1.72066871422588,1.73039365976709,1.71957671957672,1.70495333811917,1.72991071428571,1.72053894040312,1.73147453118416,1.78429423459245,1.78099620063439,1.76504524886878,1.75438596491228,1.75370226032736,1.80220314818026,1.78891605541972,1.78294961066187,1.77660809533288,1.80060882800609,1.82938807112411,1.88498694932518,1.90817558410582,1.87646598905395,1.88110294916225,1.85185185185185,1.88002365706813,1.92703503932145,1.87887130075705,1.87949575320422,1.82084690553746,1.77492214768423,1.83474903474903,1.9035784807186,1.97555177742305,2.00383668707525,2.04874333587205,2.09729020463525,2.07916666666667,2.07100591715976,2.06196402558743,2.06325918762089,2.04449152542373,2.03341483292584,2.06039755351682,2.06568231590474,2.07925063979527,2.09071580439405,2.13581884747834,2.14497064082446,2.16114532102945,2.17089964806471,2.13698630136986,2.12684429350836,2.10674157303371,2.1088810506997,2.13078618662748,2.16277317256971,2.16879344880405,2.19444444444444,2.22345953971789
"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",10,,,,,,,0.83210964268233,0.83210964268233,0.884244372990354,0.830824936311147,0.821289197402956,0.842886041807148,0.807319698600646,0.811248453266875,0.846702317290553,0.83292523669605,0.841562716562717,0.841350210970464,0.839561119573496,0.817982030896516,0.792393026941363,0.811001410437236,0.85924713584288,0.843550075116895,0.838490566037736,0.868072394654596,0.828445747800587,0.822340139938085,0.868421052631579,0.874125874125874,0.831713856674156,0.853068423855165,0.830564784053156,0.842173775699787,0.86732733224464,0.986698352746662,0.90188679245283,0.943422927929617,0.948893974065599,0.963230883832521,0.898188093183779,0.903377847604085,0.863636363636364,0.864796611065247,0.862865794139325,0.840371621621622,0.911172161172161,0.854646943306011,0.860133659674337,0.860971624422127,0.906880536720096,0.972498021440391,0.945378151260504,0.944244604316547,0.935483870967742,0.927169421487603,0.895709546004412,0.94488188976378,0.935340572556762,0.930138590724093,0.929961089494163,0.971270453828061,0.980457448835022,0.981033355134075,0.963855421686747,0.979381443298969,1.01519756838906,0.962718477737987,0.950530035335689,0.997378697882516,0.983836964160225,0.991140642303433,0.998256320836966,1.08532934131737,1.09075043630017,1.07364341085271,1.02491961414791,1.03244837758112,1.04241606714628,1.06403114456444,1.03291139240506,1.03483458404419,1.02366255144033,1.05828196741933,1.10894941634241,1.15689865689866,1.21122578459355,1.23194001738626,1.24623745819398,1.20682719782506,1.19922094097944,1.19001070742148,1.15023700038201,1.1440807703495,1.17845216300515,1.20689655172414,1.1875,1.18357203693742,1.22675069072367,1.23267326732673,1.21282278772804,1.21212121212121,1.19207521826729,1.16723259762309,1.19584766969033,1.20760534429599,1.21076233183856,1.24384800848949,1.26215557795699,1.2927054478301,1.3293434757129
