"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Canarsie","New York","NY","New York-Newark-Jersey City","Kings County",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1800,1762.5,1800,1800,1800,1800,1700,1700,1800,1800,1800,1800,1800,1800,1825,1900,1900,1900,1900,1900,1995,2000,2000,2100,2100,2100,2000,2000,2000,2000,2000,2000,2075,2200,2100,2100,2000,2200,2200,2100,2100,2100,2200,2200,2200,2200,2200,2200,2200,2300,2300,2300,2250,2200,2200,2200,2250,2250,2300,2300,2250,2200,2300,2300,2300,2300
"White Haven-Coro Lake","Memphis","TN","Memphis","Shelby County",48,,,,,,,,,,,,,,,,,,,,,,,,750,700,704.5,725,725,725,750,760,750,795,785,800,825,795,795,795,795,750,795,795,795,795,795,795,750,750,750,795,795,795,795,795,750,795,795,795,750,750,765,795,797,810,825,750,800,775,750,795,850,800,795,812.5,850,850,785,775,775,750,750,750,750,795,795,807.5,825,775,800,807.5,825,850,850,840,820,825,800,825,805
"Downtown","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3532.5,3550,3547.5,3600,3570,3500,3500,3450,3685,3800,3641,3936,3747.5,3590,3550,3650,3790,3800,3800,3495,3495,3876.5,3500,3470,3675,3800,3850,3722.5
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.5,3600,3350,3900,3700,3645,3722.5,4100,3822.5,3950,3950,3675,3537.5,3350,3687.5,3687.5,3710,4200,4070,4150,3900,4200,4150,4000,3900,3797.5,3675,3750
"Northwest","El Paso","TX","El Paso","El Paso County",51,,,1500,1500,1475,1400,1400,1372.5,1350,1350,1300,1300,1350,1300,1397.5,1400,1397.5,1375,1350,1400,1395,1400,1362.5,1360,1392.5,1387.5,1400,1362.5,1350,1300,1350,1300,1300,1295,1299.5,1300,1299.5,1300,1270,1275,1300,1350,1324.5,1275,1250,1250,1237.5,1250,1295,1300,1250,1300,1350,1350,1300,1300,1250,1250,1250,1200,1250,1250,1250,1250,1250,1375,1250,1250,1250,1250,1300,1250,1250,1250,1250,1250,1295,1295,1295,1285,1295,1250,1250,1250,1250,1292.5,1280,1250,1348.5,1350,1350,1300,1250,1250,1275,1250,1250,1250,1250,1297.5
"Lower East Side","New York","NY","New York-Newark-Jersey City","New York County",52,,,3200,3525,3650,3600,3750,3750,3750,3950,3772.5,3722.5,3600,3800,3900,3900,4095,4047.5,4200,4500,4750,4575,4200,4200,4400,4400,4382.5,4300,4295,4350,4200,4200,4495,4450,4350,4350,4497.5,4500,4500,4500,4495,4495,4491,4595,4595,4500,4450,4288,4355,4500,4500,4497.5,4672.5,4695,4695,4725,4685,4675,4554.5,4625,4580,4580,4895,4800,4747.5,4922.5,4762,4750,4500,4995,4625,4695,4800,4500,4500,4500,4500,4500,4500,4575,4444,4215,4500,4500,4550,4525,4795,4725,4800,4650,4750,4652.5,4589,4500,4872.5,4700,4650,4650,4600,4595
"Northridge","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2599,2625,2700,2700,2797.5,2800,2795,2795,2800,2800,2797.5,2825,2795,2825,2850,2900,2895,2899.5,2798,2850,2850,2900,2850,2887.5,2800,2975
"Flushing","New York","NY","New York-Newark-Jersey City","Queens County",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,2300,2300,2400,2400,2500,2325,2495,2500,2500,2550,2500,2500,2500,2500,2500,2400,2500,2462.5,2400,2462.5,2400,2400,2400,2400,2350,2400,2400,2400
"Alafaya","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",55,,1200,1225,1225,1250,1295,1295,1295,1292,1250,1225,1250,1250,1230,1250,1252.5,1250,1295,1296.5,1295,1295,1295,1260,1275,1250,1250,1295,1300,1300,1300,1297.5,1300,1300,1295,1295,1300,1300,1295,1299,1300,1350,1350,1375,1325,1325,1350,1320,1320,1300,1350,1334,1350,1395,1395,1425,1395,1400,1395,1400,1400,1400,1425,1400,1395,1400,1425,1460,1475,1400,1500,1462.5,1467.5,1485,1500,1475,1520,1542.5,1540,1550,1550,1595,1568.5,1550,1575,1570,1550,1577,1600,1625,1615,1625,1655,1649,1695,1725,1695,1702.5,1695,1675,1700
"South Ozone Park","New York","NY","New York-Newark-Jersey City","Queens County",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2225,2225,2300,2300,2400,2375,2400,2300,2300,2250,2400,2375,2350,2350,2300,2300,2300,2300,2300,2300
"Ahwatukee Foothills","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.5,1346,1348,1367,1418.5,1436,1360,1385.5,1400,1338,1405,1397.5,1332,1400,1480,1481,1492,1459,1443.5,1417.5,1478,1605,1533.5,1575
"Sharpstown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1395,1400,1400,1400,1397,1400,1400,1450,1397.5,1350,1350,1397.5,1395,1400,1399.5,1400,1495,1497.5,1462.5,1450,1495,1500,1472.5,1495,1495,1525,1500
"West","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",59,,,,,,1150,1095,995,1095,1100,1095,1095,1100,1120,1050,1095,1095,1100,1097.5,1135,1100,1100,1100,1125,1100,1150,1150,1150,1157.5,1150,1156.5,1106.5,1150,1150,1150,1150,1150,1177.5,1195,1195,1200,1250,1250,1250,1250,1249.5,1200,1200,1297.5,1299,1253.5,1295,1295,1312.5,1350,1350,1350,1275.5,1295,1350,1350,1395,1372.5,1385,1347.5,1350,1425,1362.5,1400,1425,1350,1397.5,1397.5,1400,1397.5,1450,1475,1550,1525,1495,1500,1500,1495,1495,1500,1495,1500,1550,1590,1550,1550,1500,1500,1495,1500,1500,1500,1550,1495,1550
"North Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992.5,3185,3290,3325,3325,3225,3190,3315,3300,3300,3200,3297.5,3307.5,3224.5,3297.5,3341.5,3370,3400,3280,3349,3315,3260,3255,3300,3295,3320,3280,3257.5
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2400,2400,2540,2530,2530,2450,2500,2650,2500,2497.5,2400,2425,2572.5,2530,2530,2700,2795,2800,2700,2697.5,2695,2600,2600,2675,2700,2695
"North Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180,3200,3200,3200,3245,3350,3325,3300,3225,3200,3200,3200,3250,3350,3300,3300,3397.5,3400,3495,3500,3400,3395,3400,3400,3400,3450,3500,3499
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",63,,,2900,2700,2700,2500,2595,2595,2472.5,2500,2500,2422.5,2347.5,2625,2500,2482.5,2800,2660,2650,2650,2675,2592.5,2500,2690,2550,2415,2402.5,2650,2650,2697.5,2350,2485,2897.5,2900,2950,2997,2797.5,2776.5,2797.5,2795,2700,3000,3000,2995,3000,2895,2872.5,2852,2895,2975,2999,2925,2999,2950,3000,2999,2999,2975,3126,3167.5,3500,3176.5,2999,2995,3325,3287,3096,3205.5,3370,3110,2999,2975,3000,3000,3000,3200,3250,3350.5,3400,3339,3200,3200,3104.5,3273,3292.5,3161.5,3200,3258,3300,3384,3297.5,3175,3266,3300,3250,3240,3205,3275,3295,3325
"Eldridge - West Oaks","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.5,1975,1925,2000,2200,2100,2200,2059,1795,1875.5,1900,2000,2000,2000,2000,1900,1900,1997.5,1950,1845,1845,1700,1750,1800,1773,1800,1752.5,1699.5,1895,1710,1720,1725,1771,1655,1700,1644,1697.5,1695,1697.5,1700,1750,1774.5,1768,1770.5,1800,1812.5,1770,1761,1800,1774,1750,1775,1792.5,1798,1850,1850,1850,1805,1797.5,1795,1800,1820,1845
"Murray Hill","New York","NY","New York-Newark-Jersey City","Queens County",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,2100,2125,2100,2000,1975,2000,2000,2000,2000,2000,2100,2100,2100,2150,2200,2200,2200,2200,2200,2200,2200,2150,2195,2200,2300,2300,2200,2200,2200,2240,2285,2300,2400,2300,2300,2300,2300,2400,2300,2300,2400,2400,2400,2475,2500,2400,2400,2400,2400,2450,2400,2325,2390,2500,2500,2500,2450,2325,2300,2300,2350,2400,2400,2375,2300,2300,2350,2300,2300,2350
"North Raleigh","Raleigh","NC","Raleigh","Wake County",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1245,1234,1247.5,1276.5,1260,1350,1245,1264,1290,1395,1392,1335,1357.5,1525,1475,1400,1400,1385,1405,1345,1348,1362.5,1345,1380,1430,1463.5
"Canyon Country","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,2294.5,2300,2302.5,2305,2254,2275,2395,2350,2399,2299,2295,2269.5,2350,2295,2350,2620,2688,2702,2624,2615,2475,2399,2410,2397.5,2513,2720,2499
"Mira Mesa","San Diego","CA","San Diego-Carlsbad","San Diego County",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,2425,2500,2450,2500,2500,2500,2670,2547,2562,2500,2500,2535.5,2530,2569.5,2563,2650,2650,2725,2732.5,2677.5,2617.5,2600,2617,2650,2700,2769.5,2786
"Far Rockaway","New York","NY","New York-Newark-Jersey City","Queens County",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,2200,2200,2250,2250,2299,2272.5,2295,2299.5,2300,2300,2350
"Cordova-Appling","Memphis","TN","Memphis","Shelby County",70,,,,,,,1150,1150,1175,1095,1095,1125,1095,1100,1100,1095,1100,1120.5,1125,1107.5,1095,1097.5,1100,1145,1067.5,1095,1100,1100,1095,1100,1150,1095,1092.5,1095,1100,1100,1112.5,1100,1125,1125,1175,1165,1150,1125,1145,1150,1125,1150,1160,1175,1175,1195,1175,1195,1195,1195,1155,1195,1195,1195,1195,1200,1237.5,1220,1195,1199,1195,1174.5,1200,1150,1195,1195,1195,1150,1195,1223,1200,1200,1200,1195,1200,1250,1250,1250,1250,1250,1270,1280,1295,1250,1275,1270,1250,1250,1247,1245,1250,1255,1275,1250
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake County",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.5,1300,1297,1375,1404,1383.5,1368.5,1352,1407.5,1399,1459,1441,1331,1369,1320,1239,1275,1269,1295,1295,1339,1375,1415,1427,1429.5,1420,1412.5,1400,1407,1370.5,1389,1417.5,1395,1395,1409,1400,1383.5,1408,1395,1400,1375,1390,1445,1460.5,1472.5
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",72,,,,,,,,,,,,,2350,2450,2297.5,2200,2195,2300,2397.5,2280,2240,2165,2160,2100,2100,2100,2195,2295,2300,2215,2276,2300,2350,2375,2366.5,2350,2350,2352.5,2373.5,2399,2400,2400,2395,2400,2450,2400,2400,2450,2450,2450,2432.5,2450,2475,2462.5,2427.5,2500,2475,2495,2499,2495,2462,2500,2595,2550,2425,2550,2600,2697.5,2550,2525,2595,2594.5,2650,2620,2675,2600,2700,2700,2700,2700,2700,2695,2750,2750,2700,2795,2797.5,2750,2779,2920,2900,2895,2900,2925,2900,2859,2800,2900,2872.5,2975
"Ridgewood","New York","NY","New York-Newark-Jersey City","Queens County",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2300,2200,2200,2300,2300,2430,2400,2390,2375,2330,2375,2500,2500,2600,2600,2500,2637.5,2600,2550,2700,2800,2850,2850,2845,2800,2695,2799,2800,2750,2695,2695,2600,2650,2650,2650,2685,2699,2710,2700,2699,2650,2650,2658,2644,2650,2699,2724.5,2700,2700,2700,2650,2700,2699,2650,2692.5,2700,2650,2600
"Clear Lake","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1572,1525,1572,1599.5,1600,1585,1600,1600,1600,1600,1650,1700,1561,1597.5,1600,1572,1550,1550,1495,1550,1550,1550,1575,1600,1600,1600,1600,1625,1650,1600
"Central Southwest","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.5,1350,1360,1390,1375,1375,1350,1350,1395,1400,1400,1450,1450,1425,1400,1350,1375,1362.5,1300,1340,1337.5,1400,1400,1425,1425,1395,1380,1350,1350,1350,1362.5,1395,1400,1400
"Northeast","El Paso","TX","El Paso","El Paso County",76,,,,,,1095,1100,1050,1150,1050,1000,1100,1100,1050,1100,950,1062.5,1100,1000,950,990,995,1000,1000,950,960,982,975,988.5,1000,1025,1025,1025,995,995,995,995,1000,995,995,1000,1050,1050,995,950,950,995,995,995,1000,1000,995,1000,1045,995,1000,995,995,975,975,995,995,995,1000,995,1037.5,1000,995,977.5,1000,950,950,975,950,990,1000,1082.5,1062.5,1050,995,1000,995,975,975,975,982.5,977.5,995,995,995,995,950,975,985,950,997.5,995,1000,1000,1045
"West Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",77,,,,,,,1300,1300,1495,1400,1495,1495,1400,1400,1400,1450,1450,1499.5,1450,1500,1500,1500,1425,1400,1425,1450,1500,1500,1600,1500,1400,1500,1595,1595,1595,1550,1500,1500,1500,1500,1600,1600,1600,1600,1595,1600,1550,1550,1600,1600,1500,1600,1587.5,1525,1600,1600,1575,1547.5,1600,1500,1500,1500,1500,1485,1500,1600,1625,1485,1512.5,1550,1500,1500,1500,1550,1550,1525,1650,1675,1650,1675,1595,1500,1572.5,1597.5,1605,1650,1650,1650,1600,1600,1602.5,1605,1687.5,1795,1600,1550,1600,1600,1650,1600
"East Village","New York","NY","New York-Newark-Jersey City","New York County",78,,3197.5,3500,3647.5,3750,3650,3700,3800,3800,4000,3995,4000,4150,4095,4000,3995,4200,4250,4200,4200,4250,4250,4295,4250,4295,4295,4295,4300,4250,4295,4300,4250,4250,4250,4300,4308,4350,4400,4400,4400,4500,4495,4590,4500,4400,4400,4400,4425,4772.5,4795,4815,4700,4500,4650,4550,4500,4400,4495,4495,4495,4495,4497.5,4495,4525,4550,4700,4700,4562.5,4495,4350,4495,4290,4495,4500,4550,4750,4672.5,4600,4650,4595,4600,4491,4294.5,4395,4470,4400,4495,4795,4800,4750,4790,4750,4595,4500,4500,4500,4499.5,4499,4509.5,4610
"South Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",79,,,,,,,,1500,1500,1550,1550,1550,1560,1600,1650,1600,1700,1600,1650,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1650,1700,1700,1700,1750,1700,1750,1797.5,1750,1750,1700,1700,1700,1850,1750,1750,1800,1750,1800,1800,1900,1900,1900,1900,1900,1950,1950,1950,1900,1900,1900,1950,1900,2000,2100,2000,2075,2150,1950,2050,1995,2100,2150,2200,2350,2350,2325,2300,2300,2200,2200,2200,2200,2250,2300,2300,2375,2350,2350,2397.5,2400,2400,2400,2350,2300,2300,2300,2300,2300,2300
"Park Slope","New York","NY","New York-Newark-Jersey City","Kings County",80,,,,,,,,,,,,,,,3200,3200,3290,3350,3500,3500,3400,3295,3250,3250,3300,3400,3300,3300,3395,3500,3300,3300,3250,3272.5,3800,3950,3800,3747.5,3800,3800,3799,3900,3750,3650,3700,3500,3500,3600,3800,3700,3900,3700,3595,3700,3790,3700,3600,3600,3750,3600,3600,3550,3550,3500,3600,3700,3650,3725,3900,3575,3575,3400,3650,3600,3525,3500,3600,3745,3750,3650,3800,3900,3786,3773,3876,3675,3799,3750,3825,3765.5,3812.5,3825,3837.5,3995,4083.5,3660,3799,3523.5,3995,3995
"Hickory Ridge-South Riverdale","Memphis","TN","Memphis","Shelby County",81,,,,,,,,,,,,,,,,,,,900,900,875,895,950,897.5,895,900,925,937.5,950,950,950,900,895,895,895,950,975,950,950,950,950,950,950,925,950,950,950,950,950,950,950,950,925,950,950,950,950,950,975,962.5,950,995,995,990,975,995,950,975,950,995,975,975,975,975,995,995,995,995,995,950,975,995,995,995,995,995,995,995,995,997.5,1025,1025,995,995,995,995,975,995,995,999
"South Belt - Ellington","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1450,1405,1437.5,1450,1462.5,1462.5,1485,1450,1372.5,1450,1485,1485,1475,1437.5,1475,1507.5,1495,1500,1500,1495,1495,1475,1450,1400,1450,1500
"Greater Fondren Southwest","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1295,1295,1250,1312.5,1350,1300,1300,1397.5,1275,1225,1200,1262.5,1295,1300,1375,1387.5,1400,1400,1400,1372.5,1300,1289,1350,1399,1395,1412.5
"Princess Anne","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",84,1525,1500,1500,1500,1500,1545,1500,1537.5,1500,1500,1495,1495,1500,1500,1500,1550,1550,1575,1575,1550,1537.5,1500,1500,1500,1500,1485,1495,1500,1595,1595,1595,1545,1500,1497,1495,1450,1450,1485,1500,1500,1550,1565,1595,1522.5,1550,1550,1550,1575,1550,1550,1500,1500,1595,1595,1562.5,1572.5,1550,1575,1550,1562.5,1595,1550,1550,1550,1575,1585,1562.5,1600,1595,1600,1525,1557.5,1595,1595,1550,1550,1600,1635,1600,1600,1600,1595,1500,1500,1550,1600,1600,1600,1600,1600,1600,1595,1595,1600,1550,1550,1600,1595,1599,1675
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",85,,,,,1095,1095,1050,1050,1095,1022.5,1095,1050,1050,1075,1095,1095,1095,1072.5,1095,1095,1085,1050,1050,1050,1050,1095,1100,1100,1150,1100,1100,1100,1095,1100,1097.5,1095,1095,1095,1095,1095,1100,1100,1100,1100,1100,1150,1145,1125,1125,1100,1095,1100,1150,1195,1200,1200,1150,1172.5,1150,1175,1195,1150,1195,1162.5,1195,1247.5,1195,1225,1250,1250,1225,1275,1250,1275,1295,1287.5,1300,1325,1300,1325,1325,1350,1300,1350,1375,1350,1350,1350,1350,1350,1395,1375,1350,1350,1350,1350,1350,1350,1395,1450
"Centennial Hills","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",86,1195,1150,1172.5,1150,1150,1195,1195,1150,1150,1150,1100,1100,1095,1095,1095,1095,1075,1075,1100,1100,1095,1095,1050,1050,1070,1050,1050,1075,1095,1097,1095,1100,1100,1100,1100,1099.5,1100,1095,1095,1095,1100,1100,1100,1149.5,1150,1150,1125,1150,1150,1150,1195,1152.5,1195,1175,1192.5,1150,1159,1175,1150,1150,1175,1200,1195,1175,1199,1225,1212.5,1195,1195,1207.5,1247.5,1195,1249,1250,1250,1250,1295,1298,1295,1295,1295,1295,1275,1295,1295,1295,1300,1325,1375,1350,1395,1382,1395,1400,1402.5,1427.5,1400,1485,1495,1483
"Northeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",87,,,,,,,,,,,,,,,1200,1195,1200,1200,1200,1172.5,1185,1150,1200,1194.5,1150,1149,1147.5,1195,1195,1200,1262.5,1250,1250,1250,1250,1250,1250,1250,1250,1250,1295,1237.5,1295,1247.5,1295,1250,1250,1295,1262,1250,1295,1275,1297.5,1300,1300,1300,1250,1297.5,1285,1300,1325,1325,1385,1312.5,1300,1337.5,1350,1395,1395,1350,1337.5,1350,1395,1351,1400,1462.5,1500,1450,1400,1497.5,1500,1500,1419.5,1472.5,1459,1500,1512,1550,1550,1563,1550,1513,1550,1595,1555,1614,1550,1567,1600,1595
"Gravesend","New York","NY","New York-Newark-Jersey City","Kings County",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2687.5,2500,2300,2200,2200,2300,2300,2300,2100,2100,2200,2200,2300,2200,2200,2200,2200,2199,2000,2100,2100,2200,2150,2000,2000,2200,2300,2300
"Kingwood","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",89,,,,,,,,,,,,,,,1287.5,1400,1400,1425,1420,1375,1400,1362.5,1380,1375,1295,1390,1320,1440,1482.5,1300,1462.5,1400,1450,1425,1495,1350,1428,1500,1500,1512,1400,1450,1450,1450,1495,1500,1550,1555,1600,1545,1521,1487.5,1600,1650,1617.5,1650,1675,1550,1537.5,1577.5,1595,1550,1623.5,1564,1595,1515,1600,1550,1500,1550,1450,1450,1545,1547.5,1550,1550,1597,1595,1550,1550,1625,1510,1625,1600,1600,1557.5,1585,1600,1600,1600,1627.5,1600,1607.5,1610,1650,1600,1599,1595,1600,1625
"Bath Beach","New York","NY","New York-Newark-Jersey City","Kings County",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.5,1925,1900,1850,1850,1900,1850,1850,1800,1900,1900,1975,2000,1825,2000,2000,2000,2000,2000,2000,2000,2000,2100,2200,2100,2100,2100,2000,2000,2100,2200,2050,2000,2100,2000,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2299.5,2300,2300,2300,2150,2150,2200,2100,2150,2249.5,2325,2300,2300,2200,2250,2250,2300,2200
"Central Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1297.5,1295,1450,1450,1450,1437.5,1420,1495,1495,1405,1500,1495,1387.5,1495,1495,1500,1512.5,1500,1500,1500,1500,1500,1500,1497.5,1395,1497.5
"Valley Glen","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125,3000,3050,2895,3150,3100,2995,2947.5,3175,2945,3195,3000,3000,3147.5,3200,3395,3300,3000,3000,3200,3297.5
"Ozone Park","New York","NY","New York-Newark-Jersey City","Queens County",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2200,2125,2200,2275,2300,2300,2250,2200,2300,2300,2200,2250,2300,2300,2300,2300,2300,2300,2300,2225,2250,2300,2300,2300,2300,2300
"Richmond Hill","New York","NY","New York-Newark-Jersey City","Queens County",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277.5,2200,2199,2250,2300,2300,2200,2200,2225,2200,2200,2300,2250,2200,2300,2200,2200,2200,2300,2300,2394.5,2362.5
"Woodward Park","Fresno","CA","Fresno","Fresno County",95,,,,,,,,,,,,,,,,,,,1395,1350,1357.5,1450,1437.5,1437.5,1450,1425,1425,1500,1450,1400,1495,1400,1400,1400,1400,1395,1395,1395,1395,1374,1395,1450,1400,1395,1400,1450,1400,1395,1400,1412.5,1400,1400,1437.5,1472.5,1500,1500,1495,1495,1495,1495,1400,1450,1450,1490,1495,1495,1462.5,1495,1500,1450,1495,1500,1535,1500,1512.5,1525,1500,1595,1612.5,1595,1595,1595,1567.5,1550,1550,1580,1567.5,1600,1650,1675,1650,1664,1650,1642,1600,1665,1709.5,1705,1695,1695
"Gramercy","New York","NY","New York-Newark-Jersey City","New York County",96,,,,,,3995,4247.5,4393,4395,4395,4495,4472.5,4300,4200,4200,4200,4200,4299,4299.5,4495,4400,4500,4500,4600,4570,4600,4600,4600,4600,4600,4650,4650,4600,4695,4650,4750,4650,4655,4695,4650,4500,4695,5225,5250,5200,5325,5325,5325,5295,5195,5195,5200,5062.5,5176,5116.5,5195,5272.5,5212.5,5200,5200,5197.5,5197.5,5082,5000,5000,5075,5000,5000,5200,5350,5000,5000,5156,5200,5200,5200,5037.5,5197,5200,5200,5200,5164,5100,5200,5200,5200,5295,5200,5200,5200,5200,5295,5200,5295,5067,5067,5072,5095,5180,5200
"South Austin","Chicago","IL","Chicago-Naperville-Elgin","Cook County",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1210,1210,1250,1200,1285,1203.5,1250,1250,1157.5,1250,1225,1200,1230,1250,1250,1210,1200,1250,1300,1300,1297.5,1300,1300,1253,1200,1210
