"RegionName","City","State","Metro","CountyName","SizeRank","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Upper West Side","New York","NY","New York-Newark-Jersey City","New York County",1,2657.5,2495,2450,2525,2725,3212.5,3412.5,3200,3200,2825,2605,2690,2750,2800,2800,3000,2925,3097.5,3095,3095,3119.5,3000,3095,3000,3090,3100,3150,3050,3200,3250,3300,3300,3100,3095,3000,3150,3100,3200,3225,3200,3210,3299,3395,3295,3300,3300,3299.5,3300,3300,3300,3300,3300,3300,3300,3295,3300,3295,3250,3300,3300,3350,3200,3250,3300,3320,3375,3350,3350,3300,3295,3295,3300,3300,3295,3295,3250,3194.5,3250,3350,3300,3184,3199.5,3200,3170,3175,3199,3200,3250,3300,3300,3300,3250,3259,3290,3232.5,3194.5,3150,3250,3250,3250,3200,3300,3299.5,3295,3300,3300,3300,3350,3395
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099.5,2197.5,2222.5,2245,2197.5,2195,1962.5,1795,1975,1900,1999,2200,2000,1950,1995,2097.5,2200,1950,1872.5,1850,1995,2100,2172.5,2100,2150,2125,2250
"Upper East Side","New York","NY","New York-Newark-Jersey City","New York County",3,,,,,,,,2350,2347.5,2300,2450,2495,2500,2450,2495,2499,2500,2550,2595,2600,2595,2595,2600,2595,2595,2600,2650,2600,2650,2695,2700,2750,2750,2700,2700,2750,2725,2750,2725,2700,2700,2750,2800,2750,2700,2695,2700,2750,2795,2795,2800,2725,2700,2700,2700,2725,2750,2700,2800,2800,2800,2700,2750,2750,2800,2850,2800,2750,2700,2750,2750,2800,2795,2750,2700,2699,2700,2700,2700,2700,2695,2700,2750,2750,2750,2750,2750,2750,2790,2799,2774,2775,2750,2730,2700,2699,2675,2700,2750,2750,2750,2750,2795,2750,2795,2795,2800,2766,2795
"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2150,2200,2195,2200,2370,2225,2250,2325,2500,2397.5,2322.5,2300,2295
"East New York","New York","NY","New York-Newark-Jersey City","Kings County",5,,,,,,,,,,,,,,1600,1600,1500,1483,1470,1450,1471,1500,1500,1500,1500,1600,1600,1592.5,1585,1600,1600,1600,1600,1550,1550,1600,1550,1550,1600,1600,1600,1525,1500,1500,1545,1550,1500,1548.5,1550,1550,1600,1600,1600,1650,1682.5,1675,1650,1700,1750,1750,1799.5,1774,1800,1800,1900,1850,1700,1697,1800,1800,1850,1900,1900,1900,1800,1800,1850,1850,2000,1800,1900,2000,1895,2000,2000,2095,2099,2099.5,2000,2000,1950,1938.5,1900,2000,2100,2108,2199,2150,2150,2150,2200,2200,2100,2165,2100,2100,2100,2100,2199,2200
"Washington Heights","New York","NY","New York-Newark-Jersey City","New York County",6,,,,,,,,,,,,,1475,1450,1450,1469,1500,1575,1475,1550,1525,1525,1550,1525,1500,1480,1650,1650,1699.5,1650,1625,1595,1655,1646,1650,1650,1650,1694,1670,1695,1699.5,1750,1700,1700,1700,1700,1700,1700,1750,1799,1800,1800,1850,1895,1900,1850,1895,1900,1900,1925,1900,1925,1950,1950,1995,1995,1950,1950,1950,1900,1950,1995,1995,1995,1900,1925,2000,1937.5,1900,1995,1900,2100,2006,2000,2050,2100,2100,2195,2100,2000,2000,1995,1995,2000,2000,2012,2050,2095,2100,2100,2150,2150,2150,2165,2100,2050,2050,2031,2050
"North Mountain","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,832,775,825,825,787.5,727.5,777.5,795,799,795,837.5
"Astoria","New York","NY","New York-Newark-Jersey City","Queens County",8,,,,,,,,,,,,1600,1600,1600,1700,1800,1885,1800,1800,1930,1800,1825,1800,1875,1805,1900,1987.5,2100,2150,2250,2240,2050,2000,1950,1950,1950,1950,2085,2095,2137.5,2125,2150,2200,2135.5,2100,2145,2155,2155,2200,2300,2260,2300,2400,2352.5,2382.5,2300,2300,2295,2299,2250,2295,2300,2300,2300,2350,2325,2300,2350,2300,2300,2295,2300,2300,2300,2300,2350,2400,2400,2347.5,2400,2200,2250,2200,2200,2200,2200,2300,2300,2350,2250,2200,2200,2200,2198,2200,2200,2200,2200,2200,2250,2295,2295,2208,2200,2195,2200,2200,2200,2250
"Bedford Stuyvesant","New York","NY","New York-Newark-Jersey City","Kings County",9,,,,,,,,,,1500,1500,1500,1500,1495,1500,1597.5,1600,1600,1600,1500,1600,1650,1650,1700,1687.5,1700,1700,1792.5,1875,1800,1800,1800,1750,1750,1799,1799,1800,1850,1975,2000,2200,2200,2199,2150,2199,2150,2100,2150,2150,2150,2200,2250,2300,2300,2200,2295,2299,2250,2291,2300,2395,2499,2500,2450,2475,2455,2450,2482.5,2400,2450,2400,2399,2400,2400,2450,2499,2500,2495.5,2482.5,2500,2350,2400,2350,2300,2395,2400,2450,2446,2499,2475,2475,2400,2350,2350,2300,2385,2446.5,2500,2516,2590,2575,2500,2499,2450,2450,2405.5,2450,2500,2500
"Williamsburg","New York","NY","New York-Newark-Jersey City","Kings County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986,2900,3085,2923,2999.5,2950,2950,2995,3000,3000,3099.5,3100,3049.5,3025,3000,3045,3000,2950,2950,2987,3000,3156,3195,3152.5,3150,3135,3100,3029,3000,2938.5,2922,2934,3000,3300,3300,3200,3250,3225,3100,3250,3300,3250,3245,3025,3150,3095,3095,3000,3000,3100,3200,3250,3400,3190,2995,3000,3025,3095,3095,3100,3100,3055,3000,2950,2899,2900,2950,2900,2999,3000,3000,3000,3000,2995,2977,2850,2800,2850,2935,2990,3125
"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1500,1550,1572.5,1495,1450,1450,1395,1500,1497.5,1495,1495,1495,1412.5,1465,1550,1472.5,1575,1495,1650,1825,1695,1595,1550,1472.5,1450,1695,1695,1695,1650,1650,1650,1600,1750,1825,1897,2025,2100,1749.5,1837.5,1650,1695,1672.5,1750,1650,1750,1750,1795,1812.5,1795,1700,1695,1725,1762.5,1895,1895,1800,1750,1895,1849,1835,1950,1850,1800,1862.5,1895,1875,1849.5,1750,1925,1900,1995,1972.5
"Camelback East","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,1025,999,1015,1095,1025,1000,1000,1000,1000,1095,1044.5,1050,1095
"Flatbush","New York","NY","New York-Newark-Jersey City","Kings County",13,,,,,,,,,,,,,,,,,,,1437.5,1450,1425,1450,1297.5,1300,1400,1300,1400,1400,1450,1375,1400,1400,1550,1550,1500,1500,1500,1650,1700,1700,1750,1700,1600,1600,1650,1650,1650,1650,1675,1750,1750,1750,1750,1750,1800,1800,1800,1795,1799,1800,1850,1950,1875,1850,1900,1900,1975,1925,1925,1950,1900,1900,1925,1950,1950,1950,1925,2035,1900,1995,1850,1900,1925,1950,1950,1975,2000,2000,1999,1975,1999,1950,1950,1995,2000,1950,1995,1999,2075,2125,2199.5,2099,2050,2000,2050,2100,2149,2099,2200
"Alhambra","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,725,725,775,787.5,787.5,789,800,775,800,850,825,795,800,795,800,850,875,900,900,900,900,900,895,900,950,950,937.5
"Crown Heights","New York","NY","New York-Newark-Jersey City","Kings County",15,,,,,,,,,,,,1397.5,1450,1575,1600,1525,1525,1500,1612.5,1650,1700,1650,1700,1700,1800,1850,1816,1900,1950,2000,1900,1850,1850,1800,1899,1900,1999,2000,2100,2100,2100,2200,2182.5,2100,2100,2100,2075,2100,2100,2350,2400,2300,2200,2200,2297,2300,2300,2300,2300,2300,2400,2500,2495,2400,2450,2400,2450,2395,2400,2400,2400,2400,2400,2400,2422.5,2400,2300,2400,2450,2450,2250,2295,2299,2250,2295,2300,2399,2450,2495,2490,2429,2400,2399,2350,2350,2400,2400,2419.5,2499,2600,2600,2550,2400,2415,2400,2400,2399,2400,2499
"Jamaica","New York","NY","New York-Newark-Jersey City","Queens County",16,,,,,,,,,,1600,1600,1625,1600,1600,1600,1600,1625,1600,1600,1600,1600,1600,1550,1550,1600,1600,1600,1500,1500,1474.5,1500,1487,1500,1500,1500,1550,1550,1500,1475,1500,1525,1497,1500,1519,1549,1519,1518,1550,1575,1500,1600,1595,1650,1650,1700,1695,1655,1650,1650,1700,1700,1685,1662.5,1675,1725,1795,1800,1800,1700,1795,1795,1825,1895,1799,1675,1800,1797.5,1612.5,1750,1895,1750,1800,1795,1887.5,1987.5,2010,2067.5,2100,1925,1897.5,1895,1850,1950,1950,1950,2000,1950,1975,2045.5,2100,2170,2170,2050,2000,1997,2100,2100,2100,2170
"Harlem","New York","NY","New York-Newark-Jersey City","New York County",17,,,,,,,,,,,,,,,,,1695,1712.5,1750,1616,1650,1695,1812.5,1795,1795,1750,1850,1875,1895,1800,1800,1800,1800,1799,1750,1795,1850,1850,1897.5,1882,1895,1900,1879,1900,1899,1900,1850,1850,1900,1949,1949,2150,2155,2100,2238.5,2150,2150,2200,2200,2250,2200,2174.5,2195,2200,2225,2179,2250,2200,2250,2200,2200,2250,2295,2252.5,2200,2200,2324.5,2200,2200,2237.5,2050,2350,2337,2300,2338.5,2350,2347,2400,2440,2350,2299,2200,2200,2200,2283,2300,2400,2350,2400,2450,2499,2400,2350,2300,2299,2300,2299,2295,2400
"Williamsbridge","New York","NY","New York-Newark-Jersey City","Bronx County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.5,1325,1250,1300,1294,1296.5,1250,1296.5,1262.5,1250,1293.5,1200,1212.5,1225,1200,1200,1199.5,1200,1200,1200,1200,1200,1250,1250,1270,1250,1272,1272,1300,1300,1300,1300,1300,1349.5,1350,1325,1362.5,1400,1400,1412.5,1450,1450,1450,1450,1450,1400,1450,1425,1395,1400,1400,1400,1400,1400,1450,1450,1500,1500,1500,1537.5,1500,1500,1550,1512.5,1550,1625,1612.5,1650,1775,1843,1830.5,1800,1700,1725,1700,1750,1750,1700,1750,1650
"East Harlem","New York","NY","New York-Newark-Jersey City","New York County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2650,2595,2550,2600,2604,2500,2500,2500,2500,2648.5,2699,2650,2675,2650,2650,2750,2800,2797.5,2800,2695,2625,2600,2650,2650,2650,2606,2650,2600,2599,2550,2600,2550,2573.5,2600,2645,2695,2695,2650,2600,2600,2538,2526,2500,2550,2650,2675,2699
"Bushwick","New York","NY","New York-Newark-Jersey City","Kings County",20,,,,,,,,,,,,,,,,,1600,1600,1650,1700,1674.5,1574.5,1699.5,1625,1650,1700,1850,1974.5,2000,1800,1750,1800,1900,1900,1900,1995,2199.5,2200,2200,2250,2450,2500,2500,2450,2400,2300,2300,2300,2300,2350,2350,2375,2399,2400,2400,2399,2395,2400,2400,2499.5,2500,2500,2500,2500,2575,2600,2600,2600,2550,2600,2600,2516.5,2550,2500,2600,2650,2600,2699,2595,2650,2473.5,2475,2450,2474,2500,2550,2599,2649,2672,2595,2500,2499,2475,2450,2499,2500,2550,2649,2699,2700,2680,2623,2575,2500,2450,2500,2550,2560,2650
"East Flatbush","New York","NY","New York-Newark-Jersey City","Kings County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,1495,1450,1450,1500,1482.5,1450,1500,1650,1700,1675,1679,1700,1650,1600,1625,1697,1700,1800,1750,1700,1685,1650,1715,1700,1800,1800,1850,1795,1800,1800,1850,1900,1900,1850,1850,1900,1900,1849.5,1850,1900,1900,1850,1950,1874.5,1850,1850,2000,2000,1925,1874.5,1899,1899.5,1850,1850,1950,1950
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,595,597.5,525,525,500,550,550,550,525,550,525,500,537.5,550,575,575,537.5,595,650,637.5,650,650,707.5
"Sunset Park","New York","NY","New York-Newark-Jersey City","Kings County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.5,1600,1650,1700,1490,1475,1575,1625,1525,1487.5,1600,1650,1700,1650,1650,1700,1700,1700,1650,1600,1600,1600,1700,1757.5,1800,1800,1800,1800,1800,1800,1800,1750,1750,1762.5,1800,1850,1800,1800,1850,1837.5,1825,1850,1900,1950,2000,2000,2000,1900,2000,2000,2000,1997,1985,2100,1800,1900,1955,1955,1999,2000,2000,2040,2095,2000,2000,1998,1999,1999,2000,1900,1950,2150,2195,2100,2000,1995,1995,1950,1925,1900,1850,2000,2000
"Concourse","New York","NY","New York-Newark-Jersey City","Bronx County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1525,1500,1482.5,1480,1490,1450,1450,1500,1400,1400,1500,1550,1600,1599,1497.5,1575,1625,1525,1500,1500,1600,1600,1562.5,1575,1575,1600,1695,1699.5,1650,1600,1600,1600,1597.5,1750,1800,1700,1795,1750,1700,1700,1725,1750,1750,1762.5,1695,1850
"Borough Park","New York","NY","New York-Newark-Jersey City","Kings County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2078,2053.5,2077,1850,1850,1762.5,1874.5,1974.5,1999,1900,1899,1900,1900,1895,1875,1912.5,1950,1900,1900,1800,1900,1800,1800,1894.5,2000,1974,1974
"Bensonhurst","New York","NY","New York-Newark-Jersey City","Kings County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1375,1400,1387.5,1350,1325,1350,1350,1350,1375,1395,1400,1400,1400,1400,1400,1400,1450,1434.5,1434,1415,1415,1450,1450,1450,1442,1497.5,1500,1500,1500,1575,1600,1525,1525,1575,1700,1662.5,1600,1600,1650,1662.5,1725,1735,1750,1750,1600,1750,1700,1750,1875,1747.5,1747.5,1700,1690,1700,1700,1735,1725,1725,1725,1725,1745,1750,1700,1800,1750,1750,1800,1800,1745,1800,1900,1850,1800,1800,1800,1850,1807.5,1815
"West San Jose","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225,2322.5,2095,2100,2395,2225,2197.5,2195,2250,2275,2450,2450,2450,2495,2497.5,2495,2500,2497.5,2350,2372.5,2372.5,2472.5,2500,2250
"Elmhurst","New York","NY","New York-Newark-Jersey City","Queens County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.5,1400,1450,1550,1585,1550,1495,1550,1550,1550,1550,1587.5,1600,1625,1600,1575,1615,1615,1615,1600,1615,1690,1695,1735,1750,1750,1750,1700,1700,1750,1750,1750,1750,1750,1750,1800,1800,1800,1850,1850,1850,1850,1812.5,1850,1700,1762.5,1890,1800,1975,1800,1900,1700,1700,1965,1850,1900,1950,1849.5,1900,1862.5,1850,1762.5,1896,1925,1950,1900,1935,1900,1870,1750,1900,1987.5,1920,1810,1850,1850,1900,1850,1864.5,1841.5
"North Long Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1395,1425,1400,1647.5,1500,1525,1495,1597.5,1525,1460,1495,1525,1550,1695,1695,1600,1600,1695,1675,1675,1550,1595
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.5,1100,1250,1250,1200,1225,1250,1250,1250,1250,1172.5,1185,1195,1150,1195,1195,1200,1200,1200,1200,1250,1275,1195,1225,1250,1250,1195,1150,1195,1195,1250,1295,1195,1325,1350,1350,1350,1350,1350,1300,1350,1295,1295,1295,1295,1300,1250,1325,1300,1295,1350,1295,1300,1495,1375,1350,1495,1550,1550,1525,1500,1525,1450,1495,1600,1550,1550,1500,1550,1600,1650,1650,1650,1595,1500,1550,1595,1595,1610,1450,1595,1595
"Sheepshead Bay","New York","NY","New York-Newark-Jersey City","Kings County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372.5,2300,2399,2200,1925,1775,1900,1900,1999,1996,1999,2000,1900,1950,2000,2000,1995,1912.5,1862.5,1850,1865,1875,1950
"Soundview","New York","NY","New York-Newark-Jersey City","Bronx County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1450,1487.5,1462.5,1400,1600,1650,1650,1650,1650,1700,1650,1650,1728.5,1650,1650,1700,1650,1650,1700,1700,1797.5,1795,1700,1800,1700,1700,1749.5,1799,1747.5,2037.5,2075,2080
"Willow Glen","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.5,2412.5,2262.5,2200,2447.5,2495,2247.5,2200,2250,2297.5,2442,2450,2387.5
"Canarsie","New York","NY","New York-Newark-Jersey City","Kings County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.5,1645,1600,1650,1500,1625,1600,1600,1672.5,1600,1600,1612.5,1600,1600,1600,1600,1600,1725,1625,1550,1600,1650,1700,1700,1700,1725,1725,1725,1725,1800,1800,1800,1775,1800,1850,1850,1800,1725,1800,1772.5,1745,1787.5,1799,1650,1775,1750,1750,1900,1800,1800,1800,1800,1925,1937.5,1965,2000,1950,1950,1825,1900,1800,1850,1900,2000,2000,2100,2100,2000,2000,2100,2050,2000,2100,2010,1970,2000,2100
"Downtown","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1695,1695,1790,1795,1895,1995,1995,1950,1945,1795,1700,1825,1872.5,1875,1895,1875,2050,1995,1995,2049,1995,1995,2000,2053.5,1995,2000,2049
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099.5,1995,1950,2000,2145,2175,2338,2400,2595,2295,2269,2266.5,2344,2366.5,2338,2400,2550,2500,2500,2400,2400,2400,2500,2550,2500,2400,2497,2338,2372.5,2250,2500,2400,2395,2425,2595,2397,2395,2400,2522.5,2500,2497,2400,2499
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,1495,1595,1450,1395,1412.5,1495,1480,1470,1600,1600,1675,1597.5,1695,1597.5,1500,1545,1475,1475,1535,1550,1550,1550,1639.5,1597.5,1495,1485,1525
"Lower East Side","New York","NY","New York-Newark-Jersey City","New York County",38,,,,,,,,,,,,2400,2300,2397.5,2400,2549,2637.5,2537.5,2650,2650,2600,2512,2650,2675,2750,2750,2695,2655,2695,2750,2850,2900,2749,2700,2700,2795,2850,2895,2995,2985,2995,2995,3050,2995,2900,2895,2800,2895,2900,2800,3000,2950,3095,3095,3000,3100,3165,3000,3000,3000,3025,3000,3150,3100,3199,3297.5,3125,3099,3037.5,3137.5,3162.5,3099,3000,3116,3381,3200,3200,3200,2995,3000,2999,2912.5,3200,3047.5,3000,3200,3200,3200,3199,3100,3000,2950,2895,2875,2900,3000,3100,3197,3185,3200,3250,3295,3295,3295,3250,3184,3185,3250,3400
"Flushing","New York","NY","New York-Newark-Jersey City","Queens County",39,,,,,,,,,,,,1500,1650,1575,1600,1500,1450,1450,1350,1359.5,1525,1500,1500,1535,1375,1375,1430,1430,1450,1397.5,1497.5,1500,1550,1550,1550,1550,1550,1550,1550,1550,1625,1600,1600,1606,1600,1600,1600,1600,1600,1650,1600,1612,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1700,1750,1750,1750,1750,1750,1725,1950,1950,1950,2199.5,2000,1900,2000,1862.5,2000,1975,1950,1875,1900,1850,2000,2150,2150,2250,2250,2150,2125,2100,2125,2099,2100,1900,1962.5,2100,2100,2100,2050,2100,1921,1957.5,1950,1850,1950,2050,2100
"South Ozone Park","New York","NY","New York-Newark-Jersey City","Queens County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,1900,2000,1849,1925,2000,1900,1897.5,1800,1850,2000,1975,1900,2000,2100,2000,2000,1900,2000,2150
"West","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1100,1112.5,1075,1100,1100,1100,1175,1100,1100,1162.5,1187.5,1100
"North Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1695,1695,1795,1795,1795,1795,1595,1795,1695,1820,1875,1885,1795,1850,1650,1722.5,1795,1795,1795,1822.5,1795,1822.5,1862.5,1850,1795,1750,1795,1797.5,1850
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1575,1597.5,1600,1475,1545,1550,1535,1612.5,1597.5,1512.5,1495,1450,1525,1597.5,1697.5,1797.5,1695,1695,1695,1637.5,1625,1647.5,1550,1795,1795,1700,1762.5
"Koreatown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1250,1450,1350,1425,1350,1437.5,1350,1450,1495,1550,1475,1597.5,1500,1450,1550,1537.5,1510,1550,1537.5,1400,1600,1625,1625,1575,1575,1610,1662.5,1695,1675,1645,1795,1625,1637.5,1650
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1725,1995,1995,1995,1995,1950,1945,2062.5,1950,1995,1995,1995,1995,1950,1899,1850,1937,2095,2149.5,2095,1999,2122,2195,2095,2095,2045,2047.5,2095
"Murray Hill","New York","NY","New York-Newark-Jersey City","Queens County",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1765,1600,1575,1600,1600,1650,1700,1600,1575,1550,1650,1650,1650,1650,1650,1725,1797.5,1700,1700,1650,1650,1675,1675,1662.5,1700,1700,1800,1725,1750,1737.5,1782.5,1812.5,1837.5,1800,1750,1800,1875,1800,1800,1900,1950,1900,1875,1850,2020,2250,2150,2100,2100,1900,1912.5,1900,1850,1925,1950,1950,1925,1925,1925,2000,2114,2000,1950,1875,1875,1997.5,2050,2100,2050,2010,2010,2100,1975,1975,1975
"Forest Hills","New York","NY","New York-Newark-Jersey City","Queens County",47,,,,,,,,,,,,,,,,,1800,1800,1700,1800,1775,1875,1900,1950,1950,1950,1895,1895,1900,1875,1837.5,1850,1972.5,1875,1895,1850,1875,1850,1900,1959,1968,1959,1900,1900,1950,1955,1950,1950,1950,1999.5,1950,1997,1950,2000,1996,1950,1995,2000,2000,2000,2015,2100,2150,2150,2200,2165,2150,2175,2200,2200,2195,2195,2150,2200,2100,2150,2150,2200,2200,2185,2150,2100,2100,2000,2000,2000,2000,2000,2100,2100,2100,2097.5,2000,1995,2050,2025,1999.5,1995,1995,2000,2100,2095,2000,2000,2000,2075,2000,2000,2100
"Westlake","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1422,1595,1550,1525,1350,1350,1300,1350,1337.5,1350,1350,1350,1385,1375,1500,1572.5,1547.5,1510,1592.5,1500
"Ridgewood","New York","NY","New York-Newark-Jersey City","Queens County",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1412.5,1412.5,1450,1487.5,1450,1550,1550,1600,1700,1750,1799.5,1725,1700,1800,1800,1700,1700,1700,1700,1850,1800,1800,1900,1950,1950,2000,2000,2000,2000,2300,2300,2300,2300,2275,2275,2272.5,2250,2250,2400,2400,2525,2500,2599,2500,2550,2550,2500,2550,2450,2400,2250,2299,2300,2400,2475,2492,2500,2500,2595,2562.5,2500,2450,2400,2449,2450,2475,2500,2600,2600,2695,2650,2606.5,2650,2620,2600,2500,2500,2499,2495
