"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,1.46222583265638,1.43769394511137,1.46036783854167,1.40320733104238,1.45695364238411,1.47353761614421,1.43200987093635,1.3901544312211,1.3745704467354,1.45454545454545,1.37920916302412,1.39855965887507,1.39082058414465,1.41479099678457,1.39935454959688,1.42340047393365,1.38481596356341,1.38947368421053,1.38929169107188,1.40287842393169,1.41141141141141,1.37362637362637,1.39163762437025,1.3859649122807,1.37768817204301,1.34770901576117,1.37357357357357,1.37519154665958,1.34390991338513,1.30228887134964,1.31758487981134,1.3016157989228,1.29333198165091,1.26969696969697,1.28956564259136,1.31274131274131,1.28962536023055,1.28944057297716,1.29032258064516,1.29169929522318,1.29312552868988,1.30857945342956,1.29699775126214,1.28101693584548,1.29950495049505,1.29183837848872,1.28705148205928,1.2617621899059,1.26562688915906,1.28470437935366,1.36217948717949,1.38035653714243,1.4267384898692,1.45871508170973,1.4268547216248,1.41220942167827,1.40966403871857,1.43288084464555,1.44454758647645,1.44885731531233,1.46370023419204,1.4875,1.5248210828246,1.51153008363936,1.54798761609907,1.56139886778477,1.53629976580796,1.54307363747591,1.56511270849327,1.5218594355285,1.55950752393981,1.57287448940934,1.61461038694556,1.63126361655773,1.5984301158068,1.62813735136668,1.62141779788839,1.57544829883255,1.63612051669131,1.55241935483871,1.6158315177923,1.5536231884058,1.57606597889551,1.63690476190476,1.70006071645416,1.74890693316677,1.76651305683564,1.76591971898513,1.73487544483986,1.73529411764706,1.72796106003245,1.72896122144933,1.72413793103448,1.70739348370927,1.72920158038535,1.73640049792484,1.71019308113339,1.75178147268409,1.78037859644456,1.8147851614625,1.80025046963056,1.79157458904956,1.78132717068339,1.75563552756535,1.77970613538175,1.78980157239921,1.77132271753015,1.80797687393871,1.81956027293404,1.8013698630137
"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,,1.05441844763356,1.0680926916221,1.09195402298851,1.12044817927171,1.17424242424242,1.16822429906542,1.13432835820896,1.15894039735099,1.18536079419173,1.13422818791946,1.06224729666197,1.03035932823167,1.05570505303363,1.11052384308198,1.1875,1.16514576362348,1.13924501424501,1.15334114414997,1.08823529411765,1.06666666666667,1.02970297029703,1.03383458646617,1.09409190371991,1.115859170207,1.23447145061728,1.18181818181818,1.18168028682159,1.2,1.19871545249096,1.234375,1.19062764207311,1.19392684610076,1.2198012158394,1.21289274106176,1.16666666666667,1.07263506446329,1.07142857142857,1.08554763447829,1.14715467328371,1.14942528735632,1.12160794319658,1.09550561797753,1.09143321402992,1.08735691742428,1.06964285714286,1.10716205837174,1.0947556841985,1.10349676288602,1.10420979986197,1.15384615384615,1.17079814717474,1.21760849203871,1.21428571428571,1.21347402597403,1.18181818181818,1.16666666666667,1.16,1.14528101802757,1.11538461538462,1.14602178693691,1.15417352005396,1.18843033339191,1.25,1.28992628992629,1.27447361225048,1.25,1.18214285714286,1.14168404588113,1.17065556711759,1.14942528735632,1.16666666666667,1.16666666666667,1.1719274680994,1.19047619047619,1.25,1.2,1.22222222222222,1.20106856634016,1.16666666666667,1.1567600148368,1.125,1.13333333333333,1.13636363636364,1.1865308604439,1.2,1.3,1.33243243243243,1.3,1.29407958589453,1.24545142353684,1.2,1.17391304347826,1.18116207539133,1.17647058823529,1.18092105263158,1.19047619047619,1.26710593005575,1.33333333333333,1.3869625520111,1.44675925925926,1.38,1.32833464877664,1.3,1.28334866605336,1.27777777777778,1.27777777777778,1.308170995671,1.30952380952381,1.375,1.45503791982665
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,,,,,,0.700667271208531,0.679455001792757,0.656437226944575,0.626829234218817,0.627615062761506,0.633591065292096,0.644597573588809,0.649221725145118,0.654307524536532,0.657397788676024,0.668036998972251,0.65614941468315,0.643293663557414,0.654307524536532,0.649994931151234,0.664665523156089,0.647864121790502,0.653289780681288,0.66063535198913,0.665557441930684,0.678661616161616,0.672411415600189,0.673400673400673,0.673989016475287,0.68649885583524,0.682617911009884,0.669196963643628,0.672207324447249,0.664451827242525,0.673590149161557,0.67305493460681,0.679959100204499,0.675284810456426,0.694113629752665,0.704361873990307,0.70482097547223,0.708812826321617,0.696778711484594,0.695954762940409,0.69271271597128,0.69620253164557,0.703482237073514,0.703499912506606,0.696078431372549,0.701669083855594,0.711641116890227,0.739697076435365,0.752823086574655,0.757393648018648,0.746652935118435,0.754823371669068,0.756984147609148,0.754760798885276,0.751173708920188,0.751890229776121,0.760811184831922,0.763358778625954,0.765362221335514,0.769824922760041,0.779533974681422,0.785912698412698,0.784526155610083,0.78125,0.767577525330058,0.767987065481002,0.77374829195349,0.771521386031402,0.77910174152154,0.781650435674013,0.783639143730887,0.785682936013747,0.797602910015248,0.778226931130256,0.774492085254892,0.778687742510018,0.75887573964497,0.756827903915762,0.755278830536004,0.762268704746581,0.76530612244898,0.763956934309258,0.77930174563591,0.782361308677098,0.788061703554661,0.783294140082104,0.772866395594033,0.78125,0.775011742602161,0.780937124549459,0.793650793650794,0.79291662545079,0.79151218671011,0.804959150396544,0.808625336927224,0.810473815461347,0.812164816886059,0.807692307692308,0.802168419815479,0.799626633478531,0.790305584826133,0.788225972502379,0.795212765957447,0.799905673834122,0.806451612903226,0.807632757253116,0.818037725686979
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,,,,,,,,,,0.946304451636865,0.936422905112293,0.815353738083291,0.769230769230769,0.715909090909091,0.70662100456621,0.696316262353998,0.663888888888889,0.635239813242784,0.628374325134973,0.616990982439487,0.613775889867295,0.613775889867295,0.63922942206655,0.63974358974359,0.666659839982524,0.652184906718009,0.681485100146556,0.680515277346005,0.696494226808545,0.684013936255316,0.66348195329087,0.704974994761077,0.677483782671103,0.683821406991468,0.681818181818182,0.701782363977486,0.672582619339045,0.675217812197483,0.660279647850854,0.666110050890585,0.638930469394432,0.670245526425302,0.635621189160646,0.648414985590778,0.671005385996409,0.629437117984318,0.638654040378268,0.638659543467703,0.64337048987973,0.652562574493445,0.666666666666667,0.680975043093757,0.684150513112885,0.680131904369332,0.690001563477173,0.674143472226248,0.672297297297297,0.65,0.68359375,0.676947203345531,0.679978232886421,0.726817318483985,0.733496332518337,0.708333333333333,0.722222222222222,0.747966794797437,0.716121924348145,0.722222222222222,0.705612818763484,0.711743772241993,0.735751856296069,0.747809762202753,0.767140245276792,0.747809762202753,0.72793911335578,0.732925236842604,0.685100548446069,0.696760615010135,0.712166172106825,0.681529366818812,0.69437477292496,0.667817692871188,0.699481865284974,0.73026851098454,0.726711560044893,0.733496332518337,0.806451612903226,0.797872340425532,0.785772090988626,0.769428718476583,0.793122216724394,0.762376967200085,0.759878419452888,0.795705833134114,0.806451612903226,0.806451612903226,0.819288389513109,0.803571428571429,0.831702544031311,0.854154889768231,0.848132851488556,0.823271130625686,0.844183359013867,0.811295231653703,0.831556503198294,0.832879398627301,0.838692390139335,0.845017851346965,0.838940285954584,0.878859857482185,0.840909090909091
"San Diego County","CA","San Diego-Carlsbad","06","073",5,,1.45819831497084,1.65383458646617,1.5748031496063,1.59309339401826,1.6666795653084,1.46494593651901,1.36690835020672,1.36785023219928,1.37501809234332,1.36906357053361,1.23769735373973,1.26646923262486,1.25255279969734,1.28404139629163,1.32065504490227,1.30085653104925,1.27310777816533,1.24873864783047,1.21089931573803,1.21757278487254,1.24873864783047,1.25932300631096,1.24438299343242,1.2291280148423,1.19617224880383,1.2024871014908,1.22868900646678,1.25475285171103,1.25692373242437,1.24508383254899,1.22711182771785,1.23656105798963,1.2550765659531,1.2582056892779,1.25255623721881,1.25999158603281,1.26341501950604,1.26666666666667,1.27504553734062,1.28205128205128,1.27551020408163,1.27431836251487,1.28233479626668,1.25984899439005,1.25648814227833,1.27607025246981,1.28114555148814,1.28571428571429,1.28588967815487,1.29137868315751,1.29884225759768,1.31663520430275,1.31299747858422,1.32555708984729,1.33872798058625,1.31578947368421,1.3052680650935,1.30841139780402,1.32808263220128,1.36303191489362,1.34884015947807,1.3741134751773,1.37592788971368,1.38217000691085,1.39363111261309,1.37899333486555,1.37688531322333,1.36383011702705,1.37067938021454,1.38504155124654,1.38445523941707,1.4192102238018,1.41428229167299,1.3935815631171,1.38036809815951,1.40225605926998,1.37756665645112,1.42795848316443,1.40067911714771,1.39444475665955,1.35907788142226,1.3865085256991,1.44291979087381,1.48807926133695,1.51223776223776,1.49761742682097,1.54661016949153,1.5540128958146,1.56385121083452,1.57246068848279,1.57407407407407,1.53826399589111,1.52162772669797,1.52310887587432,1.55793573515093,1.56137184115523,1.5748031496063,1.6025641025641,1.64327979712595,1.64308534915564,1.64740400032107,1.63783584836216,1.60513643659711,1.59389671361502,1.60244738267317,1.65289256198347,1.64141414141414,1.66666666666667,1.66949632144878,1.73095944609298
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,1.60087761970098,1.52691511387164,1.59455456633208,1.5702108568865,1.54670845794034,1.48499849984998,1.42195767195767,1.41758769822201,1.44649233744978,1.46490663232453,1.47368421052632,1.49850528648621,1.45277941893764,1.45179801071155,1.45320674287929,1.45168716593641,1.46072715858673,1.45236250968242,1.429535498856,1.42579390797148,1.42024031712687,1.42203989923061,1.46231721034871,1.48450206031433,1.48900593316445,1.47058823529412,1.45645208272648,1.48563760251178,1.48809523809524,1.47141040538467,1.48849797023004,1.47893355424766,1.46646779868441,1.45949899173507,1.46033129904098,1.48529871179962,1.50214592274678,1.50100066711141,1.5035140562249,1.5054256105041,1.50828460038986,1.52711996006877,1.51904150620454,1.49936467598475,1.49253731343284,1.49532710280374,1.51190476190476,1.51515151515152,1.51433207138994,1.50587073440203,1.51168699186992,1.53447588680749,1.55697533679015,1.55945419103314,1.54784240150094,1.55482815057283,1.53217568947906,1.5364355437299,1.54598825831703,1.54679040989946,1.54885057471264,1.5631978561858,1.57122905027933,1.58886283727121,1.58695652173913,1.61616161616162,1.6144578313253,1.62015034330064,1.61052064431559,1.61450609299745,1.60614384352896,1.61764705882353,1.62454924117379,1.6405395552315,1.64222873900293,1.63618122172154,1.63874726875455,1.59308180478693,1.61662817551963,1.61059678702492,1.57933853586027,1.62423178226514,1.56844106463878,1.64717282261742,1.66666666666667,1.68589174800355,1.70159646121569,1.70103092783505,1.71875,1.71139649791842,1.71130155329405,1.7029211469534,1.69093471113199,1.70212765957447,1.70627301476354,1.70734539686251,1.72101449275362,1.7425329004463,1.75577968950724,1.77774682769976,1.74783974862529,1.73416036294991,1.75652667423383,1.73336976506188,1.72286184210526,1.72314578005115,1.71750791140956,1.73319327731092,1.73550033098365,1.75711053293741,1.76512120498941
"Kings County","NY","New York-Newark-Jersey City","36","047",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47058823529412,2.31384615384615,2.42352941176471,2.5,2.63636363636364,2.68918918918919,2.66625,2.69230769230769,2.71130952380952,2.6,2.49545454545455,2.35423197492163,2.41666666666667,2.46153846153846,2.55,2.65,2.72136363636364,2.86348484848485,2.99933333333333,2.9,2.64285714285714,2.66666666666667,2.6,2.5,2.45,2.5,2.6,2.72474747474747
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,,,,,,,,,,,,,,1.06894708711919,1.08267716535433,1.11047835990888,1.10728346456693,1.10974191735616,1.09691222187503,1.08677197903595,1.08095916197685,1.08083724287261,1.07196482196482,1.04918032786885,1.08614811406742,1.1025886864813,1.11607142857143,1.12280701754386,1.14090131203651,1.11741928756076,1.07594936708861,1.08434056898536,1.09793588054458,1.0952380952381,1.07692307692308,1.07615894039735,1.07480653482373,1.09135591434919,1.09263657957245,1.10069747166521,1.12324888805084,1.13636363636364,1.13505010725428,1.11922141119221,1.127649977447,1.13040201828249,1.13158745554478,1.12847222222222,1.12057373375168,1.11922141119221,1.11872146118721,1.12612612612613,1.14716498721612,1.16666666666667,1.15321252059308,1.16188298144242,1.14355231143552,1.14988653555219,1.1569416498994,1.15723562152134,1.16693037974684,1.18130662556551,1.20056497175141,1.21520324949505,1.23019057941315,1.21681415929204,1.21260069044879,1.21032484634015,1.21422376409367,1.23595239315578,1.23781921339342,1.25,1.25354949967568,1.26677586484235,1.25111706881144,1.24960844856133,1.25541125541126,1.24848973016512,1.22582123615684,1.20075885328836,1.17836493348788,1.24873932565078,1.17954070981211,1.21242745800603,1.23523093447905,1.25,1.26861216217565,1.28705148205928,1.29684176394293,1.29674306393245,1.29393084889125,1.30929791271347,1.2927054478301,1.27774041694687,1.28484639001593,1.30208333333333,1.29640542133176,1.30081300813008,1.31238659840115,1.31680955048625,1.31979695431472,1.34464576742402,1.32378559985068,1.31336405529954,1.30111524163569,1.30111524163569,1.31201898659999,1.32059800664452,1.3085435733975,1.32044478667075,1.33341063698207
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,,,,,,,,,,,,,0.675500175500175,0.67701656220431,0.671024948068403,0.684032983508246,0.688739735913089,0.688440601985271,0.677015268339432,0.668427150123207,0.682206439848361,0.665139412725409,0.659648234491586,0.658039647577093,0.665969683997937,0.663906050109637,0.689734013085302,0.684857246114926,0.67816474520579,0.692768103610391,0.697190554499322,0.693756194251734,0.701839303000968,0.703208023062585,0.707269155206287,0.70171478714127,0.693584349539176,0.696257673916293,0.707607861797065,0.707468854494548,0.702952842661966,0.71,0.713153724247227,0.695482166572714,0.685224839400428,0.68649885583524,0.677447781428389,0.693481276005548,0.688775510204082,0.689143292084908,0.692284745270499,0.722623679822123,0.717905569255945,0.724560468833245,0.740055504162812,0.70958904109589,0.708575581395349,0.708644739204596,0.723684210526316,0.713418336369156,0.727140077821012,0.75413929939792,0.735294117647059,0.74176685833769,0.766384778012685,0.791110243344185,0.799841356289863,0.772680663736322,0.767744149430083,0.792622688577889,0.786551511412708,0.783731112362276,0.773131207527444,0.771534469977761,0.783828382838284,0.791110243344185,0.791118320120948,0.807130330209154,0.820209973753281,0.79719387755102,0.795628932426211,0.793864370290635,0.770720168214474,0.804079696394687,0.797486708554857,0.823174470007421,0.848356309650053,0.869985703473215,0.890518596123625,0.881754510367773,0.873293664683234,0.873406716257851,0.85166475247934,0.8541070768145,0.852878464818763,0.854855244306111,0.845126885643369,0.845467355565993,0.871306380110846,0.881212657953564,0.881555153707052,0.891756087986847,0.887134529418871,0.874756335282651,0.871766029246344,0.875312611647017,0.877582644628099,0.878148799062683,0.882283200063232,0.882283200063232,0.902527075812274
"Queens County","NY","New York-Newark-Jersey City","36","081",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17692307692308,2.1875,2.20588235294118,2.42821428571429,2.49583333333333,2.16195652173913,2.18367346938776,2.16666666666667,2.22222222222222,2.27272727272727,2.40213523131673,2.3125,2.25290697674419,2.1007910518425,2.215,2.23076923076923,2.17556634304207,2.16666666666667,2.16,2.25490196078431,2.35454545454545,2.40333333333333,2.36057692307692,2.57142857142857,2.5,2.42857142857143,2.36345500848896,2.30769230769231,2.3,2.33333333333333,2.36363636363636,2.2256709305242,2.36674528301887
