"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,1.65116279069767,1.66666666666667,1.64569461921151,1.65014750607739,1.61111111111111,1.55555555555556,1.61237785016287,1.64728682170543,1.63972337547231,1.66481687014428,1.66316203483978,1.65,1.61290322580645,1.6152362584378,1.65448779081621,1.66666666666667,1.6585712826075,1.64107993647432,1.62727272727273,1.60278745644599,1.66025641025641,1.64117647058824,1.68753013500482,1.76438053097345,1.78947368421053,1.76470588235294,1.76697530864198,1.77144970414201,1.78214285714286,1.76923076923077,1.77037037037037,1.8042049934297,1.78468437392204,1.75010803802939,1.79230769230769,1.82758620689655,1.8975,1.888,1.92470588235294,1.875,1.87676387582314,1.87,1.86046511627907,1.86472819216182,1.836,1.895,1.86534016104835,1.82352941176471,1.8171578886176,1.88362427473419,1.96875,2.00242718446602,2.02678272124553,2.04,2.0416351487645,2.02429149797571,2.05061701910307,2.06719817767654,2.09180327868852,2.125,2.125,2.18434343434343,2.21380270092227,2.23385012919897,2.26818181818182,2.29314268112126,2.28310502283105,2.27767565359477,2.36509492506494,2.3459466586303,2.40400641025641,2.4,2.42835905422625,2.43333333333333,2.39818911832186,2.43862221776333,2.45953237410072,2.41312741312741,2.4625,2.35776984612225,2.35949050949051,2.323055028463,2.42744307014822,2.50151735425353,2.6080476900149,2.60586319218241,2.59493670886076,2.62324610063304,2.63681585015765,2.63454545454545,2.62444630154937,2.6422507271849,2.62955326094922,2.65094536447925,2.61111111111111,2.6530612244898,2.66666666666667,2.7596223674655,2.78491497874469,2.80164533820841,2.80213528270155,2.85553047404063,2.80448717948718,2.85,2.88333333333333,2.9024408169865,2.875,2.87290969899666,2.90396619090027,2.95992863514719
"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,,1.40059523809524,1.45804195804196,1.41666666666667,1.47722567287785,1.4,1.40833333333333,1.56574122577266,1.61428571428571,1.63072390572391,1.65217391304348,1.5,1.56626506024096,1.65833333333333,1.76279069767442,1.8,1.83333333333333,1.83333333333333,1.84615384615385,1.85294117647059,1.79333333333333,1.7469387755102,1.75022441651706,1.76279069767442,1.71009174311927,1.67958656330749,1.62790697674419,1.7,1.78125,1.78172588832487,1.77777777777778,1.73986013986014,1.72479564032698,1.6875,1.73309523809524,1.72764227642276,1.9322998232784,1.82142857142857,1.925,1.97578692493947,2.04161255411255,2.06340819022457,2.0625,2.08185053380783,2,2,2.04,1.94166666666667,1.85430463576159,1.875,1.89497307001795,2.0392799742848,2.12755102040816,2.26537183739518,1.984,2.23406462200647,2.17471819645733,1.92307692307692,1.79756192844802,1.93333333333333,2.23333333333333,1.96758823088018,1.96111111111111,2,1.97513812154696,1.95652173913043,1.9,2.11291198206718,2.20253164556962,2.2958984375,2.20479704797048,2.09333333333333,2.28169014084507,1.96597767672592,1.92186923095857,1.94363636363636,1.92307692307692,1.94,1.90625,1.88973684210526,1.85313725490196,1.895,1.88888888888889,1.86165158371041,1.895,1.9,1.8956043956044,1.9375,1.95833333333333,1.91923076923077,1.95356738391846,2,2.06369469598965,2.1,2.09786789032072,2.07126984126984,2.08333333333333,2.09090909090909,2.095,2.09090909090909,2.1,2.14159196189731,2.18666666666667,2.2,2.11,2.0952380952381,2.08333333333333,2.13571428571429,2.24100462379151,2.2660103976124,2.19895287958115
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09729493266017,1.11028867505551,1.09920458406697,1.02758635268254,1.06469294410546,1.06113537117904,1.08333333333333,1.11842105263158,1.08354133339973,1.18421052631579,1.19842164599775,1.36254056656236,1.37211689237349,1.33819156379629,1.21072319201995,1.35828877005348,1.18747706998367,1.15257192676548,1.18150684931507,1.33899233296824,1.33236207587497,1.33303990610329,1.30470451849455,1.37692307692308,1.39282613776754,1.31294678316124,1.32192846034215,1.32409104323264,1.33316961362148,1.34437596302003,1.36461538461538,1.37471461187215,1.38032505008529,1.38583509513742,1.39107332624867,1.40489913544669,1.39503464489602,1.58457711442786,1.55396618985696,1.56922596103761,1.49353110876993,1.51363636363636,1.4978813559322,1.48998822143698,1.46062992125984,1.44944707740916,1.39560489060489,1.4346221799402,1.38023152270703,1.33984218415044,1.3366856285158,1.40698689956332,1.4394821296035,1.42729705619982,1.43545454545455,1.45062320230105,1.43375174337517,1.43131150556424,1.45251396648045,1.45609436435125,1.49117174959872,1.49578338097473,1.50088227414244,1.49659574221511,1.5546218487395,1.56222023276634,1.55448717948718,1.52861952861953,1.51787439613527,1.51585733073283,1.52368307687006,1.50715214564369,1.49977658623771,1.5,1.48641975308642,1.4750192159877,1.47198275862069,1.4994499449945,1.49205508474576
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,,0.790424570912376,0.870924693603983,0.874915881561238,0.93984962406015,0.938233568075117,0.936957779063042,0.95155780549039,0.968395816696788,1,0.983965547162573,0.919117647058823,0.898340248962656,0.892795883361921,0.948873483535529,0.94532589155065,0.922254660462853,0.907150480256137,0.9,0.88862621943071,0.87248322147651,0.86996336996337,0.876666666666667,0.86405529953917,0.875894493299618,0.885925631307223,0.882297965915338,0.877829041546936,0.880507588234936,0.88261253309797,0.895316804407714,0.893292682926829,0.887608800167532,0.888455843268282,0.881188118811881,0.884615384615385,0.890741638133975,0.891604675876727,0.893424036281179,0.89416395741697,0.884816753926702,0.901394422310757,0.90625,0.918532438178467,0.916666666666667,0.901442307692308,0.916666666666667,0.9209813537093,0.924499229583975,0.918708240534521,0.931490384615385,0.945749975482985,0.95,0.95,0.946428571428571,0.947687642153146,0.946969696969697,0.951158940397351,0.964630225080386,0.972222222222222,1.00040032025621,1.02402745995423,1.04669887278583,1.04510451045105,1.0472972972973,1.04392663011507,1.06176084099869,1.07071428571429,1.06954436450839,1.10068259385666,1.14683544303797,1.15125240847784,1.14615384615385,1.16711590296496,1.16495806150979,1.14062580581641,1.16536752275627,1.1233671988389,1.12244897959184,1.12480739599384,1.10935070054108,1.13,1.07651378238228,1.14900455728952,1.18688771665411,1.24137931034483,1.26542221116777,1.24170241443216,1.24069478908189,1.24512966476913,1.23684210526316,1.23192135350463,1.23134228976538,1.23107363177858,1.2244480101623,1.22448979591837,1.23705501618123,1.25601241272304,1.27858081471748,1.28099173553719,1.28888888888889,1.30338548044239,1.31886852554225,1.3150289017341,1.33294690589999,1.3373604674712,1.33498775490112,1.34166666666667,1.360560570382,1.37605633802817,1.41367323290846
"San Diego County","CA","San Diego-Carlsbad","06","073",5,,2.26923076923077,2.38829703025619,2.21639617439906,2.10244648318043,2.08766675326698,2.03220487933864,1.70051546391753,1.76666666666667,1.78470082177709,1.81559864879359,1.66240409207161,1.64933200682206,1.62280701754386,1.64510919243539,1.64599893802704,1.64121933056016,1.61943319838057,1.63934426229508,1.63113006396588,1.60070360598065,1.58823529411765,1.59843152972612,1.61290322580645,1.63619744058501,1.65616246498599,1.63163716814159,1.625,1.65648854961832,1.66397187314706,1.64285714285714,1.64995269631031,1.63860447084398,1.64669051878354,1.63181818181818,1.61390374331551,1.61764705882353,1.61764705882353,1.64117647058824,1.6489988221437,1.64172517816917,1.64015904572565,1.6714353936417,1.71821305841924,1.70731707317073,1.66547277936963,1.77398160315374,1.78849144634526,1.75757575757576,1.76234213547646,1.80498226950355,1.8646233342716,1.8774802433339,1.90909090909091,1.91428571428571,1.90813638528396,1.93333333333333,1.96540880503145,1.95,1.97971781305115,2.01639476684285,1.99275362318841,2.02166770963705,2.01952723535457,2.05506391347099,2.06404087244256,2.10032362459547,2.10106671979136,2.08638360175695,2.12480031948882,2.11728865194212,2.11738484398217,2.12147887323944,2.14212678936605,2.15566037735849,2.12179487179487,2.12444444444444,2.18023127449357,2.13571428571429,2.1875,2.09837545126354,2.1,2.0958904109589,2.17311854811855,2.20455750671978,2.24667497746818,2.27866666666667,2.31316725978648,2.32588699080158,2.31476462047859,2.32837396645474,2.31388970676438,2.28949427559509,2.26997529886903,2.26308345120226,2.27272727272727,2.28213507625272,2.3385537337373,2.42142857142857,2.45037801241235,2.46669747381392,2.46323529411765,2.48910675381264,2.46918328584995,2.47687784922863,2.4834162064641,2.48017658735505,2.48866965909297,2.47759771210677,2.48618462908767,2.49707221860768
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,1.74293405114401,1.66666666666667,1.66666666666667,1.64728682170543,1.65,1.68539325842697,1.64085365218569,1.62548764629389,1.63968390847322,1.64285714285714,1.6498730964467,1.63904899135447,1.62875923999447,1.62721893491124,1.6431593326437,1.65361183637946,1.67261904761905,1.67564332734889,1.68303859476761,1.66901547722793,1.6623670212766,1.67598812685518,1.69670846394984,1.70650793650794,1.70709958252724,1.71077497888909,1.71317930079612,1.72573508421353,1.72555464256368,1.74339300937766,1.75111773472429,1.77272727272727,1.75,1.75586854460094,1.76106194690265,1.75331864904552,1.76578947368421,1.78399228543877,1.77879929524666,1.78082191780822,1.77664974619289,1.7578125,1.78125,1.79872707000451,1.8125,1.81268882175227,1.91163976210705,1.90325138778747,1.89814499564284,1.9,1.91941578423387,1.9047619047619,1.92488262910798,1.91717791411043,1.94760395877607,1.98993595608417,2.08672445356095,2.0955914256382,2.09663865546218,2.09374661906307,2.08735332464146,2.10457825807091,2.10710218027986,2.12752926649566,2.13235294117647,2.14785992217899,2.16608524069415,2.1558044520572,2.16857142857143,2.16855537720706,2.20872232512462,2.21313131313131,2.21518987341772,2.22339862361038,2.22222222222222,2.21390374331551,2.23300970873786,2.26231691078562,2.21407624633431,2.29074889867841,2.18784090909091,2.22118099825282,2.19165927240461,2.27462581452673,2.34809027777778,2.36068480697049,2.36173393124066,2.38667124542125,2.375,2.36688934949622,2.4014422165701,2.39696312364425,2.3749213836478,2.37512437810945,2.39883705475811,2.38937912547646,2.41176470588235,2.42934782608696,2.43257261410788,2.45098039215686,2.45155221072437,2.45017584994138,2.46408839779006,2.4658203125,2.45787541359025,2.44546094299789,2.44197270360061,2.41228070175439,2.44473007712082,2.47673216132368,2.49297752808989
"Kings County","NY","New York-Newark-Jersey City","36","047",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.75,2.75,2.84495192307692,2.90909090909091,2.91666666666667,2.91666666666667,2.995,2.875,2.78571428571429,2.72727272727273,2.72727272727273,2.699,2.625,2.66201923076923,2.72272727272727,2.77777777777778,2.77777777777778,2.799,2.75,2.695,2.66666666666667,2.6995,2.61538461538462,2.64705882352941,2.65888998357964,2.63157894736842,2.64285714285714
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,,1.95279716802896,1.89633375474083,1.83553597650514,1.88925374859353,1.85922974767596,2,1.94575471698113,1.86226971120369,1.82038834951456,1.81159420289855,1.74603174603175,1.70626069352252,1.71428571428571,1.73333333333333,1.7515923566879,1.75019888623707,1.73267326732673,1.73267326732673,1.74753819093389,1.73469387755102,1.72060466415305,1.73611111111111,1.73611111111111,1.7399438727783,1.75057455657308,1.77631578947368,1.8018018018018,1.81398416886544,1.80952380952381,1.79806362378976,1.78571428571429,1.7317506389984,1.7309205350118,1.75936435868331,1.74825174825175,1.76893985897013,1.80261518408783,1.8,1.84873949579832,1.94174757281553,2.0253164556962,2.00873362445415,1.94274028629857,1.9398941050539,1.94805194805195,1.95833333333333,1.90283400809717,1.89988197860302,1.86757215619694,1.83333333333333,1.93548387096774,1.96496212121212,1.98362720403023,1.9887354881685,2,1.97149049735147,1.99335548172757,1.99252801992528,2.02155639751701,2.05314009661836,2.13921056755055,2.19276094276094,2.24806201550388,2.29789368196783,2.29618440192458,2.30769230769231,2.25806451612903,2.26315789473684,2.26190476190476,2.24943674707385,2.26480836236934,2.29411764705882,2.32025887326302,2.28904847396768,2.26454673438013,2.27186910006293,2.22222222222222,2.17190024370875,2.22405271828666,2.16666666666667,2.26818181818182,2.13114754098361,2.16216216216216,2.17706821480406,2.19913279717889,2.1875,2.19217657342657,2.1978021978022,2.18124730169944,2.21095032272024,2.23123732251521,2.20791168353266,2.2,2.2,2.18934911242604,2.2232734153264,2.22222222222222,2.28023793787178,2.29166666666667,2.3015873015873,2.28145560171946,2.27603088803089,2.28260869565217,2.26986381673882,2.26607842276762,2.24519803142344,2.26537216828479,2.26356115675459,2.27760652144129,2.30139534883721
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,,,,,,,,,1.23412698412698,1.23062324221238,1.2915942498874,1.19047619047619,1.04961832061069,1.04584775086505,1.02935406698565,1.02627257799672,1.04082482993197,1.03281455018862,0.991666666666667,0.996794871794872,0.982857142857143,0.986903648269411,1.09,1.08591885441527,1.07167427210289,1.13798008534851,1.0703804037054,1.13095238095238,1.17168674698795,1.17520065772571,1.15,1.18065693430657,1.17823509608085,1.18747349448685,1.19722814498934,1.25400641025641,1.2228763666947,1.24727266315902,1.23831775700935,1.25541125541126,1.27250900360144,1.27189781021898,1.21872643288084,1.2910284463895,1.30333011583012,1.3172338090011,1.3,1.34438775510204,1.33868808567604,1.32043343653251,1.36707388016289,1.36850224273167,1.35640785781104,1.33593361921272,1.30134437495929,1.31708472567413,1.32373113854595,1.3855421686747,1.32432432432432,1.25263157894737,1.33333333333333,1.3356401384083,1.37711521458206,1.38221153846154,1.3944099378882,1.37978216130232,1.38211382113821,1.40972222222222,1.40232443541026,1.47071078431373,1.46955128205128,1.45759866353502,1.46673189823875,1.50409836065574,1.48936170212766,1.48467432950192,1.49155721041355,1.47972972972973,1.4591308635623,1.54098360655738,1.50193534626382,1.48632580261593,1.45833333333333,1.57003784554112,1.58807369101487,1.59341109380813,1.59127720969052,1.60307692307692,1.63107383759558,1.62822371897121,1.63760896637609,1.60689655172414,1.60154081020305,1.625,1.62826420890937,1.64162186379928,1.67611336032389,1.65924243025517,1.64087387088754,1.68383404864092,1.70040011444817,1.70310788616751,1.71269729015659,1.6827831442553,1.69230769230769,1.71747897536543,1.68996617812852,1.68539325842697,1.70009551098376,1.70792090906454,1.71428571428571
"Queens County","NY","New York-Newark-Jersey City","36","081",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44139047341466,2.42857142857143,2.41666666666667,2.4,2.4,2.4,2.4,2.42857142857143,2.4375,2.45454545454545,2.46067821067821,2.48148148148148,2.51851851851852,2.47489239598278,2.45,2.42857142857143,2.42857142857143,2.42857142857143,2.46153846153846,2.46153846153846,2.52105263157895,2.57462686567164,2.54090909090909,2.55,2.52777777777778,2.5,2.5114123724426,2.57384615384615,2.53846153846154,2.51136960242188,2.41666666666667,2.45454545454545,2.5,2.5,2.532,2.5,2.5,2.45916666666667,2.43542435424354,2.44444444444444,2.42857142857143,2.4,2.37375,2.375,2.37931034482759,2.42857142857143,2.42714285714286,2.41176470588235,2.40585774058577,2.4,2.39333333333333,2.39883333333333,2.4,2.4,2.41176470588235,2.42714285714286,2.42714285714286
