"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1,187.556097488322,186.497326203209,187.096366931052,188.697537493288,189.742415514593,189.558732131759,189.72366636528,189.871450936583,189.306470744539,189.719769177768,189.18132334896,187.180275882777,185.424286079193,181.847813203745,185.091571987606,185.661218424963,184.475928654747,184.923890565886,183.097479028992,180.519480519481,178.434065934066,176.423416198877,174.979935794543,175.048638132296,174.853801169591,173.723536737235,173.743016759777,172.609416800428,173.615283364909,173.870492060644,177.440633245383,177.570093457944,176.864482170658,181.398416886544,183.203053435114,186.666666666667,190.909090909091,193.420986538075,199.195089560457,205.427181514138,213.475699558174,220.385674931129,225.036404277619,230.138713745271,233.785822021116,237.820744269768,237.817282190873,240.158267716535,242.543545693152,243.727567356335,233.581584292485,251.596916948533,255.474452554745,258.609227948851,259.818046536796,262.510096930533,264.294790343075,265.536284685613,264.892355409597,262.137443963873,261.616161616162,261.147388059701,264.430069923262,268.034118602762,269.645608628659,274.436090225564,276.720351390922,280.475718533201,280.759702725021,280.758426966292,276.151012891344,284.899572649573,285.573122529644,286.337206623603,291.613722998729,294.486256544503,300.534548085528,305,307.291666666667,310.025879762722,309.06815245478,309.666018247075,310.607026892487,312.288494029505,317.767700796247,318.649045521292,323.624595469256,327.786885245902,331.676124681306,333.514096264641,336.842105263158,337.860407907546,338.468230296457,338.541666666667,341.448970892705,342.267267267267,344.006568144499,349.10783553142,353.061224489796,357.142857142857,361.867704280156,365.354122621564,365.098314606742,364.414928292047,366.520787746171,366.520787746171,367.806487345582,368.421052631579,367.190144272631,369.047619047619,372.236167893888,375
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",2,53.8968264702628,54.3559431721539,54.7445255474453,55.4792832276514,55.0314465408805,54.3478260869565,53.1037581699346,53.3906399235912,53.125,52.6654950205038,52.7908084338385,51.3845402513944,50.4683866438506,49.9285714285714,49.3421052631579,49.452997497552,50,50.5334081976418,50.0125187781672,49.792531120332,49.5049504950495,49.0140845070423,47.7405247813411,48.9747351884554,48.6601705237515,48.2019892884468,48.3561504019061,47.8452019406164,48.0769230769231,48.8354037267081,49.2012066200058,49.3898895990703,49.5867768595041,48.9742556875571,48.7152722017023,48.281990521327,49.5947478090335,50.2919708029197,50.9090909090909,50.6944444444444,51.0582010582011,51.5092502434275,53.9184177858284,54.3041925209876,54.1517574775542,53.7414965986395,53.8961038961039,53.6729608311105,54.0679711637487,54.7923811856933,54.3785310734463,54.5830361918346,55.4086395891625,56.3816690094907,56.9148936170213,57.5084893659521,57.4506769825919,57.0714285714286,57.4324324324324,57.3717948717949,59.4339622641509,59.5238095238095,60.3886079096856,60.9531772575251,62.1761658031088,63.5978195033313,63.7593327124189,64.7522522522522,64.9760857200378,66.2596958354975,66.2099706744868,66.354367795916,67.2570770948984,68.2805710738672,70.1402805611222,70.7395498392283,71.738962106972,73.2786655837258,74.6636771300448,74.2637644046095,74.6068861056725,76.2312927168201,77.0639826261276,76.1356365962892,76.5143464399575,76.9230769230769,78.1988577779563,78.7090680100756,80.2119523653447,81.0047547547548,81.6483050847458,82.078853046595,82.5,81.9767441860465,81.3609467455621,81.7339149400218,82.4267782426778,82.6773787710189,83.9100967525625,85.0588840327407,86.8421052631579,86.5384615384615,87.8954378954379,88.552635595031,88.4955752212389,88.0681818181818,88.3561643835616,88.8188270778579,90.5659720463868,90.7449447177029,92.5925925925926,93.8727167468195
"Chicago","IL","Chicago-Naperville-Elgin","Cook County",3,70.7353603603604,73.5294117647059,75,76.1523046092184,73.5680707614276,66.939812699863,66.0112359550562,68.7315634218289,71.2,67.6413054635974,71.5616045845272,67.454954954955,65.7380539220412,59.8454054905668,63.5797694874128,63.6494252873563,63.2267911678816,64.6297627606039,62.7214170692432,62.35875,62.2328508495909,58.1604140722291,55.4722222222222,54.1366478450312,53.5267857142857,52.7240773286468,51.8989318354214,52.4991243432574,51.963906581741,52.4324324324324,52.9801324503311,53.1161473087819,51.8796992481203,52.4733383954049,53.3769063180828,51.656314699793,51.9791666666667,52.3809523809524,49.9226190476191,49.07632532418,48.3050847457627,47.6,48.2795698924731,47.7777777777778,49.1729995529727,50.4754937820044,50,48.1859410430839,47.1698113207547,47.1425979680697,48.1578947368421,50.4234487734488,51.9353533897219,54.7149122807018,55.92,56.1224489795918,55.4166666666667,54.3537414965986,55.2618663999852,55.3571428571429,55.2857142857143,55.2147239263804,55.2269519404111,55.5555555555556,56.7471590909091,57.7663671373556,59.7992882847444,59.6466093600764,60.9375,60.6555212062046,60.1556970983723,62.5,61.7481956696071,61.6689857761286,62.0341614906832,63.7755102040816,66.5333333333333,67.0186105626534,67.4576362076362,66.2268787896162,62.8366247755835,63.3408071748879,65.3100115149451,66.0388669490997,64.3751875187519,66.1202536570184,69.3446567586695,71.4360902255639,73.1209150326797,76.7790548909123,74.4117647058823,75.5277777777778,75.3721356843226,75.8596824925681,74.4394618834081,75.3968253968254,74.4101633393829,75.0796741515967,79.5454545454545,85.1059322033898,88.2937603533959,90.4646952323476,90.9993309960907,91.4908524717789,90.983606557377,89.2153201894141,87.4729314397059,85.0785340314136,88.5826771653543,92.0542635658915,94.8717948717949,95.6005360198909
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",4,62.0265121321302,62.9328542239132,63.3212301534049,63.5055038103302,62.6220362622036,62.7555277430121,61.9369369369369,61.5384615384615,60.1973046344774,60.304262540774,61.2565876152833,60.1291514830618,58.6811594202899,57.9652996845426,58.786231884058,58.6637298091043,58.8860541206309,58.4905660377358,58.4983498349835,58.4117084700113,58.59375,58.6069651741293,57.6158940397351,57.0367031889943,56.4476885644769,56.4139207141925,56.3763608087092,56.1338560733694,56.9517161140198,56.9507635479076,55.4785020804438,54.6272493573265,54.989816700611,55.7861133280128,56.1776928538613,56.0830860534125,56.5289872601193,57.0613021201371,58.2341129222773,57.8352686237632,58.085061805992,57.8488372093023,58.8113425343641,59.2672413793103,58.7443946188341,60.075477022876,60.0401606425703,60.8578843648477,62.1301775147929,62.3441396508728,62.3751292631748,63.1768953068592,63.1168831168831,64.6551724137931,64.6362436723922,64.859228362878,64.0394088669951,64.4090305444887,61.7283950617284,62.111801242236,66.6409067490984,68.5785536159601,68.0401493590211,66.125,67.9506028511556,67.2645739910314,68.2352941176471,69.4444444444444,69.080310880829,69.080310880829,69.5725497020776,71.1920529801324,72.0100187852223,71.2121212121212,71.741778319123,72.360248447205,73.1937172774869,73.9418131814563,73.2899022801303,76.4449968924798,74.2574257425743,76.6583229036295,76.6694975862685,73.189224137931,77.406629318394,77.1324863883847,79.9721835883171,81.4791403286979,82.7152317880795,85.060522696011,86.4955357142857,86.9918699186992,88.5634588563459,90.2923059042306,87.3770293922385,89.310447170558,90.4977375565611,88.7473620741634,89.690241928614,90.9961685823755,93.3471645919779,92.4935712805417,94.3140794223827,95.7378929765886,96.6186969880776,96.6373004381429,95.3002610966057,95.6193693693694,97.627890257036,99.6881708940072,100.728911164044,100.31067961165
"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",5,70.9032258064516,70.6975504336485,72.6441563467492,73.7341772151899,72.7686703096539,73.2332696237317,74.3836840685283,73.6798536075288,74.3089171974522,73.7634062085763,74.8298147158382,72.8155339805825,71.7649707036499,69.781064644926,74.0603421217828,72.6162315701474,72.5765306122449,72.2775532341709,71.4285714285714,69.348544973545,68.7259632960445,68.3797672660134,67.076817848166,66.5773809523809,66.9642857142857,66.2639152435168,66.8173868085136,66.4556962025316,66.4346673477656,66.5700280112045,66.6510153869592,65.7008798894498,65.5241935483871,64.5961267269326,62.9238429729854,63.6653386454183,62.4107142857143,62.9890885043536,63.2014991705261,63.7234042553191,63.9774302140031,65.8730158730159,64.8148148148148,65.7729710012626,66.5833333333333,66.1214953271028,64.1019230769231,63.4126984126984,62.814465408805,63.142833757272,64.235661854191,64.3660873440285,63.4126984126984,63.75,64.9342532467532,64.2463235294118,65.6666666666667,68.26171875,66.9589285714286,65.8333333333333,65.2610441767068,65.4137931034483,65.2489626556017,65.2392177405273,66.5084832935632,66.5908469945355,65.9821428571429,65.6,65.5836341756919,65.020325203252,64.6323113756526,63.4045166458711,62.5,62.5,63.2521773555028,64.3071577382048,66.1931818181818,67.3076923076923,66.6825699745547,66.5833333333333,66.2215909090909,65.397146254459,63.5546610169492,65.2242328874902,66.1931818181818,67.6246830092984,70.5971479500891,72.1926006220063,74.8921957671958,75.3960317460318,74.4942936700918,73.1684981684982,76.0575296108291,76.953125,75.3959890207653,73.3228511530398,73.2914622065565,75.3093325683687,75,78.1658140260821,79.871632996633,82.1428571428571,83.4113190730838,85.3159448818898,84.5011697860963,85.3482260183968,85.9736103700095,84.6153846153846,88.2352941176471,86.3826995618659,87.7915483393011,91.1960964643368
"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3186558516802,76.9956755493221,78.3803306606117,79.7532656023222,80.1765650080257,80.7001795332136,81.8482638408733,83.6320191158901,84.4362745098039,84.5487231554363,86.0237794192462,86.7924528301887,85.9701492537313,85.630524965799,86.5352564102564,86.4661654135338,86.4048572381906,87.3655913978495,88.6333771353482,87.4224478285392,89.609375,91.6725434884814,92.4390907853546,89.3238434163701,94.1164705882353,95.4617834394904,96.4125560538117,97.0203421174295,98.8235294117647,99.6674057649667,101.027397260274,101.190476190476,102.789256198347,104.635711469685,105.737468237468,106.807417046194,107.478532451934,107.918607858763,109.523212198431,110.438747322133,109.987212276215,111.77931750532,113.616427432217,115.266627766613,115.634461053929,115.842777169033,117.021276595745,118.343195266272,119.68085106383,121.390013495277,122.448979591837,122.881355932203,123.830135783287,124.487228017048,125.538020086083,125.4970929099,128.40482017218,130.80121954769,131.040131040131,132.308723884811,133.840025493945,134.378010798173,134.548659550553,136.941611460713,137.043189368771,137.314755958167,138.253638253638,141.685309470544,142.072015161087
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",7,55.6944463690996,55.6531927357938,56.3414652775656,56.2422058722005,56.5984072810011,56.592039800995,56.3370892018779,56.7550505050505,55.4919638741042,55.4280670785525,55.031109221268,54.5305377200583,53.9180445722502,51.5184864762736,51.464766429137,51.0204081632653,50.6186726659168,49.9490316004077,48.7195502810743,48.6322188449848,48.4927916120577,47.9078229229836,47.6512238258654,47.4003747657714,46.9145500460375,47.7436232831916,47.6531424025457,47.7517694706468,48.3976455199477,48.702980956867,49.7509339975093,50.7972358040924,50.5050505050505,52.4582967515364,51.7903724190783,55.5946581937581,56.5610859728507,56.9793447293447,58.3333333333333,58.8947316112361,61.6402116402116,63.0914878386416,66.3082437275986,68.7757909215956,69.6806309232871,71.2671458314197,72.8718262759436,74.4416873449131,73.8630351130351,74.9354005167959,75.5409536772967,77.5193798449612,78.1841539948628,78.7234042553192,79.7975096505312,80.918351644124,81.2807881773399,81.1353546750778,80.9312638580931,82.5076452599388,82.5870646766169,84.1394954691013,84.1346153846154,84.5457043448555,86.7142771306684,86.1989649223692,87.8056195596518,88.680800484514,89.8286937901499,90.3656905956179,91.2117177097204,91.6271446824915,92.1787052459983,94.1104800540906,95.1010283240123,95.5145304339996,95.9840906257791,97.2222222222222,97.9411764705882,98.4990619136961,98.919964028777,100.903442407004,101.434930167422,102.272727272727,104.068969610636,106.382978723404,108.006265690847,109.677419354839,111.451766084707,112.926136363636,115.188583078491,117.298280546355,120.12987012987,121.304018195603,122.432859399684,124.964285714286,127.300613496933,128.5894815503,131.386861313869,132.896764252696,136.363636363636,138.61436976471,140.120444398552,142.942815620533,145.331930720968,146.703417954659,148.098901573813,148.359375,150.695517774343,151.116951379763,151.515151515152,151.580908949495
"San Diego","CA","San Diego-Carlsbad","San Diego County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.346265179607,261.353229927374,265.601038103102,269.723992405444,271.428571428571,277.884615384615,284,292.452461753932,293.981481481481,292.372881355932,297.136038186158,294.592413236481,288.156288156288,287.046046890787,285.714285714286,286.311389759666,294.013297838865,295.37037037037,301.841099638546,308.762622011359,292.166718411377,319.080866622584,319.042907345383,317.884947203533,315.695334851404,313.215117953552,317.700453857791,327.242877331484,327.359144650416,327.961575550775,327.160493827161,333.590138674884,338.235294117647,346.438474220624,346.756661991585,348.57080686264,353.598014888337,348.162674037674,345.916699918296,349.806553801413,352.220695970696,360.092592592593,363.956310679612,362.969004893964,367.152459101397,370.967741935484,369.158878504673,370.341435185185,369.318181818182,367.931835786212,373.53041695147,373.376623376623,379.645803443329,381.944444444444,383.071553228621,407.316097560976,411.781609195402,405.477855477855,404.464285714286,404.255319148936,398.936170212766,401.061691442598,402.462121212121,403.359541410851,405.48048048048,404.041570438799,408.895705521472
"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",9,53.9244419925063,55.1728284771853,55.7324840764331,55.366269165247,55.0956164207551,55.0663052682051,54.5955373217006,53.5160905840286,53.7974683544304,53.9521707254877,53.886925795053,51.9723912382111,51.8370607028754,51.2820512820513,51.0204081632653,50,50.6531204644412,50.6403415154749,50.2411575562701,50.1543209876543,50.6596771242005,49.1329479768786,47.4285714285714,46.7767295597484,45.8333333333333,46.5753424657534,46.9973890339426,47.0683728036669,47.5396825396825,48.3495539893178,48.5351369185087,47.7449994412784,47.7877077790175,49.4629921259843,49.718574108818,49.9759846301633,49.7402571943856,50.7765830346476,51.3946402349486,53.2866310840005,53.2961875545502,51.6054845469518,50.9067905135245,49.626716115916,51.6023544800523,52.8919330289193,52.0391395022301,52.4756202979591,51.3942731277533,50.0888834565264,52.0856167362561,54.2551567746718,55.5555555555556,51.6703662597114,49.9337163057888,55.065472088215,55.3077609277431,53.8258898868929,53.4305268527481,52.1321961620469,53.2687651331719,53.2687651331719,56.831119544592,58.1273752829121,59.5918367346939,59.6919127086008,60.2926123267984,62.2207299664665,63.8315602836879,64.8854961832061,65.4129190515127,67.0945157526254,65.5378963900004,65.3579676674365,67.6329292400721,69.6396928529238,71.4772284935773,74.1822429906542,76.0631719151365,76.3029957091682,77.0411127323822,77.2292993630573,78.4475639966969,79.3555392476625,81.1371412761838,83.6952468037614,84.5842211391671,86.9641114170767,91.5263023166517,92.0250022423274,92.4204950887548,95.3289712831697,96.7776577747952,97.0292909614023,98.2278610328568,100.986284824953,100.574712643678,102.362204724409,102.782819116757,105.518857706639,107.062209736847,109.316770186335,111.229709097181,111.111111111111,112.529067529068,111.67701863354,111.925383077948,113.600628930818,114.195341997456,116.45611858228,119.827586206897,123.319780426379
"Austin","TX","Austin-Round Rock","Travis County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.734734077479,148.293338381024,145.64761000389,150.037707390649,151.797509288565,159.377316530764,155.412406271302,156.771799628942,161.636918098083,161.137687248667,156.206597222222,153.199572080431,160.815338320513,160,154.95867768595,160.419373404735,163.686382393398,166.901547722793,167.564450474898,167.130919220056,165.045871559633,164.412816391881,159.568974991568,162.782693719319,162.690523525514,164.226607256525,170.419034090909,169.329073482428,173.325
