"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-04-30,274772,"Northeast Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",0,335800,-0.0135135135135135,-0.000892591490627789,0.0711323763955343,0.120284637975586,0.0655908296917089,"2019-02","2019-Q1",340800,-0.0146713615023474,"2019-01"
2019-04-30,192689,"Paradise","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",1,263200,-0.00303030303030303,0.00228484386900229,0.107278081615482,0.108438067399971,0.0502485358165228,"2006-07","2006-Q3",299100,-0.120026746907389,"2005-02"
2019-04-30,270958,"Upper West Side","NY","New York-Newark-Jersey City","New York County","New York",2,1294700,-0.0108488043395217,-0.0196122974405573,-0.0783085356303837,0.00120928711171264,0.0262464605117478,"2017-07","2017-Q3",1473600,-0.121403365906623,"2014-05"
2019-04-30,118208,"South Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3,483600,0.000206825232678387,0.00540540540540541,0.0522193211488251,0.109762724265661,0.0603695782687859,"2019-04","2019-Q2",483600,0,"2019-04"
2019-04-30,270957,"Upper East Side","NY","New York-Newark-Jersey City","New York County","New York",4,1255000,-0.00743435621638722,-0.0236502256107048,-0.0824011113548293,0.00455562933629383,0.0193520606892656,"2017-06","2017-Q2",1396900,-0.101582074593743,"2014-06"
2019-04-30,192820,"Sunrise Manor","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",5,225500,-0.00132860938883968,0.00804649083594099,0.152273888605008,0.126147919825327,0.060015172593771,"2006-09","2006-Q3",259400,-0.130686198920586,"2005-07"
2019-04-30,192796,"Spring Valley","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",6,276500,-0.0046796256299496,-0.00396253602305476,0.078393135725429,0.101524472944498,0.0527911565430681,"2006-06","2006-Q2",315400,-0.123335447051363,"2004-12"
2019-04-30,268496,"Southeast Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",7,396000,0.00558659217877095,0.0190427174472465,0.0882110469909316,0.105434431385914,0.05891524721899,"2007-04","2007-Q2",400300,-0.0107419435423432,"2007-01"
2019-04-30,194430,"East New York","NY","New York-Newark-Jersey City","Kings County","New York",8,434200,-0.00776965265082267,-0.0176470588235294,0.0623929532664546,0.0803725984697188,0.0295184413419747,"2018-12","2018-Q4",443800,-0.0216313654799459,"2018-10"
2019-04-30,112547,"Paradise Valley","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",9,342800,-0.0017472335468841,0.00498387569627675,0.0570459451125501,0.0581559072856401,0.0432357153602476,"2006-05","2006-Q2",363600,-0.0572057205720572,"2005-11"
2019-04-30,198687,"Washington Heights","NY","New York-Newark-Jersey City","New York County","New York",10,660600,-0.00736288504883546,-0.000453926463912846,0.0552715654952077,0.0519162740173524,,"2018-11","2018-Q4",671300,-0.0159392224042902,"2018-10"
2019-04-30,111818,"Deer Valley","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",11,253000,-0.0019723865877712,0.000791139240506329,0.0454545454545455,0.0745483568235243,0.043103526156822,"2006-05","2006-Q2",268000,-0.0559701492537313,"2005-11"
2019-04-30,267955,"North Mountain","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",12,216500,-0.00184416781927155,-0.00138376383763838,0.0628375061364752,0.0840714862233525,0.0513623160706569,"2006-06","2006-Q2",223300,-0.0304523063143753,"2006-02"
2019-04-30,272816,"Astoria","NY","New York-Newark-Jersey City","Queens County","New York",13,852600,0.00246913580246914,0.00211565585331453,0.0668168168168168,0.0861200869679053,0.0503461530694196,"2019-04","2019-Q2",852600,0,"2019-04"
2019-04-30,273698,"Far North","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",14,394600,-0.00579491055681532,0.00050709939148073,0.0533902829684997,0.0938337215916087,0.0534646022851215,"2019-02","2019-Q1",397100,-0.00629564341475699,"2019-02"
2019-04-30,272902,"Bedford Stuyvesant","NY","New York-Newark-Jersey City","Kings County","New York",15,797300,0.00100439422473321,-0.0147058823529412,-0.000125407574617507,0.0940800063842704,0.0652114713681731,"2018-10","2018-Q4",839700,-0.0504942241276646,"2018-04"
2019-04-30,199001,"Williamsburg","NY","New York-Newark-Jersey City","Kings County","New York",16,905400,0.00510657193605684,0.0181041268413359,0.0158195893638506,0.0415646633241817,0.0517610567506874,"2019-04","2019-Q2",905400,0,"2019-04"
2019-04-30,32059,"Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",17,878900,-0.00261007716749887,-0.00588168759190137,0.0652042176705854,0.0910812159920713,0.0559343766035316,"2019-02","2019-Q1",885200,-0.00711703569814731,"2019-01"
2019-04-30,267908,"Camelback East","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",18,336300,-0.00649926144756278,-0.00355555555555556,0.0509375,0.0867106243645126,0.0553114659511089,"2019-02","2019-Q1",339200,-0.00854952830188679,"2019-01"
2019-04-30,194737,"Flatbush","NY","New York-Newark-Jersey City","Kings County","New York",19,991700,0.00496554519659505,0.00191957971307335,0.0279879755364362,0.0900801626031857,0.0569034365562959,"2018-10","2018-Q4",1081800,-0.083287114069144,"2018-06"
2019-04-30,275473,"Southeast Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",20,135300,-0.00806451612903226,0.0112107623318386,0.142736486486486,0.157915554661645,0.0658575735846119,"2019-03","2019-Q1",136400,-0.00806451612903226,"2019-02"
2019-04-30,272734,"Alhambra","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",21,188900,-0.00369198312236287,0.00692963752665245,0.0582633053221288,0.113403486467944,0.0599806806533254,"2007-06","2007-Q2",204500,-0.0762836185819071,"2006-02"
2019-04-30,403222,"Crown Heights","NY","New York-Newark-Jersey City","Kings County","New York",22,962100,-0.00506721820062048,-0.0100833419076037,-0.0293583535108959,0.0876787086183792,0.0646755018459035,"2017-03","2017-Q1",1007200,-0.0447776012708499,"2016-09"
2019-04-30,25294,"Jamaica","NY","New York-Newark-Jersey City","Queens County","New York",23,461300,-0.000649913344887348,0.0067656045395024,0.0866902237926973,0.0670961962317598,0.0280256510644714,"2019-03","2019-Q1",461600,-0.000649913344887348,"2019-03"
2019-04-30,275237,"Roosevelt","CA","Fresno","Fresno County","Fresno",24,188100,0.00106439595529537,0.0118343195266272,0.113676731793961,0.0846448160080413,0.0437340037119065,"2006-07","2006-Q3",242300,-0.223689640940982,"2005-03"
2019-04-30,273566,"East Side","TX","El Paso","El Paso County","El Paso",25,133600,-0.00372856077554064,0.00375657400450789,0.0636942675159236,0.025666094032478,0.00643455328008646,"2007-11","2007-Q4",137100,-0.025528811086798,"2007-06"
2019-04-30,35521,"Enterprise","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",26,306900,-0.00195121951219512,0.003269042170644,0.0917822838847385,0.0845778112673119,0.0448000141602642,"2006-06","2006-Q2",359100,-0.145363408521303,"2004-11"
2019-04-30,343222,"Williamsbridge","NY","New York-Newark-Jersey City","Bronx County","New York",27,440800,0.0022737608003638,0.00639269406392694,0.081187147412313,0.0659502344198104,0.0307873004397121,"2019-04","2019-Q2",440800,0,"2019-04"
2019-04-30,270828,"East Harlem","NY","New York-Newark-Jersey City","New York County","New York",28,806100,-0.0054287476866132,-0.01128418986876,-0.0353039731929153,0.0435058791058009,0.035573972285126,"2018-05","2018-Q2",835900,-0.0356501973920325,"2017-05"
2019-04-30,274742,"North Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",29,568700,-0.0024557095246448,-0.000702864171498858,0.0324981844589688,0.0357061585029346,0.0228713589034162,"2006-03","2006-Q1",667000,-0.147376311844078,"2005-07"
2019-04-30,267971,"South Mountain","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",30,196600,-0.00405268490374873,0.00152827305145186,0.0970982142857143,0.118911094726647,0.0606592316738659,"2007-01","2007-Q1",207200,-0.0511583011583012,"2006-04"
2019-04-30,273565,"East San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",31,742300,-0.0130301821566281,-0.0387205387205387,-0.0092098238120662,0.0918822749485306,0.0735657793508835,"2018-10","2018-Q4",785200,-0.054635761589404,"2018-03"
2019-04-30,193587,"Bushwick","NY","New York-Newark-Jersey City","Kings County","New York",32,758300,-0.00276170436612309,0.0145838908215146,-0.0408550467998988,0.118021754196795,0.0726965232695431,"2018-03","2018-Q1",790800,-0.0410976226605969,"2017-09"
2019-04-30,194379,"East Flatbush","NY","New York-Newark-Jersey City","Kings County","New York",33,522000,-0.00381679389312977,-0.00835866261398176,0.0404624277456647,0.0770837564538307,0.0322861985297875,"2018-11","2018-Q4",534500,-0.0233863423760524,"2018-09"
2019-04-30,275456,"South Side","TX","Corpus Christi","Nueces County","Corpus Christi",34,183400,0.000545553737043099,-0.00163309744148067,0.0138197899391929,0.0426997754767513,0.0252663653747514,"2018-10","2018-Q4",184800,-0.00757575757575758,"2018-08"
2019-04-30,28380,"Alief","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",35,143500,-0.0117079889807163,-0.0103448275862069,0.058259587020649,0.107823797098342,0.0443279350866685,"2019-02","2019-Q1",145800,-0.0157750342935528,"2018-11"
2019-04-30,10957,"Corona","NY","New York-Newark-Jersey City","Queens County","New York",36,533900,0.00187652467629949,0.00319428786170613,-0.000561587420441782,0.0749379513577781,0.0445127815880133,"2018-10","2018-Q4",542200,-0.0153080044264109,"2018-04"
2019-04-30,273555,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby County","Memphis",37,128200,-0.00155763239875389,0.0190779014308426,0.108996539792388,0.0967189127632146,0.0278574944869159,"2019-03","2019-Q1",128400,-0.00155763239875389,"2019-03"
2019-04-30,270945,"Sunset Park","NY","New York-Newark-Jersey City","Kings County","New York",38,525000,-0.00868580060422961,-0.0265158538846653,-0.0445859872611465,0.0787987069629534,0.0432426727330277,"2018-06","2018-Q2",551900,-0.0487407138974452,"2018-03"
2019-04-30,273088,"Bullard","CA","Fresno","Fresno County","Fresno",39,290300,0.000689417442261289,0.00833622785689475,0.0382689556509299,0.0519100994685995,0.0294819138297,"2006-04","2006-Q2",351800,-0.174815235929505,"2004-12"
2019-04-30,275501,"Southwest Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",40,195000,-0.00408580183861083,0.015625,0.126516464471404,0.161359246556275,0.0728789631706992,"2019-03","2019-Q1",195800,-0.00408580183861083,"2019-03"
2019-04-30,193406,"Borough Park","NY","New York-Newark-Jersey City","Kings County","New York",41,904900,0.00488617434758468,0.0244537529718103,0.0674767016633243,0.0833487314360333,0.0556306061748912,"2019-04","2019-Q2",904900,0,"2019-04"
2019-04-30,193285,"Bensonhurst","NY","New York-Newark-Jersey City","Kings County","New York",42,812700,0.00320948031107271,0.0135944125717136,0.0202108963093146,0.060068684925809,0.0505968716409082,"2019-04","2019-Q2",812700,0,"2019-04"
2019-04-30,276246,"Central City","TX","Corpus Christi","Nueces County","Corpus Christi",43,76700,-0.0038961038961039,-0.0166666666666667,-0.0303413400758533,0.0388221979176044,0.0118149661267908,"2018-05","2018-Q2",79700,-0.0376411543287327,"2017-12"
2019-04-30,276652,"West San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",44,1495400,-0.0149529016533825,-0.0487277353689567,-0.0664252715694843,0.0972779819984251,0.0791553641831981,"2018-06","2018-Q2",1633000,-0.0842620943049602,"2017-12"
2019-04-30,403223,"Elmhurst","NY","New York-Newark-Jersey City","Queens County","New York",45,553600,0.00180962721679334,0.00217233888486604,0.00948212983223924,0.0693015075315566,0.0389195505162936,"2018-09","2018-Q3",571400,-0.0311515575778789,"2018-06"
2019-04-30,273527,"East","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",46,164300,-0.0114320096269555,-0.000608272506082725,0.119972733469666,0.145784248166483,0.0687548177212285,"2019-02","2019-Q1",166500,-0.0132132132132132,"2019-01"
2019-04-30,275454,"South Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",47,353200,-0.0106442577030812,-0.00981216708718811,0.0693309112927642,0.0777515001204376,0.0535186458719654,"2019-02","2019-Q1",358700,-0.0153331474770003,"2018-12"
2019-04-30,276215,"Blossom Valley","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",48,955700,-0.0156555772994129,-0.0454454654414702,-0.032985935444703,0.0777340166068679,0.0658037127387598,"2018-10","2018-Q4",1021800,-0.0646897631630456,"2018-02"
2019-04-30,276476,"North Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",49,465700,-0.000643776824034335,0.000214776632302405,0.029171270718232,0.0747267125111626,0.0527569176452931,"2019-03","2019-Q1",466000,-0.000643776824034335,"2019-02"
2019-04-30,269592,"Logan Square","IL","Chicago-Naperville-Elgin","Cook County","Chicago",50,347700,-0.0113733295422235,-0.00827153451226469,0.0017286084701815,0.0815941627970977,0.0315338535953977,"2019-02","2019-Q1",352700,-0.0141763538417919,"2018-12"
2019-04-30,403131,"Sheepshead Bay","NY","New York-Newark-Jersey City","Kings County","New York",51,781900,-0.00293292527416475,-0.00306005355093714,-0.0021694742215416,0.07041655774363,0.0481197085439178,"2018-10","2018-Q4",794800,-0.0162304982385506,"2018-04"
2019-04-30,343217,"South Bronx","NY","New York-Newark-Jersey City","Bronx County","New York",52,394900,-0.0217983651226158,-0.0498075072184793,0.034311157674175,0.0806136968306843,0.0357990043787275,"2018-11","2018-Q4",421400,-0.0628856193640247,"2018-07"
2019-04-30,343205,"Soundview","NY","New York-Newark-Jersey City","Bronx County","New York",53,403300,-0.00395159298592245,-0.0270205066344994,0.0135712490575521,0.0631005786485728,0.0294842066531085,"2018-12","2018-Q4",415500,-0.0293622141997593,"2018-10"
2019-04-30,118987,"Willow Glen","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",54,1279100,-0.0135729158633454,-0.0439494730547874,-0.0375470278404816,0.0896665477785159,0.070318045660841,"2018-09","2018-Q3",1369900,-0.0662822103803197,"2018-02"
2019-04-30,275467,"Southeast","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",55,212000,0.00047192071731949,0.0119331742243437,0.0866222450025628,0.096581439242567,0.0503634197516387,"2019-04","2019-Q2",212000,0,"2019-04"
2019-04-30,193640,"Canarsie","NY","New York-Newark-Jersey City","Kings County","New York",56,482300,-0.00842927631578947,-0.00618174325159695,0.0558231173380035,0.0579546244695208,0.0285409513994344,"2019-02","2019-Q1",488300,-0.0122875281589187,"2018-11"
2019-04-30,273480,"Downtown","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",57,882800,-0.0137414813987264,-0.0385536920060989,0.00215688500397321,0.0994187012284176,0.0723091190653735,"2018-10","2018-Q4",935300,-0.0561317224419972,"2018-05"
2019-04-30,274514,"Mid City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",58,1067300,-0.00252336448598131,-0.0174905643008377,0.030908915290254,0.0903056543628757,0.0640825193955594,"2018-12","2018-Q4",1086900,-0.0180329377127611,"2018-09"
2019-04-30,271511,"Northwest","TX","El Paso","El Paso County","El Paso",59,203400,0.00394866732477789,0.00345337937839171,0.0195488721804511,0.0200284019511399,0.00694436076664906,"2018-10","2018-Q4",204400,-0.00489236790606654,"2018-10"
2019-04-30,41466,"Van Nuys","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",60,580800,-0.00308959835221421,-0.00667008722421755,0.030335284725918,0.0718714151752082,0.057139161554409,"2019-01","2019-Q1",584700,-0.00667008722421755,"2018-09"
2019-04-30,275090,"Preston Hollow","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",61,413500,-0.0133619661178716,-0.00265315967197299,0.0578152980301867,0.109812035544937,0.0620865501479464,"2019-02","2019-Q1",420200,-0.0159447881960971,"2019-01"
2019-04-30,270875,"Lower East Side","NY","New York-Newark-Jersey City","New York County","New York",62,932900,-0.0131175288268275,-0.0281279299927076,-0.0733088308334161,0.0359716847295106,0.0338722343551536,"2017-10","2017-Q4",1018600,-0.0841350873748282,"2017-01"
2019-04-30,273652,"Estrella","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",63,211700,0.00236742424242424,0.0168107588856868,0.0889917695473251,0.0920562291445517,0.063666485273111,"2006-06","2006-Q2",243000,-0.12880658436214,"2005-08"
2019-04-30,41131,"Sun Valley","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",64,554900,-0.00233728874505574,-0.00233728874505574,0.0368086696562033,0.0829150136253305,0.0541449730255186,"2019-02","2019-Q1",557200,-0.00412778176597272,"2019-01"
2019-04-30,33183,"Northridge","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",65,706500,0.000141562853907135,0.000708215297450425,0.0110188895248998,0.0583365172576569,0.0417341660936505,"2006-07","2006-Q3",717000,-0.0146443514644351,"2006-04"
2019-04-30,18131,"Flushing","NY","New York-Newark-Jersey City","Queens County","New York",66,733400,-0.00461454940282302,-0.00299075584556824,0.0567723342939481,0.0749815255102528,0.0553828012461823,"2019-02","2019-Q1",737700,-0.00582892774840721,"2019-01"
2019-04-30,15046,"Alafaya","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",67,291400,0.000686813186813187,0.00830449826989619,0.0580973129992738,0.0715145283583563,0.0389803088890019,"2006-08","2006-Q3",332200,-0.122817579771222,"2005-12"
2019-04-30,27182,"South Ozone Park","NY","New York-Newark-Jersey City","Queens County","New York",68,497900,-0.000200803212851406,0.00789473684210526,0.03685964181591,0.0615221165992734,0.0317069967057197,"2019-03","2019-Q1",498000,-0.000200803212851406,"2019-03"
2019-04-30,267900,"Ahwatukee Foothills","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",69,330400,-0.000907166616268521,0.0048661800486618,0.0515595162316996,0.0402795728920204,0.0331304585703305,"2006-04","2006-Q2",374500,-0.117757009345794,"2005-09"
2019-04-30,34213,"Sylmar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",70,518700,-0.00192418703097941,-0.00288350634371396,0.0267220902612827,0.0693795702063023,0.0476346376397005,"2006-10","2006-Q4",538800,-0.0373051224944321,"2006-04"
2019-04-30,113886,"Boyle Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",71,446200,0.0045024763619991,0.00995925758261657,0.0656794841175066,0.0989351557325555,0.0559412397123613,"2019-04","2019-Q2",446200,0,"2019-04"
2019-04-30,275950,"West","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",72,220800,-0.000452693526482571,0.0114521300961979,0.0898321816386969,0.0972912614134911,0.0503508035013844,"2019-03","2019-Q1",220900,-0.000452693526482571,"2019-03"
2019-04-30,46795,"North Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",73,651800,-0.00290653204834022,-0.00851840584119258,0.0594928478543563,0.0875086148746325,0.0584863610874686,"2019-01","2019-Q1",657400,-0.00851840584119258,"2018-11"
2019-04-30,54300,"San Pedro","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",74,619300,0.000646307965745678,0.00194143342501213,0.0167460187161386,0.0576233862164528,0.0342096747727989,"2006-06","2006-Q2",622900,-0.00577941884732702,"2006-04"
2019-04-30,274756,"North Valley","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",75,956100,-0.0151421508034611,-0.0444733160103938,-0.0158517756047349,0.100357171275131,0.0781541335592979,"2018-10","2018-Q4",1012800,-0.0559834123222749,"2018-03"
2019-04-30,115003,"Evergreen","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",76,1062200,-0.0135586924219911,-0.0419410119960314,-0.0280014641288433,0.0745891701847723,0.0611373941141995,"2018-10","2018-Q4",1135600,-0.0646354350123283,"2018-02"
2019-04-30,268236,"Koreatown","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",77,627200,-0.0050761421319797,-0.0118166062706791,0.0251716247139588,0.0594491599037152,0.0397582593189671,"2019-01","2019-Q1",634700,-0.0118166062706791,"2018-11"
2019-04-30,48570,"Woodland Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",78,810300,-0.00466773123694878,-0.0142335766423358,0.00984546360917248,0.0442386267867647,0.0380091074154578,"2019-01","2019-Q1",822000,-0.0142335766423358,"2018-07"
2019-04-30,403553,"Eldridge - West Oaks","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",79,251700,-0.00749211356466877,-0.00866482867270579,-0.0125539427226363,0.0627087645056241,0.0369545151055042,"2018-08","2018-Q3",255000,-0.0129411764705882,"2018-02"
2019-04-30,27080,"Sherman Oaks","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",80,960200,0.00198267765835333,0.00313414124529879,0.0256355479598376,0.0574821685893891,0.0505142896835673,"2019-04","2019-Q2",960200,0,"2019-04"
2019-04-30,40215,"Pacoima","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",81,463000,-0.00172488141440276,-0.00150959672201855,0.0320998662505573,0.0747379616531123,0.0554503558305521,"2006-10","2006-Q4",493600,-0.0619935170178282,"2006-03"
2019-04-30,196538,"Murray Hill","NY","New York-Newark-Jersey City","Queens County","New York",82,907200,0.00287419854079151,0.011258499609854,0.0423991726990693,0.0680327724317453,0.046182824241537,"2019-04","2019-Q2",907200,0,"2019-04"
2019-04-30,270318,"North Raleigh","NC","Raleigh","Wake County","Raleigh",83,307300,0.00293733681462141,0.0111878907535373,0.0513171399247349,0.0570088276369747,0.0284188647082957,"2019-04","2019-Q2",307300,0,"2019-04"
2019-04-30,343228,"Southwest","CA","San Diego-Carlsbad","San Diego County","Chula Vista",84,477400,-0.00229885057471264,-0.00417188151856487,0.0244635193133047,0.0661314902342776,0.0565543632754717,"2006-07","2006-Q3",482100,-0.00974901472723501,"2006-03"
2019-04-30,37739,"Canyon Country","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",85,517300,-0.00346753997303024,-0.00710172744721689,0.00838206627680312,0.0567702131711594,0.041490529617616,"2006-07","2006-Q3",545400,-0.0515218188485515,"2005-12"
2019-04-30,116625,"Mira Mesa","CA","San Diego-Carlsbad","San Diego County","San Diego",86,610300,-0.000163826998689384,0.00229922811627525,0.0377486821969053,0.0612369696831636,0.0537935163533543,"2019-03","2019-Q1",610400,-0.000163826998689384,"2019-03"
2019-04-30,118872,"West Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",87,575300,-0.002081526452732,-0.0050155655482532,0.0238476597259299,0.0590152985952654,0.0467513273513946,"2006-07","2006-Q3",584800,-0.0162448700410397,"2006-04"
2019-04-30,273757,"Forest Hills","NY","New York-Newark-Jersey City","Queens County","New York",88,932100,0.00996857731065121,0.0198030634573304,0.0363575717144763,0.0606157000227836,0.0454021656751931,"2019-04","2019-Q2",932100,0,"2019-04"
2019-04-30,273348,"Cordova-Appling","TN","Memphis","Shelby County","Memphis",89,165300,0.00242571255306246,0.0134886572654813,0.076171875,0.0643819391209492,0.0254233167689271,"2019-04","2019-Q2",165300,0,"2019-04"
2019-04-30,343868,"Northwest Raleigh","NC","Raleigh","Wake County","Raleigh",90,314400,0.00127388535031847,0.00833867864015394,0.0664857530529172,0.049268932588862,0.0260951299720855,"2019-04","2019-Q2",314400,0,"2019-04"
2019-04-30,48200,"Valencia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",91,575400,-0.00346380325597506,-0.00673226307612636,-0.00121506682867558,0.0491362004283273,0.0349015746917929,"2006-06","2006-Q2",602200,-0.0445034872135503,"2005-11"
2019-04-30,276023,"Westlake","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",92,646100,-0.00722188076213891,-0.0162911084043849,0.016839785961599,0.0842872316470267,0.056248352108712,"2018-11","2018-Q4",661600,-0.0234280532043531,"2018-09"
2019-04-30,40548,"Reseda","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",93,538100,-0.0025949953660797,-0.00536044362292052,0.0247571891068368,0.0635680082068473,0.0526251581118982,"2006-08","2006-Q3",541700,-0.00664574487723832,"2006-06"
2019-04-30,275173,"Ridgewood","NY","New York-Newark-Jersey City","Queens County","New York",94,704300,-0.0212618121178432,-0.0644261424017003,-0.0567831793223517,0.0984046306482176,0.0583902680034105,"2018-09","2018-Q3",809100,-0.129526634532196,"2018-03"
2019-04-30,232166,"Clear Lake","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",95,232300,-0.000860215053763441,0.00258955545964609,0.0516070620190131,0.0738220841095045,0.0441545536729626,"2019-03","2019-Q1",232500,-0.000860215053763441,"2019-03"
2019-04-30,271326,"Central Southwest","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",96,138700,-0.0156139105748758,-0.00502152080344333,0.0768633540372671,0.104713795100849,0.0439675326944839,"2019-02","2019-Q1",141300,-0.0184005661712668,"2019-01"
2019-04-30,271503,"Northeast","TX","El Paso","El Paso County","El Paso",97,103300,-0.0133715377268386,-0.0038572806171649,0.0497967479674797,0.0288651628890624,0.00915729243148,"2019-02","2019-Q1",104800,-0.0143129770992366,"2019-01"
2019-04-30,403169,"West Rogers Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",98,209400,0.00383509108341323,0.0294985250737463,0.0464767616191904,0.097848442912027,-0.000476304773561087,"2007-04","2007-Q2",268800,-0.220982142857143,"2003-11"
2019-04-30,270829,"East Village","NY","New York-Newark-Jersey City","New York County","New York",99,1297100,-0.0110551997560232,-0.0213520446657613,-0.0628567300050574,0.0321099025265341,0.0302740476662799,"2017-02","2017-Q1",1433000,-0.0948360083740405,"2015-12"
2019-04-30,275424,"South Dorchester","MA","Boston-Cambridge-Newton","Suffolk County","Boston",100,511500,-0.0129293708992667,-0.0102554179566563,0.0721022846363446,0.102301126915485,0.0714179020181915,"2019-02","2019-Q1",520700,-0.0176685231419243,"2018-12"
2019-04-30,197044,"Park Slope","NY","New York-Newark-Jersey City","Kings County","New York",101,1262600,0.000158428390367554,0.00461489497135582,-0.0708661417322835,0.0548381506159816,0.0486184358321495,"2018-02","2018-Q1",1372500,-0.0800728597449909,"2016-02"
2019-04-30,273973,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby County","Memphis",102,116900,-0.00170794192997438,0.0182926829268293,0.113333333333333,0.0942880275220557,0.0604498022462634,"2019-03","2019-Q1",117100,-0.00170794192997438,"2019-03"
2019-04-30,403558,"South Belt - Ellington","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",103,174800,-0.00342075256556442,0.00691244239631336,0.0613236187006679,0.0774149272703641,0.0377277151399817,"2019-03","2019-Q1",175400,-0.00342075256556442,"2019-02"
2019-04-30,13176,"Panorama City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",104,478400,0.000627483790002092,-0.00333333333333333,0.04340239912759,0.0757329194999223,0.0545377810680372,"2006-09","2006-Q3",496300,-0.0360668950231715,"2006-04"
2019-04-30,274117,"Jackson Heights","NY","New York-Newark-Jersey City","Queens County","New York",105,554300,-0.0101785714285714,-0.00663082437275986,0.0206223531577978,0.0878685880192513,0.0395194239042038,"2018-08","2018-Q3",573600,-0.0336471408647141,"2018-06"
