"RegionName","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Tallahassee","FL","Tallahassee","Leon County",66,,,,,,,,,,,,,0.748655913978495,0.779513888888889,0.812883435582822,0.826650215916101,0.806683952751369,0.740327380952381,0.721524616752995,0.71841155234657,0.736378205128205,0.748655913978495,0.712313120806054,0.752846790890269,0.783280367231638,0.77779314159292,0.757971317181844,0.760604204396151,0.76499694002448,0.733752620545073,0.733752620545073,0.724281144526354,0.710227272727273,0.728720420236638,0.748697916666667,0.772217428817947,0.745065789473684,0.755693581780538,0.740131578947368,0.759396853146853,0.725304795141407,0.7421875,0.734681302847609,0.740740740740741,0.762896629877808,0.803866832092639,0.781893004115226,0.804375804375804,0.805462341536167,0.805369127516778,0.799418604651163,0.789473684210526,0.801545630904184,0.801282051282051,0.793269230769231,0.760649087221095,0.793333333333333,0.795454545454545,0.8,0.804384203480589,0.808080808080808,0.801260477149279,0.801260477149279,0.806451612903226,0.809916703476999,0.811688311688312,0.824742268041237,0.771739130434783,0.85,0.811184210526316,0.855839170258621,0.8,0.804093567251462,0.842424242424242,0.876010781671159,0.867543316831683,0.89622641509434,0.902681626482056,0.884146341463415,0.886243386243386,0.89622641509434,0.85,0.834364686468647,0.843023255813954,0.83539603960396,0.883095662507427,0.892061620245582,0.896138613861386,0.87799043062201,0.87255650010367,0.89345584009196,0.916307471264368,0.913142857142857,0.913142857142857,0.915948275862069,0.915116995073892,0.892857142857143,0.916666666666667,0.916307471264368
"Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",67,,,,,,,,,,,,,,,,,,,,,,,,0.70453060518793,0.739773716275022,0.766983199415632,0.776053215077605,0.786991923629577,0.793026028954184,0.809464508094645,0.803702730434172,0.779359430604982,0.76593137254902,0.761966191050881,0.762375041894067,0.762599469496021,0.771428571428571,0.764957264957265,0.768716577540107,0.771929824561403,0.770261929325962,0.771128932757557,0.777432194371891,0.789473684210526,0.776378896882494,0.787896487797445,0.785187462926131,0.783536585365854,0.787965616045845,0.80040187541862,0.830094392004442,0.811554430667728,0.820420811877266,0.835471166353519,0.836942425309808,0.836756331435125,0.843249886994459,0.821558471852645,0.848765432098765,0.84005376344086,0.846844413816224,0.861361771944217,0.818284424379233,0.874576380913779,0.886535970725451,0.855920114122682,0.824713823725681,0.807081804671695,0.786575773466177,0.804347826086957,0.829558393472972,0.82890893196017,0.83654797486202,0.861703546890356,0.864980071832864,0.8708168520005,0.893102999711347,0.89153804393459,0.891498061832278,0.913064744616673,0.940128649183573,0.9,0.840403230700761,0.9,0.84769065302975,0.939180392822777,0.895079089346605,0.860406091370558,0.909090909090909,0.938967136150235,0.956819414316703,1,0.963187600621644,0.961713835064311,0.933311969050475,0.941676792223572,0.949036086084694,1.00585178710179,1.00585178710179
"Lincoln","NE","Lincoln","Lancaster County",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87890625,0.823682321029678,0.809151785714286,0.824175824175824,0.851197982345523,0.868571428571429,0.88117721120554,0.825995196856124,0.827814569536424,0.886363636363636,0.86554915703168,0.887353878852285,0.900939368061486,0.844323703121818,0.874172645221014,0.846666666666667,0.862086845032713,0.9375,0.921551296664799,0.874172645221014,0.888796119592875,0.923259647081637,0.941170826651315,0.9375
"Reno","NV","Reno","Washoe County",69,0.722222222222222,0.703921568627451,0.707107843137255,0.75021815008726,0.752906976744186,0.75043630017452,0.764615384615385,0.755769230769231,0.786742424242424,0.74875,0.769230769230769,0.770893923159345,0.785457809694794,0.770703125,0.774507226655121,0.776909722222222,0.764944275582573,0.767878414021952,0.831005586592179,0.833333333333333,0.819672131147541,0.826086956521739,0.807319698600646,0.826388888888889,0.808333333333333,0.874313186813187,0.813953488372093,0.819476744186046,0.8125,0.834735576923077,0.888021675833064,0.857142857142857,0.846845374305329,0.86367337164751,0.826666666666667,0.83547557840617,0.87859649122807,0.88,0.854885057471264,0.836021505376344,0.869565217391304,0.854753941710463,0.863354037267081,0.8975,0.88339222614841,0.84696261682243,0.885416666666667,0.867543859649123,0.902380952380952,0.921052631578947,0.964912280701754,0.926526315789474,0.921052631578947,0.932400932400932,0.895,0.932885906040268,0.932,0.978113991928008,0.978336827393431,0.958333333333333,0.952430555555556,0.954861111111111,0.958333333333333,0.958333333333333,1,1.07056936647955,1.04598308668076,0.976602564102564,1.02813852813853,1.04651162790698,1.03183315038419,1.04545454545455,1.13452380952381,1.07888155262105,1.12441536847347,1.20403029721342,1.18181818181818,1.16641028617867,1.17107942973523,1.25786163522013,1.3,1.2964488201042,1.29257164888832,1.33215811965812,1.31151457238414,1.30434782608696,1.29954682779456,1.25,1.39411027568922,1.38020833333333,1.43352004716981,1.41904761904762,1.4,1.35505828114127,1.38260869565217,1.42045454545455,1.4312656641604,1.43181003584229,1.45833333333333
"Spokane","WA","Spokane-Spokane Valley","Spokane County",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.813636363636364,0.812903225806452,0.769230769230769,0.833333333333333,0.801613611707271,0.799885321100917,0.803118279569892,0.86022367194781,0.875,0.876847290640394,0.914522058823529,0.935294117647059,0.935272958104105,0.969479306738383,0.910215996929993,0.908667287977633,0.951859956236324,0.963768115942029,0.951859956236324,0.963768115942029,0.944584382871537,1.06923076923077,0.957317073170732,1.0225202082477,0.997727272727273,0.935555555555555,0.893213572854291
"Lubbock","TX","Lubbock","Lubbock County",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.716981132075472,0.707184597851652,0.705882352941177,0.688622754491018,0.691360079262487,0.712750716332378,0.650239561943874,0.728785383113714,0.768424940898345,0.771527777777778,0.740502253702511,0.763358778625954,0.776531492666091,0.737464187674566,0.709190889582521,0.710227272727273,0.701577253218884,0.71762349799733,0.714285714285714,0.728355153902599,0.729197080291971,0.752256770310933
"Jersey City","NJ","New York-Newark-Jersey City","Hudson County",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44276711404819,2.42424242424242,2.29980289093298,2.25204918032787,1.93683862433862,2.04166666666667,1.96666666666667,1.875,2.18181818181818,2.32888229475767,2.35705485775906,2.15469613259669,2.3,2.17109806629834,2.14401473296501,2.33808567603748,2.13333333333333,2.13333333333333,2.03703703703704,2.2,2.2,2.15833333333333,1.92307692307692,1.89,1.9599358974359,2.27272727272727,2.42163479565054,2.4023713903232,2.23134328358209,2.37558567603748,2.375,2.45,2.49045126441961,2.35297929305876,2.57587253414264,2.22,2.12019230769231,2.14285714285714,2.25,2.40421839642835,2.38216064580774,2.24224262059035,2.45454545454545,2.30384615384615,2.33333333333333,2.20869565217391,2.38235294117647,2.47227138643068,2.375,2.25162766765288,2.18376623376623,2.18181818181818,2.11538461538462,2.09,2.07692307692308,2.07916666666667,2.11842617841839,2.072,1.99230769230769,1.99230769230769,2.03846153846154,2.03846153846154,2.04307692307692,2.07692307692308
"Buffalo","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",73,,,,,,,,,,,,,,,,,,,0.280578511204483,0.308496133496133,0.302706552706553,0.302706552706553,0.270562770562771,0.270639200723946,0.290128108515448,0.284290738569754,0.291652866526952,0.301556420233463,0.297029702970297,0.311769290724864,0.331254871395168,0.331254871395168,0.359359196647883,0.393586005830904,0.361909319033085,0.34670546159153,0.34670546159153,0.347222222222222,0.353243416827232,0.347648785148785,0.372340425531915,0.340909090909091,0.337311883757135,0.337544132950232,0.347992793114744,0.3384580812067,0.337136929460581,0.34352777096616,0.343106674984404,0.348504691461103,0.354898139331905,0.356143610346398,0.354855923159018,0.344952795933188,0.333333333333333,0.34773101076555,0.351707175925926,0.377145669403337,0.380228136882129,0.379846211298208,0.355232403466099,0.403642969443698,0.384615384615385,0.393120393120393,0.413223140495868,0.43355063641798,0.403779177473138,0.364437237836539,0.389066761795367,0.388878894068813,0.37398562744939,0.383239351300367,0.381944444444444,0.396825396825397,0.412652869960669,0.412912912912913,0.410061245378497,0.418679549114332,0.420314412798814,0.425925925925926,0.407166123778502,0.393258426966292,0.397584339400863,0.408163265306122,0.419463612079051,0.418994413407821,0.431034482758621,0.418994413407821,0.427827380952381,0.428571428571429,0.423590746171391,0.420454545454545,0.417449384262158,0.41100221308884,0.400641025641026,0.410353535353535,0.427259152163039,0.423105224429728,0.42989417989418
"Saint Petersburg","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22727272727273,1.29166666666667,1.46761133603239,1.41351986654534,1.26666666666667,1.34837429595494,1.31388888888889,1.32777777777778,1.40957446808511,1.3526455026455,1.39654435035497,1.33779264214047,1.33333333333333,1.34178433889602,1.35833333333333,1.41666666666667,1.47006070640177,1.55738118292585,1.5,1.33333333333333,1.3015873015873,1.32191780821918,1.30488782051282,1.4187866927593,1.48942307692308,1.45833333333333,1.52352941176471,1.49484536082474,1.49583333333333,1.55555555555556
"Pensacola","FL","Pensacola-Ferry Pass-Brent","Escambia County",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.770509977827051,0.75,0.75,0.774143877802414,0.779245918618741,0.801391829617636,0.834797297297297,0.806451612903226,0.856629294129294,0.910194174757282,0.916666666666667,0.833333333333333,0.845539579468151,0.841836734693878,0.815055031446541,0.8125,0.844203974883212,0.883838383838384,0.902810534591195,0.958333333333333,0.924180483004012,0.914810355207706,0.841666666666667,0.884955752212389,0.840973690792915,0.847749391727494,0.947019867549669
"Madison","WI","Madison","Dane County",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27272727272727,1.2680412371134,1.1937962962963,1.15,1.1191741838488,1.11464968152866,1.09974661339051,1.11464968152866,1.19266055045872,1.09825268817204,1.20901639344262,1.23260869565217,1.25,1.195,1.17
"Norfolk","VA","Virginia Beach-Norfolk-Newport News","Norfolk City",77,,,,,,,,,0.741666666666667,0.773142820611175,0.777777777777778,0.813858695652174,0.795138888888889,0.8125,0.833333333333333,0.803374908290536,0.79671656204732,0.737671882408724,0.8,0.822478991596639,0.825,0.804411764705882,0.796196513470681,0.825,0.813636363636364,0.8125,0.841319444444445,0.861590038314176,0.857142857142857,0.875,0.882843137254902,0.891025641025641,0.909090909090909,0.93422102579154,0.917948717948718,0.913392857142857,0.913392857142857,0.930489646246764,0.946428571428571,0.953333333333333,0.927155225726654,0.9375,0.920276325616131,0.916666666666667,0.924058094312105,0.903055555555556,0.916666666666667,0.894988066825776,0.892243171021378,0.908613445378151,0.916666666666667,0.936397058823529,0.93984962406015,0.9375,0.902160101651842,0.913342368445649,0.902777777777778,0.876893939393939,0.869915069686411,0.86875,0.824742268041237,0.818014705882353,0.864269141531323,0.900625,0.871839581517001,0.87375,0.9,0.883333333333333,0.889400036583135,0.898717948717949,0.90625,0.90581191588785,0.872020075282309,0.866666666666667,0.888888888888889,0.882352941176471,0.903333333333333,0.877403846153846,0.903225806451613,0.869343370974488,0.9,0.885714285714286,0.904959643160578,0.89902850772416,0.907258064516129,0.929824561403509,0.9375,0.934278350515464,0.934278350515464,0.912698412698413,0.908571428571429,0.909375,0.883333333333333,0.897003745318352,0.933285008591065,0.935483870967742,0.934786234081261,0.941115656789031,0.944444444444444
"Boise","ID","Boise City","Ada County",78,,,,,,0.648048642533937,0.653846153846154,0.659090909090909,0.64441170388751,0.63,0.675,0.642857142857143,0.65,0.657894736842105,0.66010101010101,0.677852595494613,0.670055452865065,0.672043010752688,0.675675675675676,0.661111111111111,0.659090909090909,0.659090909090909,0.657894736842105,0.659090909090909,0.695,0.695,0.695,0.684210526315789,0.703441295546559,0.733333333333333,0.733333333333333,0.761480908152735,0.760952380952381,0.772230889235569,0.772230889235569,0.769242148552493,0.75647014604811,0.75647014604811,0.758791944006039,0.771504237288136,0.795,0.821428571428571,0.795,0.795,0.800725806451613,0.79656862745098,0.815789473684211,0.823214285714286,0.814144736842105,0.801911764705882,0.815789473684211,0.804655870445344,0.784632034632035,0.815789473684211,0.825,0.833333333333333,0.895,0.895,0.875,0.895,0.85,0.848758865248227,0.893928571428571,0.814144736842105,0.894736842105263,0.895,0.894736842105263,0.854426253259925,0.895,0.825,0.895,0.873081450094162,0.895,0.899497487437186,0.895416666666667,0.921052631578947,0.894736842105263,0.924764890282132,0.95,0.904545454545455,0.925,0.925750517598344,0.951086956521739,0.965,0.965223577235772,0.95,0.975,0.964494410569106,0.975,0.995,0.994444444444444,1.03648424543947,1.03846153846154,1.03734439834025,1.03734439834025,1.03645833333333,1.03648424543947,1.05,1.04563354363828
"Laredo","TX","Laredo","Webb County",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.950570342205323,0.97,1,1,1,1,0.98,0.988593155893536,0.988593155893536,0.96958174904943,0.96958174904943,0.973684210526316,0.96958174904943,0.96958174904943,0.950570342205323,0.950570342205323,0.950570342205323,0.950570342205323,0.950570342205323,0.995,1,1.00162866449511,1.008,1.008,1.008,1.008,1.01025,1.008,1.008
