"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"California",1,210.104211236585,213.913415254732,215.51724137931,218.470524228424,219.435736677116,219.594594594595,217.01180296789,215.930676619572,210.481099656357,206.395348837209,202.16197368917,194.754464285714,191.666666666667,190.109292881032,191.116642648479,190.765858650659,194.319880418535,193.246834170384,190.77254371428,189.79057591623,187.832898172324,186.060248080331,181.364014521252,178.104575163399,177.130180498135,178.90262906233,179.358530603024,183.379855715686,186.402412280702,190.311418685121,193.443482835741,195.598583229466,196.264212236058,197.349125775522,198.243626062323,195.014662756598,197.716960580566,209.95145631068,218.189768255356,228.075517661389,239.704393334275,244.755244755245,249.643366619116,248.613678373383,250,248.028045574058,242.379766225028,237.90684559312,235.215352582032,240.680315923824,248.565965583174,255.131964809384,259.646592138478,260.954401366449,260.618390202023,258.792575682581,254.527806900438,252.287066246057,251.184834123223,238.095238095238,242.199612403101,245.974955277281,250.297154100621,254.62962962963,260.291989288035,264.627205463859,261.083743842365,266.201082884414,266.922094508301,266.120777891505,264.219830899308,261.60409556314,261.077232132683,267.625899280576,274.218321448162,280.701754385965,284.534014663021,288.235294117647,289.425287356322,287.730061349693,287.928202028648,287.524716217398,284.318558506787,278.728720115745,280.348224773597,285.992773672957,295.508274231679,301.541554959786,301.369863013699,302.407407407407,301.793797968234,300.589932347155,301.366273225927,302.013422818792,300.420673076923,294.864942961425,294.956140350877,302.199436494499,308.830765976878,313.565604151223,315.830080435297,318.998109640832,318.861454046639,317.160686427457,318.700114025085,319.229534510433,316.825396825397,310.970336873898,310.08174386921,315.494315440661,321.469575200918,326.086956521739
"Texas",2,85.4879594423321,85.8895437550048,86.3715277777778,86.6775336019408,86.6334375225844,86.3821138211382,85.7006673021926,85.291277759897,85.1756756756757,84.827284652383,84.6308682822141,83.6520076481836,83.1438771629938,83.0692621095518,83.5106776116117,83.6266004151043,84.1387989931679,84.1582491582492,83.9015151515152,83.4897850784921,82.8630899106537,83.1066286015711,82.9562594268477,82.9977364185111,83.1653225806452,83.6400247831475,84.1729323308271,85.1534500262987,85.7090643274854,85.972850678733,85.4002488593944,85.4605263157895,85.2713178294574,85.3354084342258,85.5276289526211,85.9934853420195,86.1538924068709,87.8326996197719,89.1515974661748,90.0241306558803,90.9828244274809,91.7405671796912,92.0394736842105,92,92.4321678794223,93.3288888888889,92.9577464788732,93.3612362259358,93.9414784316113,95.2993343922547,96.5783274440518,98.0947042494128,99.1657967988866,98.388356176184,98.6881937436932,100.187852222918,100.409226190476,100.566973777463,101.596296296296,102.831147421756,104.293929782587,105.15938218863,106.280113367974,108.000751314801,107.860262008734,107.868020304569,108.645681320228,109.002106371775,109.603608847497,110,110.091743119266,111.267049533381,111.510183311201,110.555555555556,112.092381523695,112.718583396801,113.492063492063,113.824545144453,114.1243257762,114.162436548223,114.090019569472,114.921244966864,114.292520247737,114.509228187919,114.86930756147,115.993407529975,117.519483369774,118.957734919984,119.793388429752,120.048890737129,119.722747321991,119.399777197621,119.392774788624,119.724045053869,119.783538887491,120,120.578778135048,121.626115409908,122.850122850123,124.417714578854,125.041874629342,125.130890052356,125.172068674156,124.9375,125.123286229659,125.112511251125,125.238508239376,125.251906502414,125.693069306931,126.34680808754,127.335618146049,128.882682055355
"New York",3,180.07662835249,175.400071123755,177.338054025702,176.340849832752,186.536812244359,187.578419071518,188.178633975482,184.460844608446,187.68115942029,187.35951463991,187.692307692308,185.802259246666,185.388513513514,177.083333333333,186.52052238806,185.513623423047,181.540789014314,179.048349961627,177.02399255543,175.294117647059,174.221668742217,174.099883855981,173.626817447496,174.501424501425,173.151232511659,175.687666370896,174.628601453717,176.538461538462,175.294117647059,171.712576683035,169.902912621359,168.217609162491,172.215240401795,174.4970798183,171.703296703297,176.193631868347,177.721088435374,179.795550210463,181.845965770171,177.465557817235,174.085850556439,167.992926613616,163.835616438356,160.928143712575,160.714285714286,163.566970817434,169.556605611348,171.389396709324,175.657526350461,181.443298969072,181.165153182902,181.624928324022,182.83213327686,185.752413038225,179.933333333333,178.947368421053,178.452380952381,179.850079952391,179.6,181.590909090909,184.990568247789,183.304940374787,183.314029555828,182.038834951456,179.679478952772,177.737037037037,175.156838143036,171.477251689346,171.111111111111,173.78587196468,175,175.239852398524,183.722431424403,187.058823529412,183.026030368764,189.178584941355,184.162895927602,183.160196828868,171.835579525113,170,170.454545454545,171.020408163265,175.531914893617,173.975251353442,179.125,187.491854591012,189.981912625575,188.887222222222,185.735512630015,181.636363636364,180,177.334054209919,179.910998092816,181.28453038674,182.774558014284,185.015342101128,191.316440982443,186.627121666465,177.179305457123,182.576131502588,186.316087079446,185.45471129901,182.418699186992,179.718089271731,182.995495495496,185.085007727975,188.728237923435,190.428571428571,197.695364856382,202.161815551331,206.71992481203,209.882352941176
"Florida",4,120,118.811188811189,117.361406619385,115.934065934066,114.966555183946,112.505503479321,110.838085034682,109.572901325479,107.886705285331,106.458481192335,106.609808102345,104.649885934148,103.566791908717,104.297114794352,103.649937785151,101.608739837398,102.880658436214,102.755587563565,102.711585866886,102.779573367809,103.589181615105,104.236718224613,103.146853146853,103.583572042213,103.106254474694,103.628927741267,104.021937842779,102.632231539861,101.761942051684,102.242095586519,103.12176556135,103.190690690691,103.150461705595,102.040816326531,103.805496828753,105.207600281492,107.142857142857,108.457711442786,110.156002850637,111.892583120205,111.990950226244,112.570356472795,112.663521187017,112.530712530713,112.913692407528,113.510101010101,116.040523427607,115.62435246581,116.201550387597,117.496559284121,118.181818181818,118.834080717489,117.617647058824,116.674572679266,119.533029612756,119.577352472089,120,120.455540954884,121.8125,123.065725628584,124.247635425623,125.215070575677,123.237640031921,124.00354295837,126.575519644074,126.765920535495,126.379655172414,128.987423411803,129.913294797688,131.958195819582,134.587554269175,135.869565217391,136.392005610098,140.049865557024,141.887062187277,143.188854489164,142.464246424642,142.688151617651,142.30952905738,141.824129941219,144.165863066538,145.81569922434,147.115384615385,148.292682926829,152.54303599374,153.958944281525,154.220725951653,155.147058823529,155.453618756371,155.257944373935,155.249110320285,155.2210724365,155.908096280088,156.384161736217,157.770675189772,159.578903905861,160.870693350782,161.52111822628,162.289915966387,163.482532751092,163.616071428571,163.398692810458,163.059163059163,162.62742659378,163.426318981201,163.861274548518,165.094339622642,166.563658838072,166.810207800342,167.366736736686,166.442558746736,167.85992549928
"Illinois",5,136.563876651982,136.259426667664,136.625119846596,136.536585365854,135.167949538907,134.11388737139,130.529433886577,129.6875,126.416739319965,126.109146727333,124.128312412831,120.479910714286,118.145454545455,117.551266586248,118.595825426945,119.767441860465,120.375167560322,120.034296692805,118.555173277764,116.583333333333,114.846340835185,112.281287583367,109.65567691648,107.879791290387,107.310215557638,107.673076923077,107.953443411673,108.765432098765,108.25,109.116264820413,107.072142857143,105.893434296141,104.916067146283,103.857566765579,103.060446581822,100.61295971979,101.181818181818,103.396603396603,106,109,111.356466876972,112.448528290377,111.440291704649,110.973373508828,111,110,108.59375,107.597867976019,106.818926974665,109.728968544257,113.588932806324,116.973431431468,120.342205323194,122.041327489042,121.406002030937,120.844327176781,119.448373408769,118.337278106509,117.058823529412,115.087719298246,114.443567482242,117.434497449687,121.875,124.875,128.928046989721,129.448621553885,128.332956770598,126.80412371134,125.714285714286,125,123.936968838527,121.951219512195,121.530758226037,124.785299805488,128.968253968254,132.551020408163,134.666666666667,134.592370979806,133.705999246426,131.792933369957,131.425814675961,130.787813820532,129.537037037037,126.765509168943,126.776960784314,130.414954499326,134.667309459219,137.474595664143,139.703630303576,140.666666666667,139.648033126294,137.967271754755,137.262412266806,136.43590163168,135.11359107214,132.795698924731,133.266666666667,137.542998550295,143.303627174508,147.734436564224,148.780179876876,149.539789053069,149.58041958042,149.274207747749,149.180741612497,148.838523339152,148.331273176761,146.519431548843,147.106109324759,150.206063007727,153.400309119011,155.910896412961
"Pennsylvania",6,121.621621621622,121.783625730994,123.327989904543,122.691123045332,122.081826306044,121.559252666332,120.741357767597,119.625137816979,118.988095238095,118.249408583981,117.341915940931,115.86284853052,115.102727900552,114.953271028037,115.643863179074,116.479733919759,116.874324203409,116.38198757764,115.384615384615,114.583333333333,113.149350649351,112.051569506726,111.263916175508,110.204081632653,110.368098159509,110.491071428571,111.617689867328,112.011674898967,111.437613019892,111.599622666936,110.761691279887,109.609430004167,108.542395395844,107.885137046179,107.249083460324,106.205882352941,106.13617835627,108.273748723187,109.934729122309,111.064814814815,113.467492260062,113.80128401307,112.427924559654,110.767669700462,111.153846153846,110.248734621965,109.87429224972,111.037037037037,109.173669467787,108.096034540577,110.678731540084,112.760416666667,113.419405320814,113.541666666667,112.207151664612,111.002963559782,111.120996441281,111.502289227016,111.033950617284,109.664936767489,109.054666017687,109.407826674638,112.102803738318,114.204081632653,115.814696485623,115.295480880649,114.192495921697,112.7365356623,112.512413108242,112.069022457067,111.777303391273,110.220588235294,109.343434343434,110.131803241875,113.197010725284,115.694444444444,116.334164588529,116.360294117647,115.694444444444,114.334531039803,114.289797084881,114.038776742581,113.315419475831,111.892985611511,111.73810310979,113.274317312033,115.451867012513,117.582608721943,120.088310979414,120.603448275862,120.173364854216,119.405263804923,119.491689363893,120.02743484225,119.798657718121,118.314955040227,118.494972122028,120.589656839053,123.023485614487,125.558166862515,127.099093630461,128.634533843192,128.724247226624,127.906976744186,127.666666666667,127.64405543399,127.450980392157,126.867457971104,127.128783709411,128.088369003284,131.834532374101,134.461805555556
"Ohio",7,87.5306479859895,88.3099805459008,88.5663632764261,89.2331932773109,88.5714285714286,88.1410256410256,87.244714720003,86.785061771359,86.0478909638855,85.4137500577627,84.9459953931609,82.7568493150685,81.3285457809695,81.3151041666667,81.6666666666667,82.4175824175824,83.4749176951639,83.8506711409396,83.2638888888889,82.9551743220808,82.3335530652604,81.5833333333333,81.0298513540055,79.7298555538779,79.2867981790592,79.8722044728434,80.6451612903226,81.4311594202899,82.3045267489712,82.5145837468718,82.2100313479624,81.763679293707,80.9606481481482,80.3335475578406,79.9714126468798,78.4591194968554,78.1004709576138,78.7999123959702,80.3284541235273,81.5177212437486,83.1944444444444,83.4822759604736,83.3333333333333,82.7684698155198,82.4685534591195,82.3305889803673,81.8166666666667,80.4828637579078,80.5572468629406,81.8364949987467,83.6739439962031,85.431654676259,86.8564204115122,87.841796875,87.4502964426877,86.8349381017882,86.2581796549673,85.6652949245542,84.6877412614002,83.6057938259256,83.8621870804707,85.1503943922804,86.6844164850406,88.2949406998785,89.2857142857143,89.765625,89.6750169262018,88.9717696546257,88.5628136439671,87.719298245614,87.0789779326365,85.7271906052394,86.1405835543767,87.1500688389169,89.0928725701944,91.4738363249163,92.8685897435897,93.6458333333333,93.75,93.0232558139535,92.5925925925926,92.1828908554572,91.3053770713561,89.9315738025415,89.9960723065337,91.6958041958042,94.3888888888889,96.3498622589532,98.5390111214278,99.2465753424657,99.3018259935553,99.1071428571429,98.5999151306213,98.3231725310136,97.4009096816114,96.3321956769056,96.8484848484848,98.201364482117,100.316957210777,102.905167491435,104.779642989271,106.309611151871,106.382978723404,105.984848484848,105.376910911966,104.447190933111,103.869640485676,102.711017740429,102.921995643406,104.603326935381,107.52688172043,109.747292418773
"Michigan",8,86.1378205128205,86.0576592082616,85.8282208588957,86.1453201970443,85.6823266219239,83.9622641509434,82.7392210315723,81.8023904730295,80.7575757575758,80.0140761638343,78.6410683532462,75.8823529411765,74.4047619047619,74.3877551020408,74.3756786102063,74.3076923076923,76.9230769230769,77.7777777777778,77.7222222222222,77.7155655095185,76.9691780821918,76.0204081632653,74.96875,73.3066839067211,72.6941747572816,72.1666666666667,74.2992232353934,75.5672562329539,76.4842300556586,77.6666666666667,78.125,77.6006761781157,77.5555555555556,76.5384615384615,76.4285714285714,75.4481127186801,75.55,76.8312190797251,79.4602698650675,83.206106870229,86.5841584158416,89.5277469172178,90.2659307576518,90.1234567901235,90.1276147220614,89.1563178353274,88.422649140546,87.5,86.997362429147,87.8690629011553,90.2777777777778,94.2993687981413,97.9575163398693,99.1732804232804,99.6318591588426,99.0093400453885,98.5037406483791,97.1518369987702,95.259846811996,93.4883245333532,93.5730305858123,95.1789718129404,97.766761095373,101.113360323887,103.333333333333,104.681746449237,104.724531396458,104.069715007215,103.354037267081,101.997440796452,101.525980666353,99.89994994995,99.6999987999952,100.080128205128,103.41796875,106.725666536505,109.66604708798,110.912576086744,110.952146028614,110.842207163601,109.860664523044,109.203928123694,108.441814595661,106.928689010111,106.777214278938,108.728461081402,111.842105263158,115.384615384615,118.191161356629,120.087336244541,120.06711409396,120.276607706019,120.044828690362,118.957189739577,117.868480725624,116.625,116.425992779783,118.117797695262,120.803159973667,124.314789687924,126.056338028169,127.884615384615,128.449014567266,128.113879003559,127.183276347546,126.193001060445,125.374771480804,124.325874928285,124.393723252496,125,126.329787234043,129.661751951431
"Georgia",9,94.0591147350029,94.0765705304385,94.2214111922141,94.5794792071512,93.4914960727837,92.2390877937043,91.4606227106227,90.2019002375297,89.6975739448322,89.1865079365079,87.7632898696088,85.5678697635745,84.0051680232519,83.1842576028623,83.1390344499088,81.9537041152446,82.498575458845,82.3626373626374,81.8352905680191,81.225,81.047197640118,80.3376906318083,79,78.0437044745057,77.659597276932,78.5714285714286,78.3915171866378,77.7733439744613,78.5650866647232,80.6451612903226,79.5947901591896,79.4647588765236,80.149395304719,80.8879045660273,81.2466124661247,81.4718740533317,81.8102697998259,83.2378104137433,84.2261904761905,85.5993830474995,86.8737934362934,87.5694147800085,87.9572223598696,87.5875875875876,87.9845893776546,87.8625613565373,87.3447204968944,86.5251182698806,86.6223153174416,87.719298245614,89.0072414514274,90.758915385702,91.8404683497988,91.9434194341943,91.7391304347826,91.5196743554953,91.3338997451147,90.9090909090909,90.4810050140907,90.1686679660771,90.0455451940486,91.0152284263959,91.8860595597756,92.5704577696351,93.6836225151734,94.2573132117128,93.7365856329391,93.7766410912191,93.557775465528,93.5671743732298,93.3213644524237,92.896174863388,92.8606699830321,94.0665611814346,95.9975925368643,97.7986737428742,99.314833847208,99.6612083568605,99.8385768306978,99.7395833333333,99.5683930942895,100,99.6102208748376,99.1666666666667,99.214817394615,100.671140939597,102.819047619048,104.877295995182,106.170873397436,106.98826290794,107.52688172043,107.356770833333,107.739452943904,108.04006102441,107.615384615385,107.630979498861,108.34085328248,109.527795325332,111.48036382397,113.813648173356,115.172211970576,115.869158878505,116.151385927505,115.701849836779,116.086128497298,116.286960736791,116.235459229592,115.974725617928,116.21325546214,116.918844566713,119.032372985099,121.55651043929
"North Carolina",10,110.406976744186,110.11013215859,110.183111834331,110.045871559633,109.075997813013,108.565209095596,108.059749430917,106.640895522388,105.930019220688,105.932203389831,105.767195767196,104.313043478261,103.301427508566,102.861904377559,103.524935050265,103.376075401392,103.631613512085,103.379310344828,103.278462719595,103.043578231013,102.663622526636,102.130746043708,101.720633667908,101.298701298701,100.857719475277,100.671462829736,101.714550509731,102.163461538462,101.582609461527,101.252134319863,100.686813186813,100.946295410667,100.505689001264,100.502723083368,100,99.8570110701107,99.5,100.145721830033,101.452652787105,102.516129032258,102.962962962963,103.928365106875,103.145008532609,102.835709341223,102.891165136575,102.800425381071,102.144306131858,100.928917609047,100.80793242747,101.168224299065,102.274019329164,103.310104529617,104.115327380952,104.048295454545,103.761894224386,104.01751821162,104.166666666667,104.166666666667,103.783382789318,103.346456692913,103.475829005194,104.628549202645,105.463347164592,107.228915662651,109.031764255645,109.31420233463,109.375,109.322475282486,108.640727640222,109.208470873591,108.922433773898,108.882271442707,110,111.466754567206,112.697317601914,114.037698412698,114.654226125137,114.832535885167,115.130568356375,115.003348330949,114.947816571744,115.384615384615,114.851063829787,114.942528735632,114.702263653465,115.738060781476,116.933495360141,119.439807605818,120.78380095009,120.910138248848,121.331828442438,120.782726045884,121.81084745863,122.452830188679,122.502053107035,122.439980401764,122.757847533632,123.429814156832,125.466542813521,126.633576378625,126.951690021837,127.632264760424,127.434520381934,127.334465195246,128.159340659341,128.385097737066,128.642597897289,128.895184135977,128.9203381337,129.98266897747,131.810897435897,133.667502088555
