"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91050,95000,99000,99950,92450,94950,101000,107250,109000,111500,106450,105449,110000,114900,115000,114900,99900,108138,119900,129000,128500,121250,129500,121250,125000,127000,139000,129900,135000,139500,148000,145750
"Maryvale","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,91500,93000,95000,97950,99900,105000,105000.5,109000,109900,113500,109000,108347.5,109900,110000,109999.5,109999,110000,112000,115000,116950,119900,119000,123000,125000,125000,128900,130000,133500,135000,134999,132000,135000,135900,141000,145900,147000,148550,147250,147000,148000,149900,150000,153950,154999,159000,159900,159900,159999.5,160000,160750,161500,162900,165000,165000,167000,171500,175000,175000,177126,179250,179900,180000,180000,180000,182100,185000,187000
"Paradise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",3,72500,68900,67400,66700,66250,65000,66200,68250,67900,68000,68650,69900,70650,65500,68000,69000,67500,65000,63500,63150,64500,62900,61900,60000,59900,60000,59950,60000,64425,64900,65000,60000,64900,64950,60000,69000,69250,69999,71000,72500,75000,79000,75000,80000,79999,79972.5,79995,80000,82000,82900,83000,85000,84000,84900,84000,86888,85000,84900,84500,89000,89900,89900,93900,92250,98000,90000,99000,99900,99900,99999.5,104900,105000,104900,109000,109000,105000,105000,114894,109700,110000,115990,119999.5,119000,118000,118000,125000,128000,129000,129000,129000,129900,137000,139888,134950,134000,134000,139000,142000,147000,145000,139999.5,149888,149444,149000,151000,159000,159888,165000,160000,157500,159900,159900
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",4,197000,199900,199900,199949.5,2e+05,2e+05,199900,199900,204950,199999.5,205000,208500,210000,205000,2e+05,2e+05,199900,204500,2e+05,202500,2e+05,199999,2e+05,199900,199900,199900,203200,204900,199959,2e+05,210000,210000,210000,216500,220000,225250,230000,239000,239900,239900,249000,262000,269900,269900,269900,275000,269900,279900,269000,275000,279900,297500,297499.5,299000,305000,305000,299999.5,299949.5,299999.5,3e+05,310000,310000,310000,324000,325000,324000,325000,325000,325000,329000,329000,330000,330000,339000,348500,349900,349945,350000,365000,365000,365000,369999,369900,369900,370000,365000,383000,380000,389450,395000,399995,399949.5,4e+05,410000,420000,425000,425000,425000,429000,429450,440000,440000,442500,435000,439000,439990,437934,439000,439000,440000,450000,459900
"Sunrise Manor","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",5,69995,68500,68000,68250,67950,67900,68000,69900,69000,68000,67500,65400,67000,65000,64900,64900,64650,63600,62500,62894,60000,59900,59900,58900,58844,59900,59900,59900,60000,62000,63950,61950,60000,61800,59900,65000,65000,65000,67600,69450,72500,74000,72800,78000,78000,80000,80000,89000,89000,89900,89900,90000,90000,94000,90000,95000,95000,95000,94900,95000,99500,104950,105000,102900,109000,110000,108000,110000,115000,113444,115000,117500,118900,120000,119900,123000,124500,125000,127000,126900,130000,134875,136500,137000,139900,140000,145000,145000,145000,145000,149000,147294.5,149450,150000,153700,159900,160000,159000,160000,159999,159999,165000,169900,175000,179000,174990,174999.5,178900,186135,188000,185000,185499.5
"Spring Valley","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",6,69800,69800,69900,70000,69999,69900,69999,69900,68000,67500,65000,64900,65000,58500,61950,63000,63900,62950,60000,60000,61900,60000,59000,57900,58818.5,59975,60000,59900,62000,62000,64900,62500,64600,65000,65000,69900,72500,73000,75000,75000,77300,77100,79900,85000,84900,84900,85000,85995,84990,85000,85990,86000,89500,89000,88000,91000,90000,89998,90000,92894,89999,92500,92500,93000,95000,94950,95000,95600,99000,99000,99000,99000,99990,1e+05,104700,101000,1e+05,105000,107750,106000,109000,110000,112000,113900,115000,117800,119900,120000,122500,129000,130000,135000,135000,134999.5,135000,137000,144900,144900,145000,148995,150000,148900,152450,159900,160000,159900,159999,161250,160000,159850,159900,162000
"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",7,160000,160000,159900,150000,159000,165000,170000,174900,169000,165000,165000,169450,170000,179000,175000,170000,168900,169000,170000,170000,170000,170000,169900,169000,169900,169450,170000,179900,180000,180000,179000,180000,182900,189000,195000,199900,199995,199950,2e+05,2e+05,2e+05,222450,230000,230000,233200,235000,238388.5,240000,246500,245000,243250,249450,249000,249000,257000,259450,259000,255000,260000,270000,269000,270000,275000,269000,269500,269500,275000,285000,289000,290000,295000,299000,299900,3e+05,3e+05,299945,309000,301450,319000,320000,324950,325000,320000,325000,325000,329900,335000,333425,336250,338700,345000,345000,345000,350000,350000,350000,363000,370000,370000,370000,375000,375000,380000,389000,389990,393995,390000,395000,395000,393995,4e+05,399000
"Paradise Valley","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,145000,140500,145000,144000,146450,150000,154900,155000,159450,162900,162900,163400,159950,163475,161975,164900,163975,163000,165000,170000,170000,172000,169900,170000,170000,170000,170000,170000,174900,170000,175000,175000
"Deer Valley","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117500,119900,119900,120000,120000,124900,124900,124900,124900,124900,125900,120950,124900,124950,120000,120000,120000,115000,120000,129000,125000,120000,129900,129900,134000,134997.5,134900,136000,139450,139900,139450,140000,139949.5,144950,144000,139000,142050,149900,149000,149000,149900,152000,152995,150000,150000,151950,160000,155000,164000,164675,159975,160860,159900,151900,154887,155900,159900,159900,163900,164600,165000,175900,175000,173884,175300,189700,189900
"North Mountain","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,109700,109999,110000,110000,109949.5,112500,110000,110000,115000,114900,117000,118000,118900,119900,119950,120000,120000,124900,124900,125000,124900,125000,125000,128250,129900,129250,129800,125000,134900,135000,137500,139900,139900,140950,140950,144700,149900,149900,154900,149999,149000,145000,149999.5,150000,152000,156500,159000,159900,160000,164999.5,165000,160000,159900,164000,162750,161000,165000,166500,174375,175900,175000,174900,174900,179250,177900
"Far North","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119700,114950,120900,124999,119500,132000,122500,119900,125000,129900,129900,125000,125000,130000,135000,139900,139900,131000,140000,147000,139950,144950,145000,150000,150000,153000,149900,144900,149250,154500,150950,158000,149500,150000
"Camelback East","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,135000,139900,139450,139900,144950,149000,149900,149900,155000,150500,149900,150000,150000,152450,149950,149900,149950,151500,152250,157750,159900,159900,165000,162000,158900,159900,165000,162300,164950,165621.5,172450,172000
"Flatbush","New York","NY","New York-Newark-Jersey City","Kings County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,285000,289000,287000,285000,277000,272000,279000,275000,289000,275000,275000,290000,290000
"Southeast Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",14,64900,67000,68750,65000,65500,65900,64900,64900,64900,67250,68250,63130,59995,59900,57500,59411.5,60000,61600,60000,60000,64900,62450,59999.5,59900,57700,54949.5,52000,54900,54900,55500,55000,55000,52000,50750,53000,54900,54500,55000,54950,58000,60000,60900,59900,59900,60000,60000,64925,63000,59950,56450,61950,69900,72500,69900,68000,68000,75000,74500,72000,75000,75000,75000,75000,79000,79900,79900,82000,79900,85000,85000,89900,93700,90000,90000,94700,95000,94750,95000,98580,99450,101500,95000,99000,102700,105000,105000,114950,115000,123143,120000,119900,120000,120000,118450,122000,124900,123900,124900,129000,133105.5,134925,130500,130500,134995,140000,139900,140000,143500,144900,143500,144900,149900
"Alhambra","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,89500,90000,91250,94900,94950,103500,104900,1e+05,105000,104949.5,104250,106000,107000,109900,109450,110000,105850,105800,105000,115000,115000,118750,120000,129800,130000,129900,130000,129900,129900,129900,134900,135000,135000,135900,139900,139900,139000,139999.5,149000,150000,149000,149000,145000,149900,152023,153900,156000,159000,154350,156200,160000,160000,160000,160000,164000,168000,169900,169900,169999.5,169900,169900,167500,170000,170000
"Jamaica","New York","NY","New York-Newark-Jersey City","Queens County",16,249000,249000,242450,249000,249000,239000,240000,240000,245000,236600,225000,229000,225000,225000,219999,219000,225000,225000,219500,205000,221600,209000,209450,209000,2e+05,2e+05,199000,199900,195000,199000,199999,189000,185000,179900,185000,180000,185000,189000,169000,189000,189000,179500,190000,189000,185500,189000,189000,189000,199000,2e+05,222500,220000,208000,2e+05,198000,189999,189999,182600,189000,190000,190000,185000,190000,189900,179000,199000,199450,215000,219499.5,2e+05,215000,219000,182500,176900,199000,176944,189500,212450,204500,220000,199999,225000,229000,222500,199000,219000,199000,204940,210000,210250,214750,210000,210500,210250,210000,207500,225000,215000,201500,198000,189500,180000,175000,175000,189000,199000,185500,199000,199000,220000,222500,240000
"Roosevelt","Fresno","CA","Fresno","Fresno County",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,110000,110000,106500,1e+05,1e+05,113900,115000,115000,113900,110000,109950,113900,115000,119000,120000,124900,127000,115000,114900,115000,120000,119000,124900,126000,125000,125000,129900,129950,129700,134900,135000,138000,137900,137800,134950,124222,130000,144900,144950,145000,149900,145000,142852,149987,149987,149943.5,149900,139950,139264,154900
"East Side","El Paso","TX","El Paso","El Paso County",18,88950,89500,89900,89900,87250,85000,86000,88925,89900,89500,88500,88500,89500,82500,86450,85945,86000,86000,86450,86000,85990,85495,85450,85945,85400,80000,81000,79950,87500,84950,85000,84900,84000,84900,84900,84475.5,84900,84600,84900,85000,87000,87887,89000,89000,89900,89000,89250,88650,86000,84900,83250,87887,85500,87818.5,86800,86650,86249.5,84999.5,84999.5,86500,85900,87990,85500,84217.5,85000,82800,83900,85000,84900,84000,84000,84000,85000,87650,86900,87900,86950,86900,86900,87200,88250,87500,88500,87500,89000,89000,89425,89900,88950,90709,91950,93500,91906,92600,88659.5,90998.5,92200,92950,89027,95000,95500,93500,95000,94975,95250,97500,97500,93350,93621,91250,94925,93000
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",19,92100,89975,90000,92000,90000,89900,90000,90000,85000,84900,84900,86900,85000,79000,80250,80000,80000,79990,79000,79000,79000,78000,76900,75000,74900,76000,75000,77000,78900,79900,80000,79900,78450,83600,79900,85000,85500,87500,89950,90000,95000,95000,98000,1e+05,105000,108950,109900,110500,110000,110000,111000,114900,116000,110000,114000,119993.5,120000,119000,115000,129000,129000,126950,127000,125000,133950,120500,129900,137900,136000,134950,130000,134900,134900,140000,144900,144900,145000,145000,145000,145500,148819,149925,149000,144950,142450,150000,154900,151950,154900,159000,159444,159000,164500,164725,160000,159995,165499.5,164700,159950,155000,159925,164200,164950,163900,177000,178000,189450,193000,199994,204900,199500,199000
"Williamsbridge","New York","NY","New York-Newark-Jersey City","Bronx County",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,175000,175000,175000,155000,155000,155000,160000,172500,154500,160000,149000,170000,174999
"North Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,148950,144950,145000,155000,167000,168950,167000,165000,164900,169950,168950,174900,173000,173900,170000,170000,169500,170000,174350,173450,169950,164900,170000,184900,174000,178950,185000,189950,195000,189995,199900,198450
"South Mountain","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,95000,99000,99900,104500,106500,109950,109900,110000,102450,105000,110000,110000,109900,113500,111500,109999.5,114947.5,117750,123000,123000,122500,125000,125000,125000,125000,125000,122500,125000,124900,129900,130000,135000,129900,139900,140775,145900,148750,150000,150000,155900,150000,149900,155000,150000,157450,160000,165000,169000,169249.5,169925,169000,169000,169999,175000,175450,175000,180000,180000,180000,184900,182450,181900,180873.5,187000,187000
"East San Jose","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",23,285000,279950,285250,290000,289000,290000,295500,295000,291500,290000,289925,295000,293750,289000,285500,289000,286250,290000,295000,297000,289000,294975,294925,295000,289000,294900,299888,3e+05,305000,322444,324888,325000,3e+05,329000,344500,349975,359500,360000,386000,399494,420000,420000,425000,425000,429500,449999,450000,449999.5,459919,472497.5,467000,469888,475000,477000,475000,475000,478950,477000,479400,479400,489000,499694,524950,525000,519950,529000,527000,539000,548000,545000,549888,548000,539975,549000,528000,539000,549394,557900,595000,599000,599000,589940,588400,599000,612500,620000,619500,615000,615000,615000,639444,629999,639000,629900,643500,646000,679000,694888,699400,725000,756500,748444,749950,750000,750000,749000,736500,738888,738444,749888,755000,750000
"South Side","Corpus Christi","TX","Corpus Christi","Nueces County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93700,89000,91450,94999,85250,82500,85000,85000,95000,93950,96450,91450,90450,87264,87750,89000,96900,94777.5,95500,99000
"Alief","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",25,74900,73893,71900,75950,75000,75000,75900,76900,75000,75000,72000,70000,69900,69900,68250,67000,69900,67000,68000,67900,66000,65000,65000,68000,67500,65000,65000,64250,61900,62249.5,65000,69900,67950,64900,63000,64900,65000,65000,65450,65900,67500,69900,69900,74700,77900,75500,79000,76250,75000,74500,74700,71500,75000,75000,79900,79900,78500,80500,79950,84900,79900,79900,82000,79900,85000,85900,90000,89900,90850,89500,85900,85000,85250,90000,92950,89900,86000,86400,92500,92008,92258,90000,95250,95500,1e+05,98000,102000,99800,1e+05,98000,97500,95393.5,98900,96000,105000,109950,105000,111000,111950,119900,123500,124900,120000,120000,115000,115000,118000,118000,117948.5,115000,123000,115000
"Corona","New York","NY","New York-Newark-Jersey City","Queens County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223500,195000,219000,219000,198888,217900,219000,219000,219000,219000,219500,219000,220000,237450,227450,248000
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000,42000,42000,43000,42500,44000,45000,44000,44500,44450,45000,45000,44900,42950,41900,40000,39900,42000,42900,39997,43400,50000,50000,47950,45000,44900,45000,46000
"Concourse","New York","NY","New York-Newark-Jersey City","Bronx County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215000,249000,249500,250000,250000,250000,255000,249500,250000,255000,246500,246500,250000,250000,249500,250000
"Bullard","Fresno","CA","Fresno","Fresno County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142000,142000,150000,150000,149450,154950,156000,165000,165000,168999,166999.5,159950,156500,159925,169000
"Southwest Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",30,82500,84500,82000,82000,79900,79694,79469,79900,79900,80500,78400,79949.5,79888,77000,79900,80000,80000,80000,79900,80000,79900,79000,73900,75000,73450,73000,70000,73900,74500,79000,76500,79000,77900,77900,77500,79000,79900,79000,78000,79900,79500,79900,79250,79900,83050,84250,84950,86000,84500,84950,84900,81950,85000,86000,87700,89450,85000,82000,80000,86000,90000,84950,84900,84900,92000,84900,85000,95000,95000,95000,89974.5,93170,89949.5,100375,105000,111800,109000,106999,112750,112097,110000,114450,115652.5,123792,121500,125000,124750,125000,129000,129000,129499.5,128999,129900,139945,139900,142450,145000,150000,145000,139997.5,139997.5,145500,150835,151450,150450,150450,159950,155000,155000,155000,159999.5,167900
"Central City","Corpus Christi","TX","Corpus Christi","Nueces County",31,64900,60662.5,64250,61900,58950,57000,55900,57250,56900,57900,58000,56950,54000,54500,56850,56800,57500,59250,62500,59700,54000,53000,54250,55000,54540.5,55000,55000,50000,50000,52250,54000,59637,65500,60000,64950,65999.5,58000,58250,56000,57900,58500,58000,59000,59000,59900,59000,58500,59000,59000,59000,59999.5,65000,68950,65000,64950,59900,63000,62900,61650,61500,62150,63900,66000,68000,65000,66950,68000,68000,68000,69000,72000,71000,75000,72500,69900,67900,65000,69000,68250,74700,70000,69900,69900,74200,74500,70500,73675,71000,73000,74950,72250,70000,69000,69700,69900,68500,68000,68000,69900,68518,79000,74750,69900,69400,68950,67800,68000,67500,68500,68900,70000,73040
"Elmhurst","New York","NY","New York-Newark-Jersey City","Queens County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265888,275000,290000,279000,279500,294000,289000,290000,299000,299000,299999,310000,310000,310000,310000
"East","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",33,80000,79900,79900,79900,79000,77450,77000,79900,79500,77500,79900,76910.5,75000,75950,75000,74925,75000,74900,72500,72500,71500,74900,74900,70000,71700,70750,74900,74900,75600,74900,74950,74900,74900,72450,74900,69900,70000,74921,77500,75000,75000,75000,75000,76000,79900,79900,79500,79900,83850,83850,79900,84900,86450,84900,89450,89900,85000,85000,79500,79900,81760,85900,87700,88859,85000,87900,90000,99000,99900,102820,99900,99945,100700,110000,109900,109950,110000,105000,106250,112500,112250,110000,113950,117985.5,120375,120000,119900,125000,131500,135000,135000,139000,140000,139900,140000,145000,141620,141664.5,139900,139450,148750,149900,155000,155000,159000,158999.5,151950,150952,159900,164950,160000,165000
"South Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122450,129750,130000,132000,130000,134000,129950,139000,138000,136000,136000,134900,134000,134900,137900,137000,139850,139900,141000,149500,145000,147500,147000,147000,145000,149875,149900,154900,149900,153000,159000,159000,158000,159900,159900,162000,170000,169950,175000,171750,179000,179000,180000,178000
"Blossom Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546940,540000,555000,589000,555000,579950,569888,639900,650000,624999.5,599000,599000,622499.5,675990,706747,698000,675000,699000,730578,699000,743000,730000,743344.5,749000,789475,754894,779000,814617,849000,878888,876944,865000,849000,822444,825000,798450,799000,814500,875000,848800,794000
"North Long Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",36,230000,225000,226500,229000,230000,229000,230000,235000,230000,229999,230000,230000,220400,219950,218000,220000,219900,225000,225000,220000,220000,219900,219900,215000,210000,209900,211900,214900,217900,220000,220000,229000,230000,234900,239900,250000,259000,257000,265000,267450,279945,279990,289999,3e+05,299000,299900,3e+05,310000,306999.5,310000,315000,312450,320000,319900,319900,324950,320000,322499,320000,315000,325000,329000,330000,334000,335000,330000,335000,349900,350000,350000,349900,355000,359900,364997,374900,372450,374900,375000,372500,385000,395000,399000,384999.5,385000,379000,385000,399000,402500,402450,409999.5,420000,424999,425000,429900,430000,439900,439900,435000,435000,435000,449900,450000,459000,465000,459450,459000,449900,459950,460000,469900,460000,465000
"Sheepshead Bay","New York","NY","New York-Newark-Jersey City","Kings County",37,184000,189000,189000,187000,189950,187000,180000,185000,179900,178000,175000,175000,169995,169995,169000,169000,169000,165000,165000,165000,169900,165000,162999,162999.5,159949.5,160250,159999,160500,164450,169900,169000,169000,174900,175000,179000,179000,179000,185000,179999,179000,169000,169000,169000,171250,165000,169000,165000,165000,165000,165000,169000,169000,168000,175000,169000,169000,169000,169000,175000,175000,175000,182000,189000,189000,189000,195000,195000,195000,199000,199000,199000,199000,199000,199000,186000,189000,186000,189000,195000,2e+05,203000,208000,204000,199999.5,2e+05,2e+05,202500,224900,222450,209000,209000,220000,225000,229000,230000,239000,247000,249000,239000,239000,246944,235000,247000,249000,249000,247388.5,247777,249000,259000,259000,259000,250000
"Willow Glen","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,755000,799988,839950,848000,872000,854000,834475,834475,799000,848000,809994,829000,849950,848900
"Southeast","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",39,95450,95000,99000,99500,98700,98000,97500,96000,96000,96900,97750,95850,94000,89900,90000,89900,90900,90000,89900,89900,90000,90000,89900,89897.5,90000,89900,90000,89100,89900,88000,90000,89125,89250,89900,89000,89900,88750,88500,88000,89900,93900,95000,96750,95932,96950,96950,95000,98500,99900,99450,95000,99000,99900,99950,1e+05,105000,103000,99000,99000,104900,109900,110000,112000,112000,111000,110000,113900,115000,115000,110900,115000,115000,118700,120000,119900,119900,119100,120376,125500,129500,129500,130000,130000,125000,124500,129900,129999.5,134898.5,144274,147404,149450,145000,145000,145900,149900,145300,145150,150000,155000,159900,159900,160000,164900,165000,169900,170000,175000,170568,173450,175000,175000,176500
"White Haven-Coro Lake","Memphis","TN","Memphis","Shelby County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39900,38760,35000,35000,35000,37450,40000,39900,37400,37500,37400,39900,35500,35000,39220,39000,38000,37450,35000,33900,34900,33900,35000,38750,40000,39900,41500,42500,45000,42500,45000,45000,42500,44000,42400,45500,45000,45000,46000,45000,47250,47500,46950,45900,45071.5,42500,45000,47500,49250,49500,51950,53450,55000,54450,55000,54900,52660,50865,53080
"Downtown","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444475,449000,449000,480000,474990,479944,489000,475000,472275,489494.5,499000,495500,495888,499500,499888,497000,495000,499900,509499.5,519900,533500,542500,550000,589000,578500,585000,599000,579250,589000,596450,599900,589500,599250,617000,627000,605000,624000,599000,598000,624475,623975,599999,628000,629000,640000,638500,659950,670000,685628,682450,678888,692084,691500,709888,739000,791500,759000,794250,799000,825000,847944,825000,799950,799000,795000,778888,778944,769499.5,799000,796500
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",42,,,,,,,,,,,,,,,252995,250000,260000,249900,230900,2e+05,209000,199000,188100,199450,199450,209900,210950,199000,221450,199000,199000,210000,219000,229000,219500,219000,229900,219000,209000,209000,224450,227000,235000,240000,248000,239900,239999,243499.5,239999,252000,249000,270000,300990,265000,265000,269999,290000,289450,305000,299000,294900,289900,289000,280000,295900,293500,290000,299000,315000,304950,299000,297000,285000,289000,289450,292400,309999,309995,319000,349000,299375,294900,291950,301875,314950,319500,317000,3e+05,299499.5,299000,325000,329450,329450,342000,349999.5,354950,349500,362900,379999,379999,373373,379900,379900,399750,429000,425000,425000,424950,414950,417000,412725,409900
"Estrella","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,118500,119900,125000,129850,129817,126250,130000,129679.5,128950,129900,130000,129000,129900,129605.5,128000,129900,133950,134900,137950,135000,135000,140000,139900,139450,144900,148499.5,147250,145000,146700,146900,154000,155900,159000,159700,159900,156000,150000,154364,164332.5,164900,165000,172250,174900,174900,174900,175000,175000,176000,175000,178000,180000,183700,180000,186000,189900,189950,192000,192000,190000,195000,198281.5,199000,196899,198000,199000
"Sun Valley","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",44,274900,269000,274900,275000,270000,269475,272450,274900,275000,269900,264950,269900,269900,250000,250000,250000,256500,248300,249000,249000,247000,244950,239900,242350,245000,249900,249000,250000,249000,240000,250000,250000,245000,250000,250000,250000,255000,270000,279000,285000,299000,299950,305000,299000,3e+05,319950,320000,319900,331450,335000,338000,349000,359000,359950,360000,365000,362500,349450,350000,350000,350000,350000,356950,350000,352450,365000,369250,369500,379000,379900,376750,389000,382000,375000,385000,385000,4e+05,399000,403500,4e+05,4e+05,419999,420000,422875,429912,429900,449000,440000,439000,437000,435000,432500,449000,440000,449000,449000,449995,464500,477000,479900,479000,479000,467000,465000,471450,479000,480000,489900,474999,463633,469900,479950
"Northridge","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,450000,450000,448900,436850,449000,449000,445000,445000,447000,454350,479000,479000
