"RegionID","RegionName","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
102001,"United States",0,15.8136486204429,15.1516596182955,14.6557759110578,15.8806741166573,16.3686834102049,15.374955929041,16.8082221294097,15.705890402271,15.194949206314,15.7727036140793,14.7188080617789,13.7972062105747,13.1234810349631,12.4242348169455,12.7084734718647,13.545094247863,13.5793164144789,13.8233579057192,13.4109108333103,12.8170738292142,13.0298239221354,12.5512627402746,11.8861756379719,12.3433728452829,11.1277474824928,10.5444040211773,11.2852812225065,11.7851985233272,12.9853025769761,12.3773974816316,12.0524014772023,11.8276783264582,12.1956258594508,11.9280766982144,12.4919379016283,13.6591311773848,13.2148429439879,14.0082137500315,13.7900537305262,13.8642733283801,14.7298246789383,14.0596362666629,14.0324290764771,14.7086361038158,14.8864437693247,14.679137536172,15.8169383337175,15.7842890645842,15.2654391177274,15.3400732626126,14.1433149980012,14.4503076956246,14.7552173495901,13.6372175816397,13.5514503879205,12.8488485120973,13.4432625908141,13.4241378502094,14.0080234574128,14.2403116818701,14.0808486370759,13.9154692065374,13.4037113618481,13.8649929319331,13.7418094057046,13.811544715545,13.2402560473043,12.7313609241319,11.7477808718872,12.5624215636573,12.4919369908746,13.6517398424701,12.5318334257074,11.4983249287931,13.4174731338895,13.1281710119128,13.5451545702204,13.4488669962317,12.8047502464396,12.0127003542679,12.5765581167842,13.0439827242424,13.2034476707366,14.5588207808645,13.1346024579287,13.7726240323385,13.7777760637321,12.847840731068,13.6803814974544,13.4392085881564,12.6234142439538,12.1164399567173,12.9799107930069,13.4919124379523,14.5362345263616,16.2837027537666,15.681959201337,17.3576115550798,16.8689649467031,14.7648185723132,16.9812865162396,15.4522481781266,14.5368579232385,14.8579780908012
394913,"New York, NY",1,13.6031489932595,13.7990588035676,13.5658231595665,13.3938723261532,13.4326792351843,13.3083934809216,15.6955515508774,14.8973617732236,14.8498596387978,15.6148989389896,14.694049928112,13.3605023465782,13.1274923688617,12.5073425779178,12.9167630083728,12.9401265931984,13.4683889041783,13.8957619309786,13.5776343319394,11.838725181311,11.6744321630744,10.8960641676601,10.6244087509285,11.6376245946263,10.2421238745912,9.61343972535509,8.33155039097593,10.6360610860258,11.5165339392743,10.4340437103965,9.71101780258789,10.0072978330771,9.1485181502071,8.626613149835,9.33967863321184,10.6144721624853,10.2875833851729,10.8514239740259,11.0385499615042,10.9274674057227,11.5889032546677,9.97131181954948,10.8322880448954,11.3197849385359,12.2850343409293,12.5365675301807,13.6542602114459,13.3987250077216,13.487463505895,13.0206456652701,11.9849078584204,11.9162821427905,12.0919324997142,11.1730080275551,11.0317016556707,11.6493956487674,12.6079413722073,12.4632037930594,13.2698171589945,13.5338365846214,13.0116862186769,13.1614122481971,12.8810061614066,12.9819355845851,12.79295065752,12.8933574788362,12.5519031483694,12.0873382351144,10.54495292355,11.0056438029107,10.9862619766483,12.0143336571937,10.486018199955,9.3450379258653,11.9136881865307,11.6891230333956,11.8025107033888,12.1467916315418,11.2521866533307,10.066849413539,11.3014769052838,11.4923803189867,11.7954197785115,12.6083241807446,11.6473636392613,11.8123951191201,12.3397213237733,12.1783685536529,12.5487108801913,12.6876320673707,10.7677661444556,11.066046211209,11.9230300510268,12.6197850626368,13.1317547021529,14.4943193418517,14.129478111275,16.0156031256985,15.2583449228978,13.7655107146325,15.7515227113412,15.0150458896235,14.8878401419018,14.4284498952228
753899,"Los Angeles-Long Beach-Anaheim, CA",2,18.3429427734878,17.5059489527413,16.1839496089964,18.2206113953697,19.0958364226952,18.2816111112588,18.525600730501,17.7382767765892,17.0034306587728,17.7323164903938,17.1574377859664,15.1443271975479,14.6707762166164,14.2120881864731,14.3045183762695,15.990362894991,15.9484954897487,15.0820162051824,12.9696670032983,11.3084244484102,10.4228649777709,8.52771488927531,7.22325446383041,7.0526549759087,5.77383775278651,5.77600707039342,7.21632217378145,8.47882575072121,8.54532302698433,7.55943316580298,7.84231168134552,7.92071204799063,8.47345647601835,8.55698648853165,9.78681704749252,12.350756113718,12.8901899399821,13.4714649255395,14.7124309317189,13.9486182767989,14.8434163877047,15.0717241742131,14.1457601838039,14.9623373738881,16.3619513554622,15.6650460009422,16.654145514172,16.2348625893315,15.4681512586939,15.0794471554349,13.4445518460911,13.4543278902399,11.6090114632892,12.6891894876999,12.0570052804515,11.1844133061275,10.7909736695686,11.0166384116261,11.6423394424722,12.1033747155913,11.0055184424571,11.3561628110078,11.2255753888477,11.6654979834606,11.4452241892574,12.2035681834473,11.6648763169923,10.6665883829609,10.2826426139507,11.4629765613493,11.4389728830377,12.3922355681448,10.6514604474697,9.39074283998366,11.2873219157581,11.1962989392249,10.7684383999748,10.9564040293058,11.0591285505585,10.9226970704769,11.4892269131282,12.2936736716117,12.0437934484421,11.9636251895044,10.4347981057108,10.9679130931091,10.6246009111251,9.95595944774619,11.1545731826567,11.6123469217911,11.8225453234103,12.7639666287489,14.2251601771034,14.4179087853409,15.2361407661352,17.8063960237441,17.0333407284605,18.8105222696165,17.8703006455788,14.2577320374565,18.0779435109621,16.6381118563788,15.8928613708912,17.1908307744586
394463,"Chicago, IL",3,18.0927592941871,16.2074234789416,15.9760479090608,17.9026923050719,19.5946263218473,18.3914673717147,19.8464624216927,19.1394540153042,19.3577337380466,19.3426282896821,17.9549826711546,17.0240119690663,15.7273188542515,14.9834940778989,15.807191514394,16.80970446703,17.3790859072284,18.2549636164553,18.047651999072,16.8928882151955,16.6563344576499,15.4849449811058,14.2469726585482,14.9119146224128,12.6281325744519,12.157675311749,12.9702067171916,14.3392531092558,15.4257586597799,14.8022848278346,13.6898316058252,12.2984390429781,12.7567030782891,11.7412102948641,12.2207363273957,13.3380092668847,12.3581974413953,13.8028064071866,15.051194484794,15.9512215375025,16.2875048355913,15.3508608316894,16.0923847463714,15.9151064331846,17.0398506355586,16.9957013426206,18.2631753832945,19.0599556845444,18.3026788433276,18.5535495658873,17.990473244936,18.7398661691252,18.8790415141695,17.1797947296882,17.9747962802939,16.5804946861273,17.3575420695558,16.8974920732855,17.3020193518259,18.1235197404437,17.3217030837478,17.301691455097,16.7202670139011,17.0742674380021,16.4049678306262,16.3548506248944,13.5860776496341,14.7381409370183,14.3469617814732,15.8739157025323,15.7051180554768,16.7161922951835,15.6165633198129,15.3056303647523,16.440769385343,15.2914064554853,16.3639043155425,16.2057983503341,14.7409431028843,13.6722624401611,14.2654633450422,15.1308576994655,16.233743412416,18.274234653211,17.6474494584918,18.0171373718542,17.4470500908063,15.0776149118799,16.6668856395053,15.1817064565093,14.1001116253169,14.4267748119386,16.1736204216366,16.7644568026574,18.5373641575212,20.3270098000999,19.9449334141625,21.3035876964608,19.2230522558983,16.569162256178,18.6548698288456,17.4369066802344,17.3996011086872,18.198197448451
394514,"Dallas-Fort Worth, TX",4,15.1888491679554,14.7420448147434,14.7274268751247,15.3257188755498,16.5282820430832,15.0620481368208,17.8484825893197,16.6631519454168,16.7981187250635,16.2418886742278,14.8989644990566,13.4904506816029,12.9959098484184,12.0747169339269,12.0690333885247,12.7305559677203,14.2588374754667,14.3493965045012,14.6339593476736,14.0616621742577,15.1553469565441,14.1655279169186,13.4154307727574,13.6026694903781,11.8659026574846,10.8820244730271,12.2863223495637,12.1977068944261,13.142894530984,12.7327083026362,12.0996571129784,12.1789776008418,11.1026835790079,11.4040285833573,11.9319184933449,13.3516732601448,12.5425039568631,12.9412822714721,12.3487028624518,12.4943226365044,13.6128549863887,13.6665932776486,12.5438760815117,12.8245858957038,12.6314698452895,11.3751418047725,12.3367704056625,12.0160162095261,11.2259992007348,11.5644704179568,10.5975978669887,12.3084145757307,11.6242087431732,10.0088680274613,10.7705227460534,9.23223726566675,8.22352875219426,8.98605378316868,9.42363847782093,10.6221770810718,10.6786322405123,10.2987009729997,9.592873538041,10.7697386243526,10.1205101933837,10.1744806280287,8.36712111945008,8.50692908688019,7.28478944071029,8.03105263871969,8.3017206779596,10.1569454999126,9.13078627650885,8.27687492007653,10.8991956235563,11.3810283136126,11.3607779662392,11.3803028604988,10.5169661757003,9.79601162941592,10.1265353550009,11.0249022559804,11.8091390707185,13.8199084425226,13.4437669578015,14.2559896047473,13.9891538275828,12.4812234724474,12.9498003665609,12.856908192492,12.4759758542187,12.336152636473,14.5786308715384,16.378667997537,18.058026183155,19.9836535747379,19.3356262616483,21.5631980608746,20.2803163042181,17.453379004409,20.4851629638535,18.3024493106526,18.2318819508853,19.1733001162535
394974,"Philadelphia, PA",5,18.5905919267038,19.052278870527,18.031746689694,17.8101417264533,19.2367124228117,18.6232656762062,21.23127144003,18.9696091729559,18.9801207356149,20.5873426402262,19.2889157304266,18.603975278491,17.7451687894855,16.7544619331082,17.1832420551887,17.7574227563923,18.1940798394328,18.6812741143636,20.1295811724189,18.2865213071964,17.6323258736095,17.925465152395,17.3658920773442,18.47181461397,16.6534430692983,15.2040659090946,16.5711124048192,16.559739146189,18.6092553460464,17.7079113504831,17.811716290861,17.697156221345,17.089293988741,15.8711228065172,17.4243090944026,19.1781946294225,17.8768257122147,18.2949414569106,17.8694099117856,17.3234395136519,18.3728061997697,17.7647804650833,17.9115834312904,19.7145891752331,20.4111828654486,20.1345826302282,21.2533271613138,20.5198667968439,21.1531271843963,21.0114746122399,19.4618109372054,19.3305294599338,20.1601626808027,19.1899781206021,18.7464457444652,19.871750448719,20.6809011333595,20.9513617861514,20.9122212566474,20.9673257558364,20.1658044841318,20.6433135044047,19.497748231656,20.4028664490094,19.6345583700886,20.2566998775325,19.9176816653742,19.3948698296464,17.2356503875774,19.5253518657867,19.0939886748783,20.2706571303395,19.8358942867736,18.5226853209481,19.5349517024424,20.3853383145526,21.2575875387247,20.2633419594194,19.0261706952741,18.0096286251218,19.2097668880657,18.545541361079,18.3898600184808,20.8261260644558,18.3603098185741,19.2156074983889,19.1978682775448,19.0078777354053,18.4774830641915,18.9484731719735,15.8801361315078,13.0026813325316,15.6180515132414,15.5533432379797,16.3659027273167,18.1310162627514,16.6459194619923,18.4019483963879,19.8265788563593,18.7289063163922,19.8054386468301,17.5770892148173,16.0031378177118,16.5268079019743
394692,"Houston, TX",6,16.4320866802231,14.4033201173847,13.3089253642987,15.1612835777225,16.6648559216586,15.042729278086,16.425149518613,16.320046253922,17.0277773849101,16.4793807505968,14.9010556453308,13.98096552009,13.8647904733097,13.1141545652084,13.988376528051,13.985048171431,14.0232768486847,14.3385946140562,14.7265295596358,13.7892295023009,14.7270503276899,14.304292378236,12.7134325332411,13.4916652094595,12.2752559165258,11.7216500872287,12.2180724716811,12.2334159425948,12.3733076143285,12.4901623335154,10.9568871985273,10.8177410641733,10.8936862343295,10.3570089167618,10.5049885106138,11.3804472379225,11.0688149295049,11.9958560782359,10.8111017111589,12.0081950019842,11.8580992881533,11.198686974171,9.68826329814161,9.19452147333421,9.57024675760089,9.49856117872641,9.42651916464725,11.3728015324027,10.9244338558955,10.2571693809165,11.3359228265081,12.5596084912978,11.5776128085222,11.3606534375856,10.4657093175099,10.0037049852123,9.25329429832241,8.36144993287331,12.4111390414677,14.4033765065928,15.3850460920373,14.9504741757922,14.6176442484925,14.3647293365437,14.9264517734201,15.0307248923309,14.114992956024,12.7057445661931,10.168666421019,11.7076523508052,12.5604012322282,13.0118220225953,14.1240067973744,13.9074104534365,14.0642149783237,13.2374401871537,15.4081590689393,15.074180026036,15.3430070920515,14.1660777444777,15.4969097964265,16.3658899888899,16.6180713983158,15.4429381557909,10.9438421470533,13.2251788682381,13.8353325515313,13.1724971439902,14.5100141238735,12.9083506750667,12.9818013994973,13.3866678334816,14.2582723974443,14.8561449250671,15.7983310604043,17.7872860774778,16.6920435469403,18.2453482140457,17.7512098439642,15.2823219977931,18.8767399635757,16.8794158205876,16.4439136984795,16.3970121665279
395209,"Washington, DC",7,15.1929394049848,15.1354292877942,14.7757799881754,15.9551682239549,17.6537892987293,16.2605054796922,17.8362832127025,15.099820077321,14.9729951334875,14.6315154842522,13.1249837812345,12.616689663985,12.4257711116575,12.898367784144,13.4103285940624,14.4621874571607,15.0024293795286,14.9589536500703,14.3650149800053,12.5837689012714,11.2745253721906,11.0516679267597,9.89105307701782,10.7556515630524,10.0602781705966,8.82637205596775,11.5787926738752,12.3795541319882,13.8064527393852,13.0018459441134,12.6377172753421,11.523709141906,10.1595180674372,10.5669508337857,11.3498462670184,13.1674740856012,13.9140965572536,14.1466428730198,16.153232518375,15.1264305579171,16.1666127852512,14.6438935942196,14.0429815341503,16.7526726450068,17.3913366382806,18.5883385013958,19.1982490515305,18.8200553698913,18.5834903347992,18.683678260348,17.1952749493708,16.8899312920399,16.779657114123,15.9705971063045,15.6743221324548,16.349462114548,17.5593305867168,18.1801676428887,18.7157499189083,18.5181745684372,17.3492936399811,17.2573270691209,16.5563062756929,16.3593292832569,16.0132646682146,16.4083069074476,16.2282927079092,16.8510471252142,15.2084452017025,16.3936207250901,16.2714328198888,16.2024248027719,14.7422297119721,14.4845150026006,15.0493448730404,15.2730206113744,15.6329885916723,15.6538488288664,15.2247203251171,15.0289522561281,15.4217044041743,16.2634130619964,16.9101916387934,18.1014454339051,16.9506175218143,16.3463250682598,14.7229564308052,15.304790349263,15.3038257675022,15.8777757340675,14.698389380443,13.191546546776,15.4021356473904,15.3708156646473,16.6310285313945,18.2110416726006,17.4490296329722,18.8378741115962,17.1232920266987,14.8325780645521,15.3951187037112,14.8710009749051,14.5910345126969,15.2906232187133
394856,"Miami-Fort Lauderdale, FL",8,14.3583465645554,13.9693167175395,12.6481851797655,13.8169222657327,13.1599731501614,10.1820721443797,10.730541282361,10.8016975505287,10.2724347504074,10.9202238927844,10.1982641412028,9.72287800758741,9.14471733286253,7.98637519948678,7.72993381556464,8.45493588848173,7.54330158083995,8.04564344043766,7.72839773433967,8.46883000268783,8.85548251855224,8.77181198246735,8.0934790190419,7.35138833152193,7.78113777827375,6.1441422387826,6.41997979006153,6.61654516976563,6.17139560451862,6.5847798540598,6.23500842133557,6.08707250617442,6.8122266915526,6.5293552699299,6.64069187491523,7.91949028890131,8.80171276460944,10.0176390898251,9.78434911422067,11.1198612406615,11.4393891555404,11.3809893672265,11.194729249773,12.4157022520403,12.2986765742913,12.4246271528313,13.4838430807815,13.4690873195937,12.9428713121392,12.8070240486444,13.3157340833623,14.1790439790891,14.3677540272923,13.2773034744898,12.6941814954967,10.2814343820972,10.9011501543855,9.99426125582877,11.558049429695,11.847980829616,12.0803325928864,11.3782705085108,10.7685876724028,11.6847876827253,12.2660159475058,12.2413942130113,12.6545613089878,11.9004550136402,11.170279749618,11.249460752378,11.2118312659365,11.6360201961647,11.326593594398,9.80158152823516,12.4034063024486,11.8569205054777,12.8255775604003,12.8691741036735,13.059015413028,12.2572297022634,12.6968952981536,12.5652752025761,12.2515519925205,13.3546212619441,9.5804560421432,12.9950490879813,13.0549170631231,11.0774949819402,12.9375056300727,13.4461670742601,13.6563975172969,13.6285332431969,13.27300453978,13.7465573949068,14.360523257406,15.5996615259051,15.1977526408625,16.7528567923085,16.3654876956522,14.1371688676334,17.4678323279031,16.7840445365576,16.1919250329011,16.9168633872342
394347,"Atlanta, GA",9,15.3038933996389,15.646233348379,15.4942152063506,16.8106498341362,17.3793662790847,17.6382617634297,18.9184497032814,17.8016828842031,16.5483540480309,16.572775331323,15.617685565965,14.3079522149287,13.3537742983312,12.5662292651402,13.8128613562774,14.3319454346793,14.5953633166877,14.5820557124182,13.3996248311243,11.891228228864,11.9606243341084,10.2117611708637,9.88616843530337,9.38867442911124,8.6463151885816,8.33659649745326,8.95840056660047,9.00934903272839,10.7163717104758,9.15149914551414,9.49413759555703,9.06451626463778,9.53158037264219,8.37878537227918,9.36771011394034,10.558646934908,11.2158880672727,11.8978070913645,11.4082798912176,11.647056254644,11.9115985356074,11.8297577919037,12.283009425318,12.3711523754015,12.5053759063484,13.4449114825096,14.2930595161515,14.7483783871336,14.5570567380745,14.5471303183736,13.5286738530254,13.3824145913319,14.2029460705329,12.5152598011272,11.5925817672695,11.6908950974285,11.5094897195078,12.228441486607,13.1110396536251,12.361897379629,12.0647386945178,12.0359458389743,10.8569137934982,11.4158077861439,11.4101841476769,11.5617810791053,10.784135006339,10.4342815768939,9.66977649467328,10.2899410663767,10.8147437862297,11.679268543496,10.747435890935,10.5356086159203,10.5417009330656,10.5479631002515,10.5634788733007,10.3320523328433,10.1892224502635,8.98246539590996,10.0392940696983,10.581965700753,11.4096425314802,12.6249732247694,10.3995893988534,10.3238547324617,10.2832317690381,9.31469422019594,9.63438965163872,10.1337937744379,9.27591585652868,8.82160673188389,9.90459134555747,9.89591885660165,11.9141846074745,14.3117245782446,13.9049325415431,14.1819811240087,15.0648766290393,13.4120497465233,15.980297737412,12.8893469900505,12.5786643931555,14.1261282286315
