"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"Pennsport","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1960,1439,0.00139178844815588,0.00139178844815588,0.0227434257285004,3068
2019-04-30,"Idlewild South","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",1961,1244,0.0024174053182917,0.0130293159609121,0.0489038785834739,2074
2019-04-30,"Stockyards","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",1962,789,0.00126903553299492,0.00254129606099111,0.00895140664961637,2008
2019-04-30,"Mission San Jose","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",1963,4460,-0.00134348410210479,0.00224719101123596,0.0307372313381095,2333
2019-04-30,"Lynn Lane","OK","Tulsa","Tulsa County","Tulsa",1964,1429,0.00492264416315049,0.015636105188344,0.0258435032304379,2912
2019-04-30,"Lincoln Creek","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",1965,998,0.00301507537688442,0.00301507537688442,0.00100300902708124,2103
2019-04-30,"Blue Oaks","CA","Sacramento--Roseville--Arden-Arcade","Placer County","Roseville",1966,2502,0.00120048019207683,0.00968523002421308,0.0270935960591133,3322
2019-04-30,"Outer Mission","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",1967,3885,0.000772797527047913,0.00517464424320828,0.0384923817161187,2336
2019-04-30,"North Rose Hill","WA","Seattle-Tacoma-Bellevue","King County","Kirkland",1968,2497,0.00120288692862871,-0.000400320256204964,0.00160449257922182,3204
2019-04-30,"Randle Highlands","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",1969,2118,0.00141843971631206,0.00284090909090909,0.0675403225806452,1442
2019-04-30,"Roselawn","OH","Cincinnati","Hamilton County","Cincinnati",1970,1086,-0.00183823529411765,-0.00458295142071494,0.0442307692307692,1499
2019-04-30,"Panhandle","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",1971,5080,-0.0021606757022196,0.00236779794790845,0.0567921780736426,2111
2019-04-30,"Holiday Hill","FL","Jacksonville","Duval County","Jacksonville",1972,1165,0.00604490500863558,0.0139251523063534,0.0448430493273543,2150
2019-04-30,"Broadway-Fillmore","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",1973,760,0.00662251655629139,0.0146862483311081,0.027027027027027,2286
2019-04-30,"East English Village","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",1974,842,0.00118906064209275,0.01323706377858,0.0591194968553459,1839
2019-04-30,"Wheeless Road","GA","Augusta-Richmond County","Richmond County","Augusta",1975,669,0.0229357798165138,0,-0.154235145385588,2476
2019-04-30,"Aurora Knolls - Hutchinson Heights","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",1976,1971,0.00203355363497712,0.00509943906170321,0.0362776025236593,2351
2019-04-30,"Whitehouse Station","NJ","New York-Newark-Jersey City","Hunterdon County","Readington",1977,2510,0.0052062474969964,0.00319744204636291,-0.0477996965098634,3785
2019-04-30,"Algonquin","KY","Louisville/Jefferson County","Jefferson County","Louisville",1978,842,-0.00118623962040332,0.00118906064209275,0.0420792079207921,1519
2019-04-30,"Southgate","CA","Bakersfield","Kern County","Bakersfield",1979,1001,0.00603015075376884,0.0203873598369011,0.077502691065662,1564
2019-04-30,"East Ukrainian Village","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1980,2259,0.0157374100719424,0.0291571753986333,0.0463177396943029,2782
2019-04-30,"Grasmere - Concord","NY","New York-Newark-Jersey City","Richmond County","New York",1981,2305,-0.00173235166738848,0.000868432479374729,0.0299374441465594,2367
2019-04-30,"Mantua","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1982,1303,0.0046260601387818,0.010077519379845,0.0316706254948535,2533
2019-04-30,"Ridgemoor","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",1983,1503,0.00400801603206413,0.00400801603206413,-0.0233918128654971,902
2019-04-30,"Near North","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",1984,1514,0.0046449900464499,0.00933333333333333,0.0470262793914246,1223
